episode,winner,PPO,Random
4839,PPO,1,-1
4840,PPO,1,-1
4841,PPO,1,-1
4842,PPO,1,-1
4843,PPO,1,-1
4844,Random,-1,1
4845,PPO,1,-1
4846,PPO,1,-1
4847,PPO,1,-1
4848,PPO,1,-1
4849,PPO,1,-1
4850,PPO,1,-1
4851,PPO,1,-1
4852,PPO,1,-1
4853,PPO,1,-1
4854,PPO,1,-1
4855,Random,-1,1
4856,PPO,1,-1
4857,PPO,1,-1
4858,PPO,1,-1
4859,PPO,1,-1
4860,PPO,1,-1
4861,PPO,1,-1
4862,PPO,1,-1
4863,PPO,1,-1
4864,Random,-1,1
4865,PPO,1,-1
4866,PPO,1,-1
4867,Random,-1,1
4868,PPO,1,-1
4869,PPO,1,-1
4870,PPO,1,-1
4871,PPO,1,-1
4872,PPO,1,-1
4873,PPO,1,-1
4874,PPO,1,-1
4875,PPO,1,-1
4876,PPO,1,-1
4877,PPO,1,-1
4878,PPO,1,-1
4879,Random,-1,1
4880,PPO,1,-1
4881,Random,-1,1
4882,PPO,1,-1
4883,PPO,1,-1
4884,PPO,1,-1
4885,PPO,1,-1
4886,PPO,1,-1
4887,Random,-1,1
4888,Random,-1,1
4889,PPO,1,-1
4890,PPO,1,-1
4891,PPO,1,-1
4892,Random,-1,1
4893,PPO,1,-1
4894,PPO,1,-1
4895,PPO,1,-1
4896,PPO,1,-1
4897,Random,-1,1
4898,PPO,1,-1
4899,Random,-1,1
4900,PPO,1,-1
4901,PPO,1,-1
4902,PPO,1,-1
4903,PPO,1,-1
4904,PPO,1,-1
4905,PPO,1,-1
4906,PPO,1,-1
4907,PPO,1,-1
4908,PPO,1,-1
4909,PPO,1,-1
4910,PPO,1,-1
4911,Random,-1,1
4912,PPO,1,-1
4913,PPO,1,-1
4914,PPO,1,-1
4915,PPO,1,-1
4916,PPO,1,-1
4917,PPO,1,-1
4918,Random,-1,1
4919,PPO,1,-1
4920,Random,-1,1
4921,PPO,1,-1
4922,Random,-1,1
4923,PPO,1,-1
4924,Random,-1,1
4925,PPO,1,-1
4926,Random,-1,1
4927,PPO,1,-1
4928,PPO,1,-1
4929,PPO,1,-1
4930,PPO,1,-1
4931,PPO,1,-1
4932,PPO,1,-1
4933,PPO,1,-1
4934,PPO,1,-1
4935,PPO,1,-1
4936,PPO,1,-1
4937,PPO,1,-1
4938,PPO,1,-1
4939,PPO,1,-1
4940,PPO,1,-1
4941,Random,-1,1
4942,PPO,1,-1
4943,PPO,1,-1
4944,PPO,1,-1
4945,Random,-1,1
4946,PPO,1,-1
4947,PPO,1,-1
4948,PPO,1,-1
4949,PPO,1,-1
4950,Random,-1,1
4951,PPO,1,-1
4952,PPO,1,-1
4953,PPO,1,-1
4954,PPO,1,-1
4955,PPO,1,-1
4956,PPO,1,-1
4957,PPO,1,-1
4958,PPO,1,-1
4959,PPO,1,-1
4960,Random,-1,1
4961,PPO,1,-1
4962,PPO,1,-1
4963,PPO,1,-1
4964,PPO,1,-1
4965,PPO,1,-1
4966,PPO,1,-1
4967,PPO,1,-1
4968,PPO,1,-1
4969,PPO,1,-1
4970,Random,-1,1
4971,PPO,1,-1
4972,PPO,1,-1
4973,PPO,1,-1
4974,PPO,1,-1
4975,PPO,1,-1
4976,PPO,1,-1
4977,PPO,1,-1
4978,Random,-1,1
4979,Random,-1,1
4980,PPO,1,-1
4981,PPO,1,-1
4982,PPO,1,-1
4983,PPO,1,-1
4984,PPO,1,-1
4985,PPO,1,-1
4986,PPO,1,-1
4987,PPO,1,-1
4988,PPO,1,-1
4989,PPO,1,-1
4990,PPO,1,-1
4991,PPO,1,-1
4992,PPO,1,-1
4993,PPO,1,-1
4994,Random,-1,1
4995,PPO,1,-1
4996,PPO,1,-1
4997,PPO,1,-1
4998,PPO,1,-1
4999,PPO,1,-1
5000,PPO,1,-1
5001,PPO,1,-1
5002,PPO,1,-1
5003,PPO,1,-1
5004,PPO,1,-1
5005,Random,-1,1
5006,PPO,1,-1
5007,PPO,1,-1
5008,PPO,1,-1
5009,Random,-1,1
5010,PPO,1,-1
5011,Random,-1,1
5012,Random,-1,1
5013,PPO,1,-1
5014,PPO,1,-1
5015,PPO,1,-1
5016,PPO,1,-1
5017,PPO,1,-1
5018,PPO,1,-1
5019,PPO,1,-1
5020,PPO,1,-1
5021,PPO,1,-1
5022,PPO,1,-1
5023,Random,-1,1
5024,PPO,1,-1
5025,PPO,1,-1
5026,PPO,1,-1
5027,PPO,1,-1
5028,PPO,1,-1
5029,PPO,1,-1
5030,PPO,1,-1
5031,Random,-1,1
5032,PPO,1,-1
5033,PPO,1,-1
5034,PPO,1,-1
5035,PPO,1,-1
5036,PPO,1,-1
5037,PPO,1,-1
5038,PPO,1,-1
5039,PPO,1,-1
5040,PPO,1,-1
5041,PPO,1,-1
5042,Random,-1,1
5043,Random,-1,1
5044,PPO,1,-1
5045,Random,-1,1
5046,PPO,1,-1
5047,PPO,1,-1
5048,PPO,1,-1
5049,PPO,1,-1
5050,PPO,1,-1
5051,Random,-1,1
5052,Random,-1,1
5053,PPO,1,-1
5054,PPO,1,-1
5055,PPO,1,-1
5056,PPO,1,-1
5057,PPO,1,-1
5058,PPO,1,-1
5059,PPO,1,-1
5060,PPO,1,-1
5061,PPO,1,-1
5062,PPO,1,-1
5063,PPO,1,-1
5064,Random,-1,1
5065,PPO,1,-1
5066,Random,-1,1
5067,PPO,1,-1
5068,PPO,1,-1
5069,PPO,1,-1
5070,PPO,1,-1
5071,PPO,1,-1
5072,PPO,1,-1
5073,PPO,1,-1
5074,PPO,1,-1
5075,Random,-1,1
5076,PPO,1,-1
5077,PPO,1,-1
5078,PPO,1,-1
5079,PPO,1,-1
5080,Random,-1,1
5081,PPO,1,-1
5082,PPO,1,-1
5083,PPO,1,-1
5084,PPO,1,-1
5085,PPO,1,-1
5086,PPO,1,-1
5087,PPO,1,-1
5088,PPO,1,-1
5089,PPO,1,-1
5090,PPO,1,-1
5091,PPO,1,-1
5092,PPO,1,-1
5093,Random,-1,1
5094,PPO,1,-1
5095,PPO,1,-1
5096,PPO,1,-1
5097,PPO,1,-1
5098,PPO,1,-1
5099,PPO,1,-1
5100,Random,-1,1
5101,PPO,1,-1
5102,Random,-1,1
5103,PPO,1,-1
5104,PPO,1,-1
5105,PPO,1,-1
5106,PPO,1,-1
5107,PPO,1,-1
5108,Random,-1,1
5109,PPO,1,-1
5110,PPO,1,-1
5111,Random,-1,1
5112,Random,-1,1
5113,PPO,1,-1
5114,PPO,1,-1
5115,PPO,1,-1
5116,PPO,1,-1
5117,PPO,1,-1
5118,PPO,1,-1
5119,PPO,1,-1
5120,PPO,1,-1
5121,PPO,1,-1
5122,PPO,1,-1
5123,Random,-1,1
5124,Random,-1,1
5125,PPO,1,-1
5126,PPO,1,-1
5127,Random,-1,1
5128,PPO,1,-1
5129,PPO,1,-1
5130,Random,-1,1
5131,Random,-1,1
5132,PPO,1,-1
5133,PPO,1,-1
5134,PPO,1,-1
5135,Random,-1,1
5136,PPO,1,-1
5137,PPO,1,-1
5138,Random,-1,1
5139,PPO,1,-1
5140,PPO,1,-1
5141,PPO,1,-1
5142,Random,-1,1
5143,PPO,1,-1
5144,PPO,1,-1
5145,PPO,1,-1
5146,Random,-1,1
5147,PPO,1,-1
5148,PPO,1,-1
5149,PPO,1,-1
5150,PPO,1,-1
5151,PPO,1,-1
5152,PPO,1,-1
5153,PPO,1,-1
5154,PPO,1,-1
5155,PPO,1,-1
5156,Random,-1,1
5157,PPO,1,-1
5158,PPO,1,-1
5159,Random,-1,1
5160,Random,-1,1
5161,PPO,1,-1
5162,PPO,1,-1
5163,PPO,1,-1
5164,PPO,1,-1
5165,PPO,1,-1
5166,Random,-1,1
5167,PPO,1,-1
5168,PPO,1,-1
5169,PPO,1,-1
5170,PPO,1,-1
5171,Random,-1,1
5172,PPO,1,-1
5173,PPO,1,-1
5174,PPO,1,-1
5175,PPO,1,-1
5176,PPO,1,-1
5177,PPO,1,-1
5178,Random,-1,1
5179,PPO,1,-1
5180,Random,-1,1
5181,PPO,1,-1
5182,PPO,1,-1
5183,PPO,1,-1
5184,Random,-1,1
5185,PPO,1,-1
5186,PPO,1,-1
5187,PPO,1,-1
5188,PPO,1,-1
5189,PPO,1,-1
5190,PPO,1,-1
5191,PPO,1,-1
5192,PPO,1,-1
5193,PPO,1,-1
5194,PPO,1,-1
5195,Random,-1,1
5196,PPO,1,-1
5197,PPO,1,-1
5198,PPO,1,-1
5199,PPO,1,-1
5200,PPO,1,-1
5201,PPO,1,-1
5202,PPO,1,-1
5203,PPO,1,-1
5204,PPO,1,-1
5205,PPO,1,-1
5206,PPO,1,-1
5207,PPO,1,-1
5208,PPO,1,-1
5209,PPO,1,-1
5210,PPO,1,-1
5211,PPO,1,-1
5212,Random,-1,1
5213,PPO,1,-1
5214,PPO,1,-1
5215,PPO,1,-1
5216,PPO,1,-1
5217,Random,-1,1
5218,Random,-1,1
5219,PPO,1,-1
5220,PPO,1,-1
5221,PPO,1,-1
5222,PPO,1,-1
5223,PPO,1,-1
5224,PPO,1,-1
5225,PPO,1,-1
5226,Random,-1,1
5227,PPO,1,-1
5228,PPO,1,-1
5229,Random,-1,1
5230,PPO,1,-1
5231,PPO,1,-1
5232,PPO,1,-1
5233,Random,-1,1
5234,PPO,1,-1
5235,PPO,1,-1
5236,PPO,1,-1
5237,PPO,1,-1
5238,PPO,1,-1
5239,PPO,1,-1
5240,PPO,1,-1
5241,PPO,1,-1
5242,PPO,1,-1
5243,PPO,1,-1
5244,PPO,1,-1
5245,PPO,1,-1
5246,Random,-1,1
5247,PPO,1,-1
5248,PPO,1,-1
5249,Random,-1,1
5250,PPO,1,-1
5251,PPO,1,-1
5252,PPO,1,-1
5253,Random,-1,1
5254,PPO,1,-1
5255,Random,-1,1
5256,PPO,1,-1
5257,PPO,1,-1
5258,PPO,1,-1
5259,PPO,1,-1
5260,PPO,1,-1
5261,PPO,1,-1
5262,PPO,1,-1
5263,PPO,1,-1
5264,PPO,1,-1
5265,PPO,1,-1
5266,Random,-1,1
5267,PPO,1,-1
5268,PPO,1,-1
5269,PPO,1,-1
5270,PPO,1,-1
5271,PPO,1,-1
5272,PPO,1,-1
5273,Random,-1,1
5274,PPO,1,-1
5275,PPO,1,-1
5276,PPO,1,-1
5277,PPO,1,-1
5278,PPO,1,-1
5279,Random,-1,1
5280,PPO,1,-1
5281,PPO,1,-1
5282,Random,-1,1
5283,PPO,1,-1
5284,Random,-1,1
5285,PPO,1,-1
5286,PPO,1,-1
5287,PPO,1,-1
5288,PPO,1,-1
5289,Random,-1,1
5290,Random,-1,1
5291,Random,-1,1
5292,PPO,1,-1
5293,PPO,1,-1
5294,PPO,1,-1
5295,PPO,1,-1
5296,PPO,1,-1
5297,PPO,1,-1
5298,PPO,1,-1
5299,PPO,1,-1
5300,PPO,1,-1
5301,PPO,1,-1
5302,PPO,1,-1
5303,PPO,1,-1
5304,PPO,1,-1
5305,PPO,1,-1
5306,PPO,1,-1
5307,PPO,1,-1
5308,PPO,1,-1
5309,PPO,1,-1
5310,Random,-1,1
5311,Random,-1,1
5312,PPO,1,-1
5313,PPO,1,-1
5314,PPO,1,-1
5315,PPO,1,-1
5316,Random,-1,1
5317,PPO,1,-1
5318,Random,-1,1
5319,PPO,1,-1
5320,PPO,1,-1
5321,Random,-1,1
5322,PPO,1,-1
5323,PPO,1,-1
5324,PPO,1,-1
5325,PPO,1,-1
5326,PPO,1,-1
5327,PPO,1,-1
5328,PPO,1,-1
5329,PPO,1,-1
5330,Random,-1,1
5331,Random,-1,1
5332,PPO,1,-1
5333,PPO,1,-1
5334,Random,-1,1
5335,PPO,1,-1
5336,PPO,1,-1
5337,Random,-1,1
5338,PPO,1,-1
5339,PPO,1,-1
5340,PPO,1,-1
5341,PPO,1,-1
5342,PPO,1,-1
5343,PPO,1,-1
5344,PPO,1,-1
5345,Random,-1,1
5346,PPO,1,-1
5347,PPO,1,-1
5348,PPO,1,-1
5349,PPO,1,-1
5350,PPO,1,-1
5351,PPO,1,-1
5352,PPO,1,-1
5353,Random,-1,1
5354,PPO,1,-1
5355,PPO,1,-1
5356,Random,-1,1
5357,PPO,1,-1
5358,PPO,1,-1
5359,PPO,1,-1
5360,PPO,1,-1
5361,PPO,1,-1
5362,Random,-1,1
5363,PPO,1,-1
5364,Random,-1,1
5365,PPO,1,-1
5366,PPO,1,-1
5367,PPO,1,-1
5368,PPO,1,-1
5369,PPO,1,-1
5370,PPO,1,-1
5371,PPO,1,-1
5372,PPO,1,-1
5373,PPO,1,-1
5374,PPO,1,-1
5375,PPO,1,-1
5376,PPO,1,-1
5377,PPO,1,-1
5378,PPO,1,-1
5379,PPO,1,-1
5380,PPO,1,-1
5381,PPO,1,-1
5382,PPO,1,-1
5383,Random,-1,1
5384,PPO,1,-1
5385,Random,-1,1
5386,PPO,1,-1
5387,PPO,1,-1
5388,PPO,1,-1
5389,PPO,1,-1
5390,Random,-1,1
5391,PPO,1,-1
5392,PPO,1,-1
5393,PPO,1,-1
5394,PPO,1,-1
5395,PPO,1,-1
5396,PPO,1,-1
5397,Random,-1,1
5398,PPO,1,-1
5399,PPO,1,-1
5400,PPO,1,-1
5401,PPO,1,-1
5402,PPO,1,-1
5403,Random,-1,1
5404,PPO,1,-1
5405,PPO,1,-1
5406,PPO,1,-1
5407,PPO,1,-1
5408,PPO,1,-1
5409,PPO,1,-1
5410,PPO,1,-1
5411,PPO,1,-1
5412,PPO,1,-1
5413,Random,-1,1
5414,PPO,1,-1
5415,PPO,1,-1
5416,PPO,1,-1
5417,PPO,1,-1
5418,PPO,1,-1
5419,PPO,1,-1
5420,PPO,1,-1
5421,PPO,1,-1
5422,PPO,1,-1
5423,PPO,1,-1
5424,Random,-1,1
5425,PPO,1,-1
5426,PPO,1,-1
5427,PPO,1,-1
5428,PPO,1,-1
5429,Random,-1,1
5430,PPO,1,-1
5431,Random,-1,1
5432,Random,-1,1
5433,PPO,1,-1
5434,PPO,1,-1
5435,PPO,1,-1
5436,PPO,1,-1
5437,PPO,1,-1
5438,PPO,1,-1
5439,PPO,1,-1
5440,PPO,1,-1
5441,Random,-1,1
5442,PPO,1,-1
5443,PPO,1,-1
5444,PPO,1,-1
5445,PPO,1,-1
5446,PPO,1,-1
5447,PPO,1,-1
5448,PPO,1,-1
5449,PPO,1,-1
5450,Random,-1,1
5451,PPO,1,-1
5452,PPO,1,-1
5453,PPO,1,-1
5454,PPO,1,-1
5455,PPO,1,-1
5456,Random,-1,1
5457,PPO,1,-1
5458,PPO,1,-1
5459,PPO,1,-1
5460,PPO,1,-1
5461,PPO,1,-1
5462,PPO,1,-1
5463,PPO,1,-1
5464,Random,-1,1
5465,PPO,1,-1
5466,PPO,1,-1
5467,PPO,1,-1
5468,PPO,1,-1
5469,PPO,1,-1
5470,PPO,1,-1
5471,PPO,1,-1
5472,PPO,1,-1
5473,Random,-1,1
5474,PPO,1,-1
5475,PPO,1,-1
5476,PPO,1,-1
5477,PPO,1,-1
5478,PPO,1,-1
5479,Random,-1,1
5480,Random,-1,1
5481,PPO,1,-1
5482,PPO,1,-1
5483,Random,-1,1
5484,PPO,1,-1
5485,PPO,1,-1
5486,PPO,1,-1
5487,PPO,1,-1
5488,PPO,1,-1
5489,PPO,1,-1
5490,PPO,1,-1
5491,PPO,1,-1
5492,PPO,1,-1
5493,PPO,1,-1
5494,PPO,1,-1
5495,PPO,1,-1
5496,Random,-1,1
5497,PPO,1,-1
5498,PPO,1,-1
5499,PPO,1,-1
5500,PPO,1,-1
5501,PPO,1,-1
5502,PPO,1,-1
5503,PPO,1,-1
5504,PPO,1,-1
5505,PPO,1,-1
5506,PPO,1,-1
5507,PPO,1,-1
5508,PPO,1,-1
5509,PPO,1,-1
5510,Random,-1,1
5511,PPO,1,-1
5512,PPO,1,-1
5513,PPO,1,-1
5514,PPO,1,-1
5515,PPO,1,-1
5516,PPO,1,-1
5517,PPO,1,-1
5518,PPO,1,-1
5519,PPO,1,-1
5520,PPO,1,-1
5521,PPO,1,-1
5522,PPO,1,-1
5523,PPO,1,-1
5524,Random,-1,1
5525,PPO,1,-1
5526,PPO,1,-1
5527,Random,-1,1
5528,Random,-1,1
5529,PPO,1,-1
5530,PPO,1,-1
5531,PPO,1,-1
5532,PPO,1,-1
5533,Random,-1,1
5534,Random,-1,1
5535,Random,-1,1
5536,PPO,1,-1
5537,PPO,1,-1
5538,PPO,1,-1
5539,PPO,1,-1
5540,PPO,1,-1
5541,PPO,1,-1
5542,PPO,1,-1
5543,PPO,1,-1
5544,Random,-1,1
5545,PPO,1,-1
5546,PPO,1,-1
5547,PPO,1,-1
5548,PPO,1,-1
5549,PPO,1,-1
5550,PPO,1,-1
5551,PPO,1,-1
5552,PPO,1,-1
5553,PPO,1,-1
5554,PPO,1,-1
5555,PPO,1,-1
5556,PPO,1,-1
5557,PPO,1,-1
5558,PPO,1,-1
5559,PPO,1,-1
5560,Random,-1,1
5561,PPO,1,-1
5562,PPO,1,-1
5563,PPO,1,-1
5564,PPO,1,-1
5565,PPO,1,-1
5566,PPO,1,-1
5567,PPO,1,-1
5568,Random,-1,1
5569,Random,-1,1
5570,PPO,1,-1
5571,PPO,1,-1
5572,Random,-1,1
5573,Random,-1,1
5574,Random,-1,1
5575,PPO,1,-1
5576,Random,-1,1
5577,PPO,1,-1
5578,PPO,1,-1
5579,PPO,1,-1
5580,Random,-1,1
5581,PPO,1,-1
5582,PPO,1,-1
5583,PPO,1,-1
5584,PPO,1,-1
5585,PPO,1,-1
5586,PPO,1,-1
5587,PPO,1,-1
5588,PPO,1,-1
5589,PPO,1,-1
5590,Random,-1,1
5591,Random,-1,1
5592,PPO,1,-1
5593,PPO,1,-1
5594,Random,-1,1
5595,Random,-1,1
5596,PPO,1,-1
5597,PPO,1,-1
5598,Random,-1,1
5599,Random,-1,1
5600,Random,-1,1
5601,PPO,1,-1
5602,PPO,1,-1
5603,PPO,1,-1
5604,PPO,1,-1
5605,PPO,1,-1
5606,PPO,1,-1
5607,PPO,1,-1
5608,PPO,1,-1
5609,PPO,1,-1
5610,PPO,1,-1
5611,PPO,1,-1
5612,Random,-1,1
5613,PPO,1,-1
5614,Random,-1,1
5615,Random,-1,1
5616,PPO,1,-1
5617,PPO,1,-1
5618,PPO,1,-1
5619,PPO,1,-1
5620,PPO,1,-1
5621,Random,-1,1
5622,PPO,1,-1
5623,PPO,1,-1
5624,PPO,1,-1
5625,PPO,1,-1
5626,PPO,1,-1
5627,Random,-1,1
5628,PPO,1,-1
5629,PPO,1,-1
5630,PPO,1,-1
5631,PPO,1,-1
5632,Random,-1,1
5633,PPO,1,-1
5634,PPO,1,-1
5635,Random,-1,1
5636,PPO,1,-1
5637,PPO,1,-1
5638,PPO,1,-1
5639,Random,-1,1
5640,Random,-1,1
5641,Random,-1,1
5642,PPO,1,-1
5643,PPO,1,-1
5644,PPO,1,-1
5645,PPO,1,-1
5646,PPO,1,-1
5647,Random,-1,1
5648,PPO,1,-1
5649,PPO,1,-1
5650,PPO,1,-1
5651,PPO,1,-1
5652,PPO,1,-1
5653,Random,-1,1
5654,PPO,1,-1
5655,Random,-1,1
5656,PPO,1,-1
5657,PPO,1,-1
5658,PPO,1,-1
5659,PPO,1,-1
5660,PPO,1,-1
5661,PPO,1,-1
5662,PPO,1,-1
5663,PPO,1,-1
5664,PPO,1,-1
5665,PPO,1,-1
5666,Random,-1,1
5667,PPO,1,-1
5668,Random,-1,1
5669,PPO,1,-1
5670,PPO,1,-1
5671,PPO,1,-1
5672,PPO,1,-1
5673,PPO,1,-1
5674,PPO,1,-1
5675,PPO,1,-1
5676,PPO,1,-1
5677,PPO,1,-1
5678,PPO,1,-1
5679,PPO,1,-1
5680,PPO,1,-1
5681,Random,-1,1
5682,PPO,1,-1
5683,PPO,1,-1
5684,PPO,1,-1
5685,PPO,1,-1
5686,PPO,1,-1
5687,Random,-1,1
5688,Random,-1,1
5689,PPO,1,-1
5690,Random,-1,1
5691,PPO,1,-1
5692,PPO,1,-1
5693,Random,-1,1
5694,Random,-1,1
5695,PPO,1,-1
5696,PPO,1,-1
5697,PPO,1,-1
5698,PPO,1,-1
5699,PPO,1,-1
5700,PPO,1,-1
5701,PPO,1,-1
5702,PPO,1,-1
5703,PPO,1,-1
5704,PPO,1,-1
5705,PPO,1,-1
5706,PPO,1,-1
5707,PPO,1,-1
5708,PPO,1,-1
5709,PPO,1,-1
5710,PPO,1,-1
5711,PPO,1,-1
5712,PPO,1,-1
5713,PPO,1,-1
5714,PPO,1,-1
5715,PPO,1,-1
5716,Random,-1,1
5717,PPO,1,-1
5718,PPO,1,-1
5719,PPO,1,-1
5720,PPO,1,-1
5721,PPO,1,-1
5722,Random,-1,1
5723,PPO,1,-1
5724,PPO,1,-1
5725,Random,-1,1
5726,PPO,1,-1
5727,PPO,1,-1
5728,PPO,1,-1
5729,Random,-1,1
5730,PPO,1,-1
5731,PPO,1,-1
5732,PPO,1,-1
5733,PPO,1,-1
5734,PPO,1,-1
5735,Random,-1,1
5736,Random,-1,1
5737,PPO,1,-1
5738,PPO,1,-1
5739,PPO,1,-1
5740,Random,-1,1
5741,PPO,1,-1
5742,PPO,1,-1
5743,PPO,1,-1
5744,PPO,1,-1
5745,PPO,1,-1
5746,PPO,1,-1
5747,Random,-1,1
5748,PPO,1,-1
5749,PPO,1,-1
5750,Random,-1,1
5751,PPO,1,-1
5752,Random,-1,1
5753,PPO,1,-1
5754,Random,-1,1
5755,Random,-1,1
5756,PPO,1,-1
5757,PPO,1,-1
5758,PPO,1,-1
5759,PPO,1,-1
5760,Random,-1,1
5761,PPO,1,-1
5762,PPO,1,-1
5763,PPO,1,-1
5764,PPO,1,-1
5765,PPO,1,-1
5766,PPO,1,-1
5767,PPO,1,-1
5768,Random,-1,1
5769,PPO,1,-1
5770,Random,-1,1
5771,PPO,1,-1
5772,PPO,1,-1
5773,PPO,1,-1
5774,PPO,1,-1
5775,PPO,1,-1
5776,PPO,1,-1
5777,PPO,1,-1
5778,PPO,1,-1
5779,Random,-1,1
5780,PPO,1,-1
5781,PPO,1,-1
5782,Random,-1,1
5783,PPO,1,-1
5784,PPO,1,-1
5785,PPO,1,-1
5786,Random,-1,1
5787,PPO,1,-1
5788,Random,-1,1
5789,PPO,1,-1
5790,PPO,1,-1
5791,PPO,1,-1
5792,PPO,1,-1
5793,PPO,1,-1
5794,PPO,1,-1
5795,PPO,1,-1
5796,PPO,1,-1
5797,Random,-1,1
5798,PPO,1,-1
5799,PPO,1,-1
5800,Random,-1,1
5801,PPO,1,-1
5802,PPO,1,-1
5803,PPO,1,-1
5804,PPO,1,-1
5805,PPO,1,-1
5806,PPO,1,-1
5807,PPO,1,-1
5808,PPO,1,-1
5809,PPO,1,-1
5810,PPO,1,-1
5811,PPO,1,-1
5812,Random,-1,1
5813,PPO,1,-1
5814,PPO,1,-1
5815,PPO,1,-1
5816,PPO,1,-1
5817,PPO,1,-1
5818,PPO,1,-1
5819,PPO,1,-1
5820,PPO,1,-1
5821,PPO,1,-1
5822,PPO,1,-1
5823,Random,-1,1
5824,PPO,1,-1
5825,PPO,1,-1
5826,PPO,1,-1
5827,PPO,1,-1
5828,PPO,1,-1
5829,PPO,1,-1
5830,PPO,1,-1
5831,PPO,1,-1
5832,Random,-1,1
5833,PPO,1,-1
5834,PPO,1,-1
5835,PPO,1,-1
5836,PPO,1,-1
5837,PPO,1,-1
5838,PPO,1,-1
5839,Random,-1,1
5840,PPO,1,-1
5841,PPO,1,-1
5842,PPO,1,-1
5843,Random,-1,1
5844,PPO,1,-1
5845,PPO,1,-1
5846,PPO,1,-1
5847,PPO,1,-1
5848,PPO,1,-1
5849,PPO,1,-1
5850,PPO,1,-1
5851,PPO,1,-1
5852,PPO,1,-1
5853,PPO,1,-1
5854,PPO,1,-1
5855,PPO,1,-1
5856,PPO,1,-1
5857,PPO,1,-1
5858,PPO,1,-1
5859,PPO,1,-1
5860,PPO,1,-1
5861,PPO,1,-1
5862,Random,-1,1
5863,PPO,1,-1
5864,PPO,1,-1
5865,PPO,1,-1
5866,PPO,1,-1
5867,PPO,1,-1
5868,PPO,1,-1
5869,Random,-1,1
5870,PPO,1,-1
5871,PPO,1,-1
5872,PPO,1,-1
5873,PPO,1,-1
5874,PPO,1,-1
5875,PPO,1,-1
5876,PPO,1,-1
5877,Random,-1,1
5878,PPO,1,-1
5879,PPO,1,-1
5880,PPO,1,-1
5881,PPO,1,-1
5882,PPO,1,-1
5883,PPO,1,-1
5884,PPO,1,-1
5885,PPO,1,-1
5886,PPO,1,-1
5887,PPO,1,-1
5888,PPO,1,-1
5889,PPO,1,-1
5890,PPO,1,-1
5891,PPO,1,-1
5892,PPO,1,-1
5893,PPO,1,-1
5894,PPO,1,-1
5895,Random,-1,1
5896,PPO,1,-1
5897,PPO,1,-1
5898,PPO,1,-1
5899,PPO,1,-1
5900,Random,-1,1
5901,Random,-1,1
5902,PPO,1,-1
5903,PPO,1,-1
5904,PPO,1,-1
5905,PPO,1,-1
5906,PPO,1,-1
5907,Random,-1,1
5908,PPO,1,-1
5909,PPO,1,-1
5910,PPO,1,-1
5911,PPO,1,-1
5912,PPO,1,-1
5913,PPO,1,-1
5914,PPO,1,-1
5915,PPO,1,-1
5916,PPO,1,-1
5917,PPO,1,-1
5918,PPO,1,-1
5919,PPO,1,-1
5920,Random,-1,1
5921,PPO,1,-1
5922,Random,-1,1
5923,PPO,1,-1
5924,PPO,1,-1
5925,PPO,1,-1
5926,PPO,1,-1
5927,PPO,1,-1
5928,Random,-1,1
5929,PPO,1,-1
5930,PPO,1,-1
5931,PPO,1,-1
5932,PPO,1,-1
5933,PPO,1,-1
5934,PPO,1,-1
5935,Random,-1,1
5936,Random,-1,1
5937,PPO,1,-1
5938,PPO,1,-1
5939,PPO,1,-1
5940,PPO,1,-1
5941,PPO,1,-1
5942,PPO,1,-1
5943,Random,-1,1
5944,PPO,1,-1
5945,PPO,1,-1
5946,Random,-1,1
5947,PPO,1,-1
5948,PPO,1,-1
5949,PPO,1,-1
5950,Random,-1,1
5951,PPO,1,-1
5952,PPO,1,-1
5953,PPO,1,-1
5954,PPO,1,-1
5955,PPO,1,-1
5956,PPO,1,-1
5957,PPO,1,-1
5958,PPO,1,-1
5959,PPO,1,-1
5960,PPO,1,-1
5961,PPO,1,-1
5962,Random,-1,1
5963,Random,-1,1
5964,Random,-1,1
5965,PPO,1,-1
5966,PPO,1,-1
5967,PPO,1,-1
5968,PPO,1,-1
5969,PPO,1,-1
5970,PPO,1,-1
5971,PPO,1,-1
5972,PPO,1,-1
5973,PPO,1,-1
5974,PPO,1,-1
5975,Random,-1,1
5976,Random,-1,1
5977,PPO,1,-1
5978,PPO,1,-1
5979,PPO,1,-1
5980,PPO,1,-1
5981,PPO,1,-1
5982,PPO,1,-1
5983,PPO,1,-1
5984,PPO,1,-1
5985,PPO,1,-1
5986,PPO,1,-1
5987,PPO,1,-1
5988,PPO,1,-1
5989,PPO,1,-1
5990,PPO,1,-1
5991,PPO,1,-1
5992,PPO,1,-1
5993,PPO,1,-1
5994,PPO,1,-1
5995,PPO,1,-1
5996,Random,-1,1
5997,PPO,1,-1
5998,PPO,1,-1
5999,PPO,1,-1
6000,PPO,1,-1
6001,PPO,1,-1
6002,PPO,1,-1
6003,Random,-1,1
6004,PPO,1,-1
6005,PPO,1,-1
6006,PPO,1,-1
6007,PPO,1,-1
6008,PPO,1,-1
6009,PPO,1,-1
6010,PPO,1,-1
6011,PPO,1,-1
6012,PPO,1,-1
6013,Random,-1,1
6014,PPO,1,-1
6015,PPO,1,-1
6016,Random,-1,1
6017,PPO,1,-1
6018,PPO,1,-1
6019,Random,-1,1
6020,PPO,1,-1
6021,PPO,1,-1
