episode,winner,PPO,PPO_2
3298,PPO_2,-1,1
3299,PPO_2,-1,1
3300,PPO_2,-1,1
3301,PPO,1,-1
3302,PPO_2,-1,1
3303,PPO,1,-1
3304,PPO,1,-1
3305,PPO,1,-1
3306,PPO_2,-1,1
3307,PPO_2,-1,1
3308,PPO_2,-1,1
3309,PPO,1,-1
3310,PPO_2,-1,1
3311,PPO,1,-1
3312,PPO_2,-1,1
3313,PPO,1,-1
3314,PPO,1,-1
3315,PPO_2,-1,1
3316,PPO,1,-1
3317,PPO_2,-1,1
3318,PPO,1,-1
3319,PPO,1,-1
3320,PPO,1,-1
3321,PPO,1,-1
3322,PPO,1,-1
3323,PPO,1,-1
3324,PPO_2,-1,1
3325,PPO,1,-1
3326,PPO_2,-1,1
3327,PPO_2,-1,1
3328,PPO,1,-1
3329,PPO_2,-1,1
3330,PPO_2,-1,1
3331,PPO,1,-1
3332,PPO,1,-1
3333,PPO,1,-1
3334,PPO_2,-1,1
3335,PPO,1,-1
3336,PPO,1,-1
3337,PPO,1,-1
3338,PPO_2,-1,1
3339,PPO_2,-1,1
3340,PPO,1,-1
3341,PPO,1,-1
3342,PPO,1,-1
3343,PPO_2,-1,1
3344,PPO_2,-1,1
3345,PPO_2,-1,1
3346,PPO_2,-1,1
3347,PPO_2,-1,1
3348,PPO,1,-1
3349,PPO,1,-1
3350,PPO_2,-1,1
3351,PPO_2,-1,1
3352,PPO,1,-1
3353,PPO,1,-1
3354,PPO,1,-1
3355,PPO_2,-1,1
3356,PPO,1,-1
3357,PPO,1,-1
3358,PPO,1,-1
3359,PPO,1,-1
3360,PPO_2,-1,1
3361,PPO_2,-1,1
3362,PPO_2,-1,1
3363,PPO,1,-1
3364,PPO,1,-1
3365,PPO,1,-1
3366,PPO,1,-1
3367,PPO,1,-1
3368,PPO_2,-1,1
3369,PPO_2,-1,1
3370,PPO,1,-1
3371,PPO_2,-1,1
3372,PPO,1,-1
3373,PPO_2,-1,1
3374,PPO,1,-1
3375,PPO,1,-1
3376,PPO,1,-1
3377,PPO,1,-1
3378,PPO,1,-1
3379,PPO,1,-1
3380,PPO,1,-1
3381,PPO_2,-1,1
3382,PPO,1,-1
3383,PPO_2,-1,1
3384,PPO,1,-1
3385,PPO_2,-1,1
3386,PPO,1,-1
3387,PPO_2,-1,1
3388,PPO,1,-1
3389,PPO,1,-1
3390,PPO_2,-1,1
3391,PPO_2,-1,1
3392,PPO,1,-1
3393,PPO_2,-1,1
3394,PPO_2,-1,1
3395,PPO,1,-1
3396,PPO_2,-1,1
3397,PPO,1,-1
3398,PPO,1,-1
3399,PPO_2,-1,1
3400,PPO_2,-1,1
3401,PPO_2,-1,1
3402,PPO,1,-1
3403,PPO,1,-1
3404,PPO,1,-1
3405,PPO_2,-1,1
3406,PPO,1,-1
3407,PPO,1,-1
3408,PPO,1,-1
3409,PPO,1,-1
3410,PPO,1,-1
3411,PPO_2,-1,1
3412,PPO_2,-1,1
3413,PPO_2,-1,1
3414,PPO,1,-1
3415,PPO,1,-1
3416,PPO,1,-1
3417,PPO_2,-1,1
3418,PPO,1,-1
3419,PPO_2,-1,1
3420,PPO,1,-1
3421,PPO_2,-1,1
3422,PPO,1,-1
3423,PPO,1,-1
3424,PPO,1,-1
3425,PPO,1,-1
3426,PPO,1,-1
3427,PPO,1,-1
3428,PPO,1,-1
3429,PPO,1,-1
3430,PPO_2,-1,1
3431,PPO_2,-1,1
3432,PPO,1,-1
3433,PPO_2,-1,1
3434,PPO,1,-1
3435,PPO,1,-1
3436,PPO_2,-1,1
3437,PPO_2,-1,1
3438,PPO,1,-1
3439,PPO_2,-1,1
3440,PPO,1,-1
3441,PPO,1,-1
3442,PPO,1,-1
3443,PPO_2,-1,1
3444,PPO,1,-1
3445,PPO_2,-1,1
3446,PPO_2,-1,1
3447,PPO_2,-1,1
3448,PPO,1,-1
3449,PPO,1,-1
3450,PPO_2,-1,1
3451,PPO,1,-1
3452,PPO,1,-1
3453,PPO_2,-1,1
3454,PPO,1,-1
3455,PPO,1,-1
3456,PPO,1,-1
3457,PPO,1,-1
3458,PPO,1,-1
3459,PPO_2,-1,1
3460,PPO,1,-1
3461,PPO_2,-1,1
3462,PPO_2,-1,1
3463,PPO,1,-1
3464,PPO,1,-1
3465,PPO_2,-1,1
3466,PPO_2,-1,1
3467,PPO,1,-1
3468,PPO,1,-1
3469,PPO,1,-1
3470,PPO_2,-1,1
3471,PPO,1,-1
3472,PPO,1,-1
3473,PPO,1,-1
3474,PPO,1,-1
3475,PPO,1,-1
3476,PPO,1,-1
3477,PPO,1,-1
3478,PPO,1,-1
3479,PPO_2,-1,1
3480,PPO,1,-1
3481,PPO,1,-1
3482,PPO,1,-1
3483,PPO,1,-1
3484,PPO,1,-1
3485,PPO,1,-1
3486,PPO,1,-1
3487,PPO_2,-1,1
3488,PPO,1,-1
3489,PPO_2,-1,1
3490,PPO,1,-1
3491,PPO_2,-1,1
3492,PPO,1,-1
3493,PPO_2,-1,1
3494,PPO,1,-1
3495,PPO_2,-1,1
3496,PPO,1,-1
3497,PPO,1,-1
3498,PPO,1,-1
3499,PPO,1,-1
3500,PPO,1,-1
3501,PPO,1,-1
3502,PPO_2,-1,1
3503,PPO,1,-1
3504,PPO,1,-1
3505,PPO_2,-1,1
3506,PPO_2,-1,1
3507,PPO_2,-1,1
3508,PPO,1,-1
3509,PPO_2,-1,1
3510,PPO,1,-1
3511,PPO_2,-1,1
3512,PPO,1,-1
3513,PPO_2,-1,1
3514,PPO,1,-1
3515,PPO,1,-1
3516,PPO,1,-1
3517,PPO,1,-1
3518,PPO_2,-1,1
3519,PPO_2,-1,1
3520,PPO_2,-1,1
3521,PPO,1,-1
3522,PPO,1,-1
3523,PPO_2,-1,1
3524,PPO,1,-1
3525,PPO,1,-1
3526,PPO,1,-1
3527,PPO_2,-1,1
3528,PPO_2,-1,1
3529,PPO,1,-1
3530,PPO,1,-1
3531,PPO_2,-1,1
3532,PPO_2,-1,1
3533,PPO,1,-1
3534,PPO_2,-1,1
3535,PPO,1,-1
3536,PPO_2,-1,1
3537,PPO_2,-1,1
3538,PPO_2,-1,1
3539,PPO,1,-1
3540,PPO,1,-1
3541,PPO,1,-1
3542,PPO_2,-1,1
3543,PPO_2,-1,1
3544,PPO,1,-1
3545,PPO,1,-1
3546,PPO_2,-1,1
3547,PPO,1,-1
3548,PPO_2,-1,1
3549,PPO,1,-1
3550,PPO_2,-1,1
3551,PPO,1,-1
3552,PPO_2,-1,1
3553,PPO,1,-1
3554,PPO,1,-1
3555,PPO_2,-1,1
3556,PPO_2,-1,1
3557,PPO,1,-1
3558,PPO_2,-1,1
3559,PPO,1,-1
3560,PPO,1,-1
3561,PPO_2,-1,1
3562,PPO,1,-1
3563,PPO_2,-1,1
3564,PPO_2,-1,1
3565,PPO_2,-1,1
3566,PPO_2,-1,1
3567,PPO,1,-1
3568,PPO_2,-1,1
3569,PPO_2,-1,1
3570,PPO_2,-1,1
3571,PPO_2,-1,1
3572,PPO_2,-1,1
3573,PPO,1,-1
3574,PPO_2,-1,1
3575,PPO,1,-1
3576,PPO,1,-1
3577,PPO,1,-1
3578,PPO_2,-1,1
3579,PPO,1,-1
3580,PPO,1,-1
3581,PPO,1,-1
3582,PPO,1,-1
3583,PPO_2,-1,1
3584,PPO,1,-1
3585,PPO,1,-1
3586,PPO,1,-1
3587,PPO,1,-1
3588,PPO,1,-1
3589,PPO,1,-1
3590,PPO,1,-1
3591,PPO_2,-1,1
3592,PPO_2,-1,1
3593,PPO_2,-1,1
3594,PPO,1,-1
3595,PPO,1,-1
3596,PPO_2,-1,1
3597,PPO_2,-1,1
3598,PPO_2,-1,1
3599,PPO_2,-1,1
3600,PPO_2,-1,1
3601,PPO_2,-1,1
3602,PPO,1,-1
3603,PPO_2,-1,1
3604,PPO,1,-1
3605,PPO_2,-1,1
3606,PPO_2,-1,1
3607,PPO_2,-1,1
3608,PPO,1,-1
3609,PPO_2,-1,1
3610,PPO,1,-1
3611,PPO,1,-1
3612,PPO,1,-1
3613,PPO,1,-1
3614,PPO_2,-1,1
3615,PPO_2,-1,1
3616,PPO,1,-1
3617,PPO,1,-1
3618,PPO_2,-1,1
3619,PPO,1,-1
3620,PPO_2,-1,1
3621,PPO_2,-1,1
3622,PPO,1,-1
3623,PPO,1,-1
3624,PPO,1,-1
3625,PPO_2,-1,1
3626,PPO,1,-1
3627,PPO,1,-1
3628,PPO_2,-1,1
3629,PPO_2,-1,1
3630,PPO,1,-1
3631,PPO,1,-1
3632,PPO,1,-1
3633,PPO_2,-1,1
3634,PPO,1,-1
3635,PPO,1,-1
3636,PPO,1,-1
3637,PPO,1,-1
3638,PPO_2,-1,1
3639,PPO_2,-1,1
3640,PPO,1,-1
3641,PPO,1,-1
3642,PPO_2,-1,1
3643,PPO,1,-1
3644,PPO,1,-1
3645,PPO_2,-1,1
3646,PPO,1,-1
3647,PPO_2,-1,1
3648,PPO_2,-1,1
3649,PPO,1,-1
3650,PPO,1,-1
3651,PPO,1,-1
3652,PPO,1,-1
3653,PPO,1,-1
3654,PPO_2,-1,1
3655,PPO_2,-1,1
3656,PPO_2,-1,1
3657,PPO,1,-1
3658,PPO_2,-1,1
3659,PPO,1,-1
3660,PPO_2,-1,1
3661,PPO_2,-1,1
3662,PPO_2,-1,1
3663,PPO_2,-1,1
3664,PPO,1,-1
3665,PPO,1,-1
3666,PPO,1,-1
3667,PPO,1,-1
3668,PPO,1,-1
3669,PPO_2,-1,1
3670,PPO_2,-1,1
3671,PPO_2,-1,1
3672,PPO_2,-1,1
3673,PPO_2,-1,1
3674,PPO,1,-1
3675,PPO_2,-1,1
3676,PPO,1,-1
3677,PPO,1,-1
3678,PPO,1,-1
3679,PPO,1,-1
3680,PPO,1,-1
3681,PPO_2,-1,1
3682,PPO,1,-1
3683,PPO,1,-1
3684,PPO_2,-1,1
3685,PPO,1,-1
3686,PPO,1,-1
3687,PPO_2,-1,1
3688,PPO_2,-1,1
3689,PPO_2,-1,1
3690,PPO,1,-1
3691,PPO_2,-1,1
3692,PPO,1,-1
3693,PPO_2,-1,1
3694,PPO,1,-1
3695,PPO_2,-1,1
3696,PPO_2,-1,1
3697,PPO_2,-1,1
3698,PPO,1,-1
3699,PPO_2,-1,1
3700,PPO,1,-1
3701,PPO_2,-1,1
3702,PPO_2,-1,1
3703,PPO,1,-1
3704,PPO_2,-1,1
3705,PPO,1,-1
3706,PPO,1,-1
3707,PPO_2,-1,1
3708,PPO,1,-1
3709,PPO,1,-1
3710,PPO_2,-1,1
3711,PPO_2,-1,1
3712,PPO,1,-1
3713,PPO_2,-1,1
3714,PPO,1,-1
3715,PPO,1,-1
3716,PPO_2,-1,1
3717,PPO_2,-1,1
3718,PPO_2,-1,1
3719,PPO_2,-1,1
3720,PPO_2,-1,1
3721,PPO,1,-1
3722,PPO,1,-1
3723,PPO,1,-1
3724,PPO_2,-1,1
3725,PPO,1,-1
3726,PPO,1,-1
3727,PPO_2,-1,1
3728,PPO_2,-1,1
3729,PPO,1,-1
3730,PPO,1,-1
3731,PPO_2,-1,1
3732,PPO_2,-1,1
3733,PPO,1,-1
3734,PPO_2,-1,1
3735,PPO,1,-1
3736,PPO,1,-1
3737,PPO,1,-1
3738,PPO,1,-1
3739,PPO,1,-1
3740,PPO_2,-1,1
3741,PPO,1,-1
3742,PPO_2,-1,1
3743,PPO_2,-1,1
3744,PPO,1,-1
3745,PPO,1,-1
3746,PPO_2,-1,1
3747,PPO,1,-1
3748,PPO,1,-1
3749,PPO,1,-1
3750,PPO_2,-1,1
3751,PPO,1,-1
3752,PPO_2,-1,1
3753,PPO,1,-1
3754,PPO_2,-1,1
3755,PPO,1,-1
3756,PPO,1,-1
3757,PPO_2,-1,1
3758,PPO_2,-1,1
3759,PPO,1,-1
3760,PPO_2,-1,1
3761,PPO,1,-1
3762,PPO_2,-1,1
3763,PPO,1,-1
3764,PPO_2,-1,1
3765,PPO_2,-1,1
3766,PPO_2,-1,1
3767,PPO_2,-1,1
3768,PPO,1,-1
3769,PPO,1,-1
3770,PPO,1,-1
3771,PPO,1,-1
3772,PPO,1,-1
3773,PPO,1,-1
3774,PPO_2,-1,1
3775,PPO,1,-1
3776,PPO,1,-1
3777,PPO_2,-1,1
3778,PPO,1,-1
3779,PPO,1,-1
3780,PPO_2,-1,1
3781,PPO,1,-1
3782,PPO_2,-1,1
3783,PPO,1,-1
3784,PPO,1,-1
3785,PPO_2,-1,1
3786,PPO_2,-1,1
3787,PPO_2,-1,1
3788,PPO_2,-1,1
3789,PPO_2,-1,1
3790,PPO,1,-1
3791,PPO,1,-1
3792,PPO_2,-1,1
3793,PPO_2,-1,1
3794,PPO_2,-1,1
3795,PPO,1,-1
3796,PPO_2,-1,1
3797,PPO_2,-1,1
3798,PPO_2,-1,1
3799,PPO,1,-1
3800,PPO_2,-1,1
3801,PPO,1,-1
3802,PPO,1,-1
3803,PPO_2,-1,1
3804,PPO,1,-1
3805,PPO,1,-1
3806,PPO,1,-1
3807,PPO,1,-1
3808,PPO,1,-1
3809,PPO,1,-1
3810,PPO_2,-1,1
3811,PPO_2,-1,1
3812,PPO,1,-1
3813,PPO,1,-1
3814,PPO_2,-1,1
3815,PPO_2,-1,1
3816,PPO,1,-1
3817,PPO,1,-1
3818,PPO_2,-1,1
3819,PPO_2,-1,1
3820,PPO_2,-1,1
3821,PPO,1,-1
3822,PPO,1,-1
3823,PPO,1,-1
3824,PPO,1,-1
3825,PPO,1,-1
3826,PPO,1,-1
3827,PPO,1,-1
3828,PPO,1,-1
3829,PPO_2,-1,1
3830,PPO,1,-1
3831,PPO_2,-1,1
3832,PPO_2,-1,1
3833,PPO,1,-1
3834,PPO_2,-1,1
3835,PPO_2,-1,1
3836,PPO_2,-1,1
3837,PPO_2,-1,1
3838,PPO,1,-1
3839,PPO,1,-1
3840,PPO,1,-1
3841,PPO_2,-1,1
3842,PPO_2,-1,1
3843,PPO,1,-1
3844,PPO_2,-1,1
3845,PPO,1,-1
3846,PPO,1,-1
3847,PPO,1,-1
3848,PPO_2,-1,1
3849,PPO_2,-1,1
3850,PPO,1,-1
3851,PPO,1,-1
3852,PPO_2,-1,1
3853,PPO,1,-1
3854,PPO_2,-1,1
3855,PPO_2,-1,1
3856,PPO,1,-1
3857,PPO,1,-1
3858,PPO,1,-1
3859,PPO,1,-1
3860,PPO_2,-1,1
3861,PPO_2,-1,1
3862,PPO_2,-1,1
3863,PPO,1,-1
3864,PPO_2,-1,1
3865,PPO,1,-1
3866,PPO,1,-1
3867,PPO_2,-1,1
3868,PPO,1,-1
3869,PPO_2,-1,1
3870,PPO,1,-1
3871,PPO_2,-1,1
3872,PPO_2,-1,1
3873,PPO,1,-1
3874,PPO,1,-1
3875,PPO_2,-1,1
3876,PPO,1,-1
3877,PPO_2,-1,1
3878,PPO,1,-1
3879,PPO,1,-1
3880,PPO_2,-1,1
3881,PPO_2,-1,1
3882,PPO_2,-1,1
3883,PPO_2,-1,1
3884,PPO,1,-1
3885,PPO_2,-1,1
3886,PPO,1,-1
3887,PPO_2,-1,1
3888,PPO,1,-1
3889,PPO,1,-1
3890,PPO_2,-1,1
3891,PPO,1,-1
3892,PPO,1,-1
3893,PPO_2,-1,1
3894,PPO_2,-1,1
3895,PPO,1,-1
3896,PPO,1,-1
3897,PPO,1,-1
3898,PPO_2,-1,1
3899,PPO,1,-1
3900,PPO,1,-1
3901,PPO,1,-1
3902,PPO,1,-1
3903,PPO_2,-1,1
3904,PPO,1,-1
3905,PPO_2,-1,1
3906,PPO,1,-1
3907,PPO_2,-1,1
3908,PPO_2,-1,1
3909,PPO,1,-1
3910,PPO_2,-1,1
3911,PPO_2,-1,1
3912,PPO,1,-1
3913,PPO,1,-1
3914,PPO,1,-1
3915,PPO,1,-1
3916,PPO_2,-1,1
3917,PPO_2,-1,1
3918,PPO_2,-1,1
3919,PPO_2,-1,1
3920,PPO,1,-1
3921,PPO_2,-1,1
3922,PPO_2,-1,1
3923,PPO_2,-1,1
3924,PPO,1,-1
3925,PPO,1,-1
3926,PPO_2,-1,1
3927,PPO_2,-1,1
3928,PPO,1,-1
3929,PPO,1,-1
3930,PPO,1,-1
3931,PPO,1,-1
3932,PPO_2,-1,1
3933,PPO,1,-1
3934,PPO_2,-1,1
3935,PPO,1,-1
3936,PPO_2,-1,1
3937,PPO,1,-1
3938,PPO,1,-1
3939,PPO,1,-1
3940,PPO,1,-1
3941,PPO_2,-1,1
3942,PPO,1,-1
3943,PPO,1,-1
3944,PPO_2,-1,1
3945,PPO_2,-1,1
3946,PPO,1,-1
3947,PPO_2,-1,1
3948,PPO,1,-1
3949,PPO_2,-1,1
3950,PPO,1,-1
3951,PPO_2,-1,1
3952,PPO_2,-1,1
3953,PPO_2,-1,1
3954,PPO_2,-1,1
3955,PPO_2,-1,1
3956,PPO,1,-1
3957,PPO_2,-1,1
3958,PPO,1,-1
3959,PPO_2,-1,1
3960,PPO_2,-1,1
3961,PPO_2,-1,1
3962,PPO_2,-1,1
3963,PPO_2,-1,1
3964,PPO_2,-1,1
3965,PPO_2,-1,1
3966,PPO,1,-1
3967,PPO,1,-1
3968,PPO_2,-1,1
3969,PPO,1,-1
3970,PPO,1,-1
3971,PPO,1,-1
3972,PPO,1,-1
3973,PPO,1,-1
3974,PPO,1,-1
3975,PPO,1,-1
3976,PPO_2,-1,1
3977,PPO,1,-1
3978,PPO_2,-1,1
3979,PPO,1,-1
3980,PPO_2,-1,1
3981,PPO_2,-1,1
3982,PPO,1,-1
3983,PPO_2,-1,1
3984,PPO_2,-1,1
3985,PPO_2,-1,1
3986,PPO_2,-1,1
3987,PPO_2,-1,1
3988,PPO,1,-1
3989,PPO,1,-1
3990,PPO,1,-1
3991,PPO,1,-1
3992,PPO,1,-1
3993,PPO,1,-1
3994,PPO,1,-1
3995,PPO_2,-1,1
3996,PPO,1,-1
3997,PPO_2,-1,1
3998,PPO,1,-1
3999,PPO,1,-1
4000,PPO,1,-1
4001,PPO_2,-1,1
4002,PPO_2,-1,1
4003,PPO_2,-1,1
4004,PPO_2,-1,1
4005,PPO,1,-1
4006,PPO_2,-1,1
4007,PPO_2,-1,1
4008,PPO,1,-1
4009,PPO_2,-1,1
4010,PPO_2,-1,1
4011,PPO_2,-1,1
4012,PPO_2,-1,1
4013,PPO_2,-1,1
4014,PPO,1,-1
4015,PPO_2,-1,1
4016,PPO,1,-1
4017,PPO,1,-1
4018,PPO_2,-1,1
4019,PPO_2,-1,1
4020,PPO,1,-1
4021,PPO,1,-1
4022,PPO,1,-1
4023,PPO_2,-1,1
4024,PPO_2,-1,1
4025,PPO,1,-1
4026,PPO,1,-1
4027,PPO_2,-1,1
4028,PPO,1,-1
4029,PPO,1,-1
4030,PPO_2,-1,1
4031,PPO,1,-1
4032,PPO_2,-1,1
4033,PPO,1,-1
4034,PPO,1,-1
4035,PPO_2,-1,1
4036,PPO,1,-1
4037,PPO_2,-1,1
4038,PPO_2,-1,1
4039,PPO_2,-1,1
4040,PPO,1,-1
4041,PPO,1,-1
4042,PPO,1,-1
4043,PPO,1,-1
4044,PPO,1,-1
4045,PPO,1,-1
4046,PPO,1,-1
4047,PPO_2,-1,1
4048,PPO,1,-1
4049,PPO,1,-1
4050,PPO,1,-1
4051,PPO_2,-1,1
4052,PPO,1,-1
4053,PPO,1,-1
4054,PPO_2,-1,1
4055,PPO_2,-1,1
4056,PPO_2,-1,1
4057,PPO_2,-1,1
4058,PPO_2,-1,1
4059,PPO_2,-1,1
4060,PPO,1,-1
4061,PPO,1,-1
4062,PPO,1,-1
4063,PPO_2,-1,1
4064,PPO_2,-1,1
4065,PPO_2,-1,1
4066,PPO_2,-1,1
4067,PPO_2,-1,1
4068,PPO_2,-1,1
4069,PPO,1,-1
4070,PPO_2,-1,1
4071,PPO_2,-1,1
4072,PPO,1,-1
4073,PPO_2,-1,1
4074,PPO_2,-1,1
4075,PPO,1,-1
4076,PPO,1,-1
4077,PPO,1,-1
4078,PPO_2,-1,1
4079,PPO_2,-1,1
4080,PPO_2,-1,1
4081,PPO,1,-1
4082,PPO_2,-1,1
4083,PPO_2,-1,1
4084,PPO,1,-1
4085,PPO_2,-1,1
4086,PPO_2,-1,1
4087,PPO_2,-1,1
4088,PPO,1,-1
4089,PPO,1,-1
4090,PPO_2,-1,1
4091,PPO_2,-1,1
4092,PPO_2,-1,1
4093,PPO_2,-1,1
4094,PPO_2,-1,1
4095,PPO,1,-1
4096,PPO,1,-1
4097,PPO_2,-1,1
4098,PPO_2,-1,1
4099,PPO_2,-1,1
4100,PPO,1,-1
4101,PPO,1,-1
4102,PPO_2,-1,1
4103,PPO_2,-1,1
4104,PPO,1,-1
4105,PPO,1,-1
4106,PPO_2,-1,1
4107,PPO_2,-1,1
4108,PPO_2,-1,1
4109,PPO_2,-1,1
4110,PPO,1,-1
4111,PPO_2,-1,1
4112,PPO,1,-1
4113,PPO,1,-1
4114,PPO_2,-1,1
4115,PPO,1,-1
4116,PPO_2,-1,1
4117,PPO,1,-1
4118,PPO_2,-1,1
4119,PPO,1,-1
4120,PPO_2,-1,1
4121,PPO,1,-1
4122,PPO,1,-1
4123,PPO_2,-1,1
4124,PPO,1,-1
4125,PPO,1,-1
4126,PPO_2,-1,1
4127,PPO_2,-1,1
4128,PPO_2,-1,1
4129,PPO_2,-1,1
4130,PPO,1,-1
4131,PPO_2,-1,1
4132,PPO_2,-1,1
4133,PPO,1,-1
4134,PPO,1,-1
4135,PPO_2,-1,1
4136,PPO_2,-1,1
4137,PPO,1,-1
4138,PPO,1,-1
4139,PPO,1,-1
4140,PPO_2,-1,1
4141,PPO_2,-1,1
4142,PPO,1,-1
4143,PPO_2,-1,1
4144,PPO,1,-1
4145,PPO,1,-1
4146,PPO_2,-1,1
4147,PPO_2,-1,1
4148,PPO,1,-1
4149,PPO_2,-1,1
4150,PPO,1,-1
4151,PPO_2,-1,1
4152,PPO,1,-1
4153,PPO,1,-1
4154,PPO_2,-1,1
4155,PPO,1,-1
4156,PPO,1,-1
4157,PPO,1,-1
4158,PPO,1,-1
4159,PPO,1,-1
4160,PPO,1,-1
4161,PPO,1,-1
4162,PPO,1,-1
4163,PPO,1,-1
4164,PPO_2,-1,1
4165,PPO_2,-1,1
4166,PPO_2,-1,1
4167,PPO,1,-1
4168,PPO,1,-1
4169,PPO_2,-1,1
4170,PPO,1,-1
4171,PPO_2,-1,1
4172,PPO,1,-1
4173,PPO,1,-1
4174,PPO,1,-1
4175,PPO_2,-1,1
4176,PPO,1,-1
4177,PPO,1,-1
4178,PPO,1,-1
4179,PPO,1,-1
4180,PPO_2,-1,1
4181,PPO_2,-1,1
4182,PPO_2,-1,1
4183,PPO,1,-1
4184,PPO_2,-1,1
4185,PPO_2,-1,1
4186,PPO_2,-1,1
4187,PPO,1,-1
4188,PPO,1,-1
4189,PPO,1,-1
4190,PPO,1,-1
4191,PPO,1,-1
4192,PPO_2,-1,1
4193,PPO,1,-1
4194,PPO_2,-1,1
4195,PPO,1,-1
4196,PPO,1,-1
4197,PPO,1,-1
4198,PPO_2,-1,1
4199,PPO,1,-1
4200,PPO,1,-1
4201,PPO_2,-1,1
4202,PPO_2,-1,1
4203,PPO_2,-1,1
4204,PPO,1,-1
4205,PPO,1,-1
4206,PPO_2,-1,1
4207,PPO_2,-1,1
4208,PPO_2,-1,1
4209,PPO,1,-1
4210,draw,0,0
4211,PPO_2,-1,1
4212,PPO,1,-1
4213,draw,0,0
4214,PPO,1,-1
4215,PPO,1,-1
4216,PPO,1,-1
4217,PPO,1,-1
4218,draw,0,0
4219,draw,0,0
4220,PPO,1,-1
4221,PPO_2,-1,1
4222,PPO_2,-1,1
4223,PPO_2,-1,1
4224,PPO_2,-1,1
4225,PPO_2,-1,1
4226,PPO,1,-1
4227,PPO,1,-1
4228,PPO,1,-1
4229,PPO_2,-1,1
4230,draw,0,0
4231,PPO_2,-1,1
4232,PPO,1,-1
4233,PPO_2,-1,1
4234,PPO_2,-1,1
4235,PPO_2,-1,1
4236,PPO,1,-1
4237,PPO_2,-1,1
4238,PPO,1,-1
4239,PPO_2,-1,1
4240,PPO_2,-1,1
4241,PPO,1,-1
4242,PPO_2,-1,1
4243,PPO_2,-1,1
4244,PPO,1,-1
4245,PPO_2,-1,1
4246,PPO,1,-1
4247,PPO,1,-1
4248,PPO,1,-1
4249,PPO,1,-1
4250,PPO,1,-1
4251,PPO,1,-1
4252,PPO,1,-1
4253,PPO,1,-1
4254,PPO_2,-1,1
4255,PPO,1,-1
4256,PPO,1,-1
4257,PPO,1,-1
4258,PPO_2,-1,1
4259,PPO_2,-1,1
4260,PPO_2,-1,1
4261,PPO_2,-1,1
4262,PPO,1,-1
4263,PPO,1,-1
4264,PPO_2,-1,1
4265,PPO_2,-1,1
4266,PPO_2,-1,1
4267,PPO,1,-1
4268,PPO,1,-1
4269,PPO_2,-1,1
4270,PPO,1,-1
4271,PPO,1,-1
4272,PPO,1,-1
4273,PPO,1,-1
4274,PPO,1,-1
4275,PPO,1,-1
4276,PPO_2,-1,1
4277,draw,0,0
4278,PPO_2,-1,1
4279,PPO_2,-1,1
4280,PPO,1,-1
4281,PPO,1,-1
4282,PPO,1,-1
4283,PPO_2,-1,1
4284,PPO_2,-1,1
4285,PPO,1,-1
4286,PPO,1,-1
4287,PPO,1,-1
4288,PPO,1,-1
4289,PPO_2,-1,1
4290,PPO_2,-1,1
4291,PPO_2,-1,1
4292,PPO,1,-1
4293,PPO,1,-1
4294,PPO_2,-1,1
4295,PPO,1,-1
4296,PPO_2,-1,1
4297,PPO_2,-1,1
4298,PPO,1,-1
4299,PPO_2,-1,1
4300,PPO_2,-1,1
4301,PPO_2,-1,1
4302,PPO,1,-1
4303,PPO,1,-1
4304,PPO_2,-1,1
4305,PPO,1,-1
4306,PPO,1,-1
4307,PPO_2,-1,1
4308,PPO_2,-1,1
4309,PPO_2,-1,1
4310,PPO,1,-1
4311,PPO,1,-1
4312,PPO,1,-1
4313,PPO_2,-1,1
4314,PPO,1,-1
4315,PPO_2,-1,1
4316,PPO,1,-1
4317,PPO,1,-1
4318,PPO_2,-1,1
4319,draw,0,0
4320,PPO,1,-1
4321,PPO,1,-1
4322,draw,0,0
4323,draw,0,0
4324,PPO,1,-1
4325,draw,0,0
4326,draw,0,0
4327,PPO,1,-1
4328,draw,0,0
4329,PPO,1,-1
4330,draw,0,0
4331,PPO,1,-1
4332,draw,0,0
4333,draw,0,0
4334,PPO,1,-1
4335,PPO,1,-1
4336,PPO,1,-1
4337,PPO,1,-1
4338,draw,0,0
4339,draw,0,0
4340,PPO,1,-1
4341,draw,0,0
4342,PPO,1,-1
4343,draw,0,0
4344,PPO,1,-1
4345,PPO,1,-1
4346,draw,0,0
4347,draw,0,0
4348,PPO,1,-1
4349,draw,0,0
4350,PPO_2,-1,1
4351,draw,0,0
4352,draw,0,0
4353,PPO,1,-1
4354,PPO,1,-1
4355,PPO,1,-1
4356,PPO,1,-1
4357,PPO,1,-1
4358,PPO_2,-1,1
4359,PPO,1,-1
4360,draw,0,0
4361,draw,0,0
4362,PPO_2,-1,1
4363,PPO_2,-1,1
4364,PPO_2,-1,1
4365,PPO_2,-1,1
4366,PPO,1,-1
4367,draw,0,0
4368,draw,0,0
4369,PPO,1,-1
4370,PPO_2,-1,1
4371,PPO,1,-1
4372,PPO,1,-1
4373,PPO_2,-1,1
4374,PPO_2,-1,1
4375,draw,0,0
4376,PPO,1,-1
4377,PPO_2,-1,1
4378,PPO,1,-1
4379,PPO,1,-1
4380,PPO_2,-1,1
4381,PPO_2,-1,1
4382,PPO,1,-1
4383,PPO,1,-1
4384,PPO_2,-1,1
4385,PPO_2,-1,1
4386,PPO,1,-1
4387,PPO_2,-1,1
