episode,winner,PPO,PPO_2
1132,PPO_2,-1,1
1133,PPO_2,-1,1
1134,PPO,1,-1
1135,PPO,1,-1
1136,PPO_2,-1,1
1137,PPO_2,-1,1
1138,PPO_2,-1,1
1139,PPO_2,-1,1
1140,PPO_2,-1,1
1141,PPO,1,-1
1142,PPO,1,-1
1143,PPO,1,-1
1144,PPO_2,-1,1
1145,PPO,1,-1
1146,PPO_2,-1,1
1147,PPO,1,-1
1148,PPO_2,-1,1
1149,PPO_2,-1,1
1150,PPO,1,-1
1151,PPO,1,-1
1152,PPO,1,-1
1153,PPO,1,-1
1154,PPO_2,-1,1
1155,PPO,1,-1
1156,PPO_2,-1,1
1157,PPO,1,-1
1158,PPO_2,-1,1
1159,PPO,1,-1
1160,PPO,1,-1
1161,PPO,1,-1
1162,PPO_2,-1,1
1163,PPO_2,-1,1
1164,PPO_2,-1,1
1165,PPO,1,-1
1166,PPO,1,-1
1167,PPO_2,-1,1
1168,PPO_2,-1,1
1169,PPO_2,-1,1
1170,PPO_2,-1,1
1171,PPO,1,-1
1172,PPO_2,-1,1
1173,PPO,1,-1
1174,PPO_2,-1,1
1175,PPO_2,-1,1
1176,PPO_2,-1,1
1177,PPO,1,-1
1178,PPO_2,-1,1
1179,PPO_2,-1,1
1180,PPO_2,-1,1
1181,PPO,1,-1
1182,PPO_2,-1,1
1183,PPO,1,-1
1184,PPO_2,-1,1
1185,PPO,1,-1
1186,PPO,1,-1
1187,PPO_2,-1,1
1188,PPO,1,-1
1189,PPO_2,-1,1
1190,PPO,1,-1
1191,PPO,1,-1
1192,PPO,1,-1
1193,PPO_2,-1,1
1194,PPO,1,-1
1195,PPO_2,-1,1
1196,PPO_2,-1,1
1197,PPO,1,-1
1198,PPO_2,-1,1
1199,PPO,1,-1
1200,PPO_2,-1,1
1201,PPO,1,-1
1202,PPO,1,-1
1203,PPO_2,-1,1
1204,PPO_2,-1,1
1205,PPO,1,-1
1206,PPO_2,-1,1
1207,PPO_2,-1,1
1208,PPO,1,-1
1209,PPO_2,-1,1
1210,PPO,1,-1
1211,PPO_2,-1,1
1212,PPO,1,-1
1213,PPO,1,-1
1214,PPO_2,-1,1
1215,PPO_2,-1,1
1216,PPO_2,-1,1
1217,PPO_2,-1,1
1218,PPO_2,-1,1
1219,PPO,1,-1
1220,PPO_2,-1,1
1221,PPO_2,-1,1
1222,PPO_2,-1,1
1223,PPO,1,-1
1224,PPO,1,-1
1225,PPO_2,-1,1
1226,PPO_2,-1,1
1227,PPO_2,-1,1
1228,PPO_2,-1,1
1229,PPO_2,-1,1
1230,PPO_2,-1,1
1231,PPO_2,-1,1
1232,PPO,1,-1
1233,PPO_2,-1,1
1234,PPO_2,-1,1
1235,PPO,1,-1
1236,PPO_2,-1,1
1237,PPO_2,-1,1
1238,PPO_2,-1,1
1239,PPO_2,-1,1
1240,PPO_2,-1,1
1241,PPO_2,-1,1
1242,PPO,1,-1
1243,PPO_2,-1,1
1244,PPO,1,-1
1245,PPO,1,-1
1246,PPO,1,-1
1247,PPO,1,-1
1248,PPO,1,-1
1249,PPO,1,-1
1250,PPO,1,-1
1251,PPO_2,-1,1
1252,PPO_2,-1,1
1253,PPO,1,-1
1254,PPO_2,-1,1
1255,PPO,1,-1
1256,PPO_2,-1,1
1257,PPO_2,-1,1
1258,PPO_2,-1,1
1259,PPO_2,-1,1
1260,PPO,1,-1
1261,PPO_2,-1,1
1262,PPO_2,-1,1
1263,PPO_2,-1,1
1264,PPO_2,-1,1
1265,PPO,1,-1
1266,PPO_2,-1,1
1267,PPO_2,-1,1
1268,PPO_2,-1,1
1269,PPO_2,-1,1
1270,PPO,1,-1
1271,PPO_2,-1,1
1272,PPO,1,-1
1273,PPO,1,-1
1274,PPO_2,-1,1
1275,PPO_2,-1,1
1276,PPO_2,-1,1
1277,PPO,1,-1
1278,PPO,1,-1
1279,PPO_2,-1,1
1280,PPO_2,-1,1
1281,PPO_2,-1,1
1282,PPO,1,-1
1283,PPO_2,-1,1
1284,PPO_2,-1,1
1285,PPO,1,-1
1286,PPO,1,-1
1287,PPO,1,-1
1288,PPO_2,-1,1
1289,PPO_2,-1,1
1290,PPO_2,-1,1
1291,PPO,1,-1
1292,PPO_2,-1,1
1293,PPO,1,-1
1294,PPO,1,-1
1295,PPO_2,-1,1
1296,PPO_2,-1,1
1297,PPO,1,-1
1298,PPO,1,-1
1299,PPO_2,-1,1
1300,PPO_2,-1,1
1301,PPO_2,-1,1
1302,PPO_2,-1,1
1303,PPO,1,-1
1304,PPO_2,-1,1
1305,PPO,1,-1
1306,PPO,1,-1
1307,PPO_2,-1,1
1308,PPO_2,-1,1
1309,PPO_2,-1,1
1310,PPO_2,-1,1
1311,PPO,1,-1
1312,PPO_2,-1,1
1313,PPO_2,-1,1
1314,PPO,1,-1
1315,PPO_2,-1,1
1316,PPO_2,-1,1
1317,PPO,1,-1
1318,PPO_2,-1,1
1319,PPO,1,-1
1320,PPO_2,-1,1
1321,PPO_2,-1,1
1322,PPO,1,-1
1323,PPO_2,-1,1
1324,PPO,1,-1
1325,PPO,1,-1
1326,PPO,1,-1
1327,PPO_2,-1,1
1328,PPO_2,-1,1
1329,PPO_2,-1,1
1330,PPO,1,-1
1331,PPO,1,-1
1332,PPO_2,-1,1
1333,PPO_2,-1,1
1334,PPO_2,-1,1
1335,PPO,1,-1
1336,PPO_2,-1,1
1337,PPO,1,-1
1338,PPO_2,-1,1
1339,PPO_2,-1,1
1340,PPO_2,-1,1
1341,PPO_2,-1,1
1342,PPO_2,-1,1
1343,PPO,1,-1
1344,PPO_2,-1,1
1345,PPO_2,-1,1
1346,PPO_2,-1,1
1347,PPO_2,-1,1
1348,PPO_2,-1,1
1349,PPO_2,-1,1
1350,PPO,1,-1
1351,PPO_2,-1,1
1352,PPO,1,-1
1353,PPO_2,-1,1
1354,PPO_2,-1,1
1355,PPO,1,-1
1356,PPO,1,-1
1357,PPO_2,-1,1
1358,PPO,1,-1
1359,PPO,1,-1
1360,PPO,1,-1
1361,PPO_2,-1,1
1362,PPO,1,-1
1363,PPO_2,-1,1
1364,PPO,1,-1
1365,PPO_2,-1,1
1366,PPO_2,-1,1
1367,PPO_2,-1,1
1368,PPO_2,-1,1
1369,PPO_2,-1,1
1370,PPO_2,-1,1
1371,PPO_2,-1,1
1372,PPO_2,-1,1
1373,PPO,1,-1
1374,PPO_2,-1,1
1375,PPO_2,-1,1
1376,PPO_2,-1,1
1377,PPO_2,-1,1
1378,PPO_2,-1,1
1379,PPO_2,-1,1
1380,PPO_2,-1,1
1381,PPO_2,-1,1
1382,PPO_2,-1,1
1383,PPO_2,-1,1
1384,PPO_2,-1,1
1385,PPO,1,-1
1386,PPO_2,-1,1
1387,PPO_2,-1,1
1388,PPO_2,-1,1
1389,PPO_2,-1,1
1390,PPO_2,-1,1
1391,PPO_2,-1,1
1392,PPO_2,-1,1
1393,PPO,1,-1
1394,PPO_2,-1,1
1395,PPO_2,-1,1
1396,PPO_2,-1,1
1397,PPO_2,-1,1
1398,PPO_2,-1,1
1399,PPO_2,-1,1
1400,PPO_2,-1,1
1401,PPO_2,-1,1
1402,PPO_2,-1,1
1403,PPO_2,-1,1
1404,PPO_2,-1,1
1405,PPO_2,-1,1
1406,PPO,1,-1
1407,PPO_2,-1,1
1408,PPO_2,-1,1
1409,PPO_2,-1,1
1410,PPO_2,-1,1
1411,PPO,1,-1
1412,PPO_2,-1,1
1413,PPO,1,-1
1414,PPO,1,-1
1415,PPO_2,-1,1
1416,PPO_2,-1,1
1417,PPO_2,-1,1
1418,PPO_2,-1,1
1419,PPO,1,-1
1420,PPO_2,-1,1
1421,PPO_2,-1,1
1422,PPO_2,-1,1
1423,PPO_2,-1,1
1424,PPO_2,-1,1
1425,PPO_2,-1,1
1426,PPO,1,-1
1427,PPO,1,-1
1428,PPO_2,-1,1
1429,PPO_2,-1,1
1430,PPO_2,-1,1
1431,PPO_2,-1,1
1432,PPO_2,-1,1
1433,PPO_2,-1,1
1434,PPO_2,-1,1
1435,PPO_2,-1,1
1436,PPO_2,-1,1
1437,PPO_2,-1,1
1438,PPO,1,-1
1439,PPO_2,-1,1
1440,PPO_2,-1,1
1441,PPO_2,-1,1
1442,PPO,1,-1
1443,PPO_2,-1,1
1444,PPO_2,-1,1
1445,PPO_2,-1,1
1446,PPO_2,-1,1
1447,PPO_2,-1,1
1448,PPO,1,-1
1449,PPO_2,-1,1
1450,PPO_2,-1,1
1451,PPO_2,-1,1
1452,PPO,1,-1
1453,PPO_2,-1,1
1454,PPO_2,-1,1
1455,PPO_2,-1,1
1456,PPO,1,-1
1457,PPO_2,-1,1
1458,PPO,1,-1
1459,PPO_2,-1,1
1460,PPO_2,-1,1
1461,PPO_2,-1,1
1462,PPO_2,-1,1
1463,PPO_2,-1,1
1464,PPO,1,-1
1465,PPO,1,-1
1466,PPO_2,-1,1
1467,PPO,1,-1
1468,PPO_2,-1,1
1469,PPO_2,-1,1
1470,PPO_2,-1,1
1471,PPO_2,-1,1
1472,PPO,1,-1
1473,PPO_2,-1,1
1474,PPO_2,-1,1
1475,PPO,1,-1
1476,PPO_2,-1,1
1477,PPO_2,-1,1
1478,PPO_2,-1,1
1479,PPO_2,-1,1
1480,PPO_2,-1,1
1481,PPO_2,-1,1
1482,PPO_2,-1,1
1483,PPO_2,-1,1
1484,PPO_2,-1,1
1485,PPO_2,-1,1
1486,PPO_2,-1,1
1487,PPO_2,-1,1
1488,PPO_2,-1,1
1489,PPO,1,-1
1490,PPO_2,-1,1
1491,PPO_2,-1,1
1492,PPO_2,-1,1
1493,PPO_2,-1,1
1494,PPO_2,-1,1
1495,PPO_2,-1,1
1496,PPO_2,-1,1
1497,PPO_2,-1,1
1498,PPO_2,-1,1
1499,PPO,1,-1
1500,PPO,1,-1
1501,PPO_2,-1,1
1502,PPO,1,-1
1503,PPO_2,-1,1
1504,PPO,1,-1
1505,PPO_2,-1,1
1506,PPO_2,-1,1
1507,PPO_2,-1,1
1508,PPO,1,-1
1509,PPO_2,-1,1
1510,PPO_2,-1,1
1511,PPO_2,-1,1
1512,PPO_2,-1,1
1513,PPO_2,-1,1
1514,PPO_2,-1,1
1515,PPO,1,-1
1516,PPO_2,-1,1
1517,PPO,1,-1
1518,PPO_2,-1,1
1519,PPO_2,-1,1
1520,PPO_2,-1,1
1521,PPO_2,-1,1
1522,PPO,1,-1
1523,PPO,1,-1
1524,PPO_2,-1,1
1525,PPO,1,-1
1526,PPO_2,-1,1
1527,PPO_2,-1,1
1528,PPO,1,-1
1529,PPO_2,-1,1
1530,PPO,1,-1
1531,PPO,1,-1
1532,PPO,1,-1
1533,PPO_2,-1,1
1534,PPO_2,-1,1
1535,PPO_2,-1,1
1536,PPO_2,-1,1
1537,PPO,1,-1
1538,PPO_2,-1,1
1539,PPO_2,-1,1
1540,PPO,1,-1
1541,PPO,1,-1
1542,PPO,1,-1
1543,PPO_2,-1,1
1544,PPO_2,-1,1
1545,PPO_2,-1,1
1546,PPO,1,-1
1547,PPO,1,-1
1548,PPO_2,-1,1
1549,PPO_2,-1,1
1550,PPO_2,-1,1
1551,PPO,1,-1
1552,PPO,1,-1
1553,PPO,1,-1
1554,PPO_2,-1,1
1555,PPO_2,-1,1
1556,PPO_2,-1,1
1557,PPO_2,-1,1
1558,PPO_2,-1,1
1559,PPO_2,-1,1
1560,PPO_2,-1,1
1561,PPO_2,-1,1
1562,PPO_2,-1,1
1563,PPO_2,-1,1
1564,PPO_2,-1,1
1565,PPO,1,-1
1566,PPO_2,-1,1
1567,PPO_2,-1,1
1568,PPO_2,-1,1
1569,PPO_2,-1,1
1570,PPO_2,-1,1
1571,PPO,1,-1
1572,PPO_2,-1,1
1573,PPO_2,-1,1
1574,PPO_2,-1,1
1575,PPO_2,-1,1
1576,PPO_2,-1,1
1577,PPO_2,-1,1
1578,PPO_2,-1,1
1579,PPO,1,-1
1580,PPO,1,-1
1581,PPO_2,-1,1
1582,PPO_2,-1,1
1583,PPO,1,-1
1584,PPO_2,-1,1
1585,PPO_2,-1,1
1586,PPO_2,-1,1
1587,PPO_2,-1,1
1588,PPO,1,-1
1589,PPO_2,-1,1
1590,PPO_2,-1,1
1591,PPO,1,-1
1592,PPO_2,-1,1
1593,PPO,1,-1
1594,PPO,1,-1
1595,PPO,1,-1
1596,PPO_2,-1,1
1597,PPO_2,-1,1
1598,PPO_2,-1,1
1599,PPO_2,-1,1
1600,PPO,1,-1
1601,PPO_2,-1,1
1602,PPO_2,-1,1
1603,PPO_2,-1,1
1604,PPO_2,-1,1
1605,PPO_2,-1,1
1606,PPO,1,-1
1607,PPO,1,-1
1608,PPO_2,-1,1
1609,PPO_2,-1,1
1610,PPO,1,-1
1611,PPO_2,-1,1
1612,PPO_2,-1,1
1613,PPO_2,-1,1
1614,PPO_2,-1,1
1615,PPO_2,-1,1
1616,PPO_2,-1,1
1617,PPO_2,-1,1
1618,PPO,1,-1
1619,PPO,1,-1
1620,PPO_2,-1,1
1621,PPO,1,-1
1622,PPO_2,-1,1
1623,PPO_2,-1,1
1624,PPO_2,-1,1
1625,PPO_2,-1,1
1626,PPO_2,-1,1
1627,PPO_2,-1,1
1628,PPO_2,-1,1
1629,PPO,1,-1
1630,PPO_2,-1,1
1631,PPO_2,-1,1
1632,PPO_2,-1,1
1633,PPO_2,-1,1
1634,PPO_2,-1,1
1635,PPO,1,-1
1636,PPO_2,-1,1
1637,PPO_2,-1,1
1638,PPO_2,-1,1
1639,PPO_2,-1,1
1640,PPO,1,-1
1641,PPO_2,-1,1
1642,PPO_2,-1,1
1643,PPO_2,-1,1
1644,PPO_2,-1,1
1645,PPO,1,-1
1646,PPO,1,-1
1647,PPO_2,-1,1
1648,PPO_2,-1,1
1649,PPO_2,-1,1
1650,PPO_2,-1,1
1651,PPO,1,-1
1652,PPO_2,-1,1
1653,PPO_2,-1,1
1654,PPO,1,-1
1655,PPO_2,-1,1
1656,PPO_2,-1,1
1657,PPO_2,-1,1
1658,PPO,1,-1
1659,PPO,1,-1
1660,PPO_2,-1,1
1661,PPO_2,-1,1
1662,PPO_2,-1,1
1663,PPO,1,-1
1664,PPO_2,-1,1
1665,PPO_2,-1,1
1666,PPO_2,-1,1
1667,PPO_2,-1,1
1668,PPO_2,-1,1
1669,PPO_2,-1,1
1670,PPO,1,-1
1671,PPO,1,-1
1672,PPO_2,-1,1
1673,PPO_2,-1,1
1674,PPO_2,-1,1
1675,PPO_2,-1,1
1676,PPO_2,-1,1
1677,PPO_2,-1,1
1678,PPO,1,-1
1679,PPO_2,-1,1
1680,PPO_2,-1,1
1681,PPO,1,-1
1682,PPO,1,-1
1683,PPO_2,-1,1
1684,PPO,1,-1
1685,PPO,1,-1
1686,PPO_2,-1,1
1687,PPO,1,-1
1688,PPO_2,-1,1
1689,PPO,1,-1
1690,PPO,1,-1
1691,PPO,1,-1
1692,PPO,1,-1
1693,PPO,1,-1
1694,PPO_2,-1,1
1695,PPO,1,-1
1696,PPO,1,-1
1697,PPO_2,-1,1
1698,PPO,1,-1
1699,PPO_2,-1,1
1700,PPO_2,-1,1
1701,PPO,1,-1
1702,PPO,1,-1
1703,PPO_2,-1,1
1704,PPO_2,-1,1
1705,PPO,1,-1
1706,PPO_2,-1,1
1707,PPO_2,-1,1
1708,PPO_2,-1,1
1709,PPO_2,-1,1
1710,PPO_2,-1,1
1711,PPO_2,-1,1
1712,PPO_2,-1,1
1713,PPO_2,-1,1
1714,PPO,1,-1
1715,PPO_2,-1,1
1716,PPO,1,-1
1717,PPO_2,-1,1
1718,PPO_2,-1,1
1719,PPO_2,-1,1
1720,PPO,1,-1
1721,PPO,1,-1
1722,PPO_2,-1,1
1723,PPO,1,-1
1724,PPO_2,-1,1
1725,PPO,1,-1
1726,PPO_2,-1,1
1727,PPO_2,-1,1
1728,PPO,1,-1
1729,PPO,1,-1
1730,PPO_2,-1,1
1731,PPO,1,-1
1732,PPO,1,-1
1733,PPO_2,-1,1
1734,PPO,1,-1
1735,PPO,1,-1
1736,PPO_2,-1,1
1737,PPO,1,-1
1738,PPO,1,-1
1739,PPO_2,-1,1
1740,PPO_2,-1,1
1741,PPO_2,-1,1
1742,PPO,1,-1
1743,PPO_2,-1,1
1744,PPO_2,-1,1
1745,PPO,1,-1
1746,PPO,1,-1
1747,PPO_2,-1,1
1748,PPO_2,-1,1
1749,PPO_2,-1,1
1750,PPO_2,-1,1
1751,PPO,1,-1
1752,PPO_2,-1,1
1753,PPO_2,-1,1
1754,PPO_2,-1,1
1755,PPO,1,-1
1756,PPO_2,-1,1
1757,PPO_2,-1,1
1758,PPO,1,-1
1759,PPO_2,-1,1
1760,PPO,1,-1
1761,PPO,1,-1
1762,PPO,1,-1
1763,PPO_2,-1,1
1764,PPO_2,-1,1
1765,PPO_2,-1,1
1766,PPO_2,-1,1
1767,PPO_2,-1,1
1768,PPO_2,-1,1
1769,PPO_2,-1,1
1770,PPO_2,-1,1
1771,PPO_2,-1,1
1772,PPO_2,-1,1
1773,PPO_2,-1,1
1774,PPO_2,-1,1
1775,PPO_2,-1,1
1776,PPO_2,-1,1
1777,PPO_2,-1,1
1778,PPO_2,-1,1
1779,PPO,1,-1
1780,PPO_2,-1,1
1781,PPO_2,-1,1
1782,PPO_2,-1,1
1783,PPO_2,-1,1
1784,PPO,1,-1
1785,PPO_2,-1,1
1786,PPO_2,-1,1
1787,PPO_2,-1,1
1788,PPO_2,-1,1
1789,PPO_2,-1,1
1790,PPO_2,-1,1
1791,PPO_2,-1,1
1792,PPO,1,-1
1793,PPO_2,-1,1
1794,PPO_2,-1,1
1795,PPO,1,-1
1796,PPO_2,-1,1
1797,PPO_2,-1,1
1798,PPO,1,-1
1799,PPO_2,-1,1
1800,PPO_2,-1,1
1801,PPO,1,-1
1802,PPO_2,-1,1
1803,PPO_2,-1,1
1804,PPO_2,-1,1
1805,PPO,1,-1
1806,PPO_2,-1,1
1807,PPO_2,-1,1
1808,PPO_2,-1,1
1809,PPO_2,-1,1
1810,PPO,1,-1
1811,PPO_2,-1,1
1812,PPO_2,-1,1
1813,PPO,1,-1
1814,PPO_2,-1,1
1815,PPO_2,-1,1
1816,PPO,1,-1
1817,PPO_2,-1,1
1818,PPO_2,-1,1
1819,PPO_2,-1,1
1820,PPO_2,-1,1
1821,PPO_2,-1,1
1822,PPO_2,-1,1
1823,PPO_2,-1,1
1824,PPO_2,-1,1
1825,PPO_2,-1,1
1826,PPO_2,-1,1
1827,PPO_2,-1,1
1828,PPO_2,-1,1
1829,PPO_2,-1,1
1830,PPO_2,-1,1
1831,PPO,1,-1
1832,PPO,1,-1
1833,PPO,1,-1
1834,PPO,1,-1
1835,PPO_2,-1,1
1836,PPO_2,-1,1
1837,PPO,1,-1
1838,PPO,1,-1
1839,PPO_2,-1,1
1840,PPO_2,-1,1
1841,PPO_2,-1,1
1842,PPO_2,-1,1
1843,PPO_2,-1,1
1844,PPO,1,-1
1845,PPO,1,-1
1846,PPO,1,-1
1847,PPO_2,-1,1
1848,PPO_2,-1,1
1849,PPO_2,-1,1
1850,PPO_2,-1,1
1851,PPO_2,-1,1
1852,PPO_2,-1,1
1853,PPO_2,-1,1
1854,PPO,1,-1
1855,PPO_2,-1,1
1856,PPO_2,-1,1
1857,PPO_2,-1,1
1858,PPO,1,-1
1859,PPO_2,-1,1
1860,PPO_2,-1,1
1861,PPO,1,-1
1862,PPO,1,-1
1863,PPO_2,-1,1
1864,PPO_2,-1,1
1865,PPO_2,-1,1
1866,PPO_2,-1,1
1867,PPO,1,-1
1868,PPO_2,-1,1
1869,PPO_2,-1,1
1870,PPO,1,-1
1871,PPO,1,-1
1872,PPO,1,-1
1873,PPO,1,-1
1874,PPO,1,-1
1875,PPO,1,-1
1876,PPO_2,-1,1
1877,PPO,1,-1
1878,PPO_2,-1,1
1879,PPO_2,-1,1
1880,PPO,1,-1
1881,PPO_2,-1,1
1882,PPO_2,-1,1
1883,PPO_2,-1,1
1884,PPO_2,-1,1
1885,PPO_2,-1,1
1886,PPO_2,-1,1
1887,PPO,1,-1
1888,PPO_2,-1,1
1889,PPO,1,-1
1890,PPO_2,-1,1
1891,PPO_2,-1,1
1892,PPO_2,-1,1
1893,PPO_2,-1,1
1894,PPO_2,-1,1
1895,PPO,1,-1
1896,PPO_2,-1,1
1897,PPO_2,-1,1
1898,PPO_2,-1,1
1899,PPO_2,-1,1
1900,PPO,1,-1
1901,PPO_2,-1,1
1902,PPO_2,-1,1
1903,PPO_2,-1,1
1904,PPO_2,-1,1
1905,PPO,1,-1
1906,PPO_2,-1,1
1907,PPO,1,-1
1908,PPO_2,-1,1
1909,PPO_2,-1,1
1910,PPO_2,-1,1
1911,PPO,1,-1
1912,PPO_2,-1,1
1913,PPO_2,-1,1
1914,PPO_2,-1,1
1915,PPO_2,-1,1
1916,PPO_2,-1,1
1917,PPO_2,-1,1
1918,PPO_2,-1,1
1919,PPO_2,-1,1
1920,PPO_2,-1,1
1921,PPO_2,-1,1
1922,PPO_2,-1,1
1923,PPO,1,-1
1924,PPO_2,-1,1
1925,PPO_2,-1,1
1926,PPO_2,-1,1
1927,PPO_2,-1,1
1928,PPO_2,-1,1
1929,PPO_2,-1,1
1930,PPO,1,-1
1931,PPO_2,-1,1
1932,PPO_2,-1,1
1933,PPO_2,-1,1
1934,PPO_2,-1,1
1935,PPO_2,-1,1
1936,PPO_2,-1,1
1937,PPO,1,-1
1938,PPO_2,-1,1
1939,PPO,1,-1
1940,PPO_2,-1,1
1941,PPO_2,-1,1
1942,PPO_2,-1,1
1943,PPO,1,-1
1944,PPO_2,-1,1
1945,PPO_2,-1,1
1946,PPO,1,-1
1947,PPO_2,-1,1
1948,PPO,1,-1
1949,PPO_2,-1,1
1950,PPO,1,-1
1951,PPO,1,-1
1952,PPO,1,-1
1953,PPO_2,-1,1
1954,PPO,1,-1
1955,PPO_2,-1,1
1956,PPO_2,-1,1
1957,PPO_2,-1,1
1958,PPO_2,-1,1
1959,PPO,1,-1
1960,PPO_2,-1,1
1961,PPO,1,-1
1962,PPO_2,-1,1
1963,PPO_2,-1,1
1964,PPO,1,-1
1965,PPO,1,-1
1966,PPO_2,-1,1
1967,PPO_2,-1,1
1968,PPO_2,-1,1
1969,PPO,1,-1
1970,PPO,1,-1
1971,PPO_2,-1,1
1972,PPO,1,-1
1973,PPO_2,-1,1
1974,PPO_2,-1,1
1975,PPO,1,-1
1976,PPO_2,-1,1
1977,PPO,1,-1
1978,PPO_2,-1,1
1979,PPO,1,-1
1980,PPO,1,-1
1981,PPO,1,-1
1982,PPO_2,-1,1
1983,PPO_2,-1,1
1984,PPO,1,-1
1985,PPO,1,-1
1986,PPO_2,-1,1
1987,PPO,1,-1
1988,PPO_2,-1,1
1989,PPO_2,-1,1
1990,PPO_2,-1,1
1991,PPO_2,-1,1
1992,PPO_2,-1,1
1993,PPO,1,-1
1994,PPO_2,-1,1
1995,PPO,1,-1
1996,PPO,1,-1
1997,PPO,1,-1
1998,PPO,1,-1
1999,PPO_2,-1,1
2000,PPO_2,-1,1
2001,PPO_2,-1,1
2002,PPO_2,-1,1
2003,PPO_2,-1,1
2004,PPO_2,-1,1
2005,PPO_2,-1,1
2006,PPO_2,-1,1
2007,PPO,1,-1
2008,PPO_2,-1,1
2009,PPO_2,-1,1
2010,PPO,1,-1
2011,PPO_2,-1,1
2012,PPO_2,-1,1
2013,PPO,1,-1
2014,PPO,1,-1
2015,PPO,1,-1
2016,PPO,1,-1
2017,PPO_2,-1,1
2018,PPO,1,-1
2019,PPO_2,-1,1
2020,PPO_2,-1,1
2021,PPO_2,-1,1
2022,PPO,1,-1
2023,PPO,1,-1
2024,PPO_2,-1,1
2025,PPO_2,-1,1
2026,PPO,1,-1
2027,PPO_2,-1,1
2028,PPO,1,-1
2029,PPO_2,-1,1
2030,PPO_2,-1,1
2031,PPO,1,-1
2032,PPO,1,-1
2033,PPO,1,-1
2034,PPO,1,-1
2035,PPO_2,-1,1
2036,PPO,1,-1
2037,PPO_2,-1,1
2038,PPO_2,-1,1
2039,PPO,1,-1
2040,PPO_2,-1,1
2041,PPO,1,-1
2042,PPO,1,-1
2043,PPO_2,-1,1
2044,PPO_2,-1,1
2045,PPO_2,-1,1
2046,PPO_2,-1,1
2047,PPO,1,-1
2048,PPO,1,-1
2049,PPO,1,-1
2050,PPO_2,-1,1
2051,PPO_2,-1,1
2052,PPO_2,-1,1
2053,PPO_2,-1,1
2054,PPO_2,-1,1
2055,PPO_2,-1,1
2056,PPO,1,-1
2057,PPO_2,-1,1
2058,PPO,1,-1
2059,PPO,1,-1
2060,PPO,1,-1
2061,PPO,1,-1
2062,PPO,1,-1
2063,PPO_2,-1,1
2064,PPO_2,-1,1
2065,PPO_2,-1,1
2066,PPO,1,-1
2067,PPO_2,-1,1
2068,PPO_2,-1,1
2069,PPO_2,-1,1
2070,PPO_2,-1,1
2071,draw,0,0
2072,PPO,1,-1
2073,PPO_2,-1,1
2074,PPO_2,-1,1
2075,PPO_2,-1,1
2076,PPO_2,-1,1
2077,PPO_2,-1,1
2078,PPO_2,-1,1
2079,PPO_2,-1,1
2080,PPO_2,-1,1
2081,draw,0,0
2082,PPO,1,-1
2083,PPO_2,-1,1
2084,PPO,1,-1
2085,PPO_2,-1,1
2086,PPO_2,-1,1
2087,PPO,1,-1
2088,PPO,1,-1
2089,PPO,1,-1
2090,PPO_2,-1,1
2091,PPO_2,-1,1
2092,PPO_2,-1,1
2093,PPO_2,-1,1
2094,PPO_2,-1,1
2095,PPO_2,-1,1
2096,PPO_2,-1,1
2097,PPO_2,-1,1
2098,PPO_2,-1,1
2099,PPO,1,-1
2100,PPO_2,-1,1
2101,PPO_2,-1,1
2102,PPO,1,-1
2103,PPO_2,-1,1
2104,PPO_2,-1,1
2105,PPO_2,-1,1
2106,PPO_2,-1,1
2107,PPO_2,-1,1
2108,PPO_2,-1,1
2109,PPO_2,-1,1
2110,PPO_2,-1,1
2111,PPO_2,-1,1
2112,PPO,1,-1
2113,PPO,1,-1
2114,PPO_2,-1,1
2115,PPO_2,-1,1
2116,draw,0,0
2117,draw,0,0
2118,PPO_2,-1,1
2119,PPO_2,-1,1
2120,PPO,1,-1
2121,PPO,1,-1
2122,PPO_2,-1,1
2123,PPO_2,-1,1
2124,PPO,1,-1
2125,PPO_2,-1,1
2126,PPO_2,-1,1
2127,PPO,1,-1
2128,PPO,1,-1
2129,PPO_2,-1,1
2130,PPO,1,-1
2131,PPO,1,-1
2132,PPO_2,-1,1
2133,PPO_2,-1,1
2134,PPO_2,-1,1
2135,PPO_2,-1,1
2136,PPO,1,-1
2137,PPO_2,-1,1
2138,PPO_2,-1,1
2139,PPO,1,-1
2140,PPO,1,-1
2141,PPO_2,-1,1
2142,PPO,1,-1
2143,PPO_2,-1,1
2144,PPO,1,-1
2145,PPO_2,-1,1
2146,PPO,1,-1
2147,PPO_2,-1,1
2148,PPO_2,-1,1
2149,PPO_2,-1,1
2150,PPO,1,-1
2151,PPO_2,-1,1
2152,PPO_2,-1,1
2153,PPO_2,-1,1
2154,PPO_2,-1,1
2155,PPO,1,-1
2156,PPO,1,-1
2157,PPO_2,-1,1
2158,PPO_2,-1,1
2159,PPO_2,-1,1
2160,PPO_2,-1,1
2161,PPO_2,-1,1
2162,PPO_2,-1,1
2163,PPO_2,-1,1
2164,PPO,1,-1
2165,PPO,1,-1
2166,PPO_2,-1,1
2167,PPO,1,-1
2168,PPO_2,-1,1
2169,PPO,1,-1
2170,PPO,1,-1
2171,PPO,1,-1
2172,PPO_2,-1,1
2173,PPO,1,-1
2174,PPO_2,-1,1
2175,PPO_2,-1,1
2176,PPO_2,-1,1
2177,PPO,1,-1
2178,PPO_2,-1,1
2179,draw,0,0
2180,draw,0,0
