episode,winner,DQN,Random
1345,DQN,1,-1
1346,DQN,1,-1
1347,Random,-1,1
1348,DQN,1,-1
1349,DQN,1,-1
1350,DQN,1,-1
1351,DQN,1,-1
1352,DQN,1,-1
1353,DQN,1,-1
1354,DQN,1,-1
1355,DQN,1,-1
1356,DQN,1,-1
1357,DQN,1,-1
1358,DQN,1,-1
1359,DQN,1,-1
1360,DQN,1,-1
1361,DQN,1,-1
1362,DQN,1,-1
1363,DQN,1,-1
1364,DQN,1,-1
1365,DQN,1,-1
1366,DQN,1,-1
1367,DQN,1,-1
1368,DQN,1,-1
1369,Random,-1,1
1370,DQN,1,-1
1371,Random,-1,1
1372,DQN,1,-1
1373,DQN,1,-1
1374,DQN,1,-1
1375,DQN,1,-1
1376,DQN,1,-1
1377,DQN,1,-1
1378,DQN,1,-1
1379,DQN,1,-1
1380,DQN,1,-1
1381,DQN,1,-1
1382,DQN,1,-1
1383,DQN,1,-1
1384,DQN,1,-1
1385,DQN,1,-1
1386,DQN,1,-1
1387,Random,-1,1
1388,DQN,1,-1
1389,DQN,1,-1
1390,DQN,1,-1
1391,DQN,1,-1
1392,DQN,1,-1
1393,DQN,1,-1
1394,DQN,1,-1
1395,DQN,1,-1
1396,DQN,1,-1
1397,DQN,1,-1
1398,DQN,1,-1
1399,DQN,1,-1
1400,Random,-1,1
1401,DQN,1,-1
1402,DQN,1,-1
1403,DQN,1,-1
1404,DQN,1,-1
1405,DQN,1,-1
1406,DQN,1,-1
1407,DQN,1,-1
1408,DQN,1,-1
1409,DQN,1,-1
1410,DQN,1,-1
1411,DQN,1,-1
1412,DQN,1,-1
1413,DQN,1,-1
1414,Random,-1,1
1415,DQN,1,-1
1416,DQN,1,-1
1417,DQN,1,-1
1418,DQN,1,-1
1419,DQN,1,-1
1420,DQN,1,-1
1421,DQN,1,-1
1422,DQN,1,-1
1423,DQN,1,-1
1424,DQN,1,-1
1425,DQN,1,-1
1426,DQN,1,-1
1427,Random,-1,1
1428,Random,-1,1
1429,DQN,1,-1
1430,DQN,1,-1
1431,DQN,1,-1
1432,Random,-1,1
1433,DQN,1,-1
1434,DQN,1,-1
1435,Random,-1,1
1436,DQN,1,-1
1437,DQN,1,-1
1438,Random,-1,1
1439,draw,0,0
1440,draw,0,0
1441,DQN,1,-1
1442,DQN,1,-1
1443,DQN,1,-1
1444,DQN,1,-1
1445,DQN,1,-1
1446,Random,-1,1
1447,DQN,1,-1
1448,DQN,1,-1
1449,Random,-1,1
1450,DQN,1,-1
1451,DQN,1,-1
1452,DQN,1,-1
1453,DQN,1,-1
1454,DQN,1,-1
1455,DQN,1,-1
1456,DQN,1,-1
1457,DQN,1,-1
1458,Random,-1,1
1459,DQN,1,-1
1460,DQN,1,-1
1461,Random,-1,1
1462,DQN,1,-1
1463,DQN,1,-1
1464,DQN,1,-1
1465,DQN,1,-1
1466,DQN,1,-1
1467,DQN,1,-1
1468,DQN,1,-1
1469,DQN,1,-1
1470,DQN,1,-1
1471,DQN,1,-1
1472,DQN,1,-1
1473,DQN,1,-1
1474,DQN,1,-1
1475,DQN,1,-1
1476,DQN,1,-1
1477,DQN,1,-1
1478,DQN,1,-1
1479,DQN,1,-1
1480,DQN,1,-1
1481,Random,-1,1
1482,DQN,1,-1
1483,Random,-1,1
1484,DQN,1,-1
1485,DQN,1,-1
1486,Random,-1,1
1487,draw,0,0
1488,DQN,1,-1
1489,Random,-1,1
1490,DQN,1,-1
1491,Random,-1,1
1492,DQN,1,-1
1493,DQN,1,-1
1494,Random,-1,1
1495,DQN,1,-1
1496,DQN,1,-1
1497,DQN,1,-1
1498,Random,-1,1
1499,DQN,1,-1
1500,DQN,1,-1
1501,DQN,1,-1
1502,DQN,1,-1
1503,DQN,1,-1
1504,DQN,1,-1
1505,DQN,1,-1
1506,DQN,1,-1
1507,DQN,1,-1
1508,Random,-1,1
1509,DQN,1,-1
1510,DQN,1,-1
1511,DQN,1,-1
1512,DQN,1,-1
1513,DQN,1,-1
1514,Random,-1,1
1515,DQN,1,-1
1516,DQN,1,-1
1517,DQN,1,-1
1518,DQN,1,-1
1519,DQN,1,-1
1520,DQN,1,-1
1521,DQN,1,-1
1522,Random,-1,1
1523,DQN,1,-1
1524,DQN,1,-1
1525,DQN,1,-1
1526,DQN,1,-1
1527,DQN,1,-1
1528,DQN,1,-1
1529,Random,-1,1
1530,DQN,1,-1
1531,DQN,1,-1
1532,DQN,1,-1
1533,DQN,1,-1
1534,Random,-1,1
1535,DQN,1,-1
1536,DQN,1,-1
1537,DQN,1,-1
1538,Random,-1,1
1539,DQN,1,-1
1540,DQN,1,-1
1541,DQN,1,-1
1542,DQN,1,-1
1543,Random,-1,1
1544,DQN,1,-1
1545,DQN,1,-1
1546,DQN,1,-1
1547,DQN,1,-1
1548,DQN,1,-1
1549,DQN,1,-1
1550,DQN,1,-1
1551,DQN,1,-1
1552,DQN,1,-1
1553,DQN,1,-1
1554,Random,-1,1
1555,DQN,1,-1
1556,Random,-1,1
1557,DQN,1,-1
1558,DQN,1,-1
1559,DQN,1,-1
1560,Random,-1,1
1561,DQN,1,-1
1562,Random,-1,1
1563,Random,-1,1
1564,DQN,1,-1
1565,DQN,1,-1
1566,DQN,1,-1
1567,DQN,1,-1
1568,Random,-1,1
1569,DQN,1,-1
1570,DQN,1,-1
1571,DQN,1,-1
1572,Random,-1,1
1573,DQN,1,-1
1574,DQN,1,-1
1575,Random,-1,1
1576,DQN,1,-1
1577,Random,-1,1
1578,DQN,1,-1
1579,Random,-1,1
1580,DQN,1,-1
1581,DQN,1,-1
1582,DQN,1,-1
1583,DQN,1,-1
1584,DQN,1,-1
1585,DQN,1,-1
1586,DQN,1,-1
1587,DQN,1,-1
1588,DQN,1,-1
1589,DQN,1,-1
1590,DQN,1,-1
1591,DQN,1,-1
1592,DQN,1,-1
1593,DQN,1,-1
1594,Random,-1,1
1595,DQN,1,-1
1596,Random,-1,1
1597,DQN,1,-1
1598,DQN,1,-1
1599,DQN,1,-1
1600,DQN,1,-1
1601,Random,-1,1
1602,DQN,1,-1
1603,Random,-1,1
1604,DQN,1,-1
1605,DQN,1,-1
1606,DQN,1,-1
1607,Random,-1,1
1608,DQN,1,-1
1609,draw,0,0
1610,DQN,1,-1
1611,DQN,1,-1
1612,DQN,1,-1
1613,DQN,1,-1
1614,DQN,1,-1
1615,DQN,1,-1
1616,Random,-1,1
1617,DQN,1,-1
1618,Random,-1,1
1619,DQN,1,-1
1620,DQN,1,-1
1621,DQN,1,-1
1622,DQN,1,-1
1623,Random,-1,1
1624,Random,-1,1
1625,DQN,1,-1
1626,Random,-1,1
1627,DQN,1,-1
1628,DQN,1,-1
1629,DQN,1,-1
1630,DQN,1,-1
1631,Random,-1,1
1632,draw,0,0
1633,DQN,1,-1
1634,DQN,1,-1
1635,DQN,1,-1
1636,draw,0,0
1637,DQN,1,-1
1638,DQN,1,-1
1639,DQN,1,-1
1640,Random,-1,1
1641,DQN,1,-1
1642,DQN,1,-1
1643,DQN,1,-1
1644,DQN,1,-1
1645,DQN,1,-1
1646,DQN,1,-1
1647,DQN,1,-1
1648,DQN,1,-1
1649,DQN,1,-1
1650,DQN,1,-1
1651,Random,-1,1
1652,DQN,1,-1
1653,DQN,1,-1
1654,DQN,1,-1
1655,DQN,1,-1
1656,DQN,1,-1
1657,DQN,1,-1
1658,DQN,1,-1
1659,Random,-1,1
1660,DQN,1,-1
1661,DQN,1,-1
1662,DQN,1,-1
1663,Random,-1,1
1664,DQN,1,-1
1665,DQN,1,-1
1666,DQN,1,-1
1667,DQN,1,-1
1668,DQN,1,-1
1669,DQN,1,-1
1670,DQN,1,-1
1671,DQN,1,-1
1672,DQN,1,-1
1673,DQN,1,-1
1674,DQN,1,-1
1675,DQN,1,-1
1676,DQN,1,-1
1677,DQN,1,-1
1678,DQN,1,-1
1679,DQN,1,-1
1680,DQN,1,-1
1681,DQN,1,-1
1682,DQN,1,-1
1683,DQN,1,-1
1684,DQN,1,-1
1685,DQN,1,-1
1686,draw,0,0
1687,DQN,1,-1
1688,DQN,1,-1
1689,DQN,1,-1
1690,DQN,1,-1
1691,DQN,1,-1
1692,DQN,1,-1
1693,DQN,1,-1
1694,Random,-1,1
1695,draw,0,0
1696,Random,-1,1
1697,draw,0,0
1698,Random,-1,1
1699,draw,0,0
1700,Random,-1,1
1701,DQN,1,-1
1702,DQN,1,-1
1703,DQN,1,-1
1704,draw,0,0
1705,DQN,1,-1
1706,DQN,1,-1
1707,Random,-1,1
1708,draw,0,0
1709,draw,0,0
1710,draw,0,0
1711,DQN,1,-1
1712,Random,-1,1
1713,DQN,1,-1
1714,DQN,1,-1
1715,Random,-1,1
1716,Random,-1,1
1717,DQN,1,-1
1718,DQN,1,-1
1719,draw,0,0
1720,Random,-1,1
1721,Random,-1,1
1722,Random,-1,1
1723,DQN,1,-1
1724,DQN,1,-1
1725,Random,-1,1
1726,draw,0,0
1727,DQN,1,-1
1728,DQN,1,-1
1729,DQN,1,-1
1730,DQN,1,-1
1731,draw,0,0
1732,DQN,1,-1
1733,DQN,1,-1
1734,draw,0,0
1735,draw,0,0
1736,DQN,1,-1
1737,DQN,1,-1
1738,DQN,1,-1
1739,DQN,1,-1
1740,draw,0,0
1741,draw,0,0
1742,Random,-1,1
1743,DQN,1,-1
1744,draw,0,0
1745,draw,0,0
1746,DQN,1,-1
1747,draw,0,0
1748,Random,-1,1
1749,draw,0,0
1750,draw,0,0
1751,Random,-1,1
1752,Random,-1,1
1753,DQN,1,-1
1754,draw,0,0
1755,draw,0,0
1756,Random,-1,1
1757,DQN,1,-1
1758,DQN,1,-1
1759,DQN,1,-1
1760,DQN,1,-1
1761,Random,-1,1
1762,Random,-1,1
1763,Random,-1,1
1764,DQN,1,-1
1765,draw,0,0
1766,DQN,1,-1
1767,DQN,1,-1
1768,DQN,1,-1
1769,DQN,1,-1
1770,DQN,1,-1
1771,DQN,1,-1
1772,DQN,1,-1
1773,DQN,1,-1
1774,draw,0,0
1775,draw,0,0
1776,DQN,1,-1
1777,DQN,1,-1
1778,DQN,1,-1
1779,DQN,1,-1
1780,DQN,1,-1
1781,DQN,1,-1
1782,DQN,1,-1
1783,DQN,1,-1
1784,Random,-1,1
1785,DQN,1,-1
1786,DQN,1,-1
1787,DQN,1,-1
1788,DQN,1,-1
1789,DQN,1,-1
1790,DQN,1,-1
1791,DQN,1,-1
1792,Random,-1,1
1793,DQN,1,-1
1794,DQN,1,-1
1795,DQN,1,-1
1796,DQN,1,-1
1797,DQN,1,-1
1798,Random,-1,1
1799,Random,-1,1
1800,DQN,1,-1
1801,Random,-1,1
1802,draw,0,0
1803,DQN,1,-1
1804,DQN,1,-1
1805,draw,0,0
1806,Random,-1,1
1807,draw,0,0
1808,DQN,1,-1
1809,draw,0,0
1810,DQN,1,-1
1811,Random,-1,1
1812,DQN,1,-1
1813,DQN,1,-1
1814,Random,-1,1
1815,Random,-1,1
1816,draw,0,0
1817,DQN,1,-1
1818,DQN,1,-1
1819,draw,0,0
1820,DQN,1,-1
1821,Random,-1,1
1822,draw,0,0
1823,DQN,1,-1
1824,Random,-1,1
1825,draw,0,0
1826,DQN,1,-1
1827,DQN,1,-1
1828,Random,-1,1
1829,Random,-1,1
1830,DQN,1,-1
1831,DQN,1,-1
1832,DQN,1,-1
1833,DQN,1,-1
1834,Random,-1,1
1835,Random,-1,1
1836,DQN,1,-1
1837,DQN,1,-1
1838,DQN,1,-1
1839,Random,-1,1
1840,DQN,1,-1
1841,draw,0,0
1842,DQN,1,-1
1843,draw,0,0
1844,DQN,1,-1
1845,draw,0,0
1846,DQN,1,-1
1847,Random,-1,1
1848,draw,0,0
1849,draw,0,0
1850,draw,0,0
1851,DQN,1,-1
1852,Random,-1,1
1853,DQN,1,-1
1854,Random,-1,1
1855,DQN,1,-1
1856,DQN,1,-1
1857,DQN,1,-1
1858,DQN,1,-1
1859,draw,0,0
1860,DQN,1,-1
1861,DQN,1,-1
1862,draw,0,0
1863,Random,-1,1
1864,DQN,1,-1
1865,draw,0,0
1866,DQN,1,-1
1867,Random,-1,1
1868,draw,0,0
1869,draw,0,0
1870,DQN,1,-1
1871,draw,0,0
1872,DQN,1,-1
1873,draw,0,0
1874,Random,-1,1
1875,DQN,1,-1
1876,draw,0,0
1877,draw,0,0
1878,DQN,1,-1
1879,Random,-1,1
1880,DQN,1,-1
1881,draw,0,0
1882,DQN,1,-1
1883,DQN,1,-1
1884,draw,0,0
1885,DQN,1,-1
1886,Random,-1,1
1887,draw,0,0
1888,DQN,1,-1
1889,Random,-1,1
1890,DQN,1,-1
1891,Random,-1,1
1892,draw,0,0
1893,DQN,1,-1
1894,DQN,1,-1
1895,DQN,1,-1
1896,DQN,1,-1
1897,draw,0,0
1898,DQN,1,-1
1899,DQN,1,-1
1900,draw,0,0
1901,Random,-1,1
1902,draw,0,0
1903,DQN,1,-1
1904,DQN,1,-1
1905,draw,0,0
1906,DQN,1,-1
1907,DQN,1,-1
1908,DQN,1,-1
1909,draw,0,0
1910,draw,0,0
1911,Random,-1,1
1912,DQN,1,-1
1913,DQN,1,-1
1914,draw,0,0
1915,DQN,1,-1
1916,Random,-1,1
1917,DQN,1,-1
1918,draw,0,0
1919,draw,0,0
1920,DQN,1,-1
1921,DQN,1,-1
1922,draw,0,0
1923,DQN,1,-1
1924,Random,-1,1
1925,draw,0,0
1926,draw,0,0
1927,DQN,1,-1
1928,DQN,1,-1
1929,DQN,1,-1
1930,DQN,1,-1
1931,Random,-1,1
1932,DQN,1,-1
1933,DQN,1,-1
1934,DQN,1,-1
1935,Random,-1,1
1936,DQN,1,-1
1937,draw,0,0
1938,DQN,1,-1
1939,Random,-1,1
1940,DQN,1,-1
1941,DQN,1,-1
1942,Random,-1,1
1943,DQN,1,-1
1944,Random,-1,1
1945,Random,-1,1
1946,draw,0,0
1947,Random,-1,1
1948,DQN,1,-1
1949,Random,-1,1
1950,Random,-1,1
1951,draw,0,0
1952,DQN,1,-1
1953,DQN,1,-1
1954,draw,0,0
1955,Random,-1,1
1956,DQN,1,-1
1957,DQN,1,-1
1958,draw,0,0
1959,DQN,1,-1
1960,DQN,1,-1
1961,Random,-1,1
1962,draw,0,0
1963,DQN,1,-1
1964,DQN,1,-1
1965,DQN,1,-1
1966,Random,-1,1
1967,DQN,1,-1
1968,Random,-1,1
1969,DQN,1,-1
1970,draw,0,0
1971,Random,-1,1
1972,Random,-1,1
1973,DQN,1,-1
1974,draw,0,0
1975,Random,-1,1
1976,Random,-1,1
1977,DQN,1,-1
1978,DQN,1,-1
1979,DQN,1,-1
1980,DQN,1,-1
1981,draw,0,0
1982,DQN,1,-1
1983,Random,-1,1
1984,DQN,1,-1
1985,DQN,1,-1
1986,DQN,1,-1
1987,DQN,1,-1
1988,Random,-1,1
1989,DQN,1,-1
1990,draw,0,0
1991,DQN,1,-1
1992,DQN,1,-1
1993,DQN,1,-1
1994,DQN,1,-1
1995,DQN,1,-1
1996,DQN,1,-1
1997,Random,-1,1
1998,DQN,1,-1
1999,Random,-1,1
2000,DQN,1,-1
2001,DQN,1,-1
2002,DQN,1,-1
2003,DQN,1,-1
2004,DQN,1,-1
2005,Random,-1,1
2006,DQN,1,-1
2007,Random,-1,1
2008,Random,-1,1
2009,Random,-1,1
2010,DQN,1,-1
2011,DQN,1,-1
2012,DQN,1,-1
2013,Random,-1,1
2014,DQN,1,-1
2015,DQN,1,-1
2016,DQN,1,-1
2017,DQN,1,-1
2018,DQN,1,-1
2019,DQN,1,-1
2020,DQN,1,-1
2021,Random,-1,1
2022,DQN,1,-1
2023,DQN,1,-1
2024,DQN,1,-1
2025,DQN,1,-1
2026,DQN,1,-1
2027,Random,-1,1
2028,DQN,1,-1
2029,DQN,1,-1
2030,DQN,1,-1
2031,Random,-1,1
2032,DQN,1,-1
2033,DQN,1,-1
2034,DQN,1,-1
2035,DQN,1,-1
2036,DQN,1,-1
2037,DQN,1,-1
2038,DQN,1,-1
2039,DQN,1,-1
2040,Random,-1,1
2041,DQN,1,-1
2042,DQN,1,-1
2043,DQN,1,-1
2044,Random,-1,1
2045,DQN,1,-1
2046,DQN,1,-1
2047,DQN,1,-1
2048,DQN,1,-1
2049,DQN,1,-1
2050,DQN,1,-1
2051,DQN,1,-1
2052,DQN,1,-1
2053,DQN,1,-1
2054,Random,-1,1
2055,DQN,1,-1
2056,DQN,1,-1
2057,DQN,1,-1
2058,DQN,1,-1
2059,DQN,1,-1
2060,draw,0,0
2061,Random,-1,1
2062,DQN,1,-1
2063,DQN,1,-1
2064,DQN,1,-1
2065,Random,-1,1
2066,Random,-1,1
2067,draw,0,0
2068,draw,0,0
2069,DQN,1,-1
2070,DQN,1,-1
2071,DQN,1,-1
2072,DQN,1,-1
2073,draw,0,0
2074,DQN,1,-1
2075,DQN,1,-1
2076,DQN,1,-1
2077,DQN,1,-1
2078,DQN,1,-1
2079,Random,-1,1
2080,DQN,1,-1
2081,DQN,1,-1
2082,Random,-1,1
2083,Random,-1,1
2084,DQN,1,-1
2085,Random,-1,1
2086,DQN,1,-1
2087,draw,0,0
2088,DQN,1,-1
2089,DQN,1,-1
2090,DQN,1,-1
2091,DQN,1,-1
2092,DQN,1,-1
2093,Random,-1,1
2094,Random,-1,1
2095,DQN,1,-1
2096,DQN,1,-1
2097,DQN,1,-1
2098,draw,0,0
2099,Random,-1,1
2100,Random,-1,1
2101,DQN,1,-1
2102,DQN,1,-1
2103,DQN,1,-1
2104,DQN,1,-1
2105,DQN,1,-1
2106,DQN,1,-1
2107,draw,0,0
2108,DQN,1,-1
2109,DQN,1,-1
2110,DQN,1,-1
2111,DQN,1,-1
2112,DQN,1,-1
2113,Random,-1,1
2114,DQN,1,-1
2115,DQN,1,-1
2116,Random,-1,1
2117,DQN,1,-1
2118,DQN,1,-1
2119,DQN,1,-1
2120,draw,0,0
2121,draw,0,0
2122,DQN,1,-1
2123,DQN,1,-1
2124,DQN,1,-1
2125,DQN,1,-1
2126,DQN,1,-1
2127,DQN,1,-1
2128,Random,-1,1
2129,DQN,1,-1
2130,DQN,1,-1
2131,DQN,1,-1
2132,draw,0,0
2133,draw,0,0
2134,DQN,1,-1
2135,DQN,1,-1
2136,DQN,1,-1
2137,DQN,1,-1
2138,Random,-1,1
2139,DQN,1,-1
2140,DQN,1,-1
2141,draw,0,0
2142,Random,-1,1
2143,DQN,1,-1
2144,Random,-1,1
2145,DQN,1,-1
2146,DQN,1,-1
2147,Random,-1,1
2148,DQN,1,-1
2149,Random,-1,1
2150,DQN,1,-1
2151,DQN,1,-1
2152,DQN,1,-1
2153,DQN,1,-1
2154,DQN,1,-1
2155,DQN,1,-1
2156,DQN,1,-1
2157,DQN,1,-1
2158,DQN,1,-1
2159,DQN,1,-1
2160,DQN,1,-1
2161,DQN,1,-1
2162,DQN,1,-1
2163,Random,-1,1
2164,DQN,1,-1
2165,DQN,1,-1
2166,DQN,1,-1
2167,DQN,1,-1
2168,Random,-1,1
2169,DQN,1,-1
2170,Random,-1,1
2171,DQN,1,-1
2172,DQN,1,-1
2173,DQN,1,-1
2174,DQN,1,-1
2175,Random,-1,1
2176,DQN,1,-1
2177,Random,-1,1
2178,DQN,1,-1
2179,DQN,1,-1
2180,draw,0,0
2181,DQN,1,-1
2182,DQN,1,-1
2183,DQN,1,-1
2184,Random,-1,1
2185,Random,-1,1
2186,DQN,1,-1
2187,DQN,1,-1
2188,DQN,1,-1
2189,DQN,1,-1
2190,DQN,1,-1
2191,DQN,1,-1
2192,Random,-1,1
2193,Random,-1,1
2194,DQN,1,-1
2195,DQN,1,-1
2196,Random,-1,1
2197,DQN,1,-1
2198,DQN,1,-1
2199,DQN,1,-1
2200,DQN,1,-1
2201,DQN,1,-1
2202,DQN,1,-1
2203,DQN,1,-1
2204,DQN,1,-1
2205,DQN,1,-1
2206,DQN,1,-1
2207,DQN,1,-1
2208,DQN,1,-1
2209,DQN,1,-1
2210,DQN,1,-1
2211,DQN,1,-1
2212,DQN,1,-1
2213,DQN,1,-1
2214,Random,-1,1
2215,DQN,1,-1
2216,DQN,1,-1
2217,DQN,1,-1
2218,DQN,1,-1
2219,DQN,1,-1
2220,Random,-1,1
2221,DQN,1,-1
2222,Random,-1,1
2223,DQN,1,-1
2224,DQN,1,-1
2225,DQN,1,-1
2226,DQN,1,-1
2227,DQN,1,-1
2228,DQN,1,-1
2229,DQN,1,-1
2230,Random,-1,1
2231,DQN,1,-1
2232,Random,-1,1
2233,Random,-1,1
2234,DQN,1,-1
2235,DQN,1,-1
2236,Random,-1,1
2237,DQN,1,-1
2238,Random,-1,1
2239,DQN,1,-1
2240,Random,-1,1
2241,DQN,1,-1
2242,DQN,1,-1
2243,DQN,1,-1
2244,DQN,1,-1
2245,DQN,1,-1
2246,DQN,1,-1
2247,DQN,1,-1
2248,DQN,1,-1
2249,DQN,1,-1
2250,DQN,1,-1
2251,DQN,1,-1
2252,DQN,1,-1
2253,DQN,1,-1
2254,DQN,1,-1
2255,DQN,1,-1
2256,DQN,1,-1
2257,DQN,1,-1
2258,DQN,1,-1
2259,DQN,1,-1
2260,DQN,1,-1
2261,DQN,1,-1
2262,Random,-1,1
2263,DQN,1,-1
2264,DQN,1,-1
2265,DQN,1,-1
2266,DQN,1,-1
2267,DQN,1,-1
2268,Random,-1,1
2269,DQN,1,-1
2270,Random,-1,1
2271,DQN,1,-1
2272,Random,-1,1
2273,DQN,1,-1
2274,Random,-1,1
2275,DQN,1,-1
2276,DQN,1,-1
2277,DQN,1,-1
2278,DQN,1,-1
2279,DQN,1,-1
2280,DQN,1,-1
2281,DQN,1,-1
2282,DQN,1,-1
2283,Random,-1,1
2284,DQN,1,-1
2285,DQN,1,-1
2286,draw,0,0
2287,DQN,1,-1
2288,draw,0,0
2289,DQN,1,-1
2290,Random,-1,1
2291,DQN,1,-1
2292,DQN,1,-1
2293,Random,-1,1
2294,DQN,1,-1
2295,DQN,1,-1
2296,Random,-1,1
2297,DQN,1,-1
2298,DQN,1,-1
2299,DQN,1,-1
2300,DQN,1,-1
2301,Random,-1,1
2302,DQN,1,-1
2303,DQN,1,-1
2304,DQN,1,-1
2305,DQN,1,-1
2306,Random,-1,1
2307,DQN,1,-1
2308,Random,-1,1
2309,DQN,1,-1
2310,DQN,1,-1
2311,DQN,1,-1
2312,Random,-1,1
2313,DQN,1,-1
2314,DQN,1,-1
2315,DQN,1,-1
2316,Random,-1,1
2317,Random,-1,1
2318,DQN,1,-1
2319,DQN,1,-1
2320,DQN,1,-1
2321,DQN,1,-1
2322,DQN,1,-1
2323,DQN,1,-1
2324,DQN,1,-1
2325,DQN,1,-1
2326,DQN,1,-1
2327,DQN,1,-1
2328,DQN,1,-1
2329,DQN,1,-1
2330,DQN,1,-1
2331,DQN,1,-1
2332,DQN,1,-1
2333,DQN,1,-1
2334,DQN,1,-1
2335,DQN,1,-1
2336,DQN,1,-1
2337,DQN,1,-1
2338,DQN,1,-1
2339,DQN,1,-1
2340,DQN,1,-1
2341,DQN,1,-1
2342,DQN,1,-1
2343,DQN,1,-1
2344,DQN,1,-1
2345,DQN,1,-1
2346,DQN,1,-1
2347,DQN,1,-1
2348,DQN,1,-1
2349,DQN,1,-1
2350,DQN,1,-1
2351,DQN,1,-1
2352,Random,-1,1
2353,DQN,1,-1
2354,DQN,1,-1
2355,DQN,1,-1
2356,DQN,1,-1
2357,DQN,1,-1
2358,Random,-1,1
2359,DQN,1,-1
2360,DQN,1,-1
2361,DQN,1,-1
2362,DQN,1,-1
2363,DQN,1,-1
2364,DQN,1,-1
2365,Random,-1,1
2366,DQN,1,-1
2367,DQN,1,-1
2368,DQN,1,-1
2369,DQN,1,-1
2370,DQN,1,-1
2371,Random,-1,1
2372,DQN,1,-1
2373,Random,-1,1
2374,DQN,1,-1
2375,DQN,1,-1
2376,DQN,1,-1
2377,DQN,1,-1
2378,draw,0,0
2379,DQN,1,-1
2380,DQN,1,-1
2381,Random,-1,1
2382,DQN,1,-1
2383,DQN,1,-1
2384,DQN,1,-1
2385,draw,0,0
2386,DQN,1,-1
2387,DQN,1,-1
2388,DQN,1,-1
2389,DQN,1,-1
2390,DQN,1,-1
2391,Random,-1,1
2392,DQN,1,-1
2393,DQN,1,-1
2394,DQN,1,-1
2395,DQN,1,-1
2396,DQN,1,-1
2397,DQN,1,-1
2398,DQN,1,-1
2399,DQN,1,-1
2400,Random,-1,1
2401,DQN,1,-1
2402,draw,0,0
2403,DQN,1,-1
2404,DQN,1,-1
2405,DQN,1,-1
2406,DQN,1,-1
2407,DQN,1,-1
2408,DQN,1,-1
2409,DQN,1,-1
2410,DQN,1,-1
2411,Random,-1,1
2412,DQN,1,-1
2413,DQN,1,-1
2414,DQN,1,-1
2415,Random,-1,1
2416,DQN,1,-1
2417,DQN,1,-1
2418,DQN,1,-1
2419,DQN,1,-1
2420,DQN,1,-1
2421,DQN,1,-1
2422,DQN,1,-1
2423,DQN,1,-1
2424,DQN,1,-1
2425,DQN,1,-1
2426,DQN,1,-1
2427,DQN,1,-1
2428,DQN,1,-1
2429,DQN,1,-1
2430,Random,-1,1
2431,DQN,1,-1
2432,DQN,1,-1
2433,DQN,1,-1
2434,DQN,1,-1
2435,Random,-1,1
2436,DQN,1,-1
2437,DQN,1,-1
2438,DQN,1,-1
2439,DQN,1,-1
2440,DQN,1,-1
2441,DQN,1,-1
2442,DQN,1,-1
2443,draw,0,0
2444,DQN,1,-1
2445,draw,0,0
2446,DQN,1,-1
2447,DQN,1,-1
2448,DQN,1,-1
2449,DQN,1,-1
2450,DQN,1,-1
2451,DQN,1,-1
2452,Random,-1,1
2453,DQN,1,-1
2454,DQN,1,-1
2455,DQN,1,-1
2456,DQN,1,-1
2457,DQN,1,-1
2458,DQN,1,-1
2459,DQN,1,-1
2460,DQN,1,-1
2461,DQN,1,-1
2462,DQN,1,-1
2463,Random,-1,1
2464,DQN,1,-1
2465,DQN,1,-1
2466,DQN,1,-1
2467,DQN,1,-1
2468,DQN,1,-1
2469,Random,-1,1
2470,DQN,1,-1
2471,DQN,1,-1
2472,DQN,1,-1
2473,DQN,1,-1
2474,Random,-1,1
2475,DQN,1,-1
2476,DQN,1,-1
2477,DQN,1,-1
2478,DQN,1,-1
2479,DQN,1,-1
2480,DQN,1,-1
2481,DQN,1,-1
2482,DQN,1,-1
2483,DQN,1,-1
2484,Random,-1,1
2485,DQN,1,-1
2486,DQN,1,-1
2487,DQN,1,-1
2488,DQN,1,-1
2489,DQN,1,-1
2490,DQN,1,-1
2491,DQN,1,-1
2492,DQN,1,-1
2493,DQN,1,-1
2494,DQN,1,-1
2495,Random,-1,1
2496,Random,-1,1
2497,DQN,1,-1
2498,DQN,1,-1
2499,DQN,1,-1
2500,DQN,1,-1
2501,DQN,1,-1
2502,DQN,1,-1
2503,DQN,1,-1
2504,DQN,1,-1
2505,DQN,1,-1
2506,DQN,1,-1
2507,DQN,1,-1
2508,DQN,1,-1
2509,DQN,1,-1
2510,DQN,1,-1
2511,DQN,1,-1
2512,DQN,1,-1
2513,DQN,1,-1
2514,DQN,1,-1
2515,DQN,1,-1
2516,DQN,1,-1
2517,DQN,1,-1
2518,DQN,1,-1
2519,DQN,1,-1
2520,DQN,1,-1
2521,DQN,1,-1
2522,DQN,1,-1
2523,DQN,1,-1
2524,DQN,1,-1
2525,DQN,1,-1
2526,DQN,1,-1
2527,DQN,1,-1
2528,DQN,1,-1
2529,DQN,1,-1
2530,DQN,1,-1
2531,DQN,1,-1
2532,DQN,1,-1
2533,DQN,1,-1
2534,DQN,1,-1
2535,Random,-1,1
2536,DQN,1,-1
2537,DQN,1,-1
2538,Random,-1,1
2539,DQN,1,-1
2540,Random,-1,1
2541,DQN,1,-1
2542,DQN,1,-1
2543,DQN,1,-1
