episode,winner,DQN,Random
3738,DQN,1,-1
3739,DQN,1,-1
3740,DQN,1,-1
3741,Random,-1,1
3742,DQN,1,-1
3743,DQN,1,-1
3744,DQN,1,-1
3745,draw,0,0
3746,DQN,1,-1
3747,DQN,1,-1
3748,DQN,1,-1
3749,DQN,1,-1
3750,DQN,1,-1
3751,Random,-1,1
3752,Random,-1,1
3753,DQN,1,-1
3754,DQN,1,-1
3755,DQN,1,-1
3756,DQN,1,-1
3757,DQN,1,-1
3758,DQN,1,-1
3759,DQN,1,-1
3760,DQN,1,-1
3761,DQN,1,-1
3762,DQN,1,-1
3763,DQN,1,-1
3764,DQN,1,-1
3765,DQN,1,-1
3766,DQN,1,-1
3767,DQN,1,-1
3768,DQN,1,-1
3769,Random,-1,1
3770,DQN,1,-1
3771,DQN,1,-1
3772,DQN,1,-1
3773,DQN,1,-1
3774,DQN,1,-1
3775,DQN,1,-1
3776,DQN,1,-1
3777,draw,0,0
3778,draw,0,0
3779,DQN,1,-1
3780,DQN,1,-1
3781,DQN,1,-1
3782,DQN,1,-1
3783,DQN,1,-1
3784,DQN,1,-1
3785,DQN,1,-1
3786,DQN,1,-1
3787,DQN,1,-1
3788,DQN,1,-1
3789,DQN,1,-1
3790,Random,-1,1
3791,DQN,1,-1
3792,draw,0,0
3793,DQN,1,-1
3794,DQN,1,-1
3795,DQN,1,-1
3796,DQN,1,-1
3797,DQN,1,-1
3798,DQN,1,-1
3799,Random,-1,1
3800,DQN,1,-1
3801,DQN,1,-1
3802,DQN,1,-1
3803,Random,-1,1
3804,DQN,1,-1
3805,DQN,1,-1
3806,DQN,1,-1
3807,DQN,1,-1
3808,DQN,1,-1
3809,DQN,1,-1
3810,DQN,1,-1
3811,DQN,1,-1
3812,DQN,1,-1
3813,DQN,1,-1
3814,draw,0,0
3815,DQN,1,-1
3816,DQN,1,-1
3817,Random,-1,1
3818,DQN,1,-1
3819,DQN,1,-1
3820,Random,-1,1
3821,DQN,1,-1
3822,Random,-1,1
3823,DQN,1,-1
3824,DQN,1,-1
3825,DQN,1,-1
3826,DQN,1,-1
3827,DQN,1,-1
3828,DQN,1,-1
3829,draw,0,0
3830,DQN,1,-1
3831,DQN,1,-1
3832,DQN,1,-1
3833,DQN,1,-1
3834,DQN,1,-1
3835,DQN,1,-1
3836,DQN,1,-1
3837,draw,0,0
3838,DQN,1,-1
3839,DQN,1,-1
3840,DQN,1,-1
3841,DQN,1,-1
3842,DQN,1,-1
3843,DQN,1,-1
3844,DQN,1,-1
3845,DQN,1,-1
3846,DQN,1,-1
3847,DQN,1,-1
3848,DQN,1,-1
3849,DQN,1,-1
3850,draw,0,0
3851,DQN,1,-1
3852,DQN,1,-1
3853,DQN,1,-1
3854,DQN,1,-1
3855,draw,0,0
3856,DQN,1,-1
3857,DQN,1,-1
3858,DQN,1,-1
3859,DQN,1,-1
3860,Random,-1,1
3861,DQN,1,-1
3862,Random,-1,1
3863,Random,-1,1
3864,DQN,1,-1
3865,DQN,1,-1
3866,DQN,1,-1
3867,DQN,1,-1
3868,DQN,1,-1
3869,DQN,1,-1
3870,DQN,1,-1
3871,DQN,1,-1
3872,Random,-1,1
3873,DQN,1,-1
3874,DQN,1,-1
3875,DQN,1,-1
3876,DQN,1,-1
3877,DQN,1,-1
3878,DQN,1,-1
3879,DQN,1,-1
3880,Random,-1,1
3881,DQN,1,-1
3882,DQN,1,-1
3883,DQN,1,-1
3884,DQN,1,-1
3885,Random,-1,1
3886,DQN,1,-1
3887,DQN,1,-1
3888,DQN,1,-1
3889,DQN,1,-1
3890,DQN,1,-1
3891,DQN,1,-1
3892,Random,-1,1
3893,DQN,1,-1
3894,DQN,1,-1
3895,draw,0,0
3896,DQN,1,-1
3897,DQN,1,-1
3898,DQN,1,-1
3899,DQN,1,-1
3900,DQN,1,-1
3901,DQN,1,-1
3902,DQN,1,-1
3903,DQN,1,-1
3904,DQN,1,-1
3905,DQN,1,-1
3906,DQN,1,-1
3907,DQN,1,-1
3908,DQN,1,-1
3909,DQN,1,-1
3910,DQN,1,-1
3911,DQN,1,-1
3912,Random,-1,1
3913,DQN,1,-1
3914,draw,0,0
3915,DQN,1,-1
3916,draw,0,0
3917,Random,-1,1
3918,DQN,1,-1
3919,Random,-1,1
3920,DQN,1,-1
3921,Random,-1,1
3922,DQN,1,-1
3923,Random,-1,1
3924,DQN,1,-1
3925,DQN,1,-1
3926,DQN,1,-1
3927,DQN,1,-1
3928,DQN,1,-1
3929,DQN,1,-1
3930,DQN,1,-1
3931,DQN,1,-1
3932,Random,-1,1
3933,DQN,1,-1
3934,DQN,1,-1
3935,DQN,1,-1
3936,DQN,1,-1
3937,DQN,1,-1
3938,DQN,1,-1
3939,DQN,1,-1
3940,Random,-1,1
3941,DQN,1,-1
3942,DQN,1,-1
3943,DQN,1,-1
3944,DQN,1,-1
3945,DQN,1,-1
3946,DQN,1,-1
3947,DQN,1,-1
3948,DQN,1,-1
3949,DQN,1,-1
3950,DQN,1,-1
3951,draw,0,0
3952,DQN,1,-1
3953,DQN,1,-1
3954,DQN,1,-1
3955,DQN,1,-1
3956,DQN,1,-1
3957,DQN,1,-1
3958,DQN,1,-1
3959,DQN,1,-1
3960,DQN,1,-1
3961,DQN,1,-1
3962,DQN,1,-1
3963,DQN,1,-1
3964,DQN,1,-1
3965,DQN,1,-1
3966,DQN,1,-1
3967,DQN,1,-1
3968,DQN,1,-1
3969,DQN,1,-1
3970,DQN,1,-1
3971,DQN,1,-1
3972,draw,0,0
3973,DQN,1,-1
3974,DQN,1,-1
3975,DQN,1,-1
3976,draw,0,0
3977,DQN,1,-1
3978,DQN,1,-1
3979,Random,-1,1
3980,DQN,1,-1
3981,DQN,1,-1
3982,Random,-1,1
3983,DQN,1,-1
3984,DQN,1,-1
3985,Random,-1,1
3986,DQN,1,-1
3987,DQN,1,-1
3988,DQN,1,-1
3989,DQN,1,-1
3990,DQN,1,-1
3991,DQN,1,-1
3992,DQN,1,-1
3993,Random,-1,1
3994,DQN,1,-1
3995,DQN,1,-1
3996,DQN,1,-1
3997,DQN,1,-1
3998,DQN,1,-1
3999,Random,-1,1
4000,DQN,1,-1
4001,Random,-1,1
4002,Random,-1,1
4003,DQN,1,-1
4004,draw,0,0
4005,DQN,1,-1
4006,draw,0,0
4007,DQN,1,-1
4008,Random,-1,1
4009,DQN,1,-1
4010,DQN,1,-1
4011,DQN,1,-1
4012,DQN,1,-1
4013,DQN,1,-1
4014,DQN,1,-1
4015,DQN,1,-1
4016,DQN,1,-1
4017,DQN,1,-1
4018,DQN,1,-1
4019,Random,-1,1
4020,DQN,1,-1
4021,DQN,1,-1
4022,Random,-1,1
4023,DQN,1,-1
4024,Random,-1,1
4025,DQN,1,-1
4026,DQN,1,-1
4027,DQN,1,-1
4028,DQN,1,-1
4029,DQN,1,-1
4030,DQN,1,-1
4031,DQN,1,-1
4032,Random,-1,1
4033,DQN,1,-1
4034,Random,-1,1
4035,DQN,1,-1
4036,DQN,1,-1
4037,DQN,1,-1
4038,DQN,1,-1
4039,DQN,1,-1
4040,DQN,1,-1
4041,DQN,1,-1
4042,DQN,1,-1
4043,DQN,1,-1
4044,DQN,1,-1
4045,Random,-1,1
4046,DQN,1,-1
4047,Random,-1,1
4048,DQN,1,-1
4049,DQN,1,-1
4050,Random,-1,1
4051,DQN,1,-1
4052,DQN,1,-1
4053,DQN,1,-1
4054,Random,-1,1
4055,DQN,1,-1
4056,DQN,1,-1
4057,DQN,1,-1
4058,DQN,1,-1
4059,DQN,1,-1
4060,DQN,1,-1
4061,DQN,1,-1
4062,DQN,1,-1
4063,DQN,1,-1
4064,DQN,1,-1
4065,DQN,1,-1
4066,DQN,1,-1
4067,DQN,1,-1
4068,DQN,1,-1
4069,DQN,1,-1
4070,DQN,1,-1
4071,DQN,1,-1
4072,DQN,1,-1
4073,DQN,1,-1
4074,DQN,1,-1
4075,DQN,1,-1
4076,DQN,1,-1
4077,DQN,1,-1
4078,DQN,1,-1
4079,DQN,1,-1
4080,DQN,1,-1
4081,draw,0,0
4082,DQN,1,-1
4083,DQN,1,-1
4084,Random,-1,1
4085,DQN,1,-1
4086,DQN,1,-1
4087,DQN,1,-1
4088,DQN,1,-1
4089,DQN,1,-1
4090,Random,-1,1
4091,DQN,1,-1
4092,DQN,1,-1
4093,DQN,1,-1
4094,DQN,1,-1
4095,Random,-1,1
4096,Random,-1,1
4097,Random,-1,1
4098,DQN,1,-1
4099,Random,-1,1
4100,Random,-1,1
4101,DQN,1,-1
4102,DQN,1,-1
4103,DQN,1,-1
4104,DQN,1,-1
4105,draw,0,0
4106,DQN,1,-1
4107,DQN,1,-1
4108,DQN,1,-1
4109,DQN,1,-1
4110,DQN,1,-1
4111,DQN,1,-1
4112,Random,-1,1
4113,DQN,1,-1
4114,DQN,1,-1
4115,DQN,1,-1
4116,DQN,1,-1
4117,DQN,1,-1
4118,DQN,1,-1
4119,DQN,1,-1
4120,DQN,1,-1
4121,DQN,1,-1
4122,DQN,1,-1
4123,Random,-1,1
4124,Random,-1,1
4125,DQN,1,-1
4126,DQN,1,-1
4127,DQN,1,-1
4128,DQN,1,-1
4129,Random,-1,1
4130,DQN,1,-1
4131,DQN,1,-1
4132,DQN,1,-1
4133,DQN,1,-1
4134,DQN,1,-1
4135,DQN,1,-1
4136,DQN,1,-1
4137,DQN,1,-1
4138,DQN,1,-1
4139,DQN,1,-1
4140,DQN,1,-1
4141,DQN,1,-1
4142,DQN,1,-1
4143,DQN,1,-1
4144,DQN,1,-1
4145,DQN,1,-1
4146,DQN,1,-1
4147,draw,0,0
4148,DQN,1,-1
4149,draw,0,0
4150,draw,0,0
4151,DQN,1,-1
4152,Random,-1,1
4153,DQN,1,-1
4154,DQN,1,-1
4155,DQN,1,-1
4156,DQN,1,-1
4157,DQN,1,-1
4158,DQN,1,-1
4159,Random,-1,1
4160,DQN,1,-1
4161,DQN,1,-1
4162,DQN,1,-1
4163,draw,0,0
4164,DQN,1,-1
4165,DQN,1,-1
4166,DQN,1,-1
4167,DQN,1,-1
4168,DQN,1,-1
4169,Random,-1,1
4170,draw,0,0
4171,DQN,1,-1
4172,DQN,1,-1
4173,DQN,1,-1
4174,DQN,1,-1
4175,DQN,1,-1
4176,Random,-1,1
4177,draw,0,0
4178,draw,0,0
4179,DQN,1,-1
4180,DQN,1,-1
4181,DQN,1,-1
4182,DQN,1,-1
4183,Random,-1,1
4184,DQN,1,-1
4185,Random,-1,1
4186,Random,-1,1
4187,draw,0,0
4188,DQN,1,-1
4189,DQN,1,-1
4190,Random,-1,1
4191,DQN,1,-1
4192,draw,0,0
4193,draw,0,0
4194,DQN,1,-1
4195,DQN,1,-1
4196,Random,-1,1
4197,draw,0,0
4198,DQN,1,-1
4199,draw,0,0
4200,DQN,1,-1
4201,DQN,1,-1
4202,Random,-1,1
4203,DQN,1,-1
4204,DQN,1,-1
4205,DQN,1,-1
4206,Random,-1,1
4207,DQN,1,-1
4208,Random,-1,1
4209,Random,-1,1
4210,DQN,1,-1
4211,DQN,1,-1
4212,DQN,1,-1
4213,DQN,1,-1
4214,DQN,1,-1
4215,DQN,1,-1
4216,DQN,1,-1
4217,DQN,1,-1
4218,DQN,1,-1
4219,draw,0,0
4220,DQN,1,-1
4221,DQN,1,-1
4222,DQN,1,-1
4223,draw,0,0
4224,Random,-1,1
4225,draw,0,0
4226,draw,0,0
4227,DQN,1,-1
4228,DQN,1,-1
4229,DQN,1,-1
4230,Random,-1,1
4231,DQN,1,-1
4232,DQN,1,-1
4233,Random,-1,1
4234,draw,0,0
4235,draw,0,0
4236,DQN,1,-1
4237,draw,0,0
4238,draw,0,0
4239,DQN,1,-1
4240,DQN,1,-1
4241,Random,-1,1
4242,draw,0,0
4243,DQN,1,-1
4244,DQN,1,-1
4245,DQN,1,-1
4246,Random,-1,1
4247,DQN,1,-1
4248,draw,0,0
4249,draw,0,0
4250,DQN,1,-1
4251,DQN,1,-1
4252,DQN,1,-1
4253,draw,0,0
4254,Random,-1,1
4255,DQN,1,-1
4256,DQN,1,-1
4257,DQN,1,-1
4258,Random,-1,1
4259,DQN,1,-1
4260,DQN,1,-1
4261,Random,-1,1
4262,Random,-1,1
4263,DQN,1,-1
4264,DQN,1,-1
4265,DQN,1,-1
4266,Random,-1,1
4267,DQN,1,-1
4268,Random,-1,1
4269,draw,0,0
4270,Random,-1,1
4271,DQN,1,-1
4272,DQN,1,-1
4273,Random,-1,1
4274,Random,-1,1
4275,Random,-1,1
4276,Random,-1,1
4277,Random,-1,1
4278,DQN,1,-1
4279,Random,-1,1
4280,DQN,1,-1
4281,DQN,1,-1
4282,DQN,1,-1
4283,DQN,1,-1
4284,Random,-1,1
4285,DQN,1,-1
4286,Random,-1,1
4287,DQN,1,-1
4288,DQN,1,-1
4289,Random,-1,1
4290,DQN,1,-1
4291,DQN,1,-1
4292,Random,-1,1
4293,draw,0,0
4294,DQN,1,-1
4295,DQN,1,-1
4296,DQN,1,-1
4297,DQN,1,-1
4298,Random,-1,1
4299,Random,-1,1
4300,draw,0,0
4301,draw,0,0
4302,DQN,1,-1
4303,DQN,1,-1
4304,DQN,1,-1
4305,DQN,1,-1
4306,Random,-1,1
4307,DQN,1,-1
4308,Random,-1,1
4309,Random,-1,1
4310,DQN,1,-1
4311,DQN,1,-1
4312,DQN,1,-1
4313,Random,-1,1
4314,DQN,1,-1
4315,DQN,1,-1
4316,DQN,1,-1
4317,Random,-1,1
4318,DQN,1,-1
4319,draw,0,0
4320,DQN,1,-1
4321,DQN,1,-1
4322,DQN,1,-1
4323,DQN,1,-1
4324,DQN,1,-1
4325,DQN,1,-1
4326,DQN,1,-1
4327,DQN,1,-1
4328,DQN,1,-1
4329,DQN,1,-1
4330,Random,-1,1
4331,DQN,1,-1
4332,draw,0,0
4333,DQN,1,-1
4334,DQN,1,-1
4335,DQN,1,-1
4336,DQN,1,-1
4337,Random,-1,1
4338,DQN,1,-1
4339,DQN,1,-1
4340,Random,-1,1
4341,DQN,1,-1
4342,DQN,1,-1
4343,DQN,1,-1
4344,DQN,1,-1
4345,DQN,1,-1
4346,DQN,1,-1
4347,DQN,1,-1
4348,DQN,1,-1
4349,Random,-1,1
4350,DQN,1,-1
4351,DQN,1,-1
4352,DQN,1,-1
4353,DQN,1,-1
4354,DQN,1,-1
4355,draw,0,0
4356,Random,-1,1
4357,DQN,1,-1
4358,DQN,1,-1
4359,DQN,1,-1
4360,Random,-1,1
4361,DQN,1,-1
4362,DQN,1,-1
4363,DQN,1,-1
4364,Random,-1,1
4365,DQN,1,-1
4366,Random,-1,1
4367,DQN,1,-1
4368,DQN,1,-1
4369,DQN,1,-1
4370,draw,0,0
4371,Random,-1,1
4372,DQN,1,-1
4373,Random,-1,1
4374,DQN,1,-1
4375,draw,0,0
4376,DQN,1,-1
4377,draw,0,0
4378,Random,-1,1
4379,Random,-1,1
4380,draw,0,0
4381,draw,0,0
4382,DQN,1,-1
4383,draw,0,0
4384,DQN,1,-1
4385,DQN,1,-1
4386,DQN,1,-1
4387,DQN,1,-1
4388,DQN,1,-1
4389,DQN,1,-1
4390,Random,-1,1
4391,DQN,1,-1
4392,draw,0,0
4393,DQN,1,-1
4394,Random,-1,1
4395,DQN,1,-1
4396,DQN,1,-1
4397,DQN,1,-1
4398,Random,-1,1
4399,DQN,1,-1
4400,DQN,1,-1
4401,Random,-1,1
4402,DQN,1,-1
4403,DQN,1,-1
4404,DQN,1,-1
4405,draw,0,0
4406,DQN,1,-1
4407,DQN,1,-1
4408,DQN,1,-1
4409,draw,0,0
4410,draw,0,0
4411,DQN,1,-1
4412,Random,-1,1
4413,DQN,1,-1
4414,draw,0,0
4415,DQN,1,-1
4416,DQN,1,-1
4417,DQN,1,-1
4418,DQN,1,-1
4419,draw,0,0
4420,DQN,1,-1
4421,Random,-1,1
4422,Random,-1,1
4423,Random,-1,1
4424,DQN,1,-1
4425,DQN,1,-1
4426,DQN,1,-1
4427,DQN,1,-1
4428,draw,0,0
4429,DQN,1,-1
4430,DQN,1,-1
4431,DQN,1,-1
4432,DQN,1,-1
4433,DQN,1,-1
4434,DQN,1,-1
4435,DQN,1,-1
4436,DQN,1,-1
4437,DQN,1,-1
4438,Random,-1,1
4439,Random,-1,1
4440,Random,-1,1
4441,DQN,1,-1
4442,DQN,1,-1
4443,DQN,1,-1
4444,DQN,1,-1
4445,DQN,1,-1
4446,Random,-1,1
4447,draw,0,0
4448,DQN,1,-1
4449,DQN,1,-1
4450,draw,0,0
4451,DQN,1,-1
4452,DQN,1,-1
4453,DQN,1,-1
4454,draw,0,0
4455,Random,-1,1
4456,Random,-1,1
4457,DQN,1,-1
4458,DQN,1,-1
4459,DQN,1,-1
4460,DQN,1,-1
4461,DQN,1,-1
4462,draw,0,0
4463,DQN,1,-1
4464,DQN,1,-1
4465,Random,-1,1
4466,draw,0,0
4467,DQN,1,-1
4468,DQN,1,-1
4469,DQN,1,-1
4470,DQN,1,-1
4471,draw,0,0
4472,draw,0,0
4473,draw,0,0
4474,Random,-1,1
4475,DQN,1,-1
4476,DQN,1,-1
4477,Random,-1,1
4478,draw,0,0
4479,draw,0,0
4480,DQN,1,-1
4481,DQN,1,-1
4482,draw,0,0
4483,draw,0,0
4484,DQN,1,-1
4485,draw,0,0
4486,draw,0,0
4487,DQN,1,-1
4488,draw,0,0
4489,Random,-1,1
4490,DQN,1,-1
4491,DQN,1,-1
4492,Random,-1,1
4493,DQN,1,-1
4494,DQN,1,-1
4495,DQN,1,-1
4496,draw,0,0
4497,DQN,1,-1
4498,DQN,1,-1
4499,DQN,1,-1
4500,draw,0,0
4501,draw,0,0
4502,DQN,1,-1
4503,Random,-1,1
4504,draw,0,0
4505,draw,0,0
4506,draw,0,0
4507,Random,-1,1
4508,draw,0,0
4509,draw,0,0
4510,draw,0,0
4511,draw,0,0
4512,DQN,1,-1
4513,draw,0,0
4514,Random,-1,1
4515,DQN,1,-1
4516,DQN,1,-1
4517,DQN,1,-1
4518,DQN,1,-1
4519,DQN,1,-1
4520,DQN,1,-1
4521,DQN,1,-1
4522,DQN,1,-1
4523,DQN,1,-1
4524,DQN,1,-1
4525,DQN,1,-1
4526,DQN,1,-1
4527,DQN,1,-1
4528,Random,-1,1
4529,Random,-1,1
4530,DQN,1,-1
4531,DQN,1,-1
4532,draw,0,0
4533,Random,-1,1
4534,draw,0,0
4535,draw,0,0
4536,DQN,1,-1
4537,draw,0,0
4538,draw,0,0
4539,DQN,1,-1
4540,DQN,1,-1
4541,DQN,1,-1
4542,DQN,1,-1
4543,DQN,1,-1
4544,Random,-1,1
4545,DQN,1,-1
4546,DQN,1,-1
4547,draw,0,0
4548,DQN,1,-1
4549,DQN,1,-1
4550,DQN,1,-1
4551,DQN,1,-1
4552,Random,-1,1
4553,DQN,1,-1
4554,DQN,1,-1
4555,draw,0,0
4556,DQN,1,-1
4557,draw,0,0
4558,draw,0,0
4559,DQN,1,-1
4560,DQN,1,-1
4561,DQN,1,-1
4562,Random,-1,1
4563,DQN,1,-1
4564,DQN,1,-1
4565,DQN,1,-1
4566,DQN,1,-1
4567,DQN,1,-1
4568,Random,-1,1
4569,draw,0,0
4570,DQN,1,-1
4571,Random,-1,1
4572,DQN,1,-1
4573,DQN,1,-1
4574,DQN,1,-1
4575,DQN,1,-1
4576,DQN,1,-1
4577,DQN,1,-1
4578,draw,0,0
4579,DQN,1,-1
4580,DQN,1,-1
4581,draw,0,0
4582,Random,-1,1
4583,Random,-1,1
4584,DQN,1,-1
4585,draw,0,0
4586,DQN,1,-1
4587,DQN,1,-1
4588,DQN,1,-1
4589,DQN,1,-1
4590,DQN,1,-1
4591,DQN,1,-1
4592,draw,0,0
4593,Random,-1,1
4594,DQN,1,-1
4595,DQN,1,-1
4596,Random,-1,1
4597,DQN,1,-1
4598,DQN,1,-1
4599,DQN,1,-1
4600,DQN,1,-1
4601,DQN,1,-1
4602,DQN,1,-1
4603,Random,-1,1
4604,DQN,1,-1
4605,draw,0,0
4606,DQN,1,-1
4607,DQN,1,-1
4608,DQN,1,-1
4609,Random,-1,1
4610,draw,0,0
4611,DQN,1,-1
4612,DQN,1,-1
4613,Random,-1,1
4614,DQN,1,-1
4615,Random,-1,1
4616,Random,-1,1
4617,Random,-1,1
4618,DQN,1,-1
4619,DQN,1,-1
4620,DQN,1,-1
4621,Random,-1,1
4622,DQN,1,-1
4623,DQN,1,-1
4624,Random,-1,1
4625,DQN,1,-1
4626,DQN,1,-1
4627,DQN,1,-1
4628,DQN,1,-1
4629,DQN,1,-1
4630,DQN,1,-1
4631,DQN,1,-1
4632,DQN,1,-1
4633,DQN,1,-1
4634,DQN,1,-1
4635,DQN,1,-1
4636,Random,-1,1
4637,DQN,1,-1
4638,DQN,1,-1
4639,DQN,1,-1
4640,DQN,1,-1
4641,DQN,1,-1
4642,DQN,1,-1
4643,DQN,1,-1
4644,DQN,1,-1
4645,DQN,1,-1
4646,DQN,1,-1
4647,Random,-1,1
4648,Random,-1,1
4649,DQN,1,-1
4650,DQN,1,-1
4651,DQN,1,-1
4652,DQN,1,-1
4653,DQN,1,-1
4654,DQN,1,-1
4655,Random,-1,1
4656,DQN,1,-1
4657,Random,-1,1
4658,Random,-1,1
4659,DQN,1,-1
4660,Random,-1,1
4661,DQN,1,-1
4662,Random,-1,1
4663,DQN,1,-1
4664,Random,-1,1
4665,draw,0,0
4666,DQN,1,-1
4667,DQN,1,-1
4668,draw,0,0
4669,DQN,1,-1
4670,draw,0,0
4671,Random,-1,1
4672,DQN,1,-1
4673,DQN,1,-1
4674,DQN,1,-1
4675,Random,-1,1
4676,DQN,1,-1
4677,DQN,1,-1
4678,DQN,1,-1
4679,Random,-1,1
4680,DQN,1,-1
4681,DQN,1,-1
4682,draw,0,0
4683,DQN,1,-1
4684,DQN,1,-1
4685,DQN,1,-1
4686,Random,-1,1
4687,DQN,1,-1
4688,draw,0,0
4689,draw,0,0
4690,DQN,1,-1
4691,DQN,1,-1
4692,DQN,1,-1
4693,DQN,1,-1
4694,DQN,1,-1
4695,draw,0,0
4696,DQN,1,-1
4697,DQN,1,-1
4698,Random,-1,1
4699,Random,-1,1
4700,Random,-1,1
4701,DQN,1,-1
4702,DQN,1,-1
4703,draw,0,0
4704,DQN,1,-1
4705,Random,-1,1
4706,DQN,1,-1
4707,DQN,1,-1
4708,DQN,1,-1
4709,DQN,1,-1
4710,DQN,1,-1
4711,Random,-1,1
4712,draw,0,0
4713,Random,-1,1
4714,DQN,1,-1
4715,draw,0,0
4716,DQN,1,-1
4717,DQN,1,-1
4718,Random,-1,1
4719,draw,0,0
4720,draw,0,0
4721,DQN,1,-1
4722,draw,0,0
4723,DQN,1,-1
4724,DQN,1,-1
4725,DQN,1,-1
4726,DQN,1,-1
4727,draw,0,0
4728,DQN,1,-1
4729,DQN,1,-1
4730,DQN,1,-1
4731,DQN,1,-1
4732,DQN,1,-1
4733,DQN,1,-1
4734,DQN,1,-1
4735,DQN,1,-1
4736,DQN,1,-1
4737,DQN,1,-1
4738,DQN,1,-1
4739,DQN,1,-1
4740,DQN,1,-1
4741,DQN,1,-1
4742,Random,-1,1
4743,DQN,1,-1
4744,DQN,1,-1
4745,draw,0,0
4746,DQN,1,-1
4747,DQN,1,-1
4748,DQN,1,-1
4749,DQN,1,-1
4750,DQN,1,-1
4751,DQN,1,-1
4752,DQN,1,-1
4753,Random,-1,1
4754,Random,-1,1
4755,DQN,1,-1
4756,Random,-1,1
4757,DQN,1,-1
4758,DQN,1,-1
4759,Random,-1,1
4760,DQN,1,-1
4761,DQN,1,-1
4762,DQN,1,-1
4763,DQN,1,-1
4764,DQN,1,-1
4765,DQN,1,-1
4766,DQN,1,-1
4767,Random,-1,1
4768,DQN,1,-1
4769,DQN,1,-1
4770,DQN,1,-1
4771,DQN,1,-1
4772,DQN,1,-1
4773,DQN,1,-1
4774,DQN,1,-1
4775,DQN,1,-1
4776,Random,-1,1
4777,DQN,1,-1
4778,Random,-1,1
4779,Random,-1,1
4780,DQN,1,-1
4781,DQN,1,-1
4782,DQN,1,-1
4783,Random,-1,1
4784,Random,-1,1
4785,DQN,1,-1
4786,DQN,1,-1
4787,Random,-1,1
4788,DQN,1,-1
4789,DQN,1,-1
4790,DQN,1,-1
4791,DQN,1,-1
4792,draw,0,0
4793,DQN,1,-1
4794,draw,0,0
4795,DQN,1,-1
4796,draw,0,0
4797,DQN,1,-1
4798,draw,0,0
4799,DQN,1,-1
4800,DQN,1,-1
4801,Random,-1,1
4802,DQN,1,-1
4803,DQN,1,-1
4804,DQN,1,-1
4805,DQN,1,-1
4806,DQN,1,-1
4807,DQN,1,-1
4808,DQN,1,-1
4809,DQN,1,-1
4810,DQN,1,-1
4811,DQN,1,-1
4812,Random,-1,1
4813,DQN,1,-1
4814,DQN,1,-1
4815,DQN,1,-1
4816,DQN,1,-1
4817,DQN,1,-1
4818,DQN,1,-1
4819,Random,-1,1
4820,Random,-1,1
4821,DQN,1,-1
4822,DQN,1,-1
4823,DQN,1,-1
4824,DQN,1,-1
4825,DQN,1,-1
4826,DQN,1,-1
4827,DQN,1,-1
4828,Random,-1,1
4829,DQN,1,-1
4830,DQN,1,-1
4831,DQN,1,-1
4832,DQN,1,-1
4833,DQN,1,-1
4834,Random,-1,1
4835,DQN,1,-1
4836,DQN,1,-1
4837,DQN,1,-1
4838,DQN,1,-1
4839,Random,-1,1
4840,DQN,1,-1
4841,DQN,1,-1
4842,DQN,1,-1
4843,DQN,1,-1
4844,DQN,1,-1
4845,DQN,1,-1
4846,DQN,1,-1
4847,DQN,1,-1
4848,DQN,1,-1
4849,DQN,1,-1
4850,DQN,1,-1
4851,DQN,1,-1
4852,draw,0,0
4853,DQN,1,-1
4854,draw,0,0
4855,DQN,1,-1
4856,DQN,1,-1
4857,DQN,1,-1
4858,Random,-1,1
4859,Random,-1,1
4860,DQN,1,-1
4861,DQN,1,-1
4862,Random,-1,1
4863,DQN,1,-1
4864,DQN,1,-1
4865,DQN,1,-1
4866,DQN,1,-1
4867,DQN,1,-1
4868,Random,-1,1
4869,DQN,1,-1
4870,DQN,1,-1
4871,draw,0,0
4872,Random,-1,1
4873,Random,-1,1
4874,DQN,1,-1
4875,DQN,1,-1
4876,DQN,1,-1
4877,DQN,1,-1
4878,DQN,1,-1
4879,DQN,1,-1
4880,DQN,1,-1
4881,draw,0,0
4882,DQN,1,-1
4883,Random,-1,1
4884,DQN,1,-1
4885,DQN,1,-1
4886,Random,-1,1
4887,draw,0,0
4888,Random,-1,1
4889,DQN,1,-1
4890,DQN,1,-1
4891,Random,-1,1
4892,DQN,1,-1
4893,DQN,1,-1
4894,DQN,1,-1
4895,draw,0,0
4896,Random,-1,1
4897,DQN,1,-1
4898,DQN,1,-1
4899,DQN,1,-1
4900,DQN,1,-1
4901,Random,-1,1
4902,draw,0,0
4903,DQN,1,-1
4904,Random,-1,1
4905,DQN,1,-1
4906,draw,0,0
4907,DQN,1,-1
4908,Random,-1,1
4909,Random,-1,1
4910,DQN,1,-1
4911,DQN,1,-1
4912,draw,0,0
4913,DQN,1,-1
4914,DQN,1,-1
4915,DQN,1,-1
4916,DQN,1,-1
4917,DQN,1,-1
4918,DQN,1,-1
4919,Random,-1,1
4920,DQN,1,-1
4921,DQN,1,-1
4922,DQN,1,-1
4923,DQN,1,-1
4924,DQN,1,-1
4925,Random,-1,1
4926,DQN,1,-1
4927,DQN,1,-1
4928,Random,-1,1
4929,DQN,1,-1
4930,DQN,1,-1
4931,DQN,1,-1
4932,DQN,1,-1
4933,DQN,1,-1
4934,DQN,1,-1
4935,DQN,1,-1
4936,DQN,1,-1
4937,DQN,1,-1
4938,DQN,1,-1
4939,DQN,1,-1
4940,DQN,1,-1
4941,DQN,1,-1
