episode,winner,DQN,DQN_2
2578,draw,0,0
2579,DQN_2,-1,1
2580,draw,0,0
2581,draw,0,0
2582,draw,0,0
2583,DQN_2,-1,1
2584,DQN_2,-1,1
2585,draw,0,0
2586,DQN_2,-1,1
2587,DQN,1,-1
2588,draw,0,0
2589,draw,0,0
2590,DQN_2,-1,1
2591,draw,0,0
2592,draw,0,0
2593,draw,0,0
2594,draw,0,0
2595,draw,0,0
2596,DQN_2,-1,1
2597,draw,0,0
2598,draw,0,0
2599,draw,0,0
2600,draw,0,0
2601,draw,0,0
2602,draw,0,0
2603,draw,0,0
2604,draw,0,0
2605,draw,0,0
2606,DQN,1,-1
2607,draw,0,0
2608,draw,0,0
2609,draw,0,0
2610,draw,0,0
2611,draw,0,0
2612,draw,0,0
2613,draw,0,0
2614,DQN_2,-1,1
2615,draw,0,0
2616,draw,0,0
2617,draw,0,0
2618,DQN_2,-1,1
2619,DQN_2,-1,1
2620,draw,0,0
2621,draw,0,0
2622,draw,0,0
2623,draw,0,0
2624,DQN,1,-1
2625,DQN_2,-1,1
2626,DQN_2,-1,1
2627,draw,0,0
2628,draw,0,0
2629,draw,0,0
2630,draw,0,0
2631,draw,0,0
2632,DQN,1,-1
2633,DQN,1,-1
2634,draw,0,0
2635,draw,0,0
2636,draw,0,0
2637,DQN,1,-1
2638,draw,0,0
2639,DQN,1,-1
2640,draw,0,0
2641,draw,0,0
2642,DQN,1,-1
2643,DQN_2,-1,1
2644,draw,0,0
2645,draw,0,0
2646,DQN_2,-1,1
2647,DQN,1,-1
2648,draw,0,0
2649,draw,0,0
2650,draw,0,0
2651,DQN_2,-1,1
2652,draw,0,0
2653,draw,0,0
2654,DQN,1,-1
2655,draw,0,0
2656,draw,0,0
2657,DQN,1,-1
2658,draw,0,0
2659,DQN,1,-1
2660,draw,0,0
2661,draw,0,0
2662,DQN,1,-1
2663,DQN,1,-1
2664,DQN,1,-1
2665,draw,0,0
2666,draw,0,0
2667,draw,0,0
2668,DQN,1,-1
2669,DQN,1,-1
2670,draw,0,0
2671,draw,0,0
2672,DQN_2,-1,1
2673,draw,0,0
2674,draw,0,0
2675,DQN,1,-1
2676,DQN_2,-1,1
2677,draw,0,0
2678,DQN,1,-1
2679,DQN,1,-1
2680,DQN,1,-1
2681,DQN,1,-1
2682,draw,0,0
2683,DQN,1,-1
2684,draw,0,0
2685,DQN,1,-1
2686,DQN,1,-1
2687,DQN,1,-1
2688,DQN,1,-1
2689,DQN,1,-1
2690,draw,0,0
2691,DQN_2,-1,1
2692,draw,0,0
2693,draw,0,0
2694,DQN_2,-1,1
2695,draw,0,0
2696,DQN,1,-1
2697,draw,0,0
2698,draw,0,0
2699,draw,0,0
2700,draw,0,0
2701,draw,0,0
2702,draw,0,0
2703,draw,0,0
2704,draw,0,0
2705,draw,0,0
2706,draw,0,0
2707,DQN,1,-1
2708,DQN_2,-1,1
2709,DQN_2,-1,1
2710,DQN,1,-1
2711,DQN,1,-1
2712,DQN,1,-1
2713,draw,0,0
2714,DQN,1,-1
2715,DQN,1,-1
2716,draw,0,0
2717,draw,0,0
2718,DQN,1,-1
2719,draw,0,0
2720,draw,0,0
2721,DQN,1,-1
2722,draw,0,0
2723,draw,0,0
2724,draw,0,0
2725,draw,0,0
2726,draw,0,0
2727,draw,0,0
2728,draw,0,0
2729,draw,0,0
2730,draw,0,0
2731,draw,0,0
2732,draw,0,0
2733,DQN,1,-1
2734,draw,0,0
2735,draw,0,0
2736,DQN,1,-1
2737,DQN,1,-1
2738,draw,0,0
2739,draw,0,0
2740,draw,0,0
2741,draw,0,0
2742,DQN_2,-1,1
2743,DQN,1,-1
2744,draw,0,0
2745,DQN,1,-1
2746,draw,0,0
2747,DQN,1,-1
2748,DQN_2,-1,1
2749,DQN,1,-1
2750,draw,0,0
2751,draw,0,0
2752,DQN,1,-1
2753,draw,0,0
2754,draw,0,0
2755,DQN,1,-1
2756,draw,0,0
2757,draw,0,0
2758,draw,0,0
2759,draw,0,0
2760,draw,0,0
2761,DQN,1,-1
2762,draw,0,0
2763,DQN_2,-1,1
2764,draw,0,0
2765,DQN,1,-1
2766,DQN,1,-1
2767,DQN,1,-1
2768,draw,0,0
2769,draw,0,0
2770,draw,0,0
2771,DQN,1,-1
2772,draw,0,0
2773,DQN,1,-1
2774,DQN_2,-1,1
2775,draw,0,0
2776,DQN_2,-1,1
2777,DQN_2,-1,1
2778,DQN,1,-1
2779,draw,0,0
2780,DQN,1,-1
2781,draw,0,0
2782,DQN,1,-1
2783,draw,0,0
2784,DQN,1,-1
2785,draw,0,0
2786,draw,0,0
2787,draw,0,0
2788,DQN,1,-1
2789,DQN_2,-1,1
2790,draw,0,0
2791,draw,0,0
2792,draw,0,0
2793,draw,0,0
2794,draw,0,0
2795,draw,0,0
2796,DQN,1,-1
2797,draw,0,0
2798,DQN_2,-1,1
2799,draw,0,0
2800,draw,0,0
2801,DQN,1,-1
2802,DQN,1,-1
2803,DQN_2,-1,1
2804,DQN,1,-1
2805,DQN,1,-1
2806,DQN,1,-1
2807,DQN,1,-1
2808,DQN,1,-1
2809,DQN,1,-1
2810,DQN,1,-1
2811,DQN,1,-1
2812,DQN,1,-1
2813,DQN,1,-1
2814,DQN,1,-1
2815,draw,0,0
2816,draw,0,0
2817,draw,0,0
2818,draw,0,0
2819,DQN,1,-1
2820,DQN,1,-1
2821,draw,0,0
2822,DQN,1,-1
2823,DQN_2,-1,1
2824,DQN,1,-1
2825,DQN_2,-1,1
2826,DQN_2,-1,1
2827,draw,0,0
2828,DQN_2,-1,1
2829,DQN_2,-1,1
2830,DQN,1,-1
2831,DQN,1,-1
2832,DQN,1,-1
2833,draw,0,0
2834,DQN,1,-1
2835,draw,0,0
2836,DQN,1,-1
2837,draw,0,0
2838,draw,0,0
2839,DQN,1,-1
2840,draw,0,0
2841,DQN_2,-1,1
2842,DQN,1,-1
2843,draw,0,0
2844,DQN,1,-1
2845,draw,0,0
2846,draw,0,0
2847,DQN_2,-1,1
2848,draw,0,0
2849,DQN,1,-1
2850,draw,0,0
2851,DQN_2,-1,1
2852,DQN,1,-1
2853,DQN,1,-1
2854,DQN,1,-1
2855,draw,0,0
2856,draw,0,0
2857,draw,0,0
2858,DQN,1,-1
2859,DQN,1,-1
2860,DQN,1,-1
2861,draw,0,0
2862,draw,0,0
2863,draw,0,0
2864,draw,0,0
2865,DQN,1,-1
2866,draw,0,0
2867,draw,0,0
2868,draw,0,0
2869,DQN,1,-1
2870,DQN_2,-1,1
2871,DQN,1,-1
2872,DQN,1,-1
2873,DQN,1,-1
2874,draw,0,0
2875,draw,0,0
2876,DQN,1,-1
2877,DQN,1,-1
2878,draw,0,0
2879,DQN,1,-1
2880,DQN,1,-1
2881,DQN,1,-1
2882,DQN,1,-1
2883,DQN,1,-1
2884,DQN,1,-1
2885,DQN,1,-1
2886,draw,0,0
2887,DQN,1,-1
2888,DQN,1,-1
2889,DQN,1,-1
2890,DQN_2,-1,1
2891,DQN,1,-1
2892,DQN,1,-1
2893,DQN,1,-1
2894,DQN,1,-1
2895,draw,0,0
2896,DQN,1,-1
2897,DQN,1,-1
2898,DQN,1,-1
2899,DQN,1,-1
2900,DQN,1,-1
2901,DQN,1,-1
2902,DQN,1,-1
2903,DQN,1,-1
2904,DQN,1,-1
2905,draw,0,0
2906,DQN,1,-1
2907,DQN,1,-1
2908,DQN,1,-1
2909,DQN,1,-1
2910,draw,0,0
2911,draw,0,0
2912,DQN,1,-1
2913,DQN_2,-1,1
2914,draw,0,0
2915,DQN,1,-1
2916,DQN_2,-1,1
2917,draw,0,0
2918,DQN_2,-1,1
2919,DQN,1,-1
2920,draw,0,0
2921,draw,0,0
2922,DQN,1,-1
2923,DQN_2,-1,1
2924,DQN,1,-1
2925,DQN,1,-1
2926,DQN,1,-1
2927,DQN,1,-1
2928,DQN,1,-1
2929,draw,0,0
2930,DQN_2,-1,1
2931,draw,0,0
2932,draw,0,0
2933,DQN_2,-1,1
2934,draw,0,0
2935,DQN,1,-1
2936,DQN,1,-1
2937,DQN_2,-1,1
2938,DQN,1,-1
2939,DQN,1,-1
2940,DQN_2,-1,1
2941,draw,0,0
2942,DQN,1,-1
2943,DQN,1,-1
2944,DQN_2,-1,1
2945,draw,0,0
2946,DQN_2,-1,1
2947,DQN_2,-1,1
2948,DQN,1,-1
2949,DQN,1,-1
2950,DQN,1,-1
2951,DQN,1,-1
2952,DQN,1,-1
2953,DQN_2,-1,1
2954,DQN,1,-1
2955,draw,0,0
2956,DQN,1,-1
2957,DQN,1,-1
2958,DQN,1,-1
2959,DQN,1,-1
2960,DQN_2,-1,1
2961,DQN,1,-1
2962,DQN_2,-1,1
2963,DQN,1,-1
2964,DQN,1,-1
2965,DQN,1,-1
2966,draw,0,0
2967,DQN_2,-1,1
2968,DQN,1,-1
2969,DQN_2,-1,1
2970,DQN,1,-1
2971,draw,0,0
2972,DQN,1,-1
2973,DQN_2,-1,1
2974,DQN,1,-1
2975,draw,0,0
2976,draw,0,0
2977,DQN,1,-1
2978,DQN,1,-1
2979,DQN,1,-1
2980,DQN,1,-1
2981,DQN,1,-1
2982,draw,0,0
2983,DQN,1,-1
2984,draw,0,0
2985,DQN,1,-1
2986,draw,0,0
2987,draw,0,0
2988,DQN_2,-1,1
2989,DQN,1,-1
2990,DQN,1,-1
2991,DQN,1,-1
2992,DQN,1,-1
2993,DQN,1,-1
2994,DQN,1,-1
2995,DQN_2,-1,1
2996,draw,0,0
2997,DQN,1,-1
2998,DQN,1,-1
2999,DQN,1,-1
3000,DQN,1,-1
3001,DQN,1,-1
3002,DQN,1,-1
3003,DQN,1,-1
3004,draw,0,0
3005,DQN_2,-1,1
3006,DQN,1,-1
3007,draw,0,0
3008,DQN,1,-1
3009,draw,0,0
3010,DQN,1,-1
3011,DQN,1,-1
3012,DQN_2,-1,1
3013,DQN,1,-1
3014,DQN,1,-1
3015,DQN,1,-1
3016,DQN_2,-1,1
3017,DQN,1,-1
3018,DQN,1,-1
3019,DQN,1,-1
3020,DQN,1,-1
3021,DQN,1,-1
3022,draw,0,0
3023,draw,0,0
3024,DQN_2,-1,1
3025,draw,0,0
3026,draw,0,0
3027,DQN,1,-1
3028,DQN,1,-1
3029,draw,0,0
3030,DQN,1,-1
3031,draw,0,0
3032,draw,0,0
3033,DQN,1,-1
3034,DQN,1,-1
3035,DQN,1,-1
3036,DQN,1,-1
3037,DQN,1,-1
3038,DQN,1,-1
3039,DQN_2,-1,1
3040,draw,0,0
3041,DQN_2,-1,1
3042,DQN,1,-1
3043,DQN,1,-1
3044,draw,0,0
3045,DQN,1,-1
3046,draw,0,0
3047,DQN_2,-1,1
3048,DQN,1,-1
3049,DQN,1,-1
3050,draw,0,0
3051,draw,0,0
3052,draw,0,0
3053,draw,0,0
3054,draw,0,0
3055,draw,0,0
3056,draw,0,0
3057,DQN_2,-1,1
3058,draw,0,0
3059,draw,0,0
3060,draw,0,0
3061,draw,0,0
3062,DQN_2,-1,1
3063,draw,0,0
3064,draw,0,0
3065,DQN_2,-1,1
3066,draw,0,0
3067,draw,0,0
3068,DQN_2,-1,1
3069,draw,0,0
3070,draw,0,0
3071,draw,0,0
3072,DQN_2,-1,1
3073,draw,0,0
3074,DQN_2,-1,1
3075,DQN,1,-1
3076,draw,0,0
3077,draw,0,0
3078,draw,0,0
3079,draw,0,0
3080,draw,0,0
3081,DQN,1,-1
3082,draw,0,0
3083,DQN,1,-1
3084,DQN,1,-1
3085,DQN,1,-1
3086,DQN,1,-1
3087,draw,0,0
3088,draw,0,0
3089,DQN,1,-1
3090,draw,0,0
3091,DQN,1,-1
3092,DQN,1,-1
3093,draw,0,0
3094,draw,0,0
3095,DQN,1,-1
3096,DQN_2,-1,1
3097,DQN,1,-1
3098,DQN,1,-1
3099,DQN_2,-1,1
3100,DQN_2,-1,1
3101,DQN,1,-1
3102,DQN_2,-1,1
3103,DQN,1,-1
3104,draw,0,0
3105,draw,0,0
3106,DQN_2,-1,1
3107,DQN,1,-1
3108,DQN,1,-1
3109,DQN,1,-1
3110,DQN_2,-1,1
3111,draw,0,0
3112,DQN_2,-1,1
3113,draw,0,0
3114,DQN_2,-1,1
3115,draw,0,0
3116,draw,0,0
3117,DQN,1,-1
3118,draw,0,0
3119,draw,0,0
3120,DQN,1,-1
3121,DQN_2,-1,1
3122,DQN_2,-1,1
3123,DQN,1,-1
3124,DQN,1,-1
3125,DQN,1,-1
3126,DQN,1,-1
3127,DQN_2,-1,1
3128,draw,0,0
3129,DQN,1,-1
3130,DQN_2,-1,1
3131,draw,0,0
3132,draw,0,0
3133,DQN_2,-1,1
3134,DQN_2,-1,1
3135,DQN,1,-1
3136,DQN_2,-1,1
3137,draw,0,0
3138,draw,0,0
3139,draw,0,0
3140,draw,0,0
3141,draw,0,0
3142,draw,0,0
3143,DQN,1,-1
3144,draw,0,0
3145,DQN_2,-1,1
3146,DQN,1,-1
3147,draw,0,0
3148,draw,0,0
3149,draw,0,0
3150,DQN_2,-1,1
3151,draw,0,0
3152,draw,0,0
3153,draw,0,0
3154,draw,0,0
3155,draw,0,0
3156,draw,0,0
3157,draw,0,0
3158,draw,0,0
3159,draw,0,0
3160,draw,0,0
3161,DQN,1,-1
3162,draw,0,0
3163,DQN_2,-1,1
3164,draw,0,0
3165,draw,0,0
3166,draw,0,0
3167,draw,0,0
3168,draw,0,0
3169,draw,0,0
3170,DQN,1,-1
3171,draw,0,0
3172,DQN,1,-1
3173,draw,0,0
3174,draw,0,0
3175,draw,0,0
3176,draw,0,0
3177,draw,0,0
3178,draw,0,0
3179,DQN,1,-1
3180,draw,0,0
3181,draw,0,0
3182,draw,0,0
3183,DQN,1,-1
3184,DQN,1,-1
3185,draw,0,0
3186,draw,0,0
3187,DQN,1,-1
3188,draw,0,0
3189,draw,0,0
3190,draw,0,0
3191,draw,0,0
3192,draw,0,0
3193,draw,0,0
3194,draw,0,0
3195,DQN,1,-1
3196,draw,0,0
3197,draw,0,0
3198,DQN_2,-1,1
3199,draw,0,0
3200,DQN_2,-1,1
3201,draw,0,0
3202,draw,0,0
3203,draw,0,0
3204,draw,0,0
3205,draw,0,0
3206,draw,0,0
3207,draw,0,0
3208,draw,0,0
3209,draw,0,0
3210,DQN_2,-1,1
3211,DQN,1,-1
3212,draw,0,0
3213,draw,0,0
3214,DQN,1,-1
3215,DQN,1,-1
3216,draw,0,0
3217,draw,0,0
3218,DQN_2,-1,1
3219,draw,0,0
3220,draw,0,0
3221,draw,0,0
3222,draw,0,0
3223,draw,0,0
3224,draw,0,0
3225,draw,0,0
3226,DQN_2,-1,1
3227,DQN,1,-1
3228,draw,0,0
3229,DQN_2,-1,1
3230,draw,0,0
3231,DQN,1,-1
3232,draw,0,0
3233,DQN,1,-1
3234,DQN,1,-1
3235,draw,0,0
3236,DQN,1,-1
3237,draw,0,0
3238,DQN_2,-1,1
3239,DQN,1,-1
3240,DQN,1,-1
3241,draw,0,0
3242,draw,0,0
3243,draw,0,0
3244,DQN_2,-1,1
3245,DQN,1,-1
3246,draw,0,0
3247,DQN_2,-1,1
3248,draw,0,0
3249,DQN,1,-1
3250,draw,0,0
3251,DQN,1,-1
3252,DQN,1,-1
3253,DQN_2,-1,1
3254,draw,0,0
3255,DQN,1,-1
3256,DQN,1,-1
3257,DQN_2,-1,1
3258,draw,0,0
3259,DQN,1,-1
3260,DQN,1,-1
3261,draw,0,0
3262,DQN,1,-1
3263,DQN,1,-1
3264,draw,0,0
3265,draw,0,0
3266,draw,0,0
3267,draw,0,0
3268,draw,0,0
3269,draw,0,0
3270,draw,0,0
3271,draw,0,0
3272,DQN_2,-1,1
3273,DQN,1,-1
3274,draw,0,0
3275,draw,0,0
3276,draw,0,0
3277,draw,0,0
3278,draw,0,0
3279,draw,0,0
3280,draw,0,0
3281,draw,0,0
3282,draw,0,0
3283,draw,0,0
3284,draw,0,0
3285,draw,0,0
3286,draw,0,0
3287,draw,0,0
3288,draw,0,0
3289,draw,0,0
3290,draw,0,0
3291,draw,0,0
3292,draw,0,0
3293,draw,0,0
3294,draw,0,0
3295,draw,0,0
3296,draw,0,0
3297,draw,0,0
3298,draw,0,0
3299,draw,0,0
3300,DQN_2,-1,1
3301,DQN,1,-1
3302,draw,0,0
3303,draw,0,0
3304,draw,0,0
3305,draw,0,0
3306,draw,0,0
3307,draw,0,0
3308,draw,0,0
3309,DQN,1,-1
3310,DQN,1,-1
3311,draw,0,0
3312,DQN,1,-1
3313,draw,0,0
3314,draw,0,0
3315,draw,0,0
3316,draw,0,0
3317,draw,0,0
3318,DQN,1,-1
3319,draw,0,0
3320,DQN,1,-1
3321,draw,0,0
3322,DQN,1,-1
3323,draw,0,0
3324,draw,0,0
3325,DQN,1,-1
3326,draw,0,0
3327,draw,0,0
3328,DQN,1,-1
3329,draw,0,0
3330,DQN_2,-1,1
3331,DQN,1,-1
3332,DQN,1,-1
3333,DQN,1,-1
3334,draw,0,0
3335,draw,0,0
3336,DQN,1,-1
3337,DQN,1,-1
3338,DQN,1,-1
3339,DQN,1,-1
3340,DQN,1,-1
3341,DQN,1,-1
3342,DQN,1,-1
3343,DQN_2,-1,1
3344,DQN_2,-1,1
3345,DQN,1,-1
3346,DQN,1,-1
3347,DQN_2,-1,1
3348,DQN_2,-1,1
3349,DQN_2,-1,1
3350,DQN,1,-1
3351,DQN,1,-1
3352,DQN,1,-1
3353,draw,0,0
3354,DQN,1,-1
3355,DQN_2,-1,1
3356,DQN_2,-1,1
3357,DQN,1,-1
3358,DQN_2,-1,1
3359,DQN,1,-1
3360,draw,0,0
3361,draw,0,0
3362,DQN,1,-1
3363,DQN,1,-1
3364,draw,0,0
3365,DQN_2,-1,1
3366,DQN,1,-1
3367,DQN,1,-1
3368,DQN,1,-1
3369,DQN,1,-1
3370,draw,0,0
3371,draw,0,0
3372,draw,0,0
3373,draw,0,0
3374,DQN_2,-1,1
3375,draw,0,0
3376,DQN,1,-1
3377,DQN,1,-1
3378,DQN_2,-1,1
3379,draw,0,0
3380,DQN,1,-1
3381,draw,0,0
3382,DQN_2,-1,1
3383,draw,0,0
3384,draw,0,0
3385,DQN_2,-1,1
3386,DQN_2,-1,1
3387,draw,0,0
3388,DQN_2,-1,1
3389,draw,0,0
3390,draw,0,0
3391,draw,0,0
3392,draw,0,0
3393,DQN,1,-1
3394,DQN,1,-1
3395,draw,0,0
3396,draw,0,0
3397,draw,0,0
3398,draw,0,0
3399,DQN,1,-1
3400,draw,0,0
3401,draw,0,0
3402,DQN_2,-1,1
3403,draw,0,0
3404,DQN,1,-1
3405,draw,0,0
3406,draw,0,0
3407,DQN_2,-1,1
3408,DQN_2,-1,1
3409,draw,0,0
3410,draw,0,0
3411,draw,0,0
3412,draw,0,0
3413,draw,0,0
3414,draw,0,0
3415,draw,0,0
3416,DQN,1,-1
3417,draw,0,0
3418,draw,0,0
3419,DQN_2,-1,1
3420,DQN,1,-1
3421,draw,0,0
3422,draw,0,0
3423,draw,0,0
3424,draw,0,0
3425,draw,0,0
3426,DQN_2,-1,1
3427,DQN,1,-1
3428,draw,0,0
3429,draw,0,0
3430,draw,0,0
3431,DQN_2,-1,1
3432,draw,0,0
3433,DQN,1,-1
3434,draw,0,0
3435,draw,0,0
3436,DQN,1,-1
3437,DQN_2,-1,1
3438,draw,0,0
3439,draw,0,0
3440,draw,0,0
3441,draw,0,0
3442,draw,0,0
3443,DQN_2,-1,1
3444,DQN_2,-1,1
3445,DQN,1,-1
3446,DQN,1,-1
3447,draw,0,0
3448,draw,0,0
3449,DQN,1,-1
3450,draw,0,0
3451,draw,0,0
3452,draw,0,0
3453,draw,0,0
3454,draw,0,0
3455,draw,0,0
3456,DQN_2,-1,1
3457,DQN_2,-1,1
3458,draw,0,0
3459,draw,0,0
3460,DQN_2,-1,1
3461,draw,0,0
3462,DQN,1,-1
3463,DQN,1,-1
3464,DQN,1,-1
3465,draw,0,0
3466,DQN,1,-1
3467,draw,0,0
3468,draw,0,0
3469,draw,0,0
3470,draw,0,0
3471,draw,0,0
3472,draw,0,0
3473,draw,0,0
3474,draw,0,0
3475,draw,0,0
3476,draw,0,0
3477,draw,0,0
3478,draw,0,0
3479,DQN,1,-1
3480,DQN,1,-1
3481,DQN,1,-1
3482,DQN,1,-1
3483,DQN_2,-1,1
3484,draw,0,0
3485,draw,0,0
3486,draw,0,0
3487,draw,0,0
3488,draw,0,0
3489,draw,0,0
3490,draw,0,0
3491,draw,0,0
3492,draw,0,0
3493,draw,0,0
3494,DQN_2,-1,1
3495,draw,0,0
3496,draw,0,0
3497,draw,0,0
3498,draw,0,0
3499,draw,0,0
3500,draw,0,0
3501,draw,0,0
3502,DQN_2,-1,1
3503,draw,0,0
3504,draw,0,0
3505,draw,0,0
3506,DQN,1,-1
3507,DQN_2,-1,1
3508,DQN,1,-1
3509,DQN,1,-1
3510,draw,0,0
3511,draw,0,0
3512,draw,0,0
3513,draw,0,0
3514,DQN_2,-1,1
3515,DQN,1,-1
3516,DQN,1,-1
3517,DQN,1,-1
3518,DQN,1,-1
3519,DQN,1,-1
3520,DQN,1,-1
3521,DQN_2,-1,1
3522,draw,0,0
3523,draw,0,0
3524,DQN,1,-1
3525,draw,0,0
3526,DQN,1,-1
3527,draw,0,0
3528,draw,0,0
3529,DQN,1,-1
3530,DQN,1,-1
3531,DQN,1,-1
3532,draw,0,0
3533,draw,0,0
3534,draw,0,0
3535,DQN_2,-1,1
3536,draw,0,0
3537,DQN,1,-1
3538,DQN_2,-1,1
3539,draw,0,0
3540,draw,0,0
3541,draw,0,0
3542,draw,0,0
3543,draw,0,0
3544,DQN_2,-1,1
3545,DQN,1,-1
3546,DQN,1,-1
3547,draw,0,0
3548,draw,0,0
3549,DQN,1,-1
3550,draw,0,0
3551,DQN,1,-1
3552,DQN,1,-1
3553,draw,0,0
3554,draw,0,0
3555,DQN,1,-1
3556,draw,0,0
3557,DQN,1,-1
3558,DQN_2,-1,1
3559,draw,0,0
3560,draw,0,0
3561,DQN_2,-1,1
3562,draw,0,0
3563,draw,0,0
3564,DQN_2,-1,1
3565,DQN,1,-1
3566,DQN_2,-1,1
3567,DQN_2,-1,1
3568,DQN,1,-1
3569,draw,0,0
3570,DQN_2,-1,1
3571,draw,0,0
3572,DQN,1,-1
3573,DQN_2,-1,1
3574,draw,0,0
3575,DQN,1,-1
3576,DQN,1,-1
3577,draw,0,0
3578,DQN,1,-1
3579,DQN_2,-1,1
3580,draw,0,0
3581,DQN_2,-1,1
3582,DQN_2,-1,1
3583,draw,0,0
3584,DQN_2,-1,1
3585,draw,0,0
3586,draw,0,0
3587,DQN_2,-1,1
3588,DQN_2,-1,1
3589,DQN_2,-1,1
3590,DQN_2,-1,1
3591,DQN_2,-1,1
3592,draw,0,0
3593,DQN_2,-1,1
3594,DQN,1,-1
3595,draw,0,0
3596,DQN_2,-1,1
3597,DQN_2,-1,1
3598,DQN,1,-1
3599,DQN_2,-1,1
3600,draw,0,0
3601,DQN,1,-1
3602,draw,0,0
3603,DQN_2,-1,1
3604,DQN,1,-1
3605,DQN_2,-1,1
3606,DQN_2,-1,1
3607,DQN_2,-1,1
3608,draw,0,0
3609,DQN_2,-1,1
3610,draw,0,0
3611,draw,0,0
3612,DQN_2,-1,1
3613,DQN_2,-1,1
3614,DQN_2,-1,1
3615,DQN_2,-1,1
3616,DQN_2,-1,1
3617,DQN,1,-1
3618,DQN_2,-1,1
3619,DQN_2,-1,1
3620,DQN_2,-1,1
3621,DQN_2,-1,1
3622,draw,0,0
3623,draw,0,0
3624,DQN,1,-1
3625,DQN,1,-1
3626,DQN_2,-1,1
3627,draw,0,0
3628,DQN_2,-1,1
3629,DQN_2,-1,1
3630,DQN_2,-1,1
3631,draw,0,0
3632,DQN,1,-1
3633,DQN,1,-1
3634,DQN_2,-1,1
3635,DQN_2,-1,1
3636,DQN_2,-1,1
3637,DQN_2,-1,1
3638,draw,0,0
3639,draw,0,0
3640,DQN,1,-1
3641,DQN_2,-1,1
3642,DQN_2,-1,1
3643,draw,0,0
3644,draw,0,0
3645,draw,0,0
3646,draw,0,0
3647,DQN,1,-1
3648,DQN_2,-1,1
3649,DQN_2,-1,1
3650,DQN_2,-1,1
3651,draw,0,0
3652,draw,0,0
3653,draw,0,0
3654,DQN_2,-1,1
3655,draw,0,0
3656,draw,0,0
3657,DQN_2,-1,1
3658,draw,0,0
3659,DQN_2,-1,1
3660,DQN_2,-1,1
3661,DQN_2,-1,1
3662,draw,0,0
3663,draw,0,0
3664,DQN_2,-1,1
3665,DQN_2,-1,1
3666,DQN_2,-1,1
3667,DQN,1,-1
3668,DQN_2,-1,1
3669,DQN_2,-1,1
3670,DQN_2,-1,1
3671,DQN_2,-1,1
3672,DQN_2,-1,1
3673,DQN_2,-1,1
3674,DQN_2,-1,1
3675,DQN_2,-1,1
3676,draw,0,0
3677,draw,0,0
3678,DQN,1,-1
3679,draw,0,0
3680,DQN_2,-1,1
3681,draw,0,0
3682,DQN_2,-1,1
3683,DQN_2,-1,1
3684,DQN_2,-1,1
3685,draw,0,0
3686,draw,0,0
3687,DQN,1,-1
3688,draw,0,0
3689,DQN_2,-1,1
3690,DQN,1,-1
3691,DQN,1,-1
3692,DQN_2,-1,1
3693,DQN,1,-1
3694,DQN,1,-1
3695,DQN_2,-1,1
3696,draw,0,0
3697,DQN_2,-1,1
3698,draw,0,0
3699,draw,0,0
3700,DQN,1,-1
3701,DQN,1,-1
3702,draw,0,0
3703,DQN_2,-1,1
3704,DQN,1,-1
3705,DQN,1,-1
3706,draw,0,0
3707,DQN_2,-1,1
3708,DQN,1,-1
3709,DQN_2,-1,1
3710,DQN_2,-1,1
3711,DQN_2,-1,1
3712,DQN,1,-1
3713,DQN_2,-1,1
3714,DQN,1,-1
3715,DQN_2,-1,1
3716,DQN,1,-1
3717,DQN_2,-1,1
3718,DQN,1,-1
3719,DQN,1,-1
3720,DQN_2,-1,1
3721,DQN,1,-1
3722,DQN,1,-1
3723,DQN_2,-1,1
3724,DQN_2,-1,1
3725,DQN,1,-1
3726,DQN,1,-1
3727,draw,0,0
3728,draw,0,0
3729,DQN,1,-1
3730,DQN,1,-1
3731,DQN,1,-1
3732,DQN,1,-1
3733,DQN_2,-1,1
3734,draw,0,0
3735,draw,0,0
3736,DQN_2,-1,1
3737,DQN_2,-1,1
3738,DQN,1,-1
3739,draw,0,0
3740,draw,0,0
3741,DQN,1,-1
3742,draw,0,0
3743,draw,0,0
3744,DQN,1,-1
3745,DQN,1,-1
3746,draw,0,0
3747,DQN_2,-1,1
3748,draw,0,0
3749,DQN,1,-1
3750,DQN,1,-1
3751,DQN,1,-1
3752,DQN,1,-1
3753,draw,0,0
3754,DQN,1,-1
3755,DQN,1,-1
3756,DQN,1,-1
3757,DQN,1,-1
3758,DQN,1,-1
3759,DQN,1,-1
3760,DQN,1,-1
3761,draw,0,0
3762,draw,0,0
3763,DQN,1,-1
3764,DQN,1,-1
3765,draw,0,0
3766,DQN_2,-1,1
3767,draw,0,0
3768,draw,0,0
3769,DQN,1,-1
3770,DQN,1,-1
3771,DQN,1,-1
3772,draw,0,0
3773,draw,0,0
3774,draw,0,0
3775,DQN_2,-1,1
3776,DQN_2,-1,1
3777,DQN,1,-1
3778,DQN_2,-1,1
3779,DQN_2,-1,1
3780,draw,0,0
3781,DQN,1,-1
3782,DQN,1,-1
3783,draw,0,0
3784,draw,0,0
3785,draw,0,0
3786,DQN,1,-1
3787,draw,0,0
3788,draw,0,0
3789,DQN,1,-1
3790,draw,0,0
3791,draw,0,0
3792,draw,0,0
3793,DQN,1,-1
3794,DQN,1,-1
3795,draw,0,0
3796,draw,0,0
3797,draw,0,0
3798,DQN,1,-1
3799,DQN_2,-1,1
3800,draw,0,0
3801,draw,0,0
