episode,winner,DQN,DQN_2
1374,draw,0,0
1375,draw,0,0
1376,draw,0,0
1377,draw,0,0
1378,DQN_2,-1,1
1379,draw,0,0
1380,DQN_2,-1,1
1381,DQN,1,-1
1382,draw,0,0
1383,draw,0,0
1384,DQN,1,-1
1385,draw,0,0
1386,draw,0,0
1387,draw,0,0
1388,DQN_2,-1,1
1389,draw,0,0
1390,DQN,1,-1
1391,DQN,1,-1
1392,draw,0,0
1393,draw,0,0
1394,DQN,1,-1
1395,DQN,1,-1
1396,DQN,1,-1
1397,draw,0,0
1398,draw,0,0
1399,DQN_2,-1,1
1400,DQN,1,-1
1401,DQN,1,-1
1402,DQN,1,-1
1403,draw,0,0
1404,DQN,1,-1
1405,DQN_2,-1,1
1406,DQN,1,-1
1407,draw,0,0
1408,DQN_2,-1,1
1409,draw,0,0
1410,DQN,1,-1
1411,DQN,1,-1
1412,DQN,1,-1
1413,draw,0,0
1414,DQN_2,-1,1
1415,DQN,1,-1
1416,DQN,1,-1
1417,DQN,1,-1
1418,DQN,1,-1
1419,DQN,1,-1
1420,draw,0,0
1421,draw,0,0
1422,DQN,1,-1
1423,DQN,1,-1
1424,DQN,1,-1
1425,DQN,1,-1
1426,DQN,1,-1
1427,DQN_2,-1,1
1428,DQN,1,-1
1429,draw,0,0
1430,DQN,1,-1
1431,DQN,1,-1
1432,DQN,1,-1
1433,draw,0,0
1434,draw,0,0
1435,DQN,1,-1
1436,draw,0,0
1437,draw,0,0
1438,draw,0,0
1439,DQN,1,-1
1440,DQN,1,-1
1441,DQN,1,-1
1442,draw,0,0
1443,DQN,1,-1
1444,DQN_2,-1,1
1445,draw,0,0
1446,DQN,1,-1
1447,DQN_2,-1,1
1448,draw,0,0
1449,draw,0,0
1450,DQN_2,-1,1
1451,draw,0,0
1452,draw,0,0
1453,DQN,1,-1
1454,draw,0,0
1455,DQN,1,-1
1456,draw,0,0
1457,draw,0,0
1458,draw,0,0
1459,draw,0,0
1460,DQN,1,-1
1461,draw,0,0
1462,DQN,1,-1
1463,DQN,1,-1
1464,draw,0,0
1465,DQN_2,-1,1
1466,DQN_2,-1,1
1467,draw,0,0
1468,DQN_2,-1,1
1469,DQN,1,-1
1470,DQN_2,-1,1
1471,DQN,1,-1
1472,draw,0,0
1473,DQN,1,-1
1474,DQN_2,-1,1
1475,draw,0,0
1476,DQN,1,-1
1477,DQN,1,-1
1478,DQN_2,-1,1
1479,draw,0,0
1480,draw,0,0
1481,DQN,1,-1
1482,DQN,1,-1
1483,DQN,1,-1
1484,DQN,1,-1
1485,DQN,1,-1
1486,DQN,1,-1
1487,DQN,1,-1
1488,draw,0,0
1489,DQN,1,-1
1490,DQN,1,-1
1491,DQN_2,-1,1
1492,DQN_2,-1,1
1493,draw,0,0
1494,draw,0,0
1495,DQN,1,-1
1496,draw,0,0
1497,draw,0,0
1498,draw,0,0
1499,draw,0,0
1500,DQN,1,-1
1501,DQN,1,-1
1502,DQN,1,-1
1503,DQN,1,-1
1504,DQN,1,-1
1505,draw,0,0
1506,DQN,1,-1
1507,DQN,1,-1
1508,DQN,1,-1
1509,draw,0,0
1510,draw,0,0
1511,DQN,1,-1
1512,draw,0,0
1513,DQN,1,-1
1514,draw,0,0
1515,DQN,1,-1
1516,DQN,1,-1
1517,draw,0,0
1518,DQN,1,-1
1519,DQN_2,-1,1
1520,DQN,1,-1
1521,draw,0,0
1522,DQN,1,-1
1523,DQN_2,-1,1
1524,DQN,1,-1
1525,draw,0,0
1526,DQN_2,-1,1
1527,DQN_2,-1,1
1528,DQN_2,-1,1
1529,DQN,1,-1
1530,DQN,1,-1
1531,DQN,1,-1
1532,draw,0,0
1533,DQN,1,-1
1534,draw,0,0
1535,DQN_2,-1,1
1536,draw,0,0
1537,draw,0,0
1538,draw,0,0
1539,draw,0,0
1540,DQN,1,-1
1541,draw,0,0
1542,draw,0,0
1543,DQN,1,-1
1544,draw,0,0
1545,draw,0,0
1546,DQN_2,-1,1
1547,draw,0,0
1548,draw,0,0
1549,draw,0,0
1550,DQN_2,-1,1
1551,DQN,1,-1
1552,draw,0,0
1553,DQN_2,-1,1
1554,draw,0,0
1555,draw,0,0
1556,DQN_2,-1,1
1557,draw,0,0
1558,DQN_2,-1,1
1559,draw,0,0
1560,DQN,1,-1
1561,draw,0,0
1562,draw,0,0
1563,draw,0,0
1564,draw,0,0
1565,DQN_2,-1,1
1566,draw,0,0
1567,draw,0,0
1568,draw,0,0
1569,draw,0,0
1570,draw,0,0
1571,draw,0,0
1572,draw,0,0
1573,DQN_2,-1,1
1574,draw,0,0
1575,draw,0,0
1576,DQN_2,-1,1
1577,DQN,1,-1
1578,draw,0,0
1579,DQN_2,-1,1
1580,DQN_2,-1,1
1581,DQN_2,-1,1
1582,draw,0,0
1583,draw,0,0
1584,draw,0,0
1585,draw,0,0
1586,DQN_2,-1,1
1587,draw,0,0
1588,DQN_2,-1,1
1589,draw,0,0
1590,draw,0,0
1591,draw,0,0
1592,draw,0,0
1593,draw,0,0
1594,DQN,1,-1
1595,DQN_2,-1,1
1596,DQN_2,-1,1
1597,draw,0,0
1598,draw,0,0
1599,draw,0,0
1600,DQN_2,-1,1
1601,draw,0,0
1602,DQN_2,-1,1
1603,draw,0,0
1604,draw,0,0
1605,draw,0,0
1606,draw,0,0
1607,DQN,1,-1
1608,draw,0,0
1609,draw,0,0
1610,DQN_2,-1,1
1611,DQN_2,-1,1
1612,DQN,1,-1
1613,DQN_2,-1,1
1614,DQN_2,-1,1
1615,DQN_2,-1,1
1616,DQN,1,-1
1617,DQN,1,-1
1618,DQN,1,-1
1619,DQN,1,-1
1620,DQN,1,-1
1621,draw,0,0
1622,DQN,1,-1
1623,draw,0,0
1624,DQN_2,-1,1
1625,draw,0,0
1626,DQN,1,-1
1627,draw,0,0
1628,DQN,1,-1
1629,draw,0,0
1630,draw,0,0
1631,DQN_2,-1,1
1632,DQN_2,-1,1
1633,DQN,1,-1
1634,DQN_2,-1,1
1635,draw,0,0
1636,DQN,1,-1
1637,draw,0,0
1638,DQN_2,-1,1
1639,DQN,1,-1
1640,draw,0,0
1641,DQN,1,-1
1642,DQN_2,-1,1
1643,DQN_2,-1,1
1644,DQN,1,-1
1645,draw,0,0
1646,draw,0,0
1647,DQN_2,-1,1
1648,DQN,1,-1
1649,draw,0,0
1650,DQN_2,-1,1
1651,DQN,1,-1
1652,DQN,1,-1
1653,draw,0,0
1654,DQN_2,-1,1
1655,DQN,1,-1
1656,DQN,1,-1
1657,draw,0,0
1658,DQN_2,-1,1
1659,DQN_2,-1,1
1660,DQN,1,-1
1661,draw,0,0
1662,draw,0,0
1663,DQN_2,-1,1
1664,DQN_2,-1,1
1665,draw,0,0
1666,DQN,1,-1
1667,DQN,1,-1
1668,DQN,1,-1
1669,draw,0,0
1670,draw,0,0
1671,DQN,1,-1
1672,DQN,1,-1
1673,DQN_2,-1,1
1674,DQN_2,-1,1
1675,DQN_2,-1,1
1676,DQN,1,-1
1677,DQN_2,-1,1
1678,DQN,1,-1
1679,draw,0,0
1680,DQN,1,-1
1681,DQN_2,-1,1
1682,DQN_2,-1,1
1683,DQN,1,-1
1684,DQN,1,-1
1685,DQN,1,-1
1686,DQN,1,-1
1687,draw,0,0
1688,DQN_2,-1,1
1689,draw,0,0
1690,draw,0,0
1691,DQN,1,-1
1692,draw,0,0
1693,DQN,1,-1
1694,DQN,1,-1
1695,draw,0,0
1696,draw,0,0
1697,draw,0,0
1698,DQN_2,-1,1
1699,draw,0,0
1700,DQN,1,-1
1701,DQN,1,-1
1702,DQN,1,-1
1703,DQN_2,-1,1
1704,DQN,1,-1
1705,DQN_2,-1,1
1706,DQN,1,-1
1707,DQN,1,-1
1708,DQN,1,-1
1709,DQN,1,-1
1710,draw,0,0
1711,draw,0,0
1712,DQN,1,-1
1713,DQN,1,-1
1714,DQN_2,-1,1
1715,DQN_2,-1,1
1716,draw,0,0
1717,DQN,1,-1
1718,DQN_2,-1,1
1719,draw,0,0
1720,draw,0,0
1721,draw,0,0
1722,DQN_2,-1,1
1723,DQN,1,-1
1724,DQN,1,-1
1725,draw,0,0
1726,draw,0,0
1727,draw,0,0
1728,draw,0,0
1729,DQN_2,-1,1
1730,DQN_2,-1,1
1731,DQN_2,-1,1
1732,DQN,1,-1
1733,draw,0,0
1734,draw,0,0
1735,DQN,1,-1
1736,DQN,1,-1
1737,draw,0,0
1738,DQN,1,-1
1739,DQN,1,-1
1740,draw,0,0
1741,DQN_2,-1,1
1742,DQN_2,-1,1
1743,DQN,1,-1
1744,DQN,1,-1
1745,DQN_2,-1,1
1746,draw,0,0
1747,DQN,1,-1
1748,draw,0,0
1749,draw,0,0
1750,draw,0,0
1751,draw,0,0
1752,DQN,1,-1
1753,draw,0,0
1754,DQN,1,-1
1755,DQN_2,-1,1
1756,DQN_2,-1,1
1757,draw,0,0
1758,draw,0,0
1759,DQN_2,-1,1
1760,DQN_2,-1,1
1761,DQN,1,-1
1762,DQN,1,-1
1763,DQN_2,-1,1
1764,DQN_2,-1,1
1765,DQN_2,-1,1
1766,draw,0,0
1767,DQN_2,-1,1
1768,DQN_2,-1,1
1769,draw,0,0
1770,DQN_2,-1,1
1771,draw,0,0
1772,DQN,1,-1
1773,draw,0,0
1774,draw,0,0
1775,DQN_2,-1,1
1776,draw,0,0
1777,draw,0,0
1778,draw,0,0
1779,draw,0,0
1780,DQN_2,-1,1
1781,draw,0,0
1782,draw,0,0
1783,draw,0,0
1784,draw,0,0
1785,draw,0,0
1786,draw,0,0
1787,DQN,1,-1
1788,DQN,1,-1
1789,draw,0,0
1790,DQN,1,-1
1791,draw,0,0
1792,DQN,1,-1
1793,DQN,1,-1
1794,draw,0,0
1795,draw,0,0
1796,DQN,1,-1
1797,DQN_2,-1,1
1798,draw,0,0
1799,draw,0,0
1800,DQN,1,-1
1801,draw,0,0
1802,DQN_2,-1,1
1803,draw,0,0
1804,DQN,1,-1
1805,DQN_2,-1,1
1806,draw,0,0
1807,draw,0,0
1808,DQN_2,-1,1
1809,DQN_2,-1,1
1810,draw,0,0
1811,DQN_2,-1,1
1812,draw,0,0
1813,draw,0,0
1814,draw,0,0
1815,draw,0,0
1816,draw,0,0
1817,draw,0,0
1818,DQN,1,-1
1819,draw,0,0
1820,draw,0,0
1821,DQN_2,-1,1
1822,DQN_2,-1,1
1823,DQN_2,-1,1
1824,draw,0,0
1825,DQN_2,-1,1
1826,DQN,1,-1
1827,draw,0,0
1828,draw,0,0
1829,DQN,1,-1
1830,DQN,1,-1
1831,DQN,1,-1
1832,DQN,1,-1
1833,DQN,1,-1
1834,DQN,1,-1
1835,DQN,1,-1
1836,draw,0,0
1837,draw,0,0
1838,DQN,1,-1
1839,DQN_2,-1,1
1840,DQN,1,-1
1841,DQN_2,-1,1
1842,DQN_2,-1,1
1843,draw,0,0
1844,DQN,1,-1
1845,DQN_2,-1,1
1846,DQN,1,-1
1847,DQN_2,-1,1
1848,DQN,1,-1
1849,DQN,1,-1
1850,draw,0,0
1851,draw,0,0
1852,DQN_2,-1,1
1853,DQN,1,-1
1854,DQN,1,-1
1855,DQN,1,-1
1856,draw,0,0
1857,DQN,1,-1
1858,DQN,1,-1
1859,DQN_2,-1,1
1860,draw,0,0
1861,DQN_2,-1,1
1862,DQN,1,-1
1863,DQN,1,-1
1864,DQN,1,-1
1865,DQN_2,-1,1
1866,DQN_2,-1,1
1867,DQN_2,-1,1
1868,DQN,1,-1
1869,DQN_2,-1,1
1870,DQN_2,-1,1
1871,draw,0,0
1872,DQN_2,-1,1
1873,DQN,1,-1
1874,draw,0,0
1875,DQN_2,-1,1
1876,DQN_2,-1,1
1877,DQN,1,-1
1878,DQN,1,-1
1879,draw,0,0
1880,draw,0,0
1881,DQN_2,-1,1
1882,DQN,1,-1
1883,DQN_2,-1,1
1884,DQN_2,-1,1
1885,DQN,1,-1
1886,DQN_2,-1,1
1887,DQN,1,-1
1888,draw,0,0
1889,DQN,1,-1
1890,DQN_2,-1,1
1891,DQN,1,-1
1892,DQN,1,-1
1893,DQN,1,-1
1894,DQN_2,-1,1
1895,draw,0,0
1896,DQN_2,-1,1
1897,DQN_2,-1,1
1898,DQN_2,-1,1
1899,draw,0,0
1900,draw,0,0
1901,draw,0,0
1902,DQN,1,-1
1903,draw,0,0
1904,draw,0,0
1905,draw,0,0
1906,DQN_2,-1,1
1907,DQN,1,-1
1908,DQN_2,-1,1
1909,DQN,1,-1
1910,DQN_2,-1,1
1911,DQN_2,-1,1
1912,DQN_2,-1,1
1913,DQN,1,-1
1914,DQN,1,-1
1915,draw,0,0
1916,DQN,1,-1
1917,draw,0,0
1918,draw,0,0
1919,DQN_2,-1,1
1920,draw,0,0
1921,DQN,1,-1
1922,draw,0,0
1923,draw,0,0
1924,DQN,1,-1
1925,draw,0,0
1926,DQN_2,-1,1
1927,draw,0,0
1928,DQN,1,-1
1929,DQN,1,-1
1930,DQN_2,-1,1
1931,DQN_2,-1,1
1932,DQN,1,-1
1933,DQN,1,-1
1934,DQN_2,-1,1
1935,DQN_2,-1,1
1936,DQN,1,-1
1937,draw,0,0
1938,DQN_2,-1,1
1939,DQN,1,-1
1940,DQN,1,-1
1941,DQN,1,-1
1942,DQN_2,-1,1
1943,DQN,1,-1
1944,DQN,1,-1
1945,DQN_2,-1,1
1946,draw,0,0
1947,draw,0,0
1948,DQN,1,-1
1949,draw,0,0
1950,draw,0,0
1951,draw,0,0
1952,draw,0,0
1953,draw,0,0
1954,draw,0,0
1955,draw,0,0
1956,draw,0,0
1957,draw,0,0
1958,draw,0,0
1959,draw,0,0
1960,draw,0,0
1961,draw,0,0
1962,draw,0,0
1963,DQN,1,-1
1964,draw,0,0
1965,DQN,1,-1
1966,draw,0,0
1967,DQN_2,-1,1
1968,DQN,1,-1
1969,DQN_2,-1,1
1970,draw,0,0
1971,DQN_2,-1,1
1972,DQN_2,-1,1
1973,DQN_2,-1,1
1974,DQN,1,-1
1975,draw,0,0
1976,draw,0,0
1977,DQN,1,-1
1978,draw,0,0
1979,draw,0,0
1980,draw,0,0
1981,draw,0,0
1982,DQN,1,-1
1983,DQN,1,-1
1984,draw,0,0
1985,draw,0,0
1986,draw,0,0
1987,draw,0,0
1988,DQN_2,-1,1
1989,DQN_2,-1,1
1990,DQN_2,-1,1
1991,draw,0,0
1992,DQN,1,-1
1993,DQN_2,-1,1
1994,draw,0,0
1995,draw,0,0
1996,DQN_2,-1,1
1997,DQN_2,-1,1
1998,draw,0,0
1999,draw,0,0
2000,draw,0,0
2001,draw,0,0
2002,draw,0,0
2003,DQN_2,-1,1
2004,draw,0,0
2005,DQN,1,-1
2006,DQN,1,-1
2007,draw,0,0
2008,draw,0,0
2009,DQN_2,-1,1
2010,draw,0,0
2011,draw,0,0
2012,DQN_2,-1,1
2013,DQN_2,-1,1
2014,draw,0,0
2015,DQN,1,-1
2016,draw,0,0
2017,draw,0,0
2018,draw,0,0
2019,draw,0,0
2020,draw,0,0
2021,draw,0,0
2022,draw,0,0
2023,draw,0,0
2024,draw,0,0
2025,draw,0,0
2026,DQN_2,-1,1
2027,draw,0,0
2028,draw,0,0
2029,draw,0,0
2030,draw,0,0
2031,DQN_2,-1,1
2032,draw,0,0
2033,DQN,1,-1
2034,draw,0,0
2035,draw,0,0
2036,draw,0,0
2037,DQN_2,-1,1
2038,DQN,1,-1
2039,DQN,1,-1
2040,DQN,1,-1
2041,draw,0,0
2042,draw,0,0
2043,DQN_2,-1,1
2044,DQN_2,-1,1
2045,DQN_2,-1,1
2046,DQN,1,-1
2047,DQN,1,-1
2048,DQN_2,-1,1
2049,DQN,1,-1
2050,DQN_2,-1,1
2051,DQN_2,-1,1
2052,draw,0,0
2053,DQN,1,-1
2054,DQN,1,-1
2055,DQN,1,-1
2056,DQN,1,-1
2057,DQN_2,-1,1
2058,DQN_2,-1,1
2059,DQN,1,-1
2060,DQN,1,-1
2061,DQN_2,-1,1
2062,draw,0,0
2063,DQN_2,-1,1
2064,DQN_2,-1,1
2065,draw,0,0
2066,DQN,1,-1
2067,DQN,1,-1
2068,DQN_2,-1,1
2069,draw,0,0
2070,DQN,1,-1
2071,DQN,1,-1
2072,DQN,1,-1
2073,DQN,1,-1
2074,DQN,1,-1
2075,DQN,1,-1
2076,DQN_2,-1,1
2077,DQN,1,-1
2078,draw,0,0
2079,DQN,1,-1
2080,DQN,1,-1
2081,DQN,1,-1
2082,DQN,1,-1
2083,DQN,1,-1
2084,DQN,1,-1
2085,DQN,1,-1
2086,DQN_2,-1,1
2087,DQN,1,-1
2088,DQN,1,-1
2089,DQN,1,-1
2090,DQN_2,-1,1
2091,draw,0,0
2092,DQN,1,-1
2093,DQN,1,-1
2094,DQN,1,-1
2095,DQN,1,-1
2096,DQN_2,-1,1
2097,DQN_2,-1,1
2098,DQN,1,-1
2099,DQN,1,-1
2100,DQN_2,-1,1
2101,DQN,1,-1
2102,DQN,1,-1
2103,DQN,1,-1
2104,DQN,1,-1
2105,DQN,1,-1
2106,DQN_2,-1,1
2107,DQN,1,-1
2108,DQN,1,-1
2109,DQN,1,-1
2110,DQN,1,-1
2111,DQN,1,-1
2112,DQN,1,-1
2113,DQN,1,-1
2114,DQN_2,-1,1
2115,DQN_2,-1,1
2116,DQN,1,-1
2117,DQN_2,-1,1
2118,DQN,1,-1
2119,DQN_2,-1,1
2120,DQN,1,-1
2121,draw,0,0
2122,DQN,1,-1
2123,DQN,1,-1
2124,DQN,1,-1
2125,DQN,1,-1
2126,DQN,1,-1
2127,DQN_2,-1,1
2128,DQN,1,-1
2129,DQN,1,-1
2130,DQN,1,-1
2131,DQN,1,-1
2132,DQN,1,-1
2133,DQN,1,-1
2134,DQN,1,-1
2135,DQN,1,-1
2136,DQN,1,-1
2137,DQN,1,-1
2138,DQN,1,-1
2139,DQN,1,-1
2140,DQN,1,-1
2141,DQN,1,-1
2142,DQN,1,-1
2143,DQN,1,-1
2144,DQN,1,-1
2145,DQN_2,-1,1
2146,DQN_2,-1,1
2147,DQN,1,-1
2148,DQN,1,-1
2149,DQN,1,-1
2150,DQN_2,-1,1
2151,DQN,1,-1
2152,DQN,1,-1
2153,DQN,1,-1
2154,draw,0,0
2155,DQN,1,-1
2156,DQN,1,-1
2157,DQN,1,-1
2158,DQN,1,-1
2159,DQN,1,-1
2160,DQN_2,-1,1
2161,DQN_2,-1,1
2162,draw,0,0
2163,DQN,1,-1
2164,DQN,1,-1
2165,DQN,1,-1
2166,DQN,1,-1
2167,DQN,1,-1
2168,DQN_2,-1,1
2169,DQN_2,-1,1
2170,DQN_2,-1,1
2171,draw,0,0
2172,DQN_2,-1,1
2173,DQN_2,-1,1
2174,DQN,1,-1
2175,DQN_2,-1,1
2176,DQN,1,-1
2177,DQN_2,-1,1
2178,DQN_2,-1,1
2179,DQN,1,-1
2180,DQN,1,-1
2181,DQN,1,-1
2182,DQN_2,-1,1
2183,DQN_2,-1,1
2184,DQN_2,-1,1
2185,DQN,1,-1
2186,DQN_2,-1,1
2187,draw,0,0
2188,DQN_2,-1,1
2189,DQN_2,-1,1
2190,DQN,1,-1
2191,DQN,1,-1
2192,DQN,1,-1
2193,DQN,1,-1
2194,DQN_2,-1,1
2195,DQN,1,-1
2196,DQN_2,-1,1
2197,DQN_2,-1,1
2198,DQN_2,-1,1
2199,DQN,1,-1
2200,draw,0,0
2201,DQN,1,-1
2202,DQN,1,-1
2203,DQN,1,-1
2204,DQN,1,-1
2205,DQN,1,-1
2206,DQN_2,-1,1
2207,DQN_2,-1,1
2208,DQN,1,-1
2209,DQN_2,-1,1
2210,draw,0,0
2211,DQN_2,-1,1
2212,DQN,1,-1
2213,DQN,1,-1
2214,DQN,1,-1
2215,DQN,1,-1
2216,DQN_2,-1,1
2217,draw,0,0
2218,DQN,1,-1
2219,DQN,1,-1
2220,DQN,1,-1
2221,DQN,1,-1
2222,DQN,1,-1
2223,DQN,1,-1
2224,DQN,1,-1
2225,DQN,1,-1
2226,DQN,1,-1
2227,DQN,1,-1
2228,DQN,1,-1
2229,DQN,1,-1
2230,DQN,1,-1
2231,draw,0,0
2232,DQN,1,-1
2233,DQN,1,-1
2234,draw,0,0
2235,draw,0,0
2236,DQN,1,-1
2237,DQN,1,-1
2238,DQN,1,-1
2239,draw,0,0
2240,draw,0,0
2241,DQN_2,-1,1
2242,DQN_2,-1,1
2243,draw,0,0
2244,DQN,1,-1
2245,draw,0,0
2246,draw,0,0
2247,DQN,1,-1
2248,DQN_2,-1,1
2249,draw,0,0
2250,DQN,1,-1
2251,DQN,1,-1
2252,draw,0,0
2253,draw,0,0
2254,DQN,1,-1
2255,draw,0,0
2256,DQN,1,-1
2257,DQN,1,-1
2258,draw,0,0
2259,draw,0,0
2260,draw,0,0
2261,DQN,1,-1
2262,DQN,1,-1
2263,draw,0,0
2264,DQN,1,-1
2265,DQN,1,-1
2266,draw,0,0
2267,DQN,1,-1
2268,DQN,1,-1
2269,draw,0,0
2270,DQN,1,-1
2271,draw,0,0
2272,DQN,1,-1
2273,DQN,1,-1
2274,DQN,1,-1
2275,DQN,1,-1
2276,DQN,1,-1
2277,DQN_2,-1,1
2278,DQN,1,-1
2279,DQN,1,-1
2280,draw,0,0
2281,DQN_2,-1,1
2282,DQN,1,-1
2283,draw,0,0
2284,draw,0,0
2285,DQN,1,-1
2286,DQN,1,-1
2287,draw,0,0
2288,draw,0,0
2289,draw,0,0
2290,draw,0,0
2291,draw,0,0
2292,DQN,1,-1
2293,draw,0,0
2294,DQN_2,-1,1
2295,draw,0,0
2296,DQN_2,-1,1
2297,DQN_2,-1,1
2298,DQN,1,-1
2299,DQN_2,-1,1
2300,DQN_2,-1,1
2301,DQN_2,-1,1
2302,DQN_2,-1,1
2303,draw,0,0
2304,draw,0,0
2305,DQN_2,-1,1
2306,DQN,1,-1
2307,draw,0,0
2308,DQN_2,-1,1
2309,DQN_2,-1,1
2310,DQN,1,-1
2311,DQN_2,-1,1
2312,DQN,1,-1
2313,DQN_2,-1,1
2314,DQN_2,-1,1
2315,DQN,1,-1
2316,DQN_2,-1,1
2317,DQN,1,-1
2318,draw,0,0
2319,DQN_2,-1,1
2320,DQN,1,-1
2321,draw,0,0
2322,draw,0,0
2323,DQN_2,-1,1
2324,DQN_2,-1,1
2325,DQN,1,-1
2326,draw,0,0
2327,draw,0,0
2328,draw,0,0
2329,DQN_2,-1,1
2330,DQN_2,-1,1
2331,DQN_2,-1,1
2332,DQN_2,-1,1
2333,draw,0,0
2334,DQN_2,-1,1
2335,DQN,1,-1
2336,draw,0,0
2337,DQN_2,-1,1
2338,DQN_2,-1,1
2339,draw,0,0
2340,DQN,1,-1
2341,draw,0,0
2342,DQN_2,-1,1
2343,DQN_2,-1,1
2344,draw,0,0
2345,DQN,1,-1
2346,DQN,1,-1
2347,draw,0,0
2348,DQN,1,-1
2349,DQN,1,-1
2350,DQN,1,-1
2351,DQN,1,-1
2352,draw,0,0
2353,DQN,1,-1
2354,DQN,1,-1
2355,DQN,1,-1
2356,DQN,1,-1
2357,DQN,1,-1
2358,DQN,1,-1
2359,DQN,1,-1
2360,DQN,1,-1
2361,DQN,1,-1
2362,DQN,1,-1
2363,draw,0,0
2364,DQN,1,-1
2365,DQN,1,-1
2366,draw,0,0
2367,DQN,1,-1
2368,draw,0,0
2369,draw,0,0
2370,draw,0,0
2371,draw,0,0
2372,draw,0,0
2373,draw,0,0
2374,draw,0,0
2375,draw,0,0
2376,DQN_2,-1,1
2377,draw,0,0
2378,draw,0,0
2379,draw,0,0
2380,DQN,1,-1
2381,draw,0,0
2382,draw,0,0
2383,draw,0,0
2384,draw,0,0
2385,draw,0,0
2386,draw,0,0
2387,draw,0,0
2388,draw,0,0
2389,draw,0,0
2390,DQN,1,-1
2391,draw,0,0
2392,draw,0,0
2393,draw,0,0
2394,draw,0,0
2395,DQN,1,-1
2396,draw,0,0
2397,draw,0,0
2398,DQN,1,-1
2399,draw,0,0
2400,draw,0,0
2401,draw,0,0
2402,DQN_2,-1,1
2403,DQN,1,-1
2404,DQN,1,-1
2405,DQN,1,-1
2406,draw,0,0
2407,draw,0,0
2408,DQN,1,-1
2409,draw,0,0
2410,DQN_2,-1,1
2411,DQN,1,-1
2412,DQN_2,-1,1
2413,draw,0,0
2414,draw,0,0
2415,draw,0,0
2416,draw,0,0
2417,draw,0,0
2418,draw,0,0
2419,DQN,1,-1
2420,draw,0,0
2421,DQN_2,-1,1
2422,draw,0,0
2423,draw,0,0
2424,DQN_2,-1,1
2425,DQN_2,-1,1
2426,DQN,1,-1
2427,draw,0,0
2428,DQN_2,-1,1
2429,DQN,1,-1
2430,DQN,1,-1
2431,DQN_2,-1,1
2432,DQN_2,-1,1
2433,draw,0,0
2434,draw,0,0
2435,draw,0,0
2436,draw,0,0
2437,draw,0,0
2438,draw,0,0
2439,draw,0,0
2440,draw,0,0
2441,draw,0,0
2442,draw,0,0
2443,draw,0,0
2444,draw,0,0
2445,draw,0,0
2446,draw,0,0
2447,DQN,1,-1
2448,draw,0,0
2449,draw,0,0
2450,DQN,1,-1
2451,draw,0,0
2452,draw,0,0
2453,draw,0,0
2454,DQN,1,-1
2455,draw,0,0
2456,draw,0,0
2457,draw,0,0
2458,draw,0,0
2459,draw,0,0
2460,draw,0,0
2461,draw,0,0
2462,DQN_2,-1,1
2463,draw,0,0
2464,draw,0,0
2465,draw,0,0
2466,draw,0,0
2467,draw,0,0
2468,draw,0,0
2469,DQN,1,-1
2470,DQN,1,-1
2471,draw,0,0
2472,draw,0,0
2473,DQN,1,-1
2474,DQN,1,-1
2475,draw,0,0
2476,DQN,1,-1
2477,draw,0,0
2478,draw,0,0
2479,DQN,1,-1
2480,draw,0,0
2481,DQN,1,-1
2482,DQN,1,-1
2483,draw,0,0
2484,DQN,1,-1
2485,draw,0,0
2486,draw,0,0
2487,draw,0,0
2488,draw,0,0
2489,draw,0,0
2490,draw,0,0
2491,draw,0,0
2492,draw,0,0
2493,draw,0,0
2494,DQN,1,-1
2495,draw,0,0
2496,draw,0,0
2497,draw,0,0
2498,DQN,1,-1
2499,draw,0,0
2500,draw,0,0
2501,draw,0,0
2502,DQN,1,-1
2503,draw,0,0
2504,DQN,1,-1
2505,DQN,1,-1
2506,draw,0,0
2507,DQN_2,-1,1
2508,DQN,1,-1
2509,DQN,1,-1
2510,DQN_2,-1,1
2511,draw,0,0
2512,DQN,1,-1
2513,draw,0,0
2514,DQN,1,-1
2515,DQN,1,-1
2516,DQN,1,-1
2517,draw,0,0
2518,DQN,1,-1
2519,draw,0,0
2520,DQN_2,-1,1
2521,draw,0,0
2522,DQN,1,-1
2523,draw,0,0
2524,DQN,1,-1
2525,DQN,1,-1
2526,DQN,1,-1
2527,draw,0,0
2528,DQN,1,-1
2529,draw,0,0
2530,DQN,1,-1
2531,draw,0,0
2532,draw,0,0
2533,draw,0,0
2534,draw,0,0
2535,draw,0,0
2536,DQN,1,-1
2537,draw,0,0
2538,DQN_2,-1,1
2539,DQN_2,-1,1
2540,DQN,1,-1
2541,draw,0,0
2542,draw,0,0
2543,draw,0,0
2544,draw,0,0
2545,draw,0,0
2546,draw,0,0
2547,draw,0,0
2548,DQN_2,-1,1
2549,DQN,1,-1
2550,DQN,1,-1
2551,draw,0,0
2552,draw,0,0
2553,draw,0,0
2554,draw,0,0
2555,draw,0,0
2556,draw,0,0
2557,draw,0,0
2558,draw,0,0
2559,draw,0,0
2560,draw,0,0
2561,draw,0,0
2562,draw,0,0
2563,draw,0,0
2564,draw,0,0
2565,DQN_2,-1,1
2566,draw,0,0
2567,draw,0,0
2568,draw,0,0
2569,draw,0,0
2570,draw,0,0
2571,draw,0,0
2572,draw,0,0
2573,draw,0,0
2574,draw,0,0
2575,draw,0,0
2576,draw,0,0
2577,DQN_2,-1,1
