episode,winner,PHC,PHC_2
1168,PHC,1,-1
1169,PHC,1,-1
1170,PHC,1,-1
1171,PHC,1,-1
1172,PHC,1,-1
1173,PHC,1,-1
1174,PHC,1,-1
1175,PHC,1,-1
1176,PHC_2,-1,1
1177,PHC,1,-1
1178,PHC,1,-1
1179,PHC,1,-1
1180,PHC,1,-1
1181,PHC_2,-1,1
1182,PHC,1,-1
1183,PHC,1,-1
1184,PHC,1,-1
1185,PHC,1,-1
1186,PHC,1,-1
1187,PHC,1,-1
1188,PHC,1,-1
1189,PHC,1,-1
1190,PHC_2,-1,1
1191,PHC_2,-1,1
1192,PHC,1,-1
1193,PHC_2,-1,1
1194,PHC,1,-1
1195,PHC,1,-1
1196,PHC,1,-1
1197,PHC_2,-1,1
1198,PHC_2,-1,1
1199,PHC_2,-1,1
1200,PHC,1,-1
1201,PHC,1,-1
1202,PHC,1,-1
1203,PHC_2,-1,1
1204,PHC,1,-1
1205,PHC,1,-1
1206,PHC,1,-1
1207,PHC,1,-1
1208,PHC_2,-1,1
1209,PHC,1,-1
1210,PHC_2,-1,1
1211,PHC,1,-1
1212,PHC,1,-1
1213,PHC,1,-1
1214,PHC_2,-1,1
1215,PHC_2,-1,1
1216,PHC,1,-1
1217,PHC_2,-1,1
1218,PHC,1,-1
1219,PHC_2,-1,1
1220,PHC_2,-1,1
1221,PHC,1,-1
1222,PHC,1,-1
1223,PHC_2,-1,1
1224,PHC,1,-1
1225,PHC_2,-1,1
1226,PHC,1,-1
1227,PHC,1,-1
1228,PHC,1,-1
1229,PHC,1,-1
1230,PHC_2,-1,1
1231,PHC,1,-1
1232,PHC_2,-1,1
1233,PHC_2,-1,1
1234,PHC_2,-1,1
1235,PHC,1,-1
1236,PHC,1,-1
1237,PHC,1,-1
1238,PHC_2,-1,1
1239,PHC,1,-1
1240,PHC,1,-1
1241,PHC_2,-1,1
1242,PHC,1,-1
1243,PHC,1,-1
1244,PHC_2,-1,1
1245,PHC_2,-1,1
1246,PHC_2,-1,1
1247,PHC,1,-1
1248,PHC_2,-1,1
1249,PHC_2,-1,1
1250,PHC_2,-1,1
1251,PHC,1,-1
1252,PHC,1,-1
1253,PHC,1,-1
1254,PHC,1,-1
1255,PHC_2,-1,1
1256,PHC,1,-1
1257,PHC_2,-1,1
1258,PHC,1,-1
1259,PHC,1,-1
1260,PHC_2,-1,1
1261,PHC,1,-1
1262,PHC_2,-1,1
1263,PHC,1,-1
1264,PHC,1,-1
1265,PHC,1,-1
1266,PHC,1,-1
1267,PHC,1,-1
1268,PHC_2,-1,1
1269,PHC_2,-1,1
1270,PHC,1,-1
1271,PHC_2,-1,1
1272,PHC,1,-1
1273,PHC_2,-1,1
1274,PHC_2,-1,1
1275,PHC_2,-1,1
1276,PHC,1,-1
1277,PHC,1,-1
1278,PHC_2,-1,1
1279,PHC,1,-1
1280,PHC_2,-1,1
1281,PHC_2,-1,1
1282,PHC,1,-1
1283,PHC,1,-1
1284,PHC,1,-1
1285,PHC,1,-1
1286,PHC_2,-1,1
1287,PHC,1,-1
1288,PHC_2,-1,1
1289,PHC,1,-1
1290,PHC,1,-1
1291,PHC_2,-1,1
1292,PHC_2,-1,1
1293,PHC_2,-1,1
1294,PHC,1,-1
1295,PHC_2,-1,1
1296,PHC_2,-1,1
1297,PHC,1,-1
1298,PHC,1,-1
1299,PHC_2,-1,1
1300,PHC,1,-1
1301,PHC,1,-1
1302,PHC,1,-1
1303,PHC_2,-1,1
1304,PHC,1,-1
1305,PHC_2,-1,1
1306,PHC,1,-1
1307,PHC_2,-1,1
1308,PHC,1,-1
1309,PHC,1,-1
1310,PHC_2,-1,1
1311,PHC_2,-1,1
1312,PHC_2,-1,1
1313,PHC_2,-1,1
1314,PHC,1,-1
1315,PHC_2,-1,1
1316,PHC_2,-1,1
1317,PHC_2,-1,1
1318,PHC_2,-1,1
1319,PHC,1,-1
1320,PHC_2,-1,1
1321,PHC,1,-1
1322,PHC_2,-1,1
1323,PHC,1,-1
1324,PHC_2,-1,1
1325,PHC_2,-1,1
1326,PHC_2,-1,1
1327,PHC,1,-1
1328,PHC,1,-1
1329,PHC,1,-1
1330,PHC_2,-1,1
1331,PHC_2,-1,1
1332,PHC_2,-1,1
1333,PHC,1,-1
1334,PHC,1,-1
1335,PHC_2,-1,1
1336,PHC_2,-1,1
1337,PHC_2,-1,1
1338,PHC_2,-1,1
1339,PHC,1,-1
1340,PHC_2,-1,1
1341,PHC_2,-1,1
1342,PHC,1,-1
1343,PHC,1,-1
1344,PHC,1,-1
1345,PHC_2,-1,1
1346,PHC,1,-1
1347,PHC_2,-1,1
1348,PHC,1,-1
1349,PHC,1,-1
1350,PHC_2,-1,1
1351,PHC,1,-1
1352,PHC_2,-1,1
1353,PHC_2,-1,1
1354,PHC,1,-1
1355,PHC,1,-1
1356,PHC,1,-1
1357,PHC,1,-1
1358,PHC_2,-1,1
1359,PHC_2,-1,1
1360,PHC_2,-1,1
1361,PHC_2,-1,1
1362,PHC,1,-1
1363,PHC_2,-1,1
1364,PHC_2,-1,1
1365,PHC,1,-1
1366,PHC,1,-1
1367,PHC_2,-1,1
1368,PHC_2,-1,1
1369,PHC_2,-1,1
1370,PHC_2,-1,1
1371,PHC_2,-1,1
1372,PHC_2,-1,1
1373,PHC_2,-1,1
1374,PHC,1,-1
1375,PHC_2,-1,1
1376,PHC_2,-1,1
1377,PHC,1,-1
1378,PHC,1,-1
1379,PHC_2,-1,1
1380,PHC_2,-1,1
1381,PHC,1,-1
1382,PHC,1,-1
1383,PHC,1,-1
1384,PHC_2,-1,1
1385,PHC,1,-1
1386,PHC_2,-1,1
1387,PHC,1,-1
1388,PHC_2,-1,1
1389,PHC,1,-1
1390,PHC_2,-1,1
1391,PHC_2,-1,1
1392,PHC_2,-1,1
1393,PHC_2,-1,1
1394,PHC_2,-1,1
1395,PHC_2,-1,1
1396,PHC,1,-1
1397,PHC_2,-1,1
1398,PHC_2,-1,1
1399,PHC_2,-1,1
1400,PHC_2,-1,1
1401,PHC_2,-1,1
1402,PHC,1,-1
1403,PHC,1,-1
1404,PHC_2,-1,1
1405,PHC_2,-1,1
1406,PHC,1,-1
1407,PHC_2,-1,1
1408,PHC_2,-1,1
1409,PHC_2,-1,1
1410,PHC,1,-1
1411,PHC,1,-1
1412,PHC_2,-1,1
1413,PHC,1,-1
1414,PHC_2,-1,1
1415,PHC,1,-1
1416,PHC_2,-1,1
1417,PHC,1,-1
1418,PHC,1,-1
1419,PHC,1,-1
1420,PHC,1,-1
1421,PHC_2,-1,1
1422,PHC_2,-1,1
1423,PHC_2,-1,1
1424,PHC,1,-1
1425,PHC,1,-1
1426,PHC_2,-1,1
1427,PHC_2,-1,1
1428,PHC_2,-1,1
1429,PHC_2,-1,1
1430,PHC_2,-1,1
1431,PHC_2,-1,1
1432,PHC,1,-1
1433,PHC_2,-1,1
1434,PHC,1,-1
1435,PHC_2,-1,1
1436,PHC,1,-1
1437,PHC_2,-1,1
1438,PHC_2,-1,1
1439,PHC,1,-1
1440,PHC,1,-1
1441,PHC_2,-1,1
1442,PHC_2,-1,1
1443,PHC_2,-1,1
1444,PHC,1,-1
1445,PHC_2,-1,1
1446,PHC_2,-1,1
1447,PHC,1,-1
1448,PHC,1,-1
1449,PHC_2,-1,1
1450,PHC,1,-1
1451,PHC,1,-1
1452,PHC_2,-1,1
1453,PHC_2,-1,1
1454,PHC_2,-1,1
1455,PHC_2,-1,1
1456,PHC_2,-1,1
1457,PHC_2,-1,1
1458,PHC_2,-1,1
1459,PHC_2,-1,1
1460,PHC,1,-1
1461,PHC,1,-1
1462,PHC_2,-1,1
1463,PHC,1,-1
1464,PHC_2,-1,1
1465,PHC_2,-1,1
1466,PHC_2,-1,1
1467,PHC_2,-1,1
1468,PHC_2,-1,1
1469,PHC,1,-1
1470,PHC_2,-1,1
1471,PHC,1,-1
1472,PHC_2,-1,1
1473,PHC_2,-1,1
1474,PHC_2,-1,1
1475,PHC_2,-1,1
1476,PHC_2,-1,1
1477,PHC,1,-1
1478,PHC_2,-1,1
1479,PHC,1,-1
1480,PHC,1,-1
1481,PHC_2,-1,1
1482,PHC,1,-1
1483,PHC,1,-1
1484,PHC_2,-1,1
1485,PHC_2,-1,1
1486,PHC_2,-1,1
1487,PHC,1,-1
1488,PHC,1,-1
1489,PHC_2,-1,1
1490,PHC,1,-1
1491,PHC_2,-1,1
1492,PHC_2,-1,1
1493,PHC_2,-1,1
1494,PHC_2,-1,1
1495,PHC_2,-1,1
1496,PHC_2,-1,1
1497,PHC_2,-1,1
1498,PHC,1,-1
1499,PHC,1,-1
1500,PHC,1,-1
1501,PHC_2,-1,1
1502,PHC_2,-1,1
1503,PHC_2,-1,1
1504,PHC_2,-1,1
1505,PHC_2,-1,1
1506,PHC,1,-1
1507,PHC,1,-1
1508,PHC,1,-1
1509,PHC_2,-1,1
1510,PHC_2,-1,1
1511,PHC_2,-1,1
1512,PHC,1,-1
1513,PHC_2,-1,1
1514,PHC_2,-1,1
1515,PHC_2,-1,1
1516,PHC_2,-1,1
1517,PHC_2,-1,1
1518,PHC,1,-1
1519,PHC_2,-1,1
1520,PHC_2,-1,1
1521,PHC_2,-1,1
1522,PHC_2,-1,1
1523,PHC_2,-1,1
1524,PHC_2,-1,1
1525,PHC_2,-1,1
1526,PHC,1,-1
1527,PHC_2,-1,1
1528,PHC_2,-1,1
1529,PHC_2,-1,1
1530,PHC_2,-1,1
1531,PHC,1,-1
1532,PHC_2,-1,1
1533,PHC_2,-1,1
1534,PHC,1,-1
1535,PHC_2,-1,1
1536,PHC_2,-1,1
1537,PHC_2,-1,1
1538,PHC_2,-1,1
1539,PHC_2,-1,1
1540,PHC,1,-1
1541,PHC,1,-1
1542,PHC_2,-1,1
1543,PHC_2,-1,1
1544,PHC_2,-1,1
1545,PHC,1,-1
1546,PHC,1,-1
1547,PHC_2,-1,1
1548,PHC_2,-1,1
1549,PHC_2,-1,1
1550,PHC_2,-1,1
1551,PHC,1,-1
1552,PHC_2,-1,1
1553,PHC_2,-1,1
1554,PHC_2,-1,1
1555,PHC,1,-1
1556,PHC_2,-1,1
1557,PHC,1,-1
1558,PHC_2,-1,1
1559,PHC,1,-1
1560,PHC_2,-1,1
1561,PHC_2,-1,1
1562,PHC_2,-1,1
1563,PHC_2,-1,1
1564,PHC_2,-1,1
1565,PHC_2,-1,1
1566,PHC_2,-1,1
1567,PHC,1,-1
1568,PHC,1,-1
1569,PHC_2,-1,1
1570,PHC,1,-1
1571,PHC_2,-1,1
1572,PHC_2,-1,1
1573,PHC,1,-1
1574,PHC_2,-1,1
1575,PHC_2,-1,1
1576,PHC_2,-1,1
1577,PHC_2,-1,1
1578,PHC_2,-1,1
1579,PHC_2,-1,1
1580,PHC_2,-1,1
1581,PHC_2,-1,1
1582,PHC_2,-1,1
1583,PHC_2,-1,1
1584,PHC_2,-1,1
1585,PHC_2,-1,1
1586,PHC_2,-1,1
1587,PHC,1,-1
1588,PHC_2,-1,1
1589,PHC_2,-1,1
1590,PHC_2,-1,1
1591,PHC,1,-1
1592,PHC,1,-1
1593,PHC_2,-1,1
1594,PHC_2,-1,1
1595,PHC_2,-1,1
1596,PHC_2,-1,1
1597,PHC,1,-1
1598,PHC,1,-1
1599,PHC_2,-1,1
1600,PHC_2,-1,1
1601,PHC_2,-1,1
1602,PHC_2,-1,1
1603,PHC_2,-1,1
1604,PHC_2,-1,1
1605,PHC_2,-1,1
1606,PHC_2,-1,1
1607,PHC_2,-1,1
1608,PHC_2,-1,1
1609,PHC_2,-1,1
1610,PHC_2,-1,1
1611,PHC_2,-1,1
1612,PHC_2,-1,1
1613,PHC_2,-1,1
1614,PHC_2,-1,1
1615,PHC_2,-1,1
1616,PHC,1,-1
1617,PHC,1,-1
1618,PHC_2,-1,1
1619,PHC_2,-1,1
1620,PHC_2,-1,1
1621,PHC,1,-1
1622,PHC_2,-1,1
1623,PHC,1,-1
1624,PHC_2,-1,1
1625,PHC_2,-1,1
1626,PHC,1,-1
1627,PHC_2,-1,1
1628,PHC_2,-1,1
1629,PHC_2,-1,1
1630,PHC_2,-1,1
1631,PHC_2,-1,1
1632,PHC_2,-1,1
1633,PHC_2,-1,1
1634,PHC_2,-1,1
1635,PHC_2,-1,1
1636,PHC_2,-1,1
1637,PHC_2,-1,1
1638,PHC,1,-1
1639,PHC_2,-1,1
1640,PHC,1,-1
1641,PHC_2,-1,1
1642,PHC_2,-1,1
1643,PHC_2,-1,1
1644,PHC_2,-1,1
1645,PHC,1,-1
1646,PHC_2,-1,1
1647,PHC_2,-1,1
1648,PHC_2,-1,1
1649,PHC_2,-1,1
1650,PHC,1,-1
1651,PHC_2,-1,1
1652,PHC_2,-1,1
1653,PHC_2,-1,1
1654,PHC_2,-1,1
1655,PHC,1,-1
1656,PHC_2,-1,1
1657,PHC_2,-1,1
1658,PHC_2,-1,1
1659,PHC_2,-1,1
1660,PHC_2,-1,1
1661,PHC_2,-1,1
1662,PHC_2,-1,1
1663,PHC,1,-1
1664,PHC_2,-1,1
1665,PHC_2,-1,1
1666,PHC,1,-1
1667,PHC_2,-1,1
1668,PHC,1,-1
1669,PHC,1,-1
1670,PHC_2,-1,1
1671,PHC_2,-1,1
1672,PHC_2,-1,1
1673,PHC_2,-1,1
1674,PHC,1,-1
1675,PHC_2,-1,1
1676,PHC_2,-1,1
1677,PHC_2,-1,1
1678,PHC_2,-1,1
1679,PHC_2,-1,1
1680,PHC_2,-1,1
1681,PHC_2,-1,1
1682,PHC_2,-1,1
1683,PHC,1,-1
1684,PHC_2,-1,1
1685,PHC_2,-1,1
1686,PHC_2,-1,1
1687,PHC_2,-1,1
1688,PHC_2,-1,1
1689,PHC_2,-1,1
1690,PHC,1,-1
1691,PHC_2,-1,1
1692,PHC_2,-1,1
1693,PHC_2,-1,1
1694,PHC_2,-1,1
1695,PHC_2,-1,1
1696,PHC_2,-1,1
1697,PHC_2,-1,1
1698,PHC_2,-1,1
1699,PHC,1,-1
1700,PHC_2,-1,1
1701,PHC_2,-1,1
1702,PHC_2,-1,1
1703,PHC_2,-1,1
1704,PHC_2,-1,1
1705,PHC_2,-1,1
1706,PHC_2,-1,1
1707,PHC_2,-1,1
1708,PHC_2,-1,1
1709,PHC_2,-1,1
1710,PHC_2,-1,1
1711,PHC_2,-1,1
1712,PHC_2,-1,1
1713,PHC_2,-1,1
1714,PHC_2,-1,1
1715,PHC_2,-1,1
1716,PHC_2,-1,1
1717,PHC_2,-1,1
1718,PHC,1,-1
1719,PHC_2,-1,1
1720,PHC_2,-1,1
1721,PHC_2,-1,1
1722,PHC_2,-1,1
1723,PHC_2,-1,1
1724,PHC_2,-1,1
1725,PHC_2,-1,1
1726,PHC_2,-1,1
1727,PHC_2,-1,1
1728,PHC_2,-1,1
1729,PHC,1,-1
1730,PHC_2,-1,1
1731,PHC_2,-1,1
1732,PHC_2,-1,1
1733,PHC_2,-1,1
1734,PHC_2,-1,1
1735,PHC_2,-1,1
1736,PHC,1,-1
1737,PHC_2,-1,1
1738,PHC_2,-1,1
1739,PHC_2,-1,1
1740,PHC_2,-1,1
1741,PHC_2,-1,1
1742,PHC_2,-1,1
1743,PHC_2,-1,1
1744,PHC_2,-1,1
1745,PHC_2,-1,1
1746,PHC,1,-1
1747,PHC_2,-1,1
1748,PHC_2,-1,1
1749,PHC_2,-1,1
1750,PHC_2,-1,1
1751,PHC_2,-1,1
1752,PHC,1,-1
1753,PHC_2,-1,1
1754,PHC_2,-1,1
1755,PHC_2,-1,1
1756,PHC,1,-1
1757,PHC_2,-1,1
1758,PHC_2,-1,1
1759,PHC_2,-1,1
1760,PHC,1,-1
1761,PHC,1,-1
1762,PHC,1,-1
1763,PHC_2,-1,1
1764,PHC,1,-1
1765,PHC,1,-1
1766,PHC,1,-1
1767,PHC_2,-1,1
1768,PHC_2,-1,1
1769,PHC,1,-1
1770,PHC_2,-1,1
1771,PHC_2,-1,1
1772,PHC_2,-1,1
1773,PHC_2,-1,1
1774,PHC_2,-1,1
1775,PHC_2,-1,1
1776,PHC_2,-1,1
1777,PHC_2,-1,1
1778,PHC_2,-1,1
1779,PHC_2,-1,1
1780,PHC_2,-1,1
1781,PHC_2,-1,1
1782,PHC_2,-1,1
1783,PHC_2,-1,1
1784,PHC_2,-1,1
1785,PHC_2,-1,1
1786,PHC_2,-1,1
1787,PHC_2,-1,1
1788,PHC_2,-1,1
1789,PHC_2,-1,1
1790,PHC_2,-1,1
1791,PHC_2,-1,1
1792,PHC_2,-1,1
1793,PHC_2,-1,1
1794,PHC_2,-1,1
1795,PHC_2,-1,1
1796,PHC_2,-1,1
1797,PHC_2,-1,1
1798,PHC_2,-1,1
1799,PHC_2,-1,1
1800,PHC_2,-1,1
1801,PHC_2,-1,1
1802,PHC_2,-1,1
1803,PHC_2,-1,1
1804,PHC_2,-1,1
1805,PHC_2,-1,1
1806,PHC_2,-1,1
1807,PHC_2,-1,1
1808,PHC_2,-1,1
1809,PHC_2,-1,1
1810,PHC,1,-1
1811,PHC_2,-1,1
1812,PHC_2,-1,1
1813,PHC_2,-1,1
1814,PHC_2,-1,1
1815,PHC_2,-1,1
1816,PHC_2,-1,1
1817,PHC_2,-1,1
1818,PHC_2,-1,1
1819,PHC,1,-1
1820,PHC_2,-1,1
1821,PHC_2,-1,1
1822,PHC_2,-1,1
1823,PHC,1,-1
1824,PHC,1,-1
1825,PHC_2,-1,1
1826,PHC_2,-1,1
1827,PHC_2,-1,1
1828,PHC_2,-1,1
1829,PHC_2,-1,1
1830,PHC_2,-1,1
1831,PHC_2,-1,1
1832,PHC_2,-1,1
1833,PHC,1,-1
1834,PHC_2,-1,1
1835,PHC_2,-1,1
1836,PHC_2,-1,1
1837,PHC_2,-1,1
1838,PHC_2,-1,1
1839,PHC_2,-1,1
1840,PHC_2,-1,1
1841,PHC_2,-1,1
1842,PHC_2,-1,1
1843,PHC_2,-1,1
1844,PHC_2,-1,1
1845,PHC_2,-1,1
1846,PHC_2,-1,1
1847,PHC_2,-1,1
1848,PHC_2,-1,1
1849,PHC_2,-1,1
1850,PHC_2,-1,1
1851,PHC_2,-1,1
1852,PHC_2,-1,1
1853,PHC_2,-1,1
1854,PHC_2,-1,1
1855,PHC_2,-1,1
1856,PHC_2,-1,1
1857,PHC_2,-1,1
1858,PHC_2,-1,1
1859,PHC_2,-1,1
1860,PHC_2,-1,1
1861,PHC,1,-1
1862,PHC_2,-1,1
1863,PHC_2,-1,1
1864,PHC,1,-1
1865,PHC_2,-1,1
1866,PHC_2,-1,1
1867,PHC_2,-1,1
1868,PHC_2,-1,1
1869,PHC_2,-1,1
1870,PHC_2,-1,1
1871,PHC_2,-1,1
1872,PHC_2,-1,1
1873,PHC_2,-1,1
1874,PHC_2,-1,1
1875,PHC_2,-1,1
1876,PHC_2,-1,1
1877,PHC_2,-1,1
1878,PHC_2,-1,1
1879,PHC_2,-1,1
1880,PHC_2,-1,1
1881,PHC_2,-1,1
1882,PHC_2,-1,1
1883,PHC_2,-1,1
1884,PHC_2,-1,1
1885,PHC_2,-1,1
1886,PHC,1,-1
1887,PHC_2,-1,1
1888,PHC_2,-1,1
1889,PHC_2,-1,1
1890,PHC_2,-1,1
1891,PHC_2,-1,1
1892,PHC_2,-1,1
1893,PHC_2,-1,1
1894,PHC_2,-1,1
1895,PHC_2,-1,1
1896,PHC,1,-1
1897,PHC_2,-1,1
1898,PHC_2,-1,1
1899,PHC_2,-1,1
1900,PHC_2,-1,1
1901,PHC_2,-1,1
1902,PHC_2,-1,1
1903,PHC_2,-1,1
1904,PHC_2,-1,1
1905,PHC_2,-1,1
1906,PHC_2,-1,1
1907,PHC_2,-1,1
1908,PHC_2,-1,1
1909,PHC_2,-1,1
1910,PHC_2,-1,1
1911,PHC_2,-1,1
1912,PHC_2,-1,1
1913,PHC_2,-1,1
1914,PHC_2,-1,1
1915,PHC_2,-1,1
1916,PHC_2,-1,1
1917,PHC_2,-1,1
1918,PHC_2,-1,1
1919,PHC_2,-1,1
1920,PHC_2,-1,1
1921,PHC_2,-1,1
1922,PHC,1,-1
1923,PHC_2,-1,1
1924,PHC_2,-1,1
1925,PHC_2,-1,1
1926,PHC_2,-1,1
1927,PHC_2,-1,1
1928,PHC_2,-1,1
1929,PHC_2,-1,1
1930,PHC_2,-1,1
1931,PHC_2,-1,1
1932,PHC_2,-1,1
1933,PHC_2,-1,1
1934,PHC_2,-1,1
1935,PHC_2,-1,1
1936,PHC_2,-1,1
1937,PHC_2,-1,1
1938,PHC_2,-1,1
1939,PHC_2,-1,1
1940,PHC_2,-1,1
1941,PHC_2,-1,1
1942,PHC_2,-1,1
1943,PHC_2,-1,1
1944,PHC_2,-1,1
1945,PHC_2,-1,1
1946,PHC_2,-1,1
1947,PHC_2,-1,1
1948,PHC_2,-1,1
1949,PHC_2,-1,1
1950,PHC_2,-1,1
1951,PHC_2,-1,1
1952,PHC_2,-1,1
1953,PHC_2,-1,1
1954,PHC_2,-1,1
1955,PHC_2,-1,1
1956,PHC,1,-1
1957,PHC,1,-1
1958,PHC,1,-1
1959,PHC_2,-1,1
1960,PHC_2,-1,1
1961,PHC_2,-1,1
1962,PHC_2,-1,1
1963,PHC_2,-1,1
1964,PHC_2,-1,1
1965,PHC_2,-1,1
1966,PHC_2,-1,1
1967,PHC_2,-1,1
1968,PHC_2,-1,1
1969,PHC,1,-1
1970,PHC_2,-1,1
1971,PHC_2,-1,1
1972,PHC_2,-1,1
1973,PHC_2,-1,1
1974,PHC_2,-1,1
1975,PHC_2,-1,1
1976,PHC_2,-1,1
1977,PHC_2,-1,1
1978,PHC_2,-1,1
1979,PHC_2,-1,1
1980,PHC_2,-1,1
1981,PHC_2,-1,1
1982,PHC_2,-1,1
1983,PHC,1,-1
1984,PHC,1,-1
1985,PHC_2,-1,1
1986,PHC_2,-1,1
1987,PHC_2,-1,1
1988,PHC_2,-1,1
1989,PHC_2,-1,1
1990,PHC_2,-1,1
1991,PHC_2,-1,1
1992,PHC_2,-1,1
1993,PHC_2,-1,1
1994,PHC_2,-1,1
1995,PHC_2,-1,1
1996,PHC_2,-1,1
1997,PHC_2,-1,1
1998,PHC_2,-1,1
1999,PHC_2,-1,1
2000,PHC_2,-1,1
2001,PHC_2,-1,1
2002,PHC_2,-1,1
2003,PHC_2,-1,1
2004,PHC_2,-1,1
2005,PHC_2,-1,1
2006,PHC_2,-1,1
2007,PHC_2,-1,1
2008,PHC_2,-1,1
2009,PHC_2,-1,1
2010,PHC_2,-1,1
2011,PHC_2,-1,1
2012,PHC_2,-1,1
2013,PHC_2,-1,1
2014,PHC_2,-1,1
2015,PHC_2,-1,1
2016,PHC_2,-1,1
2017,PHC_2,-1,1
2018,PHC_2,-1,1
2019,PHC_2,-1,1
2020,PHC_2,-1,1
2021,PHC_2,-1,1
2022,PHC_2,-1,1
2023,PHC_2,-1,1
2024,PHC_2,-1,1
2025,PHC_2,-1,1
2026,PHC_2,-1,1
2027,PHC_2,-1,1
2028,PHC_2,-1,1
2029,PHC_2,-1,1
2030,PHC_2,-1,1
2031,PHC_2,-1,1
2032,PHC_2,-1,1
2033,PHC_2,-1,1
2034,PHC_2,-1,1
2035,PHC_2,-1,1
2036,PHC_2,-1,1
2037,PHC_2,-1,1
2038,PHC_2,-1,1
2039,PHC_2,-1,1
2040,PHC,1,-1
2041,PHC_2,-1,1
2042,PHC_2,-1,1
2043,PHC,1,-1
2044,PHC_2,-1,1
2045,PHC_2,-1,1
2046,PHC_2,-1,1
2047,PHC_2,-1,1
2048,PHC,1,-1
2049,PHC_2,-1,1
2050,PHC_2,-1,1
2051,PHC_2,-1,1
2052,PHC_2,-1,1
2053,PHC_2,-1,1
2054,PHC_2,-1,1
2055,PHC_2,-1,1
2056,PHC_2,-1,1
2057,PHC_2,-1,1
2058,PHC,1,-1
2059,PHC_2,-1,1
2060,PHC_2,-1,1
2061,PHC_2,-1,1
2062,PHC,1,-1
2063,PHC_2,-1,1
2064,PHC_2,-1,1
2065,PHC_2,-1,1
2066,PHC_2,-1,1
2067,PHC_2,-1,1
2068,PHC_2,-1,1
2069,PHC_2,-1,1
2070,PHC_2,-1,1
2071,PHC_2,-1,1
2072,PHC_2,-1,1
2073,PHC_2,-1,1
2074,PHC_2,-1,1
2075,PHC_2,-1,1
2076,PHC_2,-1,1
2077,PHC_2,-1,1
2078,PHC_2,-1,1
2079,PHC_2,-1,1
2080,PHC,1,-1
2081,PHC_2,-1,1
2082,PHC_2,-1,1
2083,PHC_2,-1,1
2084,PHC_2,-1,1
2085,PHC_2,-1,1
2086,PHC_2,-1,1
2087,PHC_2,-1,1
2088,PHC_2,-1,1
2089,PHC_2,-1,1
2090,PHC_2,-1,1
2091,PHC_2,-1,1
2092,PHC_2,-1,1
2093,PHC_2,-1,1
2094,PHC_2,-1,1
2095,PHC_2,-1,1
2096,PHC_2,-1,1
2097,PHC_2,-1,1
2098,PHC_2,-1,1
2099,PHC_2,-1,1
2100,PHC_2,-1,1
2101,PHC_2,-1,1
2102,PHC_2,-1,1
2103,PHC_2,-1,1
2104,PHC_2,-1,1
2105,PHC_2,-1,1
2106,PHC_2,-1,1
2107,PHC_2,-1,1
2108,PHC_2,-1,1
2109,PHC_2,-1,1
2110,PHC_2,-1,1
2111,PHC_2,-1,1
2112,PHC_2,-1,1
2113,PHC_2,-1,1
2114,PHC_2,-1,1
2115,PHC_2,-1,1
2116,PHC_2,-1,1
2117,PHC_2,-1,1
2118,PHC_2,-1,1
2119,PHC_2,-1,1
2120,PHC_2,-1,1
2121,PHC,1,-1
2122,PHC_2,-1,1
2123,PHC_2,-1,1
2124,PHC_2,-1,1
2125,PHC_2,-1,1
2126,PHC_2,-1,1
2127,PHC_2,-1,1
2128,PHC_2,-1,1
2129,PHC_2,-1,1
2130,PHC,1,-1
2131,PHC_2,-1,1
2132,PHC_2,-1,1
2133,PHC_2,-1,1
2134,PHC_2,-1,1
2135,PHC_2,-1,1
2136,PHC_2,-1,1
2137,PHC_2,-1,1
2138,PHC_2,-1,1
2139,PHC_2,-1,1
2140,PHC_2,-1,1
2141,PHC_2,-1,1
2142,PHC,1,-1
2143,PHC_2,-1,1
2144,PHC_2,-1,1
2145,PHC,1,-1
2146,PHC_2,-1,1
2147,PHC_2,-1,1
2148,PHC_2,-1,1
2149,PHC_2,-1,1
2150,PHC_2,-1,1
2151,PHC_2,-1,1
2152,PHC_2,-1,1
2153,PHC_2,-1,1
2154,PHC_2,-1,1
2155,PHC_2,-1,1
2156,PHC_2,-1,1
2157,PHC_2,-1,1
2158,PHC_2,-1,1
2159,PHC_2,-1,1
2160,PHC_2,-1,1
2161,PHC,1,-1
2162,PHC_2,-1,1
2163,PHC_2,-1,1
2164,PHC_2,-1,1
2165,PHC_2,-1,1
2166,PHC_2,-1,1
2167,PHC_2,-1,1
2168,PHC_2,-1,1
2169,PHC_2,-1,1
2170,PHC_2,-1,1
2171,PHC_2,-1,1
2172,PHC_2,-1,1
2173,PHC_2,-1,1
2174,PHC_2,-1,1
2175,PHC_2,-1,1
2176,PHC,1,-1
2177,PHC_2,-1,1
2178,PHC_2,-1,1
2179,PHC_2,-1,1
2180,PHC_2,-1,1
2181,PHC_2,-1,1
2182,PHC_2,-1,1
2183,PHC_2,-1,1
2184,PHC_2,-1,1
2185,PHC_2,-1,1
2186,PHC_2,-1,1
2187,PHC_2,-1,1
2188,PHC_2,-1,1
2189,PHC_2,-1,1
2190,PHC_2,-1,1
2191,PHC_2,-1,1
2192,PHC_2,-1,1
2193,PHC_2,-1,1
2194,PHC_2,-1,1
2195,PHC_2,-1,1
2196,PHC_2,-1,1
2197,PHC_2,-1,1
2198,PHC_2,-1,1
2199,PHC_2,-1,1
2200,PHC_2,-1,1
