episode,winner,PHC,PHC_2
3201,PHC_2,-1,1
3202,PHC_2,-1,1
3203,PHC_2,-1,1
3204,PHC_2,-1,1
3205,PHC_2,-1,1
3206,PHC_2,-1,1
3207,PHC_2,-1,1
3208,PHC_2,-1,1
3209,PHC_2,-1,1
3210,PHC_2,-1,1
3211,PHC_2,-1,1
3212,PHC_2,-1,1
3213,PHC_2,-1,1
3214,PHC_2,-1,1
3215,PHC_2,-1,1
3216,PHC_2,-1,1
3217,PHC_2,-1,1
3218,PHC_2,-1,1
3219,PHC_2,-1,1
3220,PHC_2,-1,1
3221,PHC_2,-1,1
3222,PHC_2,-1,1
3223,PHC_2,-1,1
3224,PHC_2,-1,1
3225,PHC_2,-1,1
3226,PHC_2,-1,1
3227,PHC_2,-1,1
3228,PHC_2,-1,1
3229,PHC_2,-1,1
3230,PHC_2,-1,1
3231,PHC_2,-1,1
3232,PHC_2,-1,1
3233,PHC_2,-1,1
3234,PHC_2,-1,1
3235,PHC_2,-1,1
3236,PHC_2,-1,1
3237,PHC_2,-1,1
3238,PHC_2,-1,1
3239,PHC_2,-1,1
3240,PHC_2,-1,1
3241,PHC_2,-1,1
3242,PHC_2,-1,1
3243,PHC_2,-1,1
3244,PHC_2,-1,1
3245,PHC_2,-1,1
3246,PHC_2,-1,1
3247,PHC_2,-1,1
3248,PHC_2,-1,1
3249,PHC_2,-1,1
3250,PHC_2,-1,1
3251,PHC_2,-1,1
3252,PHC_2,-1,1
3253,PHC_2,-1,1
3254,PHC_2,-1,1
3255,PHC_2,-1,1
3256,PHC_2,-1,1
3257,PHC_2,-1,1
3258,PHC_2,-1,1
3259,PHC_2,-1,1
3260,PHC_2,-1,1
3261,PHC_2,-1,1
3262,PHC_2,-1,1
3263,PHC_2,-1,1
3264,PHC_2,-1,1
3265,PHC_2,-1,1
3266,PHC_2,-1,1
3267,PHC_2,-1,1
3268,PHC_2,-1,1
3269,PHC_2,-1,1
3270,PHC_2,-1,1
3271,PHC_2,-1,1
3272,PHC_2,-1,1
3273,PHC_2,-1,1
3274,PHC_2,-1,1
3275,PHC_2,-1,1
3276,PHC_2,-1,1
3277,PHC_2,-1,1
3278,PHC_2,-1,1
3279,PHC_2,-1,1
3280,PHC_2,-1,1
3281,PHC_2,-1,1
3282,PHC_2,-1,1
3283,PHC_2,-1,1
3284,PHC_2,-1,1
3285,PHC_2,-1,1
3286,PHC_2,-1,1
3287,PHC_2,-1,1
3288,PHC_2,-1,1
3289,PHC_2,-1,1
3290,PHC_2,-1,1
3291,PHC_2,-1,1
3292,PHC_2,-1,1
3293,PHC_2,-1,1
3294,PHC_2,-1,1
3295,PHC_2,-1,1
3296,PHC_2,-1,1
3297,PHC_2,-1,1
3298,PHC_2,-1,1
3299,PHC_2,-1,1
3300,PHC_2,-1,1
3301,PHC_2,-1,1
3302,PHC_2,-1,1
3303,PHC_2,-1,1
3304,PHC_2,-1,1
3305,PHC_2,-1,1
3306,PHC_2,-1,1
3307,PHC_2,-1,1
3308,PHC_2,-1,1
3309,PHC_2,-1,1
3310,PHC_2,-1,1
3311,PHC_2,-1,1
3312,PHC_2,-1,1
3313,PHC_2,-1,1
3314,PHC_2,-1,1
3315,PHC_2,-1,1
3316,PHC_2,-1,1
3317,PHC_2,-1,1
3318,PHC_2,-1,1
3319,PHC_2,-1,1
3320,PHC_2,-1,1
3321,PHC_2,-1,1
3322,PHC_2,-1,1
3323,PHC_2,-1,1
3324,PHC_2,-1,1
3325,PHC_2,-1,1
3326,PHC_2,-1,1
3327,PHC_2,-1,1
3328,PHC_2,-1,1
3329,PHC_2,-1,1
3330,PHC_2,-1,1
3331,PHC_2,-1,1
3332,PHC_2,-1,1
3333,PHC_2,-1,1
3334,PHC_2,-1,1
3335,PHC_2,-1,1
3336,PHC_2,-1,1
3337,PHC_2,-1,1
3338,PHC_2,-1,1
3339,PHC_2,-1,1
3340,PHC_2,-1,1
3341,PHC_2,-1,1
3342,PHC_2,-1,1
3343,PHC_2,-1,1
3344,PHC_2,-1,1
3345,PHC_2,-1,1
3346,PHC_2,-1,1
3347,PHC_2,-1,1
3348,PHC_2,-1,1
3349,PHC_2,-1,1
3350,PHC_2,-1,1
3351,PHC_2,-1,1
3352,PHC_2,-1,1
3353,PHC_2,-1,1
3354,PHC_2,-1,1
3355,PHC_2,-1,1
3356,PHC_2,-1,1
3357,PHC_2,-1,1
3358,PHC_2,-1,1
3359,PHC_2,-1,1
3360,PHC_2,-1,1
3361,PHC_2,-1,1
3362,PHC_2,-1,1
3363,PHC_2,-1,1
3364,PHC_2,-1,1
3365,PHC_2,-1,1
3366,PHC_2,-1,1
3367,PHC_2,-1,1
3368,PHC_2,-1,1
3369,PHC_2,-1,1
3370,PHC_2,-1,1
3371,PHC_2,-1,1
3372,PHC_2,-1,1
3373,PHC_2,-1,1
3374,PHC_2,-1,1
3375,PHC_2,-1,1
3376,PHC_2,-1,1
3377,PHC_2,-1,1
3378,PHC_2,-1,1
3379,PHC_2,-1,1
3380,PHC_2,-1,1
3381,PHC_2,-1,1
3382,PHC_2,-1,1
3383,PHC_2,-1,1
3384,PHC_2,-1,1
3385,PHC_2,-1,1
3386,PHC_2,-1,1
3387,PHC_2,-1,1
3388,PHC_2,-1,1
3389,PHC_2,-1,1
3390,PHC_2,-1,1
3391,PHC_2,-1,1
3392,PHC_2,-1,1
3393,PHC_2,-1,1
3394,PHC_2,-1,1
3395,PHC_2,-1,1
3396,PHC_2,-1,1
3397,PHC_2,-1,1
3398,PHC_2,-1,1
3399,PHC_2,-1,1
3400,PHC_2,-1,1
3401,PHC_2,-1,1
3402,PHC_2,-1,1
3403,PHC_2,-1,1
3404,PHC_2,-1,1
3405,PHC_2,-1,1
3406,PHC_2,-1,1
3407,PHC_2,-1,1
3408,PHC_2,-1,1
3409,PHC_2,-1,1
3410,PHC_2,-1,1
3411,PHC_2,-1,1
3412,PHC_2,-1,1
3413,PHC_2,-1,1
3414,PHC_2,-1,1
3415,PHC_2,-1,1
3416,PHC_2,-1,1
3417,PHC_2,-1,1
3418,PHC_2,-1,1
3419,PHC_2,-1,1
3420,PHC_2,-1,1
3421,PHC_2,-1,1
3422,PHC_2,-1,1
3423,PHC_2,-1,1
3424,PHC_2,-1,1
3425,PHC_2,-1,1
3426,PHC_2,-1,1
3427,PHC_2,-1,1
3428,PHC_2,-1,1
3429,PHC_2,-1,1
3430,PHC_2,-1,1
3431,PHC_2,-1,1
3432,PHC_2,-1,1
3433,PHC_2,-1,1
3434,PHC_2,-1,1
3435,PHC_2,-1,1
3436,PHC_2,-1,1
3437,PHC_2,-1,1
3438,PHC_2,-1,1
3439,PHC_2,-1,1
3440,PHC_2,-1,1
3441,PHC_2,-1,1
3442,PHC_2,-1,1
3443,PHC_2,-1,1
3444,PHC_2,-1,1
3445,PHC_2,-1,1
3446,PHC_2,-1,1
3447,PHC_2,-1,1
3448,PHC_2,-1,1
3449,PHC_2,-1,1
3450,PHC_2,-1,1
3451,PHC_2,-1,1
3452,PHC_2,-1,1
3453,PHC_2,-1,1
3454,PHC_2,-1,1
3455,PHC_2,-1,1
3456,PHC_2,-1,1
3457,PHC_2,-1,1
3458,PHC_2,-1,1
3459,PHC_2,-1,1
3460,PHC_2,-1,1
3461,PHC_2,-1,1
3462,PHC_2,-1,1
3463,PHC_2,-1,1
3464,PHC_2,-1,1
3465,PHC_2,-1,1
3466,PHC_2,-1,1
3467,PHC_2,-1,1
3468,PHC_2,-1,1
3469,PHC_2,-1,1
3470,PHC_2,-1,1
3471,PHC_2,-1,1
3472,PHC_2,-1,1
3473,PHC_2,-1,1
3474,PHC_2,-1,1
3475,PHC_2,-1,1
3476,PHC_2,-1,1
3477,PHC_2,-1,1
3478,PHC_2,-1,1
3479,PHC_2,-1,1
3480,PHC_2,-1,1
3481,PHC_2,-1,1
3482,PHC_2,-1,1
3483,PHC_2,-1,1
3484,PHC_2,-1,1
3485,PHC_2,-1,1
3486,PHC_2,-1,1
3487,PHC_2,-1,1
3488,PHC_2,-1,1
3489,PHC_2,-1,1
3490,PHC_2,-1,1
3491,PHC_2,-1,1
3492,PHC_2,-1,1
3493,PHC_2,-1,1
3494,PHC_2,-1,1
3495,PHC_2,-1,1
3496,PHC_2,-1,1
3497,PHC_2,-1,1
3498,PHC_2,-1,1
3499,PHC_2,-1,1
3500,PHC_2,-1,1
3501,PHC_2,-1,1
3502,PHC_2,-1,1
3503,PHC_2,-1,1
3504,PHC_2,-1,1
3505,PHC_2,-1,1
3506,PHC_2,-1,1
3507,PHC_2,-1,1
3508,PHC_2,-1,1
3509,PHC_2,-1,1
3510,PHC_2,-1,1
3511,PHC_2,-1,1
3512,PHC_2,-1,1
3513,PHC_2,-1,1
3514,PHC_2,-1,1
3515,PHC_2,-1,1
3516,PHC_2,-1,1
3517,PHC_2,-1,1
3518,PHC_2,-1,1
3519,PHC_2,-1,1
3520,PHC_2,-1,1
3521,PHC_2,-1,1
3522,PHC_2,-1,1
3523,PHC_2,-1,1
3524,PHC_2,-1,1
3525,PHC_2,-1,1
3526,PHC_2,-1,1
3527,PHC_2,-1,1
3528,PHC_2,-1,1
3529,PHC_2,-1,1
3530,PHC_2,-1,1
3531,PHC_2,-1,1
3532,PHC_2,-1,1
3533,PHC_2,-1,1
3534,PHC_2,-1,1
3535,PHC_2,-1,1
3536,PHC_2,-1,1
3537,PHC_2,-1,1
3538,PHC_2,-1,1
3539,PHC_2,-1,1
3540,PHC_2,-1,1
3541,PHC_2,-1,1
3542,PHC_2,-1,1
3543,PHC_2,-1,1
3544,PHC_2,-1,1
3545,PHC_2,-1,1
3546,PHC_2,-1,1
3547,PHC_2,-1,1
3548,PHC_2,-1,1
3549,PHC_2,-1,1
3550,PHC_2,-1,1
3551,PHC_2,-1,1
3552,PHC_2,-1,1
3553,PHC_2,-1,1
3554,PHC_2,-1,1
3555,PHC_2,-1,1
3556,PHC_2,-1,1
3557,PHC_2,-1,1
3558,PHC_2,-1,1
3559,PHC_2,-1,1
3560,PHC_2,-1,1
3561,PHC_2,-1,1
3562,PHC_2,-1,1
3563,PHC_2,-1,1
3564,PHC_2,-1,1
3565,PHC_2,-1,1
3566,PHC_2,-1,1
3567,PHC_2,-1,1
3568,PHC_2,-1,1
3569,PHC_2,-1,1
3570,PHC_2,-1,1
3571,PHC_2,-1,1
3572,PHC_2,-1,1
3573,PHC_2,-1,1
3574,PHC_2,-1,1
3575,PHC_2,-1,1
3576,PHC_2,-1,1
3577,PHC_2,-1,1
3578,PHC_2,-1,1
3579,PHC_2,-1,1
3580,PHC_2,-1,1
3581,PHC_2,-1,1
3582,PHC_2,-1,1
3583,PHC_2,-1,1
3584,PHC_2,-1,1
3585,PHC_2,-1,1
3586,PHC_2,-1,1
3587,PHC_2,-1,1
3588,PHC_2,-1,1
3589,PHC_2,-1,1
3590,PHC_2,-1,1
3591,PHC_2,-1,1
3592,PHC_2,-1,1
3593,PHC_2,-1,1
3594,PHC_2,-1,1
3595,PHC_2,-1,1
3596,PHC_2,-1,1
3597,PHC_2,-1,1
3598,PHC_2,-1,1
3599,PHC_2,-1,1
3600,PHC_2,-1,1
3601,PHC_2,-1,1
3602,PHC_2,-1,1
3603,PHC_2,-1,1
3604,PHC_2,-1,1
3605,PHC_2,-1,1
3606,PHC_2,-1,1
3607,PHC_2,-1,1
3608,PHC_2,-1,1
3609,PHC_2,-1,1
3610,PHC_2,-1,1
3611,PHC_2,-1,1
3612,PHC_2,-1,1
3613,PHC_2,-1,1
3614,PHC_2,-1,1
3615,PHC_2,-1,1
3616,PHC_2,-1,1
3617,PHC_2,-1,1
3618,PHC_2,-1,1
3619,PHC_2,-1,1
3620,PHC_2,-1,1
3621,PHC_2,-1,1
3622,PHC_2,-1,1
3623,PHC_2,-1,1
3624,PHC_2,-1,1
3625,PHC_2,-1,1
3626,PHC_2,-1,1
3627,PHC_2,-1,1
3628,PHC_2,-1,1
3629,PHC_2,-1,1
3630,PHC_2,-1,1
3631,PHC_2,-1,1
3632,PHC_2,-1,1
3633,PHC_2,-1,1
3634,PHC_2,-1,1
3635,PHC_2,-1,1
3636,PHC_2,-1,1
3637,PHC_2,-1,1
3638,PHC_2,-1,1
3639,PHC_2,-1,1
3640,PHC_2,-1,1
3641,PHC_2,-1,1
3642,PHC_2,-1,1
3643,PHC_2,-1,1
3644,PHC_2,-1,1
3645,PHC_2,-1,1
3646,PHC_2,-1,1
3647,PHC_2,-1,1
3648,PHC_2,-1,1
3649,PHC_2,-1,1
3650,PHC_2,-1,1
3651,PHC_2,-1,1
3652,PHC_2,-1,1
3653,PHC_2,-1,1
3654,PHC_2,-1,1
3655,PHC_2,-1,1
3656,PHC_2,-1,1
3657,PHC_2,-1,1
3658,PHC_2,-1,1
3659,PHC_2,-1,1
3660,PHC_2,-1,1
3661,PHC_2,-1,1
3662,PHC_2,-1,1
3663,PHC_2,-1,1
3664,PHC_2,-1,1
3665,PHC_2,-1,1
3666,PHC_2,-1,1
3667,PHC_2,-1,1
3668,PHC_2,-1,1
3669,PHC_2,-1,1
3670,PHC_2,-1,1
3671,PHC_2,-1,1
3672,PHC_2,-1,1
3673,PHC_2,-1,1
3674,PHC_2,-1,1
3675,PHC_2,-1,1
3676,PHC_2,-1,1
3677,PHC_2,-1,1
3678,PHC_2,-1,1
3679,PHC_2,-1,1
3680,PHC_2,-1,1
3681,PHC_2,-1,1
3682,PHC_2,-1,1
3683,PHC_2,-1,1
3684,PHC_2,-1,1
3685,PHC_2,-1,1
3686,PHC_2,-1,1
3687,PHC_2,-1,1
3688,PHC_2,-1,1
3689,PHC_2,-1,1
3690,PHC_2,-1,1
3691,PHC_2,-1,1
3692,PHC_2,-1,1
3693,PHC_2,-1,1
3694,PHC_2,-1,1
3695,PHC_2,-1,1
3696,PHC_2,-1,1
3697,PHC_2,-1,1
3698,PHC_2,-1,1
3699,PHC_2,-1,1
3700,PHC_2,-1,1
3701,PHC_2,-1,1
3702,PHC_2,-1,1
3703,PHC_2,-1,1
3704,PHC_2,-1,1
3705,PHC_2,-1,1
3706,PHC_2,-1,1
3707,PHC_2,-1,1
3708,PHC_2,-1,1
3709,PHC_2,-1,1
3710,PHC_2,-1,1
3711,PHC_2,-1,1
3712,PHC_2,-1,1
3713,PHC_2,-1,1
3714,PHC_2,-1,1
3715,PHC_2,-1,1
3716,PHC_2,-1,1
3717,PHC_2,-1,1
3718,PHC_2,-1,1
3719,PHC_2,-1,1
3720,PHC_2,-1,1
3721,PHC_2,-1,1
3722,PHC_2,-1,1
3723,PHC_2,-1,1
3724,PHC_2,-1,1
3725,PHC_2,-1,1
3726,PHC_2,-1,1
3727,PHC_2,-1,1
3728,PHC_2,-1,1
3729,PHC_2,-1,1
3730,PHC_2,-1,1
3731,PHC_2,-1,1
3732,PHC_2,-1,1
3733,PHC_2,-1,1
3734,PHC_2,-1,1
3735,PHC_2,-1,1
3736,PHC_2,-1,1
3737,PHC_2,-1,1
3738,PHC_2,-1,1
3739,PHC_2,-1,1
3740,PHC_2,-1,1
3741,PHC_2,-1,1
3742,PHC_2,-1,1
3743,PHC_2,-1,1
3744,PHC_2,-1,1
3745,PHC_2,-1,1
3746,PHC_2,-1,1
3747,PHC_2,-1,1
3748,PHC_2,-1,1
3749,PHC_2,-1,1
3750,PHC_2,-1,1
3751,PHC_2,-1,1
3752,PHC_2,-1,1
3753,PHC_2,-1,1
3754,PHC_2,-1,1
3755,PHC_2,-1,1
3756,PHC_2,-1,1
3757,PHC_2,-1,1
3758,PHC_2,-1,1
3759,PHC_2,-1,1
3760,PHC_2,-1,1
3761,PHC_2,-1,1
3762,PHC_2,-1,1
3763,PHC_2,-1,1
3764,PHC_2,-1,1
3765,PHC_2,-1,1
3766,PHC_2,-1,1
3767,PHC_2,-1,1
3768,PHC_2,-1,1
3769,PHC_2,-1,1
3770,PHC_2,-1,1
3771,PHC_2,-1,1
3772,PHC_2,-1,1
3773,PHC_2,-1,1
3774,PHC_2,-1,1
3775,PHC_2,-1,1
3776,PHC_2,-1,1
3777,PHC_2,-1,1
3778,PHC_2,-1,1
3779,PHC_2,-1,1
3780,PHC_2,-1,1
3781,PHC_2,-1,1
3782,PHC_2,-1,1
3783,PHC_2,-1,1
3784,PHC_2,-1,1
3785,PHC_2,-1,1
3786,PHC_2,-1,1
3787,PHC_2,-1,1
3788,PHC_2,-1,1
3789,PHC_2,-1,1
3790,PHC_2,-1,1
3791,PHC_2,-1,1
3792,PHC_2,-1,1
3793,PHC_2,-1,1
3794,PHC_2,-1,1
3795,PHC_2,-1,1
3796,PHC_2,-1,1
3797,PHC_2,-1,1
3798,PHC_2,-1,1
3799,PHC_2,-1,1
3800,PHC_2,-1,1
3801,PHC_2,-1,1
3802,PHC_2,-1,1
3803,PHC_2,-1,1
3804,PHC_2,-1,1
3805,PHC_2,-1,1
3806,PHC_2,-1,1
3807,PHC_2,-1,1
3808,PHC_2,-1,1
3809,PHC_2,-1,1
3810,PHC_2,-1,1
3811,PHC_2,-1,1
3812,PHC_2,-1,1
3813,PHC_2,-1,1
3814,PHC_2,-1,1
3815,PHC_2,-1,1
3816,PHC_2,-1,1
3817,PHC_2,-1,1
3818,PHC_2,-1,1
3819,PHC_2,-1,1
3820,PHC_2,-1,1
3821,PHC_2,-1,1
3822,PHC_2,-1,1
3823,PHC_2,-1,1
3824,PHC_2,-1,1
3825,PHC_2,-1,1
3826,PHC_2,-1,1
3827,PHC_2,-1,1
3828,PHC_2,-1,1
3829,PHC_2,-1,1
3830,PHC_2,-1,1
3831,PHC_2,-1,1
3832,PHC_2,-1,1
3833,PHC_2,-1,1
3834,PHC_2,-1,1
3835,PHC_2,-1,1
3836,PHC_2,-1,1
3837,PHC_2,-1,1
3838,PHC_2,-1,1
3839,PHC_2,-1,1
3840,PHC_2,-1,1
3841,PHC_2,-1,1
3842,PHC_2,-1,1
3843,PHC_2,-1,1
3844,PHC_2,-1,1
3845,PHC_2,-1,1
3846,PHC_2,-1,1
3847,PHC_2,-1,1
3848,PHC_2,-1,1
3849,PHC_2,-1,1
3850,PHC_2,-1,1
3851,PHC_2,-1,1
3852,PHC_2,-1,1
3853,PHC_2,-1,1
3854,PHC_2,-1,1
3855,PHC_2,-1,1
3856,PHC_2,-1,1
3857,PHC_2,-1,1
3858,PHC_2,-1,1
3859,PHC_2,-1,1
3860,PHC_2,-1,1
3861,PHC_2,-1,1
3862,PHC_2,-1,1
3863,PHC_2,-1,1
3864,PHC_2,-1,1
3865,PHC_2,-1,1
3866,PHC_2,-1,1
3867,PHC_2,-1,1
3868,PHC_2,-1,1
3869,PHC_2,-1,1
3870,PHC_2,-1,1
3871,PHC_2,-1,1
3872,PHC_2,-1,1
3873,PHC_2,-1,1
3874,PHC_2,-1,1
3875,PHC_2,-1,1
3876,PHC_2,-1,1
3877,PHC_2,-1,1
3878,PHC_2,-1,1
3879,PHC_2,-1,1
3880,PHC_2,-1,1
3881,PHC_2,-1,1
3882,PHC_2,-1,1
3883,PHC_2,-1,1
3884,PHC_2,-1,1
3885,PHC_2,-1,1
3886,PHC_2,-1,1
3887,PHC_2,-1,1
3888,PHC_2,-1,1
3889,PHC_2,-1,1
3890,PHC_2,-1,1
3891,PHC_2,-1,1
3892,PHC_2,-1,1
3893,PHC_2,-1,1
3894,PHC_2,-1,1
3895,PHC_2,-1,1
3896,PHC_2,-1,1
3897,PHC_2,-1,1
3898,PHC_2,-1,1
3899,PHC_2,-1,1
3900,PHC_2,-1,1
3901,PHC_2,-1,1
3902,PHC_2,-1,1
3903,PHC_2,-1,1
3904,PHC_2,-1,1
3905,PHC_2,-1,1
3906,PHC_2,-1,1
3907,PHC_2,-1,1
3908,PHC_2,-1,1
3909,PHC_2,-1,1
3910,PHC_2,-1,1
3911,PHC_2,-1,1
3912,PHC_2,-1,1
3913,PHC_2,-1,1
3914,PHC_2,-1,1
3915,PHC_2,-1,1
3916,PHC_2,-1,1
3917,PHC_2,-1,1
3918,PHC_2,-1,1
3919,PHC_2,-1,1
3920,PHC_2,-1,1
3921,PHC_2,-1,1
3922,PHC_2,-1,1
3923,PHC_2,-1,1
3924,PHC_2,-1,1
3925,PHC_2,-1,1
3926,PHC_2,-1,1
3927,PHC_2,-1,1
3928,PHC_2,-1,1
3929,PHC_2,-1,1
3930,PHC_2,-1,1
3931,PHC_2,-1,1
3932,PHC_2,-1,1
3933,PHC_2,-1,1
3934,PHC_2,-1,1
3935,PHC_2,-1,1
3936,PHC_2,-1,1
3937,PHC_2,-1,1
3938,PHC_2,-1,1
3939,PHC_2,-1,1
3940,PHC_2,-1,1
3941,PHC_2,-1,1
3942,PHC_2,-1,1
3943,PHC_2,-1,1
3944,PHC_2,-1,1
3945,PHC_2,-1,1
3946,PHC_2,-1,1
3947,PHC_2,-1,1
3948,PHC_2,-1,1
3949,PHC_2,-1,1
3950,PHC_2,-1,1
3951,PHC_2,-1,1
3952,PHC_2,-1,1
3953,PHC_2,-1,1
3954,PHC_2,-1,1
3955,PHC_2,-1,1
3956,PHC_2,-1,1
3957,PHC_2,-1,1
3958,PHC_2,-1,1
3959,PHC_2,-1,1
3960,PHC_2,-1,1
3961,PHC_2,-1,1
3962,PHC_2,-1,1
3963,PHC_2,-1,1
3964,PHC_2,-1,1
3965,PHC_2,-1,1
3966,PHC_2,-1,1
3967,PHC_2,-1,1
3968,PHC_2,-1,1
3969,PHC_2,-1,1
3970,PHC_2,-1,1
3971,PHC_2,-1,1
3972,PHC_2,-1,1
3973,PHC_2,-1,1
3974,PHC_2,-1,1
3975,PHC_2,-1,1
3976,PHC_2,-1,1
3977,PHC_2,-1,1
3978,PHC_2,-1,1
3979,PHC_2,-1,1
3980,PHC_2,-1,1
3981,PHC_2,-1,1
3982,PHC_2,-1,1
3983,PHC_2,-1,1
3984,PHC_2,-1,1
3985,PHC_2,-1,1
3986,PHC_2,-1,1
3987,PHC_2,-1,1
3988,PHC_2,-1,1
3989,PHC_2,-1,1
3990,PHC_2,-1,1
3991,PHC_2,-1,1
3992,PHC_2,-1,1
3993,PHC_2,-1,1
3994,PHC_2,-1,1
3995,PHC_2,-1,1
3996,PHC_2,-1,1
3997,PHC_2,-1,1
3998,PHC_2,-1,1
3999,PHC_2,-1,1
4000,PHC_2,-1,1
4001,PHC_2,-1,1
4002,PHC_2,-1,1
4003,PHC_2,-1,1
4004,PHC_2,-1,1
4005,PHC_2,-1,1
4006,PHC_2,-1,1
4007,PHC_2,-1,1
4008,PHC_2,-1,1
4009,PHC_2,-1,1
4010,PHC_2,-1,1
4011,PHC_2,-1,1
4012,PHC_2,-1,1
4013,PHC_2,-1,1
4014,PHC_2,-1,1
4015,PHC_2,-1,1
4016,PHC_2,-1,1
4017,PHC_2,-1,1
4018,PHC_2,-1,1
4019,PHC_2,-1,1
4020,PHC_2,-1,1
4021,PHC_2,-1,1
4022,PHC_2,-1,1
4023,PHC_2,-1,1
4024,PHC_2,-1,1
4025,PHC_2,-1,1
4026,PHC_2,-1,1
4027,PHC_2,-1,1
4028,PHC_2,-1,1
4029,PHC_2,-1,1
4030,PHC_2,-1,1
4031,PHC_2,-1,1
4032,PHC_2,-1,1
4033,PHC_2,-1,1
4034,PHC_2,-1,1
4035,PHC_2,-1,1
4036,PHC_2,-1,1
4037,PHC_2,-1,1
4038,PHC_2,-1,1
4039,PHC_2,-1,1
4040,PHC_2,-1,1
4041,PHC_2,-1,1
4042,PHC_2,-1,1
4043,PHC_2,-1,1
4044,PHC_2,-1,1
4045,PHC_2,-1,1
4046,PHC_2,-1,1
4047,PHC_2,-1,1
4048,PHC_2,-1,1
4049,PHC_2,-1,1
4050,PHC_2,-1,1
4051,PHC_2,-1,1
4052,PHC_2,-1,1
4053,PHC_2,-1,1
4054,PHC_2,-1,1
4055,PHC_2,-1,1
4056,PHC_2,-1,1
4057,PHC_2,-1,1
4058,PHC_2,-1,1
4059,PHC_2,-1,1
4060,PHC_2,-1,1
4061,PHC_2,-1,1
4062,PHC_2,-1,1
4063,PHC_2,-1,1
4064,PHC_2,-1,1
4065,PHC_2,-1,1
4066,PHC_2,-1,1
4067,PHC_2,-1,1
4068,PHC_2,-1,1
4069,PHC_2,-1,1
4070,PHC_2,-1,1
4071,PHC_2,-1,1
4072,PHC_2,-1,1
4073,PHC_2,-1,1
4074,PHC_2,-1,1
4075,PHC_2,-1,1
4076,PHC_2,-1,1
4077,PHC_2,-1,1
4078,PHC_2,-1,1
4079,PHC_2,-1,1
4080,PHC_2,-1,1
4081,PHC_2,-1,1
4082,PHC_2,-1,1
4083,PHC_2,-1,1
4084,PHC_2,-1,1
4085,PHC_2,-1,1
4086,PHC_2,-1,1
4087,PHC_2,-1,1
4088,PHC_2,-1,1
4089,PHC_2,-1,1
4090,PHC_2,-1,1
4091,PHC_2,-1,1
4092,PHC_2,-1,1
4093,PHC_2,-1,1
4094,PHC_2,-1,1
4095,PHC_2,-1,1
4096,PHC_2,-1,1
4097,PHC_2,-1,1
4098,PHC_2,-1,1
4099,PHC_2,-1,1
4100,PHC_2,-1,1
4101,PHC_2,-1,1
4102,PHC_2,-1,1
4103,PHC_2,-1,1
4104,PHC_2,-1,1
4105,PHC_2,-1,1
4106,PHC_2,-1,1
4107,PHC_2,-1,1
4108,PHC_2,-1,1
4109,PHC_2,-1,1
4110,PHC_2,-1,1
4111,PHC_2,-1,1
4112,PHC_2,-1,1
4113,PHC_2,-1,1
4114,PHC_2,-1,1
4115,PHC_2,-1,1
4116,PHC_2,-1,1
4117,PHC_2,-1,1
4118,PHC_2,-1,1
4119,PHC_2,-1,1
4120,PHC_2,-1,1
4121,PHC_2,-1,1
4122,PHC_2,-1,1
4123,PHC_2,-1,1
4124,PHC_2,-1,1
4125,PHC_2,-1,1
4126,PHC_2,-1,1
4127,PHC_2,-1,1
4128,PHC_2,-1,1
4129,PHC_2,-1,1
4130,PHC_2,-1,1
4131,PHC_2,-1,1
4132,PHC_2,-1,1
4133,PHC_2,-1,1
4134,PHC_2,-1,1
4135,PHC_2,-1,1
4136,PHC_2,-1,1
4137,PHC_2,-1,1
4138,PHC_2,-1,1
4139,PHC_2,-1,1
4140,PHC_2,-1,1
4141,PHC_2,-1,1
4142,PHC_2,-1,1
4143,PHC_2,-1,1
4144,PHC_2,-1,1
4145,PHC_2,-1,1
4146,PHC_2,-1,1
4147,PHC_2,-1,1
4148,PHC_2,-1,1
4149,PHC_2,-1,1
4150,PHC_2,-1,1
4151,PHC_2,-1,1
4152,PHC_2,-1,1
4153,PHC_2,-1,1
4154,PHC_2,-1,1
4155,PHC_2,-1,1
4156,PHC_2,-1,1
4157,PHC_2,-1,1
4158,PHC_2,-1,1
4159,PHC_2,-1,1
4160,PHC_2,-1,1
4161,PHC_2,-1,1
4162,PHC_2,-1,1
4163,PHC_2,-1,1
4164,PHC_2,-1,1
4165,PHC_2,-1,1
4166,PHC_2,-1,1
4167,PHC_2,-1,1
4168,PHC_2,-1,1
4169,PHC_2,-1,1
4170,PHC_2,-1,1
4171,PHC_2,-1,1
4172,PHC_2,-1,1
4173,PHC_2,-1,1
4174,PHC_2,-1,1
4175,PHC_2,-1,1
4176,PHC_2,-1,1
4177,PHC_2,-1,1
4178,PHC_2,-1,1
4179,PHC_2,-1,1
4180,PHC_2,-1,1
4181,PHC_2,-1,1
4182,PHC_2,-1,1
4183,PHC_2,-1,1
4184,PHC_2,-1,1
4185,PHC_2,-1,1
4186,PHC_2,-1,1
4187,PHC_2,-1,1
4188,PHC_2,-1,1
4189,PHC_2,-1,1
4190,PHC_2,-1,1
4191,PHC_2,-1,1
4192,PHC_2,-1,1
4193,PHC_2,-1,1
4194,PHC_2,-1,1
4195,PHC_2,-1,1
4196,PHC_2,-1,1
4197,PHC_2,-1,1
4198,PHC_2,-1,1
