episode,winner,MinimaxQ,Random
3731,draw,0,0
3732,draw,0,0
3733,draw,0,0
3734,draw,0,0
3735,draw,0,0
3736,draw,0,0
3737,draw,0,0
3738,draw,0,0
3739,MinimaxQ,1,-1
3740,MinimaxQ,1,-1
3741,Random,-1,1
3742,draw,0,0
3743,draw,0,0
3744,draw,0,0
3745,draw,0,0
3746,draw,0,0
3747,draw,0,0
3748,draw,0,0
3749,draw,0,0
3750,MinimaxQ,1,-1
3751,Random,-1,1
3752,draw,0,0
3753,draw,0,0
3754,Random,-1,1
3755,MinimaxQ,1,-1
3756,Random,-1,1
3757,draw,0,0
3758,Random,-1,1
3759,MinimaxQ,1,-1
3760,MinimaxQ,1,-1
3761,Random,-1,1
3762,Random,-1,1
3763,draw,0,0
3764,Random,-1,1
3765,draw,0,0
3766,MinimaxQ,1,-1
3767,MinimaxQ,1,-1
3768,draw,0,0
3769,draw,0,0
3770,draw,0,0
3771,draw,0,0
3772,draw,0,0
3773,Random,-1,1
3774,draw,0,0
3775,MinimaxQ,1,-1
3776,MinimaxQ,1,-1
3777,draw,0,0
3778,draw,0,0
3779,MinimaxQ,1,-1
3780,Random,-1,1
3781,Random,-1,1
3782,Random,-1,1
3783,Random,-1,1
3784,draw,0,0
3785,MinimaxQ,1,-1
3786,draw,0,0
3787,draw,0,0
3788,MinimaxQ,1,-1
3789,draw,0,0
3790,draw,0,0
3791,draw,0,0
3792,draw,0,0
3793,Random,-1,1
3794,Random,-1,1
3795,MinimaxQ,1,-1
3796,Random,-1,1
3797,draw,0,0
3798,MinimaxQ,1,-1
3799,MinimaxQ,1,-1
3800,Random,-1,1
3801,draw,0,0
3802,draw,0,0
3803,Random,-1,1
3804,MinimaxQ,1,-1
3805,draw,0,0
3806,Random,-1,1
3807,MinimaxQ,1,-1
3808,draw,0,0
3809,draw,0,0
3810,draw,0,0
3811,draw,0,0
3812,MinimaxQ,1,-1
3813,draw,0,0
3814,draw,0,0
3815,Random,-1,1
3816,draw,0,0
3817,MinimaxQ,1,-1
3818,MinimaxQ,1,-1
3819,Random,-1,1
3820,draw,0,0
3821,MinimaxQ,1,-1
3822,Random,-1,1
3823,MinimaxQ,1,-1
3824,draw,0,0
3825,draw,0,0
3826,draw,0,0
3827,draw,0,0
3828,MinimaxQ,1,-1
3829,MinimaxQ,1,-1
3830,MinimaxQ,1,-1
3831,draw,0,0
3832,MinimaxQ,1,-1
3833,draw,0,0
3834,MinimaxQ,1,-1
3835,MinimaxQ,1,-1
3836,draw,0,0
3837,MinimaxQ,1,-1
3838,draw,0,0
3839,Random,-1,1
3840,MinimaxQ,1,-1
3841,draw,0,0
3842,MinimaxQ,1,-1
3843,Random,-1,1
3844,MinimaxQ,1,-1
3845,MinimaxQ,1,-1
3846,MinimaxQ,1,-1
3847,Random,-1,1
3848,draw,0,0
3849,draw,0,0
3850,MinimaxQ,1,-1
3851,draw,0,0
3852,MinimaxQ,1,-1
3853,draw,0,0
3854,draw,0,0
3855,draw,0,0
3856,MinimaxQ,1,-1
3857,Random,-1,1
3858,draw,0,0
3859,draw,0,0
3860,MinimaxQ,1,-1
3861,MinimaxQ,1,-1
3862,draw,0,0
3863,draw,0,0
3864,draw,0,0
3865,MinimaxQ,1,-1
3866,Random,-1,1
3867,Random,-1,1
3868,draw,0,0
3869,draw,0,0
3870,Random,-1,1
3871,MinimaxQ,1,-1
3872,draw,0,0
3873,draw,0,0
3874,MinimaxQ,1,-1
3875,MinimaxQ,1,-1
3876,MinimaxQ,1,-1
3877,MinimaxQ,1,-1
3878,draw,0,0
3879,Random,-1,1
3880,Random,-1,1
3881,draw,0,0
3882,MinimaxQ,1,-1
3883,draw,0,0
3884,draw,0,0
3885,draw,0,0
3886,draw,0,0
3887,MinimaxQ,1,-1
3888,Random,-1,1
3889,draw,0,0
3890,draw,0,0
3891,draw,0,0
3892,draw,0,0
3893,Random,-1,1
3894,draw,0,0
3895,draw,0,0
3896,MinimaxQ,1,-1
3897,draw,0,0
3898,draw,0,0
3899,Random,-1,1
3900,Random,-1,1
3901,draw,0,0
3902,draw,0,0
3903,draw,0,0
3904,draw,0,0
3905,Random,-1,1
3906,draw,0,0
3907,MinimaxQ,1,-1
3908,draw,0,0
3909,draw,0,0
3910,MinimaxQ,1,-1
3911,Random,-1,1
3912,draw,0,0
3913,draw,0,0
3914,draw,0,0
3915,Random,-1,1
3916,draw,0,0
3917,MinimaxQ,1,-1
3918,Random,-1,1
3919,Random,-1,1
3920,draw,0,0
3921,draw,0,0
3922,MinimaxQ,1,-1
3923,draw,0,0
3924,Random,-1,1
3925,MinimaxQ,1,-1
3926,draw,0,0
3927,draw,0,0
3928,draw,0,0
3929,draw,0,0
3930,MinimaxQ,1,-1
3931,MinimaxQ,1,-1
3932,MinimaxQ,1,-1
3933,MinimaxQ,1,-1
3934,draw,0,0
3935,MinimaxQ,1,-1
3936,draw,0,0
3937,draw,0,0
3938,draw,0,0
3939,draw,0,0
3940,draw,0,0
3941,draw,0,0
3942,draw,0,0
3943,Random,-1,1
3944,MinimaxQ,1,-1
3945,draw,0,0
3946,MinimaxQ,1,-1
3947,draw,0,0
3948,MinimaxQ,1,-1
3949,MinimaxQ,1,-1
3950,MinimaxQ,1,-1
3951,draw,0,0
3952,draw,0,0
3953,draw,0,0
3954,Random,-1,1
3955,draw,0,0
3956,Random,-1,1
3957,MinimaxQ,1,-1
3958,MinimaxQ,1,-1
3959,MinimaxQ,1,-1
3960,draw,0,0
3961,draw,0,0
3962,draw,0,0
3963,Random,-1,1
3964,Random,-1,1
3965,draw,0,0
3966,draw,0,0
3967,MinimaxQ,1,-1
3968,draw,0,0
3969,draw,0,0
3970,draw,0,0
3971,draw,0,0
3972,draw,0,0
3973,draw,0,0
3974,MinimaxQ,1,-1
3975,Random,-1,1
3976,draw,0,0
3977,MinimaxQ,1,-1
3978,draw,0,0
3979,MinimaxQ,1,-1
3980,MinimaxQ,1,-1
3981,draw,0,0
3982,MinimaxQ,1,-1
3983,draw,0,0
3984,MinimaxQ,1,-1
3985,draw,0,0
3986,draw,0,0
3987,draw,0,0
3988,Random,-1,1
3989,draw,0,0
3990,draw,0,0
3991,draw,0,0
3992,draw,0,0
3993,Random,-1,1
3994,draw,0,0
3995,draw,0,0
3996,draw,0,0
3997,Random,-1,1
3998,MinimaxQ,1,-1
3999,draw,0,0
4000,Random,-1,1
4001,MinimaxQ,1,-1
4002,draw,0,0
4003,Random,-1,1
4004,MinimaxQ,1,-1
4005,MinimaxQ,1,-1
4006,draw,0,0
4007,draw,0,0
4008,draw,0,0
4009,draw,0,0
4010,Random,-1,1
4011,MinimaxQ,1,-1
4012,draw,0,0
4013,MinimaxQ,1,-1
4014,MinimaxQ,1,-1
4015,MinimaxQ,1,-1
4016,MinimaxQ,1,-1
4017,MinimaxQ,1,-1
4018,draw,0,0
4019,draw,0,0
4020,draw,0,0
4021,draw,0,0
4022,draw,0,0
4023,Random,-1,1
4024,Random,-1,1
4025,MinimaxQ,1,-1
4026,MinimaxQ,1,-1
4027,MinimaxQ,1,-1
4028,MinimaxQ,1,-1
4029,draw,0,0
4030,draw,0,0
4031,Random,-1,1
4032,MinimaxQ,1,-1
4033,draw,0,0
4034,draw,0,0
4035,draw,0,0
4036,MinimaxQ,1,-1
4037,draw,0,0
4038,MinimaxQ,1,-1
4039,draw,0,0
4040,MinimaxQ,1,-1
4041,MinimaxQ,1,-1
4042,draw,0,0
4043,draw,0,0
4044,Random,-1,1
4045,draw,0,0
4046,Random,-1,1
4047,MinimaxQ,1,-1
4048,MinimaxQ,1,-1
4049,MinimaxQ,1,-1
4050,draw,0,0
4051,draw,0,0
4052,MinimaxQ,1,-1
4053,MinimaxQ,1,-1
4054,MinimaxQ,1,-1
4055,MinimaxQ,1,-1
4056,draw,0,0
4057,draw,0,0
4058,draw,0,0
4059,draw,0,0
4060,draw,0,0
4061,Random,-1,1
4062,draw,0,0
4063,MinimaxQ,1,-1
4064,draw,0,0
4065,MinimaxQ,1,-1
4066,MinimaxQ,1,-1
4067,draw,0,0
4068,draw,0,0
4069,draw,0,0
4070,Random,-1,1
4071,draw,0,0
4072,Random,-1,1
4073,MinimaxQ,1,-1
4074,Random,-1,1
4075,draw,0,0
4076,draw,0,0
4077,Random,-1,1
4078,Random,-1,1
4079,MinimaxQ,1,-1
4080,draw,0,0
4081,draw,0,0
4082,draw,0,0
4083,draw,0,0
4084,draw,0,0
4085,MinimaxQ,1,-1
4086,Random,-1,1
4087,Random,-1,1
4088,draw,0,0
4089,draw,0,0
4090,draw,0,0
4091,draw,0,0
4092,Random,-1,1
4093,draw,0,0
4094,draw,0,0
4095,draw,0,0
4096,draw,0,0
4097,draw,0,0
4098,draw,0,0
4099,draw,0,0
4100,MinimaxQ,1,-1
4101,MinimaxQ,1,-1
4102,draw,0,0
4103,Random,-1,1
4104,draw,0,0
4105,Random,-1,1
4106,MinimaxQ,1,-1
4107,MinimaxQ,1,-1
4108,MinimaxQ,1,-1
4109,MinimaxQ,1,-1
4110,MinimaxQ,1,-1
4111,draw,0,0
4112,draw,0,0
4113,draw,0,0
4114,MinimaxQ,1,-1
4115,draw,0,0
4116,MinimaxQ,1,-1
4117,draw,0,0
4118,draw,0,0
4119,draw,0,0
4120,MinimaxQ,1,-1
4121,Random,-1,1
4122,MinimaxQ,1,-1
4123,draw,0,0
4124,draw,0,0
4125,draw,0,0
4126,draw,0,0
4127,MinimaxQ,1,-1
4128,draw,0,0
4129,draw,0,0
4130,draw,0,0
4131,draw,0,0
4132,Random,-1,1
4133,Random,-1,1
4134,MinimaxQ,1,-1
4135,draw,0,0
4136,draw,0,0
4137,draw,0,0
4138,Random,-1,1
4139,draw,0,0
4140,MinimaxQ,1,-1
4141,Random,-1,1
4142,Random,-1,1
4143,MinimaxQ,1,-1
4144,Random,-1,1
4145,MinimaxQ,1,-1
4146,MinimaxQ,1,-1
4147,MinimaxQ,1,-1
4148,draw,0,0
4149,draw,0,0
4150,draw,0,0
4151,draw,0,0
4152,draw,0,0
4153,MinimaxQ,1,-1
4154,MinimaxQ,1,-1
4155,draw,0,0
4156,draw,0,0
4157,Random,-1,1
4158,draw,0,0
4159,draw,0,0
4160,Random,-1,1
4161,MinimaxQ,1,-1
4162,MinimaxQ,1,-1
4163,draw,0,0
4164,draw,0,0
4165,draw,0,0
4166,draw,0,0
4167,draw,0,0
4168,MinimaxQ,1,-1
4169,MinimaxQ,1,-1
4170,Random,-1,1
4171,draw,0,0
4172,draw,0,0
4173,draw,0,0
4174,draw,0,0
4175,draw,0,0
4176,MinimaxQ,1,-1
4177,draw,0,0
4178,Random,-1,1
4179,draw,0,0
4180,draw,0,0
4181,draw,0,0
4182,Random,-1,1
4183,draw,0,0
4184,MinimaxQ,1,-1
4185,draw,0,0
4186,MinimaxQ,1,-1
4187,draw,0,0
4188,draw,0,0
4189,draw,0,0
4190,draw,0,0
4191,draw,0,0
4192,Random,-1,1
4193,MinimaxQ,1,-1
4194,draw,0,0
4195,draw,0,0
4196,Random,-1,1
4197,MinimaxQ,1,-1
4198,draw,0,0
4199,MinimaxQ,1,-1
4200,MinimaxQ,1,-1
4201,draw,0,0
4202,MinimaxQ,1,-1
4203,Random,-1,1
4204,draw,0,0
4205,MinimaxQ,1,-1
4206,Random,-1,1
4207,MinimaxQ,1,-1
4208,MinimaxQ,1,-1
4209,draw,0,0
4210,MinimaxQ,1,-1
4211,draw,0,0
4212,MinimaxQ,1,-1
4213,draw,0,0
4214,MinimaxQ,1,-1
4215,Random,-1,1
4216,draw,0,0
4217,MinimaxQ,1,-1
4218,draw,0,0
4219,Random,-1,1
4220,draw,0,0
4221,Random,-1,1
4222,Random,-1,1
4223,MinimaxQ,1,-1
4224,Random,-1,1
4225,MinimaxQ,1,-1
4226,MinimaxQ,1,-1
4227,MinimaxQ,1,-1
4228,MinimaxQ,1,-1
4229,draw,0,0
4230,MinimaxQ,1,-1
4231,draw,0,0
4232,draw,0,0
4233,MinimaxQ,1,-1
4234,MinimaxQ,1,-1
4235,draw,0,0
4236,MinimaxQ,1,-1
4237,draw,0,0
4238,MinimaxQ,1,-1
4239,draw,0,0
4240,draw,0,0
4241,draw,0,0
4242,draw,0,0
4243,draw,0,0
4244,MinimaxQ,1,-1
4245,draw,0,0
4246,MinimaxQ,1,-1
4247,MinimaxQ,1,-1
4248,draw,0,0
4249,draw,0,0
4250,draw,0,0
4251,draw,0,0
4252,MinimaxQ,1,-1
4253,MinimaxQ,1,-1
4254,draw,0,0
4255,draw,0,0
4256,draw,0,0
4257,MinimaxQ,1,-1
4258,draw,0,0
4259,MinimaxQ,1,-1
4260,draw,0,0
4261,draw,0,0
4262,Random,-1,1
4263,Random,-1,1
4264,draw,0,0
4265,draw,0,0
4266,draw,0,0
4267,Random,-1,1
4268,MinimaxQ,1,-1
4269,MinimaxQ,1,-1
4270,Random,-1,1
4271,draw,0,0
4272,Random,-1,1
4273,draw,0,0
4274,Random,-1,1
4275,draw,0,0
4276,MinimaxQ,1,-1
4277,Random,-1,1
4278,draw,0,0
4279,draw,0,0
4280,MinimaxQ,1,-1
4281,Random,-1,1
4282,Random,-1,1
4283,draw,0,0
4284,Random,-1,1
4285,draw,0,0
4286,draw,0,0
4287,Random,-1,1
4288,MinimaxQ,1,-1
4289,draw,0,0
4290,Random,-1,1
4291,draw,0,0
4292,draw,0,0
4293,Random,-1,1
4294,draw,0,0
4295,MinimaxQ,1,-1
4296,Random,-1,1
4297,draw,0,0
4298,draw,0,0
4299,draw,0,0
4300,draw,0,0
4301,MinimaxQ,1,-1
4302,draw,0,0
4303,draw,0,0
4304,draw,0,0
4305,draw,0,0
4306,MinimaxQ,1,-1
4307,Random,-1,1
4308,MinimaxQ,1,-1
4309,MinimaxQ,1,-1
4310,draw,0,0
4311,MinimaxQ,1,-1
4312,Random,-1,1
4313,Random,-1,1
4314,Random,-1,1
4315,MinimaxQ,1,-1
4316,MinimaxQ,1,-1
4317,MinimaxQ,1,-1
4318,draw,0,0
4319,draw,0,0
4320,MinimaxQ,1,-1
4321,MinimaxQ,1,-1
4322,Random,-1,1
4323,MinimaxQ,1,-1
4324,draw,0,0
4325,MinimaxQ,1,-1
4326,draw,0,0
4327,draw,0,0
4328,draw,0,0
4329,draw,0,0
4330,draw,0,0
4331,draw,0,0
4332,draw,0,0
4333,draw,0,0
4334,Random,-1,1
4335,draw,0,0
4336,draw,0,0
4337,MinimaxQ,1,-1
4338,MinimaxQ,1,-1
4339,Random,-1,1
4340,draw,0,0
4341,MinimaxQ,1,-1
4342,Random,-1,1
4343,draw,0,0
4344,draw,0,0
4345,MinimaxQ,1,-1
4346,draw,0,0
4347,draw,0,0
4348,MinimaxQ,1,-1
4349,draw,0,0
4350,Random,-1,1
4351,MinimaxQ,1,-1
4352,draw,0,0
4353,draw,0,0
4354,draw,0,0
4355,draw,0,0
4356,draw,0,0
4357,draw,0,0
4358,MinimaxQ,1,-1
4359,draw,0,0
4360,MinimaxQ,1,-1
4361,Random,-1,1
4362,draw,0,0
4363,draw,0,0
4364,MinimaxQ,1,-1
4365,Random,-1,1
4366,MinimaxQ,1,-1
4367,MinimaxQ,1,-1
4368,MinimaxQ,1,-1
4369,MinimaxQ,1,-1
4370,MinimaxQ,1,-1
4371,draw,0,0
4372,draw,0,0
4373,draw,0,0
4374,draw,0,0
4375,draw,0,0
4376,draw,0,0
4377,Random,-1,1
4378,draw,0,0
4379,MinimaxQ,1,-1
4380,Random,-1,1
4381,Random,-1,1
4382,Random,-1,1
4383,draw,0,0
4384,draw,0,0
4385,MinimaxQ,1,-1
4386,Random,-1,1
4387,draw,0,0
4388,MinimaxQ,1,-1
4389,MinimaxQ,1,-1
4390,draw,0,0
4391,MinimaxQ,1,-1
4392,draw,0,0
4393,Random,-1,1
4394,MinimaxQ,1,-1
4395,Random,-1,1
4396,Random,-1,1
4397,MinimaxQ,1,-1
4398,MinimaxQ,1,-1
4399,draw,0,0
4400,MinimaxQ,1,-1
4401,MinimaxQ,1,-1
4402,draw,0,0
4403,draw,0,0
4404,MinimaxQ,1,-1
4405,draw,0,0
4406,MinimaxQ,1,-1
4407,MinimaxQ,1,-1
4408,MinimaxQ,1,-1
4409,draw,0,0
4410,Random,-1,1
4411,draw,0,0
4412,Random,-1,1
4413,draw,0,0
4414,draw,0,0
4415,Random,-1,1
4416,MinimaxQ,1,-1
4417,draw,0,0
4418,draw,0,0
4419,draw,0,0
4420,draw,0,0
4421,draw,0,0
4422,Random,-1,1
4423,MinimaxQ,1,-1
4424,draw,0,0
4425,MinimaxQ,1,-1
4426,Random,-1,1
4427,MinimaxQ,1,-1
4428,MinimaxQ,1,-1
4429,Random,-1,1
4430,draw,0,0
4431,Random,-1,1
4432,Random,-1,1
4433,draw,0,0
4434,draw,0,0
4435,draw,0,0
4436,Random,-1,1
4437,draw,0,0
4438,draw,0,0
4439,Random,-1,1
4440,draw,0,0
4441,MinimaxQ,1,-1
4442,draw,0,0
4443,draw,0,0
4444,draw,0,0
4445,Random,-1,1
4446,MinimaxQ,1,-1
4447,Random,-1,1
4448,MinimaxQ,1,-1
4449,draw,0,0
4450,draw,0,0
4451,draw,0,0
4452,MinimaxQ,1,-1
4453,MinimaxQ,1,-1
4454,Random,-1,1
4455,draw,0,0
4456,draw,0,0
4457,draw,0,0
4458,draw,0,0
4459,draw,0,0
4460,draw,0,0
4461,draw,0,0
4462,MinimaxQ,1,-1
4463,MinimaxQ,1,-1
4464,draw,0,0
4465,draw,0,0
4466,draw,0,0
4467,draw,0,0
4468,Random,-1,1
4469,Random,-1,1
4470,MinimaxQ,1,-1
4471,Random,-1,1
4472,Random,-1,1
4473,MinimaxQ,1,-1
4474,MinimaxQ,1,-1
4475,Random,-1,1
4476,MinimaxQ,1,-1
4477,draw,0,0
4478,draw,0,0
4479,draw,0,0
4480,Random,-1,1
4481,Random,-1,1
4482,draw,0,0
4483,draw,0,0
4484,Random,-1,1
4485,MinimaxQ,1,-1
4486,draw,0,0
4487,draw,0,0
4488,MinimaxQ,1,-1
4489,MinimaxQ,1,-1
4490,Random,-1,1
4491,draw,0,0
4492,draw,0,0
4493,draw,0,0
4494,Random,-1,1
4495,MinimaxQ,1,-1
4496,draw,0,0
4497,draw,0,0
4498,draw,0,0
4499,draw,0,0
4500,draw,0,0
4501,MinimaxQ,1,-1
4502,Random,-1,1
4503,draw,0,0
4504,Random,-1,1
4505,Random,-1,1
4506,draw,0,0
4507,draw,0,0
4508,draw,0,0
4509,Random,-1,1
4510,draw,0,0
4511,draw,0,0
4512,draw,0,0
4513,MinimaxQ,1,-1
4514,MinimaxQ,1,-1
4515,Random,-1,1
4516,draw,0,0
4517,Random,-1,1
4518,MinimaxQ,1,-1
4519,MinimaxQ,1,-1
4520,draw,0,0
4521,Random,-1,1
4522,MinimaxQ,1,-1
4523,MinimaxQ,1,-1
4524,Random,-1,1
4525,draw,0,0
4526,draw,0,0
4527,draw,0,0
4528,MinimaxQ,1,-1
4529,MinimaxQ,1,-1
4530,MinimaxQ,1,-1
4531,Random,-1,1
4532,Random,-1,1
4533,MinimaxQ,1,-1
4534,MinimaxQ,1,-1
4535,Random,-1,1
4536,Random,-1,1
4537,Random,-1,1
4538,MinimaxQ,1,-1
4539,draw,0,0
4540,MinimaxQ,1,-1
4541,MinimaxQ,1,-1
4542,MinimaxQ,1,-1
4543,MinimaxQ,1,-1
4544,MinimaxQ,1,-1
4545,draw,0,0
4546,MinimaxQ,1,-1
4547,draw,0,0
4548,Random,-1,1
4549,draw,0,0
4550,Random,-1,1
4551,MinimaxQ,1,-1
4552,draw,0,0
4553,draw,0,0
4554,draw,0,0
4555,MinimaxQ,1,-1
4556,draw,0,0
4557,MinimaxQ,1,-1
4558,MinimaxQ,1,-1
4559,draw,0,0
4560,draw,0,0
4561,Random,-1,1
4562,draw,0,0
4563,MinimaxQ,1,-1
4564,draw,0,0
4565,MinimaxQ,1,-1
4566,draw,0,0
4567,MinimaxQ,1,-1
4568,draw,0,0
4569,MinimaxQ,1,-1
4570,draw,0,0
4571,draw,0,0
4572,Random,-1,1
4573,Random,-1,1
4574,MinimaxQ,1,-1
4575,MinimaxQ,1,-1
4576,draw,0,0
4577,draw,0,0
4578,Random,-1,1
4579,MinimaxQ,1,-1
4580,draw,0,0
4581,MinimaxQ,1,-1
4582,draw,0,0
4583,MinimaxQ,1,-1
4584,MinimaxQ,1,-1
4585,MinimaxQ,1,-1
4586,MinimaxQ,1,-1
4587,draw,0,0
4588,draw,0,0
4589,MinimaxQ,1,-1
4590,Random,-1,1
4591,draw,0,0
4592,MinimaxQ,1,-1
4593,draw,0,0
4594,draw,0,0
4595,MinimaxQ,1,-1
4596,Random,-1,1
4597,Random,-1,1
4598,draw,0,0
4599,draw,0,0
4600,draw,0,0
4601,draw,0,0
4602,draw,0,0
4603,draw,0,0
4604,MinimaxQ,1,-1
4605,Random,-1,1
4606,Random,-1,1
4607,MinimaxQ,1,-1
4608,draw,0,0
4609,draw,0,0
4610,MinimaxQ,1,-1
4611,MinimaxQ,1,-1
4612,draw,0,0
4613,MinimaxQ,1,-1
4614,draw,0,0
4615,draw,0,0
4616,Random,-1,1
4617,draw,0,0
4618,draw,0,0
4619,draw,0,0
4620,Random,-1,1
4621,MinimaxQ,1,-1
4622,MinimaxQ,1,-1
4623,MinimaxQ,1,-1
4624,draw,0,0
4625,Random,-1,1
4626,draw,0,0
4627,draw,0,0
4628,Random,-1,1
4629,Random,-1,1
4630,draw,0,0
4631,draw,0,0
4632,draw,0,0
4633,MinimaxQ,1,-1
4634,draw,0,0
4635,draw,0,0
4636,MinimaxQ,1,-1
4637,draw,0,0
4638,draw,0,0
4639,Random,-1,1
4640,draw,0,0
4641,draw,0,0
4642,Random,-1,1
4643,MinimaxQ,1,-1
4644,draw,0,0
4645,draw,0,0
4646,draw,0,0
4647,MinimaxQ,1,-1
4648,draw,0,0
4649,draw,0,0
4650,Random,-1,1
4651,draw,0,0
4652,MinimaxQ,1,-1
4653,draw,0,0
4654,draw,0,0
4655,Random,-1,1
4656,draw,0,0
4657,MinimaxQ,1,-1
4658,draw,0,0
4659,MinimaxQ,1,-1
4660,MinimaxQ,1,-1
4661,MinimaxQ,1,-1
4662,Random,-1,1
4663,draw,0,0
4664,MinimaxQ,1,-1
4665,draw,0,0
4666,MinimaxQ,1,-1
4667,MinimaxQ,1,-1
4668,draw,0,0
4669,draw,0,0
4670,draw,0,0
4671,Random,-1,1
4672,MinimaxQ,1,-1
4673,MinimaxQ,1,-1
4674,MinimaxQ,1,-1
4675,draw,0,0
4676,draw,0,0
4677,MinimaxQ,1,-1
4678,draw,0,0
4679,draw,0,0
4680,Random,-1,1
4681,draw,0,0
4682,draw,0,0
4683,MinimaxQ,1,-1
4684,draw,0,0
4685,Random,-1,1
4686,Random,-1,1
4687,MinimaxQ,1,-1
4688,draw,0,0
4689,draw,0,0
4690,draw,0,0
4691,draw,0,0
4692,MinimaxQ,1,-1
4693,draw,0,0
4694,Random,-1,1
4695,draw,0,0
4696,draw,0,0
4697,Random,-1,1
4698,draw,0,0
4699,draw,0,0
4700,MinimaxQ,1,-1
4701,draw,0,0
4702,MinimaxQ,1,-1
4703,MinimaxQ,1,-1
4704,draw,0,0
4705,draw,0,0
4706,MinimaxQ,1,-1
4707,Random,-1,1
4708,MinimaxQ,1,-1
4709,draw,0,0
4710,draw,0,0
4711,draw,0,0
4712,Random,-1,1
4713,draw,0,0
4714,Random,-1,1
4715,draw,0,0
4716,draw,0,0
4717,Random,-1,1
4718,draw,0,0
4719,draw,0,0
4720,draw,0,0
4721,MinimaxQ,1,-1
4722,MinimaxQ,1,-1
4723,MinimaxQ,1,-1
4724,MinimaxQ,1,-1
4725,draw,0,0
4726,draw,0,0
4727,MinimaxQ,1,-1
4728,Random,-1,1
4729,draw,0,0
4730,MinimaxQ,1,-1
4731,MinimaxQ,1,-1
4732,MinimaxQ,1,-1
4733,draw,0,0
4734,Random,-1,1
4735,draw,0,0
4736,MinimaxQ,1,-1
4737,MinimaxQ,1,-1
4738,MinimaxQ,1,-1
4739,MinimaxQ,1,-1
4740,draw,0,0
4741,MinimaxQ,1,-1
4742,Random,-1,1
4743,draw,0,0
4744,MinimaxQ,1,-1
4745,MinimaxQ,1,-1
4746,MinimaxQ,1,-1
4747,MinimaxQ,1,-1
4748,draw,0,0
4749,MinimaxQ,1,-1
4750,draw,0,0
4751,draw,0,0
4752,Random,-1,1
4753,Random,-1,1
4754,draw,0,0
4755,draw,0,0
4756,draw,0,0
4757,MinimaxQ,1,-1
4758,draw,0,0
4759,Random,-1,1
4760,Random,-1,1
4761,draw,0,0
4762,draw,0,0
4763,MinimaxQ,1,-1
4764,MinimaxQ,1,-1
4765,draw,0,0
4766,draw,0,0
4767,draw,0,0
4768,draw,0,0
4769,draw,0,0
4770,draw,0,0
4771,Random,-1,1
4772,draw,0,0
4773,MinimaxQ,1,-1
4774,Random,-1,1
4775,draw,0,0
4776,draw,0,0
4777,MinimaxQ,1,-1
4778,MinimaxQ,1,-1
4779,Random,-1,1
4780,draw,0,0
4781,draw,0,0
4782,Random,-1,1
4783,draw,0,0
4784,draw,0,0
4785,MinimaxQ,1,-1
4786,MinimaxQ,1,-1
4787,draw,0,0
4788,draw,0,0
4789,MinimaxQ,1,-1
4790,Random,-1,1
4791,draw,0,0
4792,MinimaxQ,1,-1
4793,MinimaxQ,1,-1
4794,MinimaxQ,1,-1
4795,draw,0,0
4796,draw,0,0
4797,draw,0,0
4798,draw,0,0
4799,MinimaxQ,1,-1
4800,draw,0,0
4801,MinimaxQ,1,-1
4802,Random,-1,1
4803,draw,0,0
4804,Random,-1,1
4805,draw,0,0
4806,draw,0,0
4807,draw,0,0
4808,draw,0,0
4809,draw,0,0
4810,draw,0,0
4811,draw,0,0
4812,draw,0,0
4813,MinimaxQ,1,-1
4814,draw,0,0
4815,MinimaxQ,1,-1
4816,Random,-1,1
4817,MinimaxQ,1,-1
4818,draw,0,0
4819,MinimaxQ,1,-1
4820,draw,0,0
4821,MinimaxQ,1,-1
4822,Random,-1,1
4823,Random,-1,1
4824,draw,0,0
4825,MinimaxQ,1,-1
4826,MinimaxQ,1,-1
4827,draw,0,0
4828,draw,0,0
4829,Random,-1,1
4830,Random,-1,1
4831,MinimaxQ,1,-1
4832,Random,-1,1
4833,MinimaxQ,1,-1
4834,draw,0,0
4835,draw,0,0
4836,draw,0,0
4837,draw,0,0
4838,MinimaxQ,1,-1
4839,MinimaxQ,1,-1
4840,draw,0,0
4841,draw,0,0
4842,Random,-1,1
4843,MinimaxQ,1,-1
4844,Random,-1,1
4845,draw,0,0
4846,MinimaxQ,1,-1
4847,MinimaxQ,1,-1
4848,Random,-1,1
4849,Random,-1,1
4850,MinimaxQ,1,-1
4851,MinimaxQ,1,-1
4852,Random,-1,1
4853,draw,0,0
4854,draw,0,0
4855,MinimaxQ,1,-1
4856,MinimaxQ,1,-1
4857,MinimaxQ,1,-1
4858,MinimaxQ,1,-1
4859,draw,0,0
4860,MinimaxQ,1,-1
4861,draw,0,0
4862,draw,0,0
4863,draw,0,0
4864,Random,-1,1
4865,draw,0,0
4866,draw,0,0
4867,draw,0,0
4868,MinimaxQ,1,-1
4869,Random,-1,1
4870,Random,-1,1
4871,MinimaxQ,1,-1
4872,MinimaxQ,1,-1
4873,draw,0,0
4874,draw,0,0
4875,draw,0,0
4876,MinimaxQ,1,-1
4877,draw,0,0
4878,MinimaxQ,1,-1
4879,MinimaxQ,1,-1
4880,draw,0,0
4881,draw,0,0
4882,MinimaxQ,1,-1
4883,MinimaxQ,1,-1
4884,MinimaxQ,1,-1
4885,draw,0,0
4886,MinimaxQ,1,-1
4887,Random,-1,1
4888,draw,0,0
4889,MinimaxQ,1,-1
