episode,winner,MinimaxQ,Random
1350,draw,0,0
1351,draw,0,0
1352,draw,0,0
1353,MinimaxQ,1,-1
1354,MinimaxQ,1,-1
1355,draw,0,0
1356,Random,-1,1
1357,MinimaxQ,1,-1
1358,draw,0,0
1359,MinimaxQ,1,-1
1360,MinimaxQ,1,-1
1361,MinimaxQ,1,-1
1362,draw,0,0
1363,Random,-1,1
1364,draw,0,0
1365,MinimaxQ,1,-1
1366,draw,0,0
1367,MinimaxQ,1,-1
1368,MinimaxQ,1,-1
1369,MinimaxQ,1,-1
1370,MinimaxQ,1,-1
1371,Random,-1,1
1372,MinimaxQ,1,-1
1373,draw,0,0
1374,draw,0,0
1375,MinimaxQ,1,-1
1376,draw,0,0
1377,draw,0,0
1378,MinimaxQ,1,-1
1379,Random,-1,1
1380,draw,0,0
1381,draw,0,0
1382,draw,0,0
1383,MinimaxQ,1,-1
1384,MinimaxQ,1,-1
1385,draw,0,0
1386,MinimaxQ,1,-1
1387,draw,0,0
1388,Random,-1,1
1389,draw,0,0
1390,draw,0,0
1391,Random,-1,1
1392,draw,0,0
1393,draw,0,0
1394,draw,0,0
1395,Random,-1,1
1396,draw,0,0
1397,draw,0,0
1398,draw,0,0
1399,draw,0,0
1400,draw,0,0
1401,draw,0,0
1402,MinimaxQ,1,-1
1403,draw,0,0
1404,Random,-1,1
1405,draw,0,0
1406,MinimaxQ,1,-1
1407,Random,-1,1
1408,draw,0,0
1409,Random,-1,1
1410,draw,0,0
1411,draw,0,0
1412,draw,0,0
1413,Random,-1,1
1414,MinimaxQ,1,-1
1415,draw,0,0
1416,Random,-1,1
1417,draw,0,0
1418,Random,-1,1
1419,MinimaxQ,1,-1
1420,draw,0,0
1421,draw,0,0
1422,Random,-1,1
1423,MinimaxQ,1,-1
1424,draw,0,0
1425,draw,0,0
1426,Random,-1,1
1427,Random,-1,1
1428,MinimaxQ,1,-1
1429,MinimaxQ,1,-1
1430,MinimaxQ,1,-1
1431,Random,-1,1
1432,draw,0,0
1433,draw,0,0
1434,Random,-1,1
1435,MinimaxQ,1,-1
1436,draw,0,0
1437,Random,-1,1
1438,draw,0,0
1439,Random,-1,1
1440,Random,-1,1
1441,Random,-1,1
1442,Random,-1,1
1443,draw,0,0
1444,Random,-1,1
1445,draw,0,0
1446,draw,0,0
1447,draw,0,0
1448,draw,0,0
1449,draw,0,0
1450,Random,-1,1
1451,draw,0,0
1452,MinimaxQ,1,-1
1453,Random,-1,1
1454,draw,0,0
1455,MinimaxQ,1,-1
1456,MinimaxQ,1,-1
1457,Random,-1,1
1458,MinimaxQ,1,-1
1459,MinimaxQ,1,-1
1460,Random,-1,1
1461,Random,-1,1
1462,MinimaxQ,1,-1
1463,Random,-1,1
1464,Random,-1,1
1465,draw,0,0
1466,draw,0,0
1467,draw,0,0
1468,draw,0,0
1469,Random,-1,1
1470,Random,-1,1
1471,draw,0,0
1472,Random,-1,1
1473,Random,-1,1
1474,MinimaxQ,1,-1
1475,Random,-1,1
1476,draw,0,0
1477,MinimaxQ,1,-1
1478,Random,-1,1
1479,draw,0,0
1480,draw,0,0
1481,draw,0,0
1482,Random,-1,1
1483,Random,-1,1
1484,draw,0,0
1485,draw,0,0
1486,draw,0,0
1487,draw,0,0
1488,MinimaxQ,1,-1
1489,draw,0,0
1490,MinimaxQ,1,-1
1491,draw,0,0
1492,draw,0,0
1493,MinimaxQ,1,-1
1494,Random,-1,1
1495,draw,0,0
1496,Random,-1,1
1497,draw,0,0
1498,Random,-1,1
1499,draw,0,0
1500,draw,0,0
1501,MinimaxQ,1,-1
1502,draw,0,0
1503,MinimaxQ,1,-1
1504,draw,0,0
1505,MinimaxQ,1,-1
1506,draw,0,0
1507,draw,0,0
1508,draw,0,0
1509,draw,0,0
1510,draw,0,0
1511,draw,0,0
1512,draw,0,0
1513,Random,-1,1
1514,draw,0,0
1515,draw,0,0
1516,draw,0,0
1517,draw,0,0
1518,MinimaxQ,1,-1
1519,Random,-1,1
1520,draw,0,0
1521,Random,-1,1
1522,MinimaxQ,1,-1
1523,draw,0,0
1524,draw,0,0
1525,Random,-1,1
1526,draw,0,0
1527,draw,0,0
1528,MinimaxQ,1,-1
1529,MinimaxQ,1,-1
1530,draw,0,0
1531,draw,0,0
1532,draw,0,0
1533,Random,-1,1
1534,draw,0,0
1535,MinimaxQ,1,-1
1536,draw,0,0
1537,Random,-1,1
1538,draw,0,0
1539,MinimaxQ,1,-1
1540,draw,0,0
1541,Random,-1,1
1542,draw,0,0
1543,MinimaxQ,1,-1
1544,draw,0,0
1545,draw,0,0
1546,Random,-1,1
1547,draw,0,0
1548,draw,0,0
1549,Random,-1,1
1550,Random,-1,1
1551,draw,0,0
1552,draw,0,0
1553,draw,0,0
1554,MinimaxQ,1,-1
1555,MinimaxQ,1,-1
1556,MinimaxQ,1,-1
1557,MinimaxQ,1,-1
1558,Random,-1,1
1559,Random,-1,1
1560,draw,0,0
1561,draw,0,0
1562,draw,0,0
1563,draw,0,0
1564,MinimaxQ,1,-1
1565,draw,0,0
1566,MinimaxQ,1,-1
1567,MinimaxQ,1,-1
1568,MinimaxQ,1,-1
1569,draw,0,0
1570,draw,0,0
1571,Random,-1,1
1572,MinimaxQ,1,-1
1573,MinimaxQ,1,-1
1574,MinimaxQ,1,-1
1575,draw,0,0
1576,Random,-1,1
1577,draw,0,0
1578,draw,0,0
1579,draw,0,0
1580,draw,0,0
1581,MinimaxQ,1,-1
1582,draw,0,0
1583,draw,0,0
1584,Random,-1,1
1585,Random,-1,1
1586,MinimaxQ,1,-1
1587,Random,-1,1
1588,draw,0,0
1589,draw,0,0
1590,MinimaxQ,1,-1
1591,Random,-1,1
1592,MinimaxQ,1,-1
1593,draw,0,0
1594,draw,0,0
1595,draw,0,0
1596,Random,-1,1
1597,Random,-1,1
1598,Random,-1,1
1599,Random,-1,1
1600,MinimaxQ,1,-1
1601,draw,0,0
1602,MinimaxQ,1,-1
1603,draw,0,0
1604,draw,0,0
1605,MinimaxQ,1,-1
1606,Random,-1,1
1607,draw,0,0
1608,Random,-1,1
1609,Random,-1,1
1610,Random,-1,1
1611,draw,0,0
1612,Random,-1,1
1613,draw,0,0
1614,Random,-1,1
1615,MinimaxQ,1,-1
1616,draw,0,0
1617,Random,-1,1
1618,draw,0,0
1619,draw,0,0
1620,draw,0,0
1621,Random,-1,1
1622,draw,0,0
1623,MinimaxQ,1,-1
1624,draw,0,0
1625,draw,0,0
1626,Random,-1,1
1627,MinimaxQ,1,-1
1628,MinimaxQ,1,-1
1629,draw,0,0
1630,MinimaxQ,1,-1
1631,draw,0,0
1632,draw,0,0
1633,draw,0,0
1634,draw,0,0
1635,Random,-1,1
1636,draw,0,0
1637,draw,0,0
1638,draw,0,0
1639,MinimaxQ,1,-1
1640,Random,-1,1
1641,Random,-1,1
1642,Random,-1,1
1643,MinimaxQ,1,-1
1644,draw,0,0
1645,MinimaxQ,1,-1
1646,MinimaxQ,1,-1
1647,MinimaxQ,1,-1
1648,MinimaxQ,1,-1
1649,Random,-1,1
1650,MinimaxQ,1,-1
1651,draw,0,0
1652,draw,0,0
1653,Random,-1,1
1654,MinimaxQ,1,-1
1655,MinimaxQ,1,-1
1656,draw,0,0
1657,Random,-1,1
1658,draw,0,0
1659,MinimaxQ,1,-1
1660,MinimaxQ,1,-1
1661,MinimaxQ,1,-1
1662,draw,0,0
1663,draw,0,0
1664,Random,-1,1
1665,draw,0,0
1666,Random,-1,1
1667,Random,-1,1
1668,draw,0,0
1669,draw,0,0
1670,MinimaxQ,1,-1
1671,MinimaxQ,1,-1
1672,MinimaxQ,1,-1
1673,draw,0,0
1674,draw,0,0
1675,draw,0,0
1676,MinimaxQ,1,-1
1677,Random,-1,1
1678,MinimaxQ,1,-1
1679,MinimaxQ,1,-1
1680,MinimaxQ,1,-1
1681,draw,0,0
1682,draw,0,0
1683,draw,0,0
1684,MinimaxQ,1,-1
1685,draw,0,0
1686,draw,0,0
1687,draw,0,0
1688,MinimaxQ,1,-1
1689,MinimaxQ,1,-1
1690,Random,-1,1
1691,draw,0,0
1692,draw,0,0
1693,draw,0,0
1694,draw,0,0
1695,MinimaxQ,1,-1
1696,MinimaxQ,1,-1
1697,Random,-1,1
1698,draw,0,0
1699,draw,0,0
1700,draw,0,0
1701,MinimaxQ,1,-1
1702,draw,0,0
1703,draw,0,0
1704,draw,0,0
1705,Random,-1,1
1706,Random,-1,1
1707,draw,0,0
1708,MinimaxQ,1,-1
1709,Random,-1,1
1710,Random,-1,1
1711,Random,-1,1
1712,MinimaxQ,1,-1
1713,Random,-1,1
1714,draw,0,0
1715,draw,0,0
1716,draw,0,0
1717,draw,0,0
1718,draw,0,0
1719,draw,0,0
1720,Random,-1,1
1721,draw,0,0
1722,MinimaxQ,1,-1
1723,draw,0,0
1724,draw,0,0
1725,Random,-1,1
1726,MinimaxQ,1,-1
1727,draw,0,0
1728,Random,-1,1
1729,Random,-1,1
1730,Random,-1,1
1731,MinimaxQ,1,-1
1732,Random,-1,1
1733,draw,0,0
1734,draw,0,0
1735,MinimaxQ,1,-1
1736,draw,0,0
1737,draw,0,0
1738,MinimaxQ,1,-1
1739,Random,-1,1
1740,draw,0,0
1741,draw,0,0
1742,draw,0,0
1743,draw,0,0
1744,Random,-1,1
1745,Random,-1,1
1746,MinimaxQ,1,-1
1747,Random,-1,1
1748,MinimaxQ,1,-1
1749,draw,0,0
1750,Random,-1,1
1751,Random,-1,1
1752,draw,0,0
1753,MinimaxQ,1,-1
1754,MinimaxQ,1,-1
1755,MinimaxQ,1,-1
1756,MinimaxQ,1,-1
1757,draw,0,0
1758,MinimaxQ,1,-1
1759,MinimaxQ,1,-1
1760,MinimaxQ,1,-1
1761,Random,-1,1
1762,draw,0,0
1763,MinimaxQ,1,-1
1764,draw,0,0
1765,MinimaxQ,1,-1
1766,draw,0,0
1767,draw,0,0
1768,draw,0,0
1769,Random,-1,1
1770,draw,0,0
1771,draw,0,0
1772,Random,-1,1
1773,MinimaxQ,1,-1
1774,draw,0,0
1775,draw,0,0
1776,draw,0,0
1777,Random,-1,1
1778,draw,0,0
1779,draw,0,0
1780,MinimaxQ,1,-1
1781,Random,-1,1
1782,draw,0,0
1783,MinimaxQ,1,-1
1784,MinimaxQ,1,-1
1785,draw,0,0
1786,MinimaxQ,1,-1
1787,draw,0,0
1788,draw,0,0
1789,draw,0,0
1790,Random,-1,1
1791,draw,0,0
1792,draw,0,0
1793,Random,-1,1
1794,draw,0,0
1795,draw,0,0
1796,draw,0,0
1797,Random,-1,1
1798,draw,0,0
1799,draw,0,0
1800,draw,0,0
1801,draw,0,0
1802,draw,0,0
1803,MinimaxQ,1,-1
1804,draw,0,0
1805,draw,0,0
1806,MinimaxQ,1,-1
1807,draw,0,0
1808,draw,0,0
1809,MinimaxQ,1,-1
1810,Random,-1,1
1811,Random,-1,1
1812,draw,0,0
1813,draw,0,0
1814,draw,0,0
1815,draw,0,0
1816,draw,0,0
1817,draw,0,0
1818,draw,0,0
1819,MinimaxQ,1,-1
1820,Random,-1,1
1821,MinimaxQ,1,-1
1822,MinimaxQ,1,-1
1823,MinimaxQ,1,-1
1824,draw,0,0
1825,draw,0,0
1826,draw,0,0
1827,Random,-1,1
1828,MinimaxQ,1,-1
1829,draw,0,0
1830,draw,0,0
1831,MinimaxQ,1,-1
1832,draw,0,0
1833,draw,0,0
1834,MinimaxQ,1,-1
1835,draw,0,0
1836,MinimaxQ,1,-1
1837,draw,0,0
1838,draw,0,0
1839,MinimaxQ,1,-1
1840,MinimaxQ,1,-1
1841,Random,-1,1
1842,draw,0,0
1843,draw,0,0
1844,Random,-1,1
1845,draw,0,0
1846,Random,-1,1
1847,draw,0,0
1848,Random,-1,1
1849,MinimaxQ,1,-1
1850,Random,-1,1
1851,draw,0,0
1852,Random,-1,1
1853,draw,0,0
1854,Random,-1,1
1855,Random,-1,1
1856,draw,0,0
1857,draw,0,0
1858,draw,0,0
1859,draw,0,0
1860,MinimaxQ,1,-1
1861,MinimaxQ,1,-1
1862,MinimaxQ,1,-1
1863,draw,0,0
1864,draw,0,0
1865,Random,-1,1
1866,draw,0,0
1867,draw,0,0
1868,draw,0,0
1869,Random,-1,1
1870,draw,0,0
1871,Random,-1,1
1872,Random,-1,1
1873,MinimaxQ,1,-1
1874,Random,-1,1
1875,draw,0,0
1876,draw,0,0
1877,Random,-1,1
1878,draw,0,0
1879,Random,-1,1
1880,draw,0,0
1881,MinimaxQ,1,-1
1882,Random,-1,1
1883,draw,0,0
1884,draw,0,0
1885,MinimaxQ,1,-1
1886,Random,-1,1
1887,draw,0,0
1888,draw,0,0
1889,Random,-1,1
1890,MinimaxQ,1,-1
1891,MinimaxQ,1,-1
1892,MinimaxQ,1,-1
1893,MinimaxQ,1,-1
1894,draw,0,0
1895,Random,-1,1
1896,MinimaxQ,1,-1
1897,Random,-1,1
1898,draw,0,0
1899,draw,0,0
1900,MinimaxQ,1,-1
1901,draw,0,0
1902,draw,0,0
1903,draw,0,0
1904,draw,0,0
1905,Random,-1,1
1906,MinimaxQ,1,-1
1907,Random,-1,1
1908,MinimaxQ,1,-1
1909,MinimaxQ,1,-1
1910,Random,-1,1
1911,draw,0,0
1912,Random,-1,1
1913,MinimaxQ,1,-1
1914,draw,0,0
1915,draw,0,0
1916,MinimaxQ,1,-1
1917,draw,0,0
1918,MinimaxQ,1,-1
1919,Random,-1,1
1920,draw,0,0
1921,draw,0,0
1922,MinimaxQ,1,-1
1923,draw,0,0
1924,draw,0,0
1925,Random,-1,1
1926,draw,0,0
1927,draw,0,0
1928,draw,0,0
1929,draw,0,0
1930,draw,0,0
1931,draw,0,0
1932,draw,0,0
1933,draw,0,0
1934,MinimaxQ,1,-1
1935,draw,0,0
1936,MinimaxQ,1,-1
1937,draw,0,0
1938,draw,0,0
1939,draw,0,0
1940,Random,-1,1
1941,MinimaxQ,1,-1
1942,draw,0,0
1943,draw,0,0
1944,draw,0,0
1945,Random,-1,1
1946,MinimaxQ,1,-1
1947,draw,0,0
1948,Random,-1,1
1949,MinimaxQ,1,-1
1950,draw,0,0
1951,draw,0,0
1952,MinimaxQ,1,-1
1953,draw,0,0
1954,Random,-1,1
1955,draw,0,0
1956,Random,-1,1
1957,draw,0,0
1958,draw,0,0
1959,draw,0,0
1960,MinimaxQ,1,-1
1961,Random,-1,1
1962,draw,0,0
1963,draw,0,0
1964,draw,0,0
1965,MinimaxQ,1,-1
1966,Random,-1,1
1967,draw,0,0
1968,Random,-1,1
1969,draw,0,0
1970,draw,0,0
1971,draw,0,0
1972,Random,-1,1
1973,draw,0,0
1974,MinimaxQ,1,-1
1975,draw,0,0
1976,draw,0,0
1977,MinimaxQ,1,-1
1978,MinimaxQ,1,-1
1979,Random,-1,1
1980,draw,0,0
1981,draw,0,0
1982,draw,0,0
1983,Random,-1,1
1984,Random,-1,1
1985,Random,-1,1
1986,draw,0,0
1987,Random,-1,1
1988,draw,0,0
1989,MinimaxQ,1,-1
1990,Random,-1,1
1991,Random,-1,1
1992,Random,-1,1
1993,Random,-1,1
1994,draw,0,0
1995,Random,-1,1
1996,MinimaxQ,1,-1
1997,MinimaxQ,1,-1
1998,draw,0,0
1999,draw,0,0
2000,draw,0,0
2001,draw,0,0
2002,draw,0,0
2003,draw,0,0
2004,draw,0,0
2005,MinimaxQ,1,-1
2006,draw,0,0
2007,draw,0,0
2008,Random,-1,1
2009,Random,-1,1
2010,draw,0,0
2011,draw,0,0
2012,draw,0,0
2013,MinimaxQ,1,-1
2014,draw,0,0
2015,MinimaxQ,1,-1
2016,draw,0,0
2017,Random,-1,1
2018,draw,0,0
2019,Random,-1,1
2020,draw,0,0
2021,MinimaxQ,1,-1
2022,draw,0,0
2023,draw,0,0
2024,Random,-1,1
2025,draw,0,0
2026,MinimaxQ,1,-1
2027,MinimaxQ,1,-1
2028,MinimaxQ,1,-1
2029,Random,-1,1
2030,draw,0,0
2031,Random,-1,1
2032,draw,0,0
2033,draw,0,0
2034,draw,0,0
2035,Random,-1,1
2036,draw,0,0
2037,draw,0,0
2038,MinimaxQ,1,-1
2039,draw,0,0
2040,Random,-1,1
2041,draw,0,0
2042,draw,0,0
2043,draw,0,0
2044,draw,0,0
2045,MinimaxQ,1,-1
2046,draw,0,0
2047,MinimaxQ,1,-1
2048,draw,0,0
2049,draw,0,0
2050,Random,-1,1
2051,draw,0,0
2052,MinimaxQ,1,-1
2053,draw,0,0
2054,Random,-1,1
2055,MinimaxQ,1,-1
2056,Random,-1,1
2057,draw,0,0
2058,MinimaxQ,1,-1
2059,Random,-1,1
2060,draw,0,0
2061,draw,0,0
2062,Random,-1,1
2063,draw,0,0
2064,Random,-1,1
2065,draw,0,0
2066,draw,0,0
2067,draw,0,0
2068,draw,0,0
2069,MinimaxQ,1,-1
2070,MinimaxQ,1,-1
2071,Random,-1,1
2072,draw,0,0
2073,Random,-1,1
2074,MinimaxQ,1,-1
2075,Random,-1,1
2076,draw,0,0
2077,Random,-1,1
2078,draw,0,0
2079,Random,-1,1
2080,Random,-1,1
2081,MinimaxQ,1,-1
2082,MinimaxQ,1,-1
2083,draw,0,0
2084,Random,-1,1
2085,Random,-1,1
2086,Random,-1,1
2087,MinimaxQ,1,-1
2088,Random,-1,1
2089,draw,0,0
2090,MinimaxQ,1,-1
2091,draw,0,0
2092,MinimaxQ,1,-1
2093,MinimaxQ,1,-1
2094,draw,0,0
2095,MinimaxQ,1,-1
2096,Random,-1,1
2097,MinimaxQ,1,-1
2098,draw,0,0
2099,draw,0,0
2100,draw,0,0
2101,Random,-1,1
2102,draw,0,0
2103,Random,-1,1
2104,Random,-1,1
2105,Random,-1,1
2106,MinimaxQ,1,-1
2107,draw,0,0
2108,draw,0,0
2109,MinimaxQ,1,-1
2110,draw,0,0
2111,draw,0,0
2112,draw,0,0
2113,draw,0,0
2114,draw,0,0
2115,draw,0,0
2116,draw,0,0
2117,Random,-1,1
2118,draw,0,0
2119,draw,0,0
2120,MinimaxQ,1,-1
2121,draw,0,0
2122,Random,-1,1
2123,MinimaxQ,1,-1
2124,MinimaxQ,1,-1
2125,MinimaxQ,1,-1
2126,draw,0,0
2127,MinimaxQ,1,-1
2128,Random,-1,1
2129,draw,0,0
2130,draw,0,0
2131,draw,0,0
2132,draw,0,0
2133,MinimaxQ,1,-1
2134,draw,0,0
2135,draw,0,0
2136,draw,0,0
2137,MinimaxQ,1,-1
2138,draw,0,0
2139,Random,-1,1
2140,draw,0,0
2141,MinimaxQ,1,-1
2142,draw,0,0
2143,Random,-1,1
2144,draw,0,0
2145,draw,0,0
2146,MinimaxQ,1,-1
2147,draw,0,0
2148,draw,0,0
2149,MinimaxQ,1,-1
2150,draw,0,0
2151,draw,0,0
2152,draw,0,0
2153,draw,0,0
2154,draw,0,0
2155,draw,0,0
2156,MinimaxQ,1,-1
2157,draw,0,0
2158,Random,-1,1
2159,MinimaxQ,1,-1
2160,MinimaxQ,1,-1
2161,MinimaxQ,1,-1
2162,draw,0,0
2163,MinimaxQ,1,-1
2164,MinimaxQ,1,-1
2165,draw,0,0
2166,draw,0,0
2167,draw,0,0
2168,Random,-1,1
2169,draw,0,0
2170,MinimaxQ,1,-1
2171,draw,0,0
2172,Random,-1,1
2173,MinimaxQ,1,-1
2174,draw,0,0
2175,draw,0,0
2176,MinimaxQ,1,-1
2177,MinimaxQ,1,-1
2178,draw,0,0
2179,Random,-1,1
2180,draw,0,0
2181,MinimaxQ,1,-1
2182,draw,0,0
2183,Random,-1,1
2184,draw,0,0
2185,draw,0,0
2186,draw,0,0
2187,MinimaxQ,1,-1
2188,draw,0,0
2189,Random,-1,1
2190,Random,-1,1
2191,draw,0,0
2192,draw,0,0
2193,draw,0,0
2194,Random,-1,1
2195,draw,0,0
2196,MinimaxQ,1,-1
2197,draw,0,0
2198,draw,0,0
2199,MinimaxQ,1,-1
2200,MinimaxQ,1,-1
2201,draw,0,0
2202,draw,0,0
2203,draw,0,0
2204,MinimaxQ,1,-1
2205,Random,-1,1
2206,Random,-1,1
2207,draw,0,0
2208,draw,0,0
2209,Random,-1,1
2210,draw,0,0
2211,draw,0,0
2212,MinimaxQ,1,-1
2213,Random,-1,1
2214,MinimaxQ,1,-1
2215,draw,0,0
2216,Random,-1,1
2217,MinimaxQ,1,-1
2218,Random,-1,1
2219,MinimaxQ,1,-1
2220,draw,0,0
2221,Random,-1,1
2222,MinimaxQ,1,-1
2223,MinimaxQ,1,-1
2224,draw,0,0
2225,MinimaxQ,1,-1
2226,MinimaxQ,1,-1
2227,Random,-1,1
2228,draw,0,0
2229,MinimaxQ,1,-1
2230,Random,-1,1
2231,MinimaxQ,1,-1
2232,draw,0,0
2233,Random,-1,1
2234,Random,-1,1
2235,draw,0,0
2236,Random,-1,1
2237,draw,0,0
2238,draw,0,0
2239,draw,0,0
2240,draw,0,0
2241,Random,-1,1
2242,MinimaxQ,1,-1
2243,MinimaxQ,1,-1
2244,draw,0,0
2245,draw,0,0
2246,draw,0,0
2247,Random,-1,1
2248,draw,0,0
2249,Random,-1,1
2250,Random,-1,1
2251,MinimaxQ,1,-1
2252,draw,0,0
2253,Random,-1,1
2254,draw,0,0
2255,Random,-1,1
2256,draw,0,0
2257,MinimaxQ,1,-1
2258,draw,0,0
2259,MinimaxQ,1,-1
2260,MinimaxQ,1,-1
2261,MinimaxQ,1,-1
2262,draw,0,0
2263,MinimaxQ,1,-1
2264,MinimaxQ,1,-1
2265,draw,0,0
2266,draw,0,0
2267,MinimaxQ,1,-1
2268,draw,0,0
2269,MinimaxQ,1,-1
2270,draw,0,0
2271,draw,0,0
2272,MinimaxQ,1,-1
2273,draw,0,0
2274,draw,0,0
2275,MinimaxQ,1,-1
2276,draw,0,0
2277,MinimaxQ,1,-1
2278,draw,0,0
2279,Random,-1,1
2280,draw,0,0
2281,MinimaxQ,1,-1
2282,MinimaxQ,1,-1
2283,Random,-1,1
2284,Random,-1,1
2285,draw,0,0
2286,draw,0,0
2287,draw,0,0
2288,Random,-1,1
2289,draw,0,0
2290,draw,0,0
2291,draw,0,0
2292,draw,0,0
2293,Random,-1,1
2294,draw,0,0
2295,draw,0,0
2296,draw,0,0
2297,Random,-1,1
2298,draw,0,0
2299,Random,-1,1
2300,draw,0,0
2301,draw,0,0
2302,Random,-1,1
2303,Random,-1,1
2304,MinimaxQ,1,-1
2305,draw,0,0
2306,draw,0,0
2307,MinimaxQ,1,-1
2308,MinimaxQ,1,-1
2309,MinimaxQ,1,-1
2310,Random,-1,1
2311,MinimaxQ,1,-1
2312,draw,0,0
2313,draw,0,0
2314,MinimaxQ,1,-1
2315,Random,-1,1
2316,MinimaxQ,1,-1
2317,draw,0,0
2318,Random,-1,1
2319,draw,0,0
2320,draw,0,0
2321,draw,0,0
2322,MinimaxQ,1,-1
2323,Random,-1,1
2324,draw,0,0
2325,MinimaxQ,1,-1
2326,draw,0,0
2327,draw,0,0
2328,MinimaxQ,1,-1
2329,MinimaxQ,1,-1
2330,MinimaxQ,1,-1
2331,draw,0,0
2332,Random,-1,1
2333,MinimaxQ,1,-1
2334,draw,0,0
2335,draw,0,0
2336,Random,-1,1
2337,MinimaxQ,1,-1
2338,Random,-1,1
2339,draw,0,0
2340,Random,-1,1
2341,Random,-1,1
2342,draw,0,0
2343,MinimaxQ,1,-1
2344,draw,0,0
2345,draw,0,0
2346,draw,0,0
2347,MinimaxQ,1,-1
2348,draw,0,0
2349,Random,-1,1
2350,MinimaxQ,1,-1
2351,draw,0,0
2352,MinimaxQ,1,-1
2353,Random,-1,1
2354,draw,0,0
2355,Random,-1,1
2356,Random,-1,1
2357,draw,0,0
2358,MinimaxQ,1,-1
2359,draw,0,0
2360,draw,0,0
2361,Random,-1,1
2362,draw,0,0
2363,draw,0,0
2364,draw,0,0
2365,draw,0,0
2366,MinimaxQ,1,-1
2367,Random,-1,1
2368,draw,0,0
2369,MinimaxQ,1,-1
2370,draw,0,0
2371,MinimaxQ,1,-1
2372,Random,-1,1
2373,MinimaxQ,1,-1
2374,Random,-1,1
2375,Random,-1,1
2376,draw,0,0
2377,draw,0,0
2378,draw,0,0
2379,draw,0,0
2380,draw,0,0
2381,draw,0,0
2382,MinimaxQ,1,-1
2383,draw,0,0
2384,draw,0,0
2385,draw,0,0
2386,draw,0,0
2387,draw,0,0
2388,draw,0,0
2389,Random,-1,1
2390,draw,0,0
2391,draw,0,0
2392,Random,-1,1
2393,Random,-1,1
2394,draw,0,0
2395,draw,0,0
2396,Random,-1,1
2397,Random,-1,1
2398,MinimaxQ,1,-1
2399,draw,0,0
2400,draw,0,0
2401,draw,0,0
2402,draw,0,0
2403,draw,0,0
2404,draw,0,0
2405,Random,-1,1
2406,draw,0,0
2407,draw,0,0
2408,Random,-1,1
2409,draw,0,0
2410,draw,0,0
2411,draw,0,0
2412,MinimaxQ,1,-1
2413,MinimaxQ,1,-1
2414,draw,0,0
2415,MinimaxQ,1,-1
2416,draw,0,0
2417,MinimaxQ,1,-1
2418,MinimaxQ,1,-1
2419,draw,0,0
2420,MinimaxQ,1,-1
2421,draw,0,0
2422,Random,-1,1
2423,Random,-1,1
2424,draw,0,0
2425,Random,-1,1
2426,draw,0,0
2427,draw,0,0
2428,draw,0,0
2429,draw,0,0
2430,draw,0,0
2431,MinimaxQ,1,-1
2432,draw,0,0
2433,draw,0,0
2434,MinimaxQ,1,-1
2435,draw,0,0
2436,draw,0,0
2437,MinimaxQ,1,-1
2438,MinimaxQ,1,-1
2439,draw,0,0
2440,draw,0,0
2441,draw,0,0
2442,draw,0,0
2443,draw,0,0
2444,Random,-1,1
2445,draw,0,0
2446,draw,0,0
2447,draw,0,0
2448,MinimaxQ,1,-1
2449,draw,0,0
2450,MinimaxQ,1,-1
2451,draw,0,0
2452,draw,0,0
2453,MinimaxQ,1,-1
2454,draw,0,0
2455,draw,0,0
2456,draw,0,0
2457,MinimaxQ,1,-1
2458,Random,-1,1
2459,draw,0,0
2460,Random,-1,1
2461,MinimaxQ,1,-1
2462,draw,0,0
2463,MinimaxQ,1,-1
2464,draw,0,0
2465,draw,0,0
2466,draw,0,0
2467,draw,0,0
2468,MinimaxQ,1,-1
2469,MinimaxQ,1,-1
2470,MinimaxQ,1,-1
2471,Random,-1,1
2472,draw,0,0
2473,draw,0,0
2474,MinimaxQ,1,-1
2475,MinimaxQ,1,-1
2476,draw,0,0
2477,draw,0,0
2478,draw,0,0
2479,draw,0,0
2480,draw,0,0
2481,Random,-1,1
2482,Random,-1,1
2483,draw,0,0
2484,MinimaxQ,1,-1
2485,MinimaxQ,1,-1
2486,draw,0,0
2487,draw,0,0
2488,Random,-1,1
2489,draw,0,0
2490,draw,0,0
2491,Random,-1,1
2492,draw,0,0
2493,draw,0,0
2494,draw,0,0
2495,MinimaxQ,1,-1
2496,MinimaxQ,1,-1
2497,draw,0,0
2498,Random,-1,1
2499,Random,-1,1
2500,draw,0,0
2501,draw,0,0
2502,Random,-1,1
2503,draw,0,0
2504,draw,0,0
2505,MinimaxQ,1,-1
2506,draw,0,0
2507,MinimaxQ,1,-1
2508,Random,-1,1
2509,Random,-1,1
2510,draw,0,0
2511,MinimaxQ,1,-1
2512,Random,-1,1
2513,draw,0,0
2514,draw,0,0
2515,draw,0,0
2516,MinimaxQ,1,-1
2517,draw,0,0
2518,draw,0,0
2519,draw,0,0
2520,draw,0,0
2521,draw,0,0
2522,MinimaxQ,1,-1
2523,Random,-1,1
2524,draw,0,0
2525,MinimaxQ,1,-1
2526,draw,0,0
2527,draw,0,0
2528,MinimaxQ,1,-1
2529,MinimaxQ,1,-1
2530,draw,0,0
2531,draw,0,0
2532,MinimaxQ,1,-1
2533,draw,0,0
2534,draw,0,0
2535,Random,-1,1
2536,draw,0,0
2537,Random,-1,1
2538,draw,0,0
