episode,winner,NashQ,Random
55898,NashQ,1,-1
55899,Random,-1,1
55900,NashQ,1,-1
55901,Random,-1,1
55902,NashQ,1,-1
55903,Random,-1,1
55904,NashQ,1,-1
55905,NashQ,1,-1
55906,Random,-1,1
55907,Random,-1,1
55908,Random,-1,1
55909,Random,-1,1
55910,Random,-1,1
55911,Random,-1,1
55912,NashQ,1,-1
55913,NashQ,1,-1
55914,Random,-1,1
55915,NashQ,1,-1
55916,NashQ,1,-1
55917,NashQ,1,-1
55918,NashQ,1,-1
55919,draw,0,0
55920,NashQ,1,-1
55921,NashQ,1,-1
55922,Random,-1,1
55923,NashQ,1,-1
55924,NashQ,1,-1
55925,Random,-1,1
55926,Random,-1,1
55927,Random,-1,1
55928,NashQ,1,-1
55929,NashQ,1,-1
55930,Random,-1,1
55931,NashQ,1,-1
55932,Random,-1,1
55933,draw,0,0
55934,NashQ,1,-1
55935,Random,-1,1
55936,NashQ,1,-1
55937,Random,-1,1
55938,Random,-1,1
55939,NashQ,1,-1
55940,Random,-1,1
55941,Random,-1,1
55942,NashQ,1,-1
55943,NashQ,1,-1
55944,NashQ,1,-1
55945,Random,-1,1
55946,NashQ,1,-1
55947,Random,-1,1
55948,NashQ,1,-1
55949,NashQ,1,-1
55950,NashQ,1,-1
55951,NashQ,1,-1
55952,NashQ,1,-1
55953,NashQ,1,-1
55954,NashQ,1,-1
55955,NashQ,1,-1
55956,NashQ,1,-1
55957,Random,-1,1
55958,NashQ,1,-1
55959,Random,-1,1
55960,Random,-1,1
55961,Random,-1,1
55962,Random,-1,1
55963,Random,-1,1
55964,NashQ,1,-1
55965,Random,-1,1
55966,Random,-1,1
55967,NashQ,1,-1
55968,NashQ,1,-1
55969,Random,-1,1
55970,Random,-1,1
55971,Random,-1,1
55972,NashQ,1,-1
55973,Random,-1,1
55974,NashQ,1,-1
55975,NashQ,1,-1
55976,NashQ,1,-1
55977,NashQ,1,-1
55978,Random,-1,1
55979,Random,-1,1
55980,NashQ,1,-1
55981,NashQ,1,-1
55982,Random,-1,1
55983,Random,-1,1
55984,Random,-1,1
55985,NashQ,1,-1
55986,NashQ,1,-1
55987,NashQ,1,-1
55988,NashQ,1,-1
55989,NashQ,1,-1
55990,NashQ,1,-1
55991,draw,0,0
55992,NashQ,1,-1
55993,Random,-1,1
55994,Random,-1,1
55995,NashQ,1,-1
55996,NashQ,1,-1
55997,NashQ,1,-1
55998,Random,-1,1
55999,NashQ,1,-1
56000,NashQ,1,-1
56001,Random,-1,1
56002,Random,-1,1
56003,NashQ,1,-1
56004,NashQ,1,-1
56005,NashQ,1,-1
56006,NashQ,1,-1
56007,NashQ,1,-1
56008,Random,-1,1
56009,Random,-1,1
56010,Random,-1,1
56011,NashQ,1,-1
56012,NashQ,1,-1
56013,draw,0,0
56014,NashQ,1,-1
56015,Random,-1,1
56016,NashQ,1,-1
56017,NashQ,1,-1
56018,NashQ,1,-1
56019,NashQ,1,-1
56020,NashQ,1,-1
56021,Random,-1,1
56022,Random,-1,1
56023,NashQ,1,-1
56024,NashQ,1,-1
56025,NashQ,1,-1
56026,Random,-1,1
56027,NashQ,1,-1
56028,draw,0,0
56029,Random,-1,1
56030,NashQ,1,-1
56031,Random,-1,1
56032,draw,0,0
56033,NashQ,1,-1
56034,Random,-1,1
56035,Random,-1,1
56036,Random,-1,1
56037,NashQ,1,-1
56038,Random,-1,1
56039,NashQ,1,-1
56040,Random,-1,1
56041,Random,-1,1
56042,Random,-1,1
56043,NashQ,1,-1
56044,Random,-1,1
56045,NashQ,1,-1
56046,Random,-1,1
56047,NashQ,1,-1
56048,NashQ,1,-1
56049,Random,-1,1
56050,NashQ,1,-1
56051,Random,-1,1
56052,NashQ,1,-1
56053,NashQ,1,-1
56054,Random,-1,1
56055,Random,-1,1
56056,Random,-1,1
56057,NashQ,1,-1
56058,NashQ,1,-1
56059,NashQ,1,-1
56060,Random,-1,1
56061,NashQ,1,-1
56062,Random,-1,1
56063,NashQ,1,-1
56064,NashQ,1,-1
56065,Random,-1,1
56066,NashQ,1,-1
56067,Random,-1,1
56068,Random,-1,1
56069,Random,-1,1
56070,Random,-1,1
56071,Random,-1,1
56072,Random,-1,1
56073,NashQ,1,-1
56074,NashQ,1,-1
56075,Random,-1,1
56076,draw,0,0
56077,Random,-1,1
56078,Random,-1,1
56079,Random,-1,1
56080,Random,-1,1
56081,NashQ,1,-1
56082,Random,-1,1
56083,NashQ,1,-1
56084,Random,-1,1
56085,Random,-1,1
56086,NashQ,1,-1
56087,NashQ,1,-1
56088,NashQ,1,-1
56089,Random,-1,1
56090,NashQ,1,-1
56091,Random,-1,1
56092,Random,-1,1
56093,Random,-1,1
56094,Random,-1,1
56095,Random,-1,1
56096,NashQ,1,-1
56097,NashQ,1,-1
56098,NashQ,1,-1
56099,Random,-1,1
56100,NashQ,1,-1
56101,Random,-1,1
56102,NashQ,1,-1
56103,NashQ,1,-1
56104,Random,-1,1
56105,NashQ,1,-1
56106,Random,-1,1
56107,NashQ,1,-1
56108,NashQ,1,-1
56109,Random,-1,1
56110,Random,-1,1
56111,NashQ,1,-1
56112,NashQ,1,-1
56113,NashQ,1,-1
56114,NashQ,1,-1
56115,NashQ,1,-1
56116,NashQ,1,-1
56117,Random,-1,1
56118,NashQ,1,-1
56119,Random,-1,1
56120,NashQ,1,-1
56121,NashQ,1,-1
56122,NashQ,1,-1
56123,NashQ,1,-1
56124,draw,0,0
56125,NashQ,1,-1
56126,NashQ,1,-1
56127,Random,-1,1
56128,Random,-1,1
56129,NashQ,1,-1
56130,Random,-1,1
56131,Random,-1,1
56132,NashQ,1,-1
56133,NashQ,1,-1
56134,NashQ,1,-1
56135,NashQ,1,-1
56136,NashQ,1,-1
56137,Random,-1,1
56138,Random,-1,1
56139,draw,0,0
56140,NashQ,1,-1
56141,NashQ,1,-1
56142,NashQ,1,-1
56143,NashQ,1,-1
56144,NashQ,1,-1
56145,NashQ,1,-1
56146,NashQ,1,-1
56147,NashQ,1,-1
56148,Random,-1,1
56149,NashQ,1,-1
56150,Random,-1,1
56151,draw,0,0
56152,NashQ,1,-1
56153,NashQ,1,-1
56154,NashQ,1,-1
56155,Random,-1,1
56156,NashQ,1,-1
56157,Random,-1,1
56158,NashQ,1,-1
56159,NashQ,1,-1
56160,Random,-1,1
56161,Random,-1,1
56162,NashQ,1,-1
56163,Random,-1,1
56164,NashQ,1,-1
56165,NashQ,1,-1
56166,NashQ,1,-1
56167,Random,-1,1
56168,NashQ,1,-1
56169,Random,-1,1
56170,Random,-1,1
56171,NashQ,1,-1
56172,NashQ,1,-1
56173,Random,-1,1
56174,NashQ,1,-1
56175,NashQ,1,-1
56176,NashQ,1,-1
56177,NashQ,1,-1
56178,NashQ,1,-1
56179,NashQ,1,-1
56180,NashQ,1,-1
56181,NashQ,1,-1
56182,Random,-1,1
56183,Random,-1,1
56184,NashQ,1,-1
56185,NashQ,1,-1
56186,Random,-1,1
56187,NashQ,1,-1
56188,Random,-1,1
56189,draw,0,0
56190,NashQ,1,-1
56191,NashQ,1,-1
56192,NashQ,1,-1
56193,Random,-1,1
56194,Random,-1,1
56195,NashQ,1,-1
56196,Random,-1,1
56197,NashQ,1,-1
56198,NashQ,1,-1
56199,NashQ,1,-1
56200,NashQ,1,-1
56201,NashQ,1,-1
56202,NashQ,1,-1
56203,NashQ,1,-1
56204,NashQ,1,-1
56205,NashQ,1,-1
56206,Random,-1,1
56207,NashQ,1,-1
56208,draw,0,0
56209,NashQ,1,-1
56210,Random,-1,1
56211,Random,-1,1
56212,Random,-1,1
56213,NashQ,1,-1
56214,draw,0,0
56215,NashQ,1,-1
56216,Random,-1,1
56217,Random,-1,1
56218,draw,0,0
56219,NashQ,1,-1
56220,NashQ,1,-1
56221,NashQ,1,-1
56222,NashQ,1,-1
56223,Random,-1,1
56224,NashQ,1,-1
56225,NashQ,1,-1
56226,Random,-1,1
56227,NashQ,1,-1
56228,NashQ,1,-1
56229,NashQ,1,-1
56230,Random,-1,1
56231,NashQ,1,-1
56232,NashQ,1,-1
56233,Random,-1,1
56234,NashQ,1,-1
56235,Random,-1,1
56236,NashQ,1,-1
56237,Random,-1,1
56238,NashQ,1,-1
56239,Random,-1,1
56240,NashQ,1,-1
56241,NashQ,1,-1
56242,NashQ,1,-1
56243,NashQ,1,-1
56244,NashQ,1,-1
56245,Random,-1,1
56246,Random,-1,1
56247,NashQ,1,-1
56248,NashQ,1,-1
56249,NashQ,1,-1
56250,NashQ,1,-1
56251,NashQ,1,-1
56252,Random,-1,1
56253,NashQ,1,-1
56254,NashQ,1,-1
56255,NashQ,1,-1
56256,NashQ,1,-1
56257,Random,-1,1
56258,Random,-1,1
56259,draw,0,0
56260,Random,-1,1
56261,NashQ,1,-1
56262,NashQ,1,-1
56263,NashQ,1,-1
56264,Random,-1,1
56265,NashQ,1,-1
56266,NashQ,1,-1
56267,NashQ,1,-1
56268,NashQ,1,-1
56269,Random,-1,1
56270,NashQ,1,-1
56271,Random,-1,1
56272,NashQ,1,-1
56273,Random,-1,1
56274,Random,-1,1
56275,Random,-1,1
56276,NashQ,1,-1
56277,Random,-1,1
56278,Random,-1,1
56279,NashQ,1,-1
56280,Random,-1,1
56281,NashQ,1,-1
56282,Random,-1,1
56283,Random,-1,1
56284,NashQ,1,-1
56285,NashQ,1,-1
56286,NashQ,1,-1
56287,Random,-1,1
56288,NashQ,1,-1
56289,NashQ,1,-1
56290,NashQ,1,-1
56291,NashQ,1,-1
56292,Random,-1,1
56293,NashQ,1,-1
56294,NashQ,1,-1
56295,NashQ,1,-1
56296,NashQ,1,-1
56297,Random,-1,1
56298,NashQ,1,-1
56299,NashQ,1,-1
56300,NashQ,1,-1
56301,Random,-1,1
56302,Random,-1,1
56303,NashQ,1,-1
56304,Random,-1,1
56305,Random,-1,1
56306,NashQ,1,-1
56307,draw,0,0
56308,NashQ,1,-1
56309,Random,-1,1
56310,NashQ,1,-1
56311,NashQ,1,-1
56312,NashQ,1,-1
56313,Random,-1,1
56314,Random,-1,1
56315,NashQ,1,-1
56316,NashQ,1,-1
56317,NashQ,1,-1
56318,NashQ,1,-1
56319,Random,-1,1
56320,NashQ,1,-1
56321,NashQ,1,-1
56322,NashQ,1,-1
56323,NashQ,1,-1
56324,NashQ,1,-1
56325,Random,-1,1
56326,NashQ,1,-1
56327,Random,-1,1
56328,NashQ,1,-1
56329,NashQ,1,-1
56330,Random,-1,1
56331,Random,-1,1
56332,NashQ,1,-1
56333,Random,-1,1
56334,Random,-1,1
56335,NashQ,1,-1
56336,Random,-1,1
56337,NashQ,1,-1
56338,Random,-1,1
56339,Random,-1,1
56340,NashQ,1,-1
56341,Random,-1,1
56342,Random,-1,1
56343,Random,-1,1
56344,Random,-1,1
56345,NashQ,1,-1
56346,Random,-1,1
56347,NashQ,1,-1
56348,draw,0,0
56349,Random,-1,1
56350,NashQ,1,-1
56351,Random,-1,1
56352,Random,-1,1
56353,NashQ,1,-1
56354,NashQ,1,-1
56355,NashQ,1,-1
56356,Random,-1,1
56357,Random,-1,1
56358,NashQ,1,-1
56359,NashQ,1,-1
56360,Random,-1,1
56361,NashQ,1,-1
56362,NashQ,1,-1
56363,Random,-1,1
56364,NashQ,1,-1
56365,Random,-1,1
56366,NashQ,1,-1
56367,NashQ,1,-1
56368,NashQ,1,-1
56369,Random,-1,1
56370,NashQ,1,-1
56371,Random,-1,1
56372,NashQ,1,-1
56373,NashQ,1,-1
56374,NashQ,1,-1
56375,NashQ,1,-1
56376,NashQ,1,-1
56377,NashQ,1,-1
56378,NashQ,1,-1
56379,NashQ,1,-1
56380,Random,-1,1
56381,NashQ,1,-1
56382,Random,-1,1
56383,Random,-1,1
56384,NashQ,1,-1
56385,Random,-1,1
56386,Random,-1,1
56387,NashQ,1,-1
56388,NashQ,1,-1
56389,NashQ,1,-1
56390,NashQ,1,-1
56391,Random,-1,1
56392,NashQ,1,-1
56393,Random,-1,1
56394,Random,-1,1
56395,NashQ,1,-1
56396,NashQ,1,-1
56397,Random,-1,1
56398,Random,-1,1
56399,Random,-1,1
56400,NashQ,1,-1
56401,Random,-1,1
56402,Random,-1,1
56403,NashQ,1,-1
56404,NashQ,1,-1
56405,NashQ,1,-1
56406,NashQ,1,-1
56407,Random,-1,1
56408,NashQ,1,-1
56409,NashQ,1,-1
56410,NashQ,1,-1
56411,Random,-1,1
56412,Random,-1,1
56413,NashQ,1,-1
56414,Random,-1,1
56415,NashQ,1,-1
56416,NashQ,1,-1
56417,NashQ,1,-1
56418,NashQ,1,-1
56419,NashQ,1,-1
56420,NashQ,1,-1
56421,NashQ,1,-1
56422,Random,-1,1
56423,NashQ,1,-1
56424,NashQ,1,-1
56425,NashQ,1,-1
56426,Random,-1,1
56427,NashQ,1,-1
56428,draw,0,0
56429,Random,-1,1
56430,NashQ,1,-1
56431,draw,0,0
56432,NashQ,1,-1
56433,NashQ,1,-1
56434,Random,-1,1
56435,draw,0,0
56436,Random,-1,1
56437,NashQ,1,-1
56438,Random,-1,1
56439,Random,-1,1
56440,NashQ,1,-1
56441,NashQ,1,-1
56442,NashQ,1,-1
56443,NashQ,1,-1
56444,Random,-1,1
56445,NashQ,1,-1
56446,NashQ,1,-1
56447,NashQ,1,-1
56448,NashQ,1,-1
56449,Random,-1,1
56450,NashQ,1,-1
56451,Random,-1,1
56452,NashQ,1,-1
56453,NashQ,1,-1
56454,Random,-1,1
56455,NashQ,1,-1
56456,NashQ,1,-1
56457,NashQ,1,-1
56458,NashQ,1,-1
56459,Random,-1,1
56460,NashQ,1,-1
56461,Random,-1,1
56462,NashQ,1,-1
56463,Random,-1,1
56464,NashQ,1,-1
56465,NashQ,1,-1
56466,NashQ,1,-1
56467,NashQ,1,-1
56468,NashQ,1,-1
56469,NashQ,1,-1
56470,draw,0,0
56471,Random,-1,1
56472,NashQ,1,-1
56473,Random,-1,1
56474,Random,-1,1
56475,NashQ,1,-1
56476,NashQ,1,-1
56477,Random,-1,1
56478,NashQ,1,-1
56479,Random,-1,1
56480,NashQ,1,-1
56481,NashQ,1,-1
56482,NashQ,1,-1
56483,draw,0,0
56484,NashQ,1,-1
56485,NashQ,1,-1
56486,Random,-1,1
56487,NashQ,1,-1
56488,Random,-1,1
56489,NashQ,1,-1
56490,Random,-1,1
56491,NashQ,1,-1
56492,NashQ,1,-1
56493,NashQ,1,-1
56494,Random,-1,1
56495,NashQ,1,-1
56496,Random,-1,1
56497,Random,-1,1
56498,Random,-1,1
56499,NashQ,1,-1
56500,NashQ,1,-1
56501,Random,-1,1
56502,Random,-1,1
56503,NashQ,1,-1
56504,NashQ,1,-1
56505,NashQ,1,-1
56506,NashQ,1,-1
56507,draw,0,0
56508,Random,-1,1
56509,NashQ,1,-1
56510,Random,-1,1
56511,NashQ,1,-1
56512,NashQ,1,-1
56513,NashQ,1,-1
56514,NashQ,1,-1
56515,Random,-1,1
56516,Random,-1,1
56517,NashQ,1,-1
56518,NashQ,1,-1
56519,Random,-1,1
56520,NashQ,1,-1
56521,NashQ,1,-1
56522,NashQ,1,-1
56523,NashQ,1,-1
56524,Random,-1,1
56525,NashQ,1,-1
56526,NashQ,1,-1
56527,Random,-1,1
56528,NashQ,1,-1
56529,Random,-1,1
56530,Random,-1,1
56531,NashQ,1,-1
56532,NashQ,1,-1
56533,draw,0,0
56534,NashQ,1,-1
56535,NashQ,1,-1
56536,NashQ,1,-1
56537,NashQ,1,-1
56538,NashQ,1,-1
56539,Random,-1,1
56540,NashQ,1,-1
56541,NashQ,1,-1
56542,NashQ,1,-1
56543,NashQ,1,-1
56544,NashQ,1,-1
56545,Random,-1,1
56546,NashQ,1,-1
56547,NashQ,1,-1
56548,Random,-1,1
56549,NashQ,1,-1
56550,NashQ,1,-1
56551,NashQ,1,-1
56552,NashQ,1,-1
56553,NashQ,1,-1
56554,NashQ,1,-1
56555,NashQ,1,-1
56556,NashQ,1,-1
56557,Random,-1,1
56558,Random,-1,1
56559,NashQ,1,-1
56560,NashQ,1,-1
56561,NashQ,1,-1
56562,Random,-1,1
56563,NashQ,1,-1
56564,Random,-1,1
56565,NashQ,1,-1
56566,Random,-1,1
56567,NashQ,1,-1
56568,NashQ,1,-1
56569,NashQ,1,-1
56570,NashQ,1,-1
56571,draw,0,0
56572,NashQ,1,-1
56573,NashQ,1,-1
56574,NashQ,1,-1
56575,Random,-1,1
56576,NashQ,1,-1
56577,NashQ,1,-1
56578,Random,-1,1
56579,NashQ,1,-1
56580,NashQ,1,-1
56581,NashQ,1,-1
56582,NashQ,1,-1
56583,NashQ,1,-1
56584,Random,-1,1
56585,Random,-1,1
56586,NashQ,1,-1
56587,NashQ,1,-1
56588,NashQ,1,-1
56589,Random,-1,1
56590,NashQ,1,-1
56591,NashQ,1,-1
56592,NashQ,1,-1
56593,NashQ,1,-1
56594,NashQ,1,-1
56595,NashQ,1,-1
56596,NashQ,1,-1
56597,NashQ,1,-1
56598,NashQ,1,-1
56599,NashQ,1,-1
56600,NashQ,1,-1
56601,Random,-1,1
56602,Random,-1,1
56603,Random,-1,1
56604,Random,-1,1
56605,Random,-1,1
56606,Random,-1,1
56607,NashQ,1,-1
56608,NashQ,1,-1
56609,NashQ,1,-1
56610,NashQ,1,-1
56611,Random,-1,1
56612,Random,-1,1
56613,NashQ,1,-1
56614,Random,-1,1
56615,NashQ,1,-1
56616,Random,-1,1
56617,NashQ,1,-1
56618,Random,-1,1
56619,Random,-1,1
56620,NashQ,1,-1
56621,NashQ,1,-1
56622,Random,-1,1
56623,NashQ,1,-1
56624,Random,-1,1
56625,NashQ,1,-1
56626,NashQ,1,-1
56627,NashQ,1,-1
56628,NashQ,1,-1
56629,NashQ,1,-1
56630,NashQ,1,-1
56631,NashQ,1,-1
56632,Random,-1,1
56633,Random,-1,1
56634,NashQ,1,-1
56635,Random,-1,1
56636,draw,0,0
56637,NashQ,1,-1
56638,NashQ,1,-1
56639,NashQ,1,-1
56640,Random,-1,1
56641,Random,-1,1
56642,NashQ,1,-1
56643,Random,-1,1
56644,NashQ,1,-1
56645,Random,-1,1
56646,Random,-1,1
56647,NashQ,1,-1
56648,Random,-1,1
56649,NashQ,1,-1
56650,Random,-1,1
56651,Random,-1,1
56652,NashQ,1,-1
56653,Random,-1,1
56654,NashQ,1,-1
56655,NashQ,1,-1
56656,NashQ,1,-1
56657,Random,-1,1
56658,NashQ,1,-1
56659,Random,-1,1
56660,Random,-1,1
56661,NashQ,1,-1
56662,Random,-1,1
56663,NashQ,1,-1
56664,Random,-1,1
56665,NashQ,1,-1
56666,draw,0,0
56667,Random,-1,1
56668,Random,-1,1
56669,NashQ,1,-1
56670,NashQ,1,-1
56671,NashQ,1,-1
56672,Random,-1,1
56673,NashQ,1,-1
56674,NashQ,1,-1
56675,Random,-1,1
56676,NashQ,1,-1
56677,Random,-1,1
56678,NashQ,1,-1
56679,NashQ,1,-1
56680,NashQ,1,-1
56681,NashQ,1,-1
56682,NashQ,1,-1
56683,Random,-1,1
56684,NashQ,1,-1
56685,NashQ,1,-1
56686,NashQ,1,-1
56687,Random,-1,1
56688,Random,-1,1
56689,Random,-1,1
56690,NashQ,1,-1
56691,NashQ,1,-1
56692,Random,-1,1
56693,NashQ,1,-1
56694,NashQ,1,-1
56695,NashQ,1,-1
56696,draw,0,0
56697,NashQ,1,-1
56698,NashQ,1,-1
56699,Random,-1,1
56700,NashQ,1,-1
56701,NashQ,1,-1
56702,NashQ,1,-1
56703,Random,-1,1
56704,draw,0,0
56705,Random,-1,1
56706,NashQ,1,-1
56707,Random,-1,1
56708,NashQ,1,-1
56709,NashQ,1,-1
56710,NashQ,1,-1
56711,NashQ,1,-1
56712,NashQ,1,-1
56713,NashQ,1,-1
56714,NashQ,1,-1
56715,NashQ,1,-1
56716,Random,-1,1
56717,Random,-1,1
56718,NashQ,1,-1
56719,NashQ,1,-1
56720,NashQ,1,-1
56721,Random,-1,1
56722,NashQ,1,-1
56723,NashQ,1,-1
56724,NashQ,1,-1
56725,NashQ,1,-1
56726,Random,-1,1
56727,NashQ,1,-1
56728,NashQ,1,-1
56729,Random,-1,1
56730,NashQ,1,-1
56731,Random,-1,1
56732,NashQ,1,-1
56733,NashQ,1,-1
56734,NashQ,1,-1
56735,NashQ,1,-1
56736,NashQ,1,-1
56737,Random,-1,1
56738,NashQ,1,-1
56739,Random,-1,1
56740,NashQ,1,-1
56741,NashQ,1,-1
56742,draw,0,0
56743,NashQ,1,-1
56744,NashQ,1,-1
56745,Random,-1,1
56746,Random,-1,1
56747,NashQ,1,-1
56748,NashQ,1,-1
56749,NashQ,1,-1
56750,Random,-1,1
56751,NashQ,1,-1
56752,Random,-1,1
56753,Random,-1,1
56754,NashQ,1,-1
56755,NashQ,1,-1
56756,NashQ,1,-1
56757,Random,-1,1
56758,NashQ,1,-1
56759,NashQ,1,-1
56760,Random,-1,1
56761,NashQ,1,-1
56762,NashQ,1,-1
56763,Random,-1,1
56764,Random,-1,1
56765,Random,-1,1
56766,Random,-1,1
56767,NashQ,1,-1
56768,NashQ,1,-1
56769,Random,-1,1
56770,NashQ,1,-1
56771,Random,-1,1
56772,Random,-1,1
56773,Random,-1,1
56774,NashQ,1,-1
56775,Random,-1,1
56776,NashQ,1,-1
56777,Random,-1,1
56778,Random,-1,1
56779,NashQ,1,-1
56780,Random,-1,1
56781,NashQ,1,-1
56782,NashQ,1,-1
56783,NashQ,1,-1
56784,Random,-1,1
56785,Random,-1,1
56786,draw,0,0
56787,NashQ,1,-1
56788,NashQ,1,-1
56789,NashQ,1,-1
56790,NashQ,1,-1
56791,Random,-1,1
56792,NashQ,1,-1
56793,NashQ,1,-1
56794,NashQ,1,-1
56795,NashQ,1,-1
56796,NashQ,1,-1
56797,NashQ,1,-1
56798,NashQ,1,-1
56799,NashQ,1,-1
56800,NashQ,1,-1
56801,NashQ,1,-1
56802,NashQ,1,-1
56803,NashQ,1,-1
56804,NashQ,1,-1
56805,NashQ,1,-1
56806,Random,-1,1
56807,NashQ,1,-1
56808,Random,-1,1
56809,NashQ,1,-1
56810,NashQ,1,-1
56811,Random,-1,1
56812,NashQ,1,-1
56813,NashQ,1,-1
56814,Random,-1,1
56815,NashQ,1,-1
56816,Random,-1,1
56817,NashQ,1,-1
56818,Random,-1,1
56819,Random,-1,1
56820,Random,-1,1
56821,NashQ,1,-1
56822,NashQ,1,-1
56823,NashQ,1,-1
56824,NashQ,1,-1
56825,Random,-1,1
56826,Random,-1,1
56827,NashQ,1,-1
56828,Random,-1,1
56829,draw,0,0
56830,draw,0,0
56831,Random,-1,1
56832,NashQ,1,-1
56833,NashQ,1,-1
56834,draw,0,0
56835,NashQ,1,-1
56836,Random,-1,1
56837,NashQ,1,-1
56838,NashQ,1,-1
56839,Random,-1,1
56840,Random,-1,1
56841,Random,-1,1
56842,NashQ,1,-1
56843,Random,-1,1
56844,NashQ,1,-1
56845,NashQ,1,-1
56846,NashQ,1,-1
56847,Random,-1,1
56848,Random,-1,1
56849,draw,0,0
56850,NashQ,1,-1
56851,NashQ,1,-1
56852,Random,-1,1
56853,NashQ,1,-1
56854,Random,-1,1
56855,Random,-1,1
56856,NashQ,1,-1
56857,NashQ,1,-1
56858,NashQ,1,-1
56859,NashQ,1,-1
56860,NashQ,1,-1
56861,NashQ,1,-1
56862,Random,-1,1
56863,Random,-1,1
56864,NashQ,1,-1
56865,NashQ,1,-1
56866,NashQ,1,-1
56867,NashQ,1,-1
56868,Random,-1,1
56869,NashQ,1,-1
56870,NashQ,1,-1
56871,Random,-1,1
56872,NashQ,1,-1
56873,NashQ,1,-1
56874,draw,0,0
56875,NashQ,1,-1
56876,Random,-1,1
56877,NashQ,1,-1
56878,NashQ,1,-1
56879,NashQ,1,-1
56880,NashQ,1,-1
56881,NashQ,1,-1
56882,Random,-1,1
56883,Random,-1,1
56884,Random,-1,1
56885,NashQ,1,-1
56886,Random,-1,1
56887,draw,0,0
56888,NashQ,1,-1
56889,NashQ,1,-1
56890,Random,-1,1
56891,NashQ,1,-1
56892,Random,-1,1
56893,draw,0,0
56894,NashQ,1,-1
56895,draw,0,0
56896,NashQ,1,-1
56897,NashQ,1,-1
56898,NashQ,1,-1
56899,NashQ,1,-1
56900,NashQ,1,-1
56901,NashQ,1,-1
56902,NashQ,1,-1
56903,NashQ,1,-1
56904,NashQ,1,-1
56905,NashQ,1,-1
56906,Random,-1,1
56907,NashQ,1,-1
56908,NashQ,1,-1
56909,NashQ,1,-1
56910,Random,-1,1
56911,Random,-1,1
56912,NashQ,1,-1
56913,Random,-1,1
56914,NashQ,1,-1
56915,NashQ,1,-1
56916,Random,-1,1
56917,NashQ,1,-1
56918,NashQ,1,-1
56919,Random,-1,1
56920,Random,-1,1
56921,NashQ,1,-1
56922,draw,0,0
56923,NashQ,1,-1
56924,draw,0,0
56925,Random,-1,1
56926,Random,-1,1
56927,NashQ,1,-1
56928,NashQ,1,-1
56929,Random,-1,1
56930,NashQ,1,-1
56931,Random,-1,1
56932,Random,-1,1
56933,NashQ,1,-1
56934,Random,-1,1
56935,Random,-1,1
56936,NashQ,1,-1
56937,Random,-1,1
56938,Random,-1,1
56939,NashQ,1,-1
56940,Random,-1,1
56941,Random,-1,1
56942,draw,0,0
56943,NashQ,1,-1
56944,NashQ,1,-1
56945,Random,-1,1
56946,Random,-1,1
56947,NashQ,1,-1
56948,NashQ,1,-1
56949,Random,-1,1
56950,NashQ,1,-1
56951,draw,0,0
56952,NashQ,1,-1
56953,NashQ,1,-1
56954,Random,-1,1
56955,NashQ,1,-1
56956,NashQ,1,-1
56957,Random,-1,1
56958,NashQ,1,-1
56959,NashQ,1,-1
56960,Random,-1,1
56961,NashQ,1,-1
56962,Random,-1,1
56963,NashQ,1,-1
56964,NashQ,1,-1
56965,NashQ,1,-1
56966,Random,-1,1
56967,NashQ,1,-1
56968,Random,-1,1
56969,Random,-1,1
56970,NashQ,1,-1
56971,NashQ,1,-1
56972,NashQ,1,-1
56973,Random,-1,1
56974,Random,-1,1
56975,NashQ,1,-1
56976,Random,-1,1
56977,NashQ,1,-1
56978,NashQ,1,-1
56979,NashQ,1,-1
56980,NashQ,1,-1
56981,NashQ,1,-1
56982,NashQ,1,-1
56983,Random,-1,1
56984,Random,-1,1
56985,NashQ,1,-1
56986,Random,-1,1
56987,Random,-1,1
56988,NashQ,1,-1
56989,NashQ,1,-1
56990,NashQ,1,-1
56991,Random,-1,1
56992,NashQ,1,-1
56993,NashQ,1,-1
56994,Random,-1,1
56995,NashQ,1,-1
56996,Random,-1,1
56997,Random,-1,1
56998,Random,-1,1
56999,Random,-1,1
57000,NashQ,1,-1
57001,NashQ,1,-1
57002,NashQ,1,-1
57003,Random,-1,1
57004,NashQ,1,-1
57005,NashQ,1,-1
57006,NashQ,1,-1
57007,Random,-1,1
57008,NashQ,1,-1
57009,NashQ,1,-1
57010,NashQ,1,-1
57011,NashQ,1,-1
57012,NashQ,1,-1
57013,NashQ,1,-1
57014,Random,-1,1
57015,NashQ,1,-1
57016,NashQ,1,-1
57017,Random,-1,1
57018,Random,-1,1
57019,Random,-1,1
57020,NashQ,1,-1
57021,NashQ,1,-1
57022,NashQ,1,-1
57023,NashQ,1,-1
57024,Random,-1,1
57025,Random,-1,1
57026,NashQ,1,-1
57027,Random,-1,1
57028,NashQ,1,-1
57029,Random,-1,1
57030,Random,-1,1
57031,Random,-1,1
57032,Random,-1,1
57033,Random,-1,1
57034,NashQ,1,-1
57035,NashQ,1,-1
57036,Random,-1,1
57037,Random,-1,1
57038,NashQ,1,-1
57039,NashQ,1,-1
57040,NashQ,1,-1
57041,NashQ,1,-1
57042,NashQ,1,-1
57043,draw,0,0
57044,NashQ,1,-1
57045,NashQ,1,-1
57046,Random,-1,1
57047,draw,0,0
57048,NashQ,1,-1
