episode,winner,NashQ,Random
11023,Random,-1,1
11024,NashQ,1,-1
11025,Random,-1,1
11026,Random,-1,1
11027,Random,-1,1
11028,NashQ,1,-1
11029,draw,0,0
11030,Random,-1,1
11031,Random,-1,1
11032,NashQ,1,-1
11033,Random,-1,1
11034,Random,-1,1
11035,NashQ,1,-1
11036,Random,-1,1
11037,Random,-1,1
11038,Random,-1,1
11039,Random,-1,1
11040,NashQ,1,-1
11041,NashQ,1,-1
11042,NashQ,1,-1
11043,Random,-1,1
11044,draw,0,0
11045,Random,-1,1
11046,draw,0,0
11047,NashQ,1,-1
11048,Random,-1,1
11049,Random,-1,1
11050,Random,-1,1
11051,draw,0,0
11052,draw,0,0
11053,Random,-1,1
11054,Random,-1,1
11055,Random,-1,1
11056,Random,-1,1
11057,Random,-1,1
11058,NashQ,1,-1
11059,NashQ,1,-1
11060,draw,0,0
11061,Random,-1,1
11062,NashQ,1,-1
11063,Random,-1,1
11064,NashQ,1,-1
11065,NashQ,1,-1
11066,NashQ,1,-1
11067,NashQ,1,-1
11068,Random,-1,1
11069,Random,-1,1
11070,Random,-1,1
11071,Random,-1,1
11072,NashQ,1,-1
11073,draw,0,0
11074,Random,-1,1
11075,Random,-1,1
11076,NashQ,1,-1
11077,NashQ,1,-1
11078,Random,-1,1
11079,Random,-1,1
11080,NashQ,1,-1
11081,NashQ,1,-1
11082,Random,-1,1
11083,Random,-1,1
11084,Random,-1,1
11085,Random,-1,1
11086,Random,-1,1
11087,Random,-1,1
11088,Random,-1,1
11089,Random,-1,1
11090,draw,0,0
11091,Random,-1,1
11092,NashQ,1,-1
11093,Random,-1,1
11094,NashQ,1,-1
11095,Random,-1,1
11096,Random,-1,1
11097,NashQ,1,-1
11098,NashQ,1,-1
11099,Random,-1,1
11100,Random,-1,1
11101,Random,-1,1
11102,NashQ,1,-1
11103,NashQ,1,-1
11104,NashQ,1,-1
11105,NashQ,1,-1
11106,Random,-1,1
11107,Random,-1,1
11108,Random,-1,1
11109,draw,0,0
11110,draw,0,0
11111,NashQ,1,-1
11112,draw,0,0
11113,NashQ,1,-1
11114,Random,-1,1
11115,draw,0,0
11116,Random,-1,1
11117,draw,0,0
11118,Random,-1,1
11119,draw,0,0
11120,NashQ,1,-1
11121,NashQ,1,-1
11122,NashQ,1,-1
11123,NashQ,1,-1
11124,Random,-1,1
11125,Random,-1,1
11126,draw,0,0
11127,NashQ,1,-1
11128,Random,-1,1
11129,Random,-1,1
11130,Random,-1,1
11131,Random,-1,1
11132,Random,-1,1
11133,Random,-1,1
11134,draw,0,0
11135,draw,0,0
11136,draw,0,0
11137,Random,-1,1
11138,Random,-1,1
11139,Random,-1,1
11140,Random,-1,1
11141,NashQ,1,-1
11142,Random,-1,1
11143,Random,-1,1
11144,NashQ,1,-1
11145,Random,-1,1
11146,NashQ,1,-1
11147,Random,-1,1
11148,Random,-1,1
11149,Random,-1,1
11150,Random,-1,1
11151,Random,-1,1
11152,Random,-1,1
11153,Random,-1,1
11154,Random,-1,1
11155,NashQ,1,-1
11156,NashQ,1,-1
11157,Random,-1,1
11158,Random,-1,1
11159,NashQ,1,-1
11160,Random,-1,1
11161,Random,-1,1
11162,Random,-1,1
11163,Random,-1,1
11164,NashQ,1,-1
11165,draw,0,0
11166,Random,-1,1
11167,Random,-1,1
11168,Random,-1,1
11169,Random,-1,1
11170,Random,-1,1
11171,NashQ,1,-1
11172,NashQ,1,-1
11173,draw,0,0
11174,draw,0,0
11175,NashQ,1,-1
11176,draw,0,0
11177,Random,-1,1
11178,Random,-1,1
11179,Random,-1,1
11180,Random,-1,1
11181,draw,0,0
11182,NashQ,1,-1
11183,Random,-1,1
11184,Random,-1,1
11185,draw,0,0
11186,Random,-1,1
11187,Random,-1,1
11188,Random,-1,1
11189,Random,-1,1
11190,Random,-1,1
11191,NashQ,1,-1
11192,NashQ,1,-1
11193,NashQ,1,-1
11194,Random,-1,1
11195,NashQ,1,-1
11196,draw,0,0
11197,Random,-1,1
11198,Random,-1,1
11199,Random,-1,1
11200,NashQ,1,-1
11201,Random,-1,1
11202,Random,-1,1
11203,draw,0,0
11204,Random,-1,1
11205,draw,0,0
11206,draw,0,0
11207,NashQ,1,-1
11208,Random,-1,1
11209,Random,-1,1
11210,Random,-1,1
11211,draw,0,0
11212,NashQ,1,-1
11213,draw,0,0
11214,Random,-1,1
11215,Random,-1,1
11216,NashQ,1,-1
11217,Random,-1,1
11218,Random,-1,1
11219,NashQ,1,-1
11220,NashQ,1,-1
11221,NashQ,1,-1
11222,NashQ,1,-1
11223,draw,0,0
11224,Random,-1,1
11225,Random,-1,1
11226,Random,-1,1
11227,Random,-1,1
11228,NashQ,1,-1
11229,NashQ,1,-1
11230,NashQ,1,-1
11231,Random,-1,1
11232,NashQ,1,-1
11233,Random,-1,1
11234,Random,-1,1
11235,NashQ,1,-1
11236,draw,0,0
11237,Random,-1,1
11238,Random,-1,1
11239,Random,-1,1
11240,draw,0,0
11241,NashQ,1,-1
11242,draw,0,0
11243,draw,0,0
11244,NashQ,1,-1
11245,NashQ,1,-1
11246,NashQ,1,-1
11247,Random,-1,1
11248,Random,-1,1
11249,Random,-1,1
11250,NashQ,1,-1
11251,draw,0,0
11252,NashQ,1,-1
11253,NashQ,1,-1
11254,NashQ,1,-1
11255,Random,-1,1
11256,draw,0,0
11257,Random,-1,1
11258,NashQ,1,-1
11259,draw,0,0
11260,Random,-1,1
11261,Random,-1,1
11262,Random,-1,1
11263,Random,-1,1
11264,Random,-1,1
11265,Random,-1,1
11266,Random,-1,1
11267,Random,-1,1
11268,NashQ,1,-1
11269,NashQ,1,-1
11270,Random,-1,1
11271,Random,-1,1
11272,NashQ,1,-1
11273,NashQ,1,-1
11274,Random,-1,1
11275,Random,-1,1
11276,NashQ,1,-1
11277,Random,-1,1
11278,NashQ,1,-1
11279,draw,0,0
11280,Random,-1,1
11281,NashQ,1,-1
11282,draw,0,0
11283,Random,-1,1
11284,Random,-1,1
11285,Random,-1,1
11286,Random,-1,1
11287,Random,-1,1
11288,Random,-1,1
11289,Random,-1,1
11290,Random,-1,1
11291,NashQ,1,-1
11292,Random,-1,1
11293,draw,0,0
11294,NashQ,1,-1
11295,Random,-1,1
11296,Random,-1,1
11297,Random,-1,1
11298,Random,-1,1
11299,NashQ,1,-1
11300,NashQ,1,-1
11301,Random,-1,1
11302,NashQ,1,-1
11303,NashQ,1,-1
11304,NashQ,1,-1
11305,Random,-1,1
11306,Random,-1,1
11307,Random,-1,1
11308,Random,-1,1
11309,draw,0,0
11310,Random,-1,1
11311,NashQ,1,-1
11312,NashQ,1,-1
11313,NashQ,1,-1
11314,Random,-1,1
11315,Random,-1,1
11316,Random,-1,1
11317,NashQ,1,-1
11318,NashQ,1,-1
11319,Random,-1,1
11320,draw,0,0
11321,Random,-1,1
11322,NashQ,1,-1
11323,draw,0,0
11324,NashQ,1,-1
11325,NashQ,1,-1
11326,Random,-1,1
11327,Random,-1,1
11328,Random,-1,1
11329,Random,-1,1
11330,Random,-1,1
11331,Random,-1,1
11332,Random,-1,1
11333,Random,-1,1
11334,Random,-1,1
11335,Random,-1,1
11336,draw,0,0
11337,Random,-1,1
11338,Random,-1,1
11339,Random,-1,1
11340,Random,-1,1
11341,draw,0,0
11342,Random,-1,1
11343,Random,-1,1
11344,NashQ,1,-1
11345,Random,-1,1
11346,Random,-1,1
11347,Random,-1,1
11348,NashQ,1,-1
11349,Random,-1,1
11350,draw,0,0
11351,Random,-1,1
11352,draw,0,0
11353,NashQ,1,-1
11354,NashQ,1,-1
11355,draw,0,0
11356,NashQ,1,-1
11357,draw,0,0
11358,Random,-1,1
11359,Random,-1,1
11360,Random,-1,1
11361,NashQ,1,-1
11362,Random,-1,1
11363,Random,-1,1
11364,draw,0,0
11365,NashQ,1,-1
11366,NashQ,1,-1
11367,NashQ,1,-1
11368,Random,-1,1
11369,NashQ,1,-1
11370,Random,-1,1
11371,Random,-1,1
11372,Random,-1,1
11373,NashQ,1,-1
11374,Random,-1,1
11375,Random,-1,1
11376,Random,-1,1
11377,Random,-1,1
11378,NashQ,1,-1
11379,NashQ,1,-1
11380,NashQ,1,-1
11381,Random,-1,1
11382,Random,-1,1
11383,NashQ,1,-1
11384,Random,-1,1
11385,NashQ,1,-1
11386,Random,-1,1
11387,draw,0,0
11388,Random,-1,1
11389,Random,-1,1
11390,Random,-1,1
11391,NashQ,1,-1
11392,NashQ,1,-1
11393,Random,-1,1
11394,Random,-1,1
11395,Random,-1,1
11396,Random,-1,1
11397,Random,-1,1
11398,Random,-1,1
11399,Random,-1,1
11400,Random,-1,1
11401,Random,-1,1
11402,NashQ,1,-1
11403,Random,-1,1
11404,draw,0,0
11405,NashQ,1,-1
11406,Random,-1,1
11407,Random,-1,1
11408,draw,0,0
11409,Random,-1,1
11410,NashQ,1,-1
11411,NashQ,1,-1
11412,draw,0,0
11413,Random,-1,1
11414,Random,-1,1
11415,Random,-1,1
11416,NashQ,1,-1
11417,Random,-1,1
11418,Random,-1,1
11419,NashQ,1,-1
11420,Random,-1,1
11421,Random,-1,1
11422,Random,-1,1
11423,Random,-1,1
11424,Random,-1,1
11425,NashQ,1,-1
11426,draw,0,0
11427,Random,-1,1
11428,Random,-1,1
11429,Random,-1,1
11430,Random,-1,1
11431,Random,-1,1
11432,NashQ,1,-1
11433,Random,-1,1
11434,Random,-1,1
11435,Random,-1,1
11436,NashQ,1,-1
11437,NashQ,1,-1
11438,draw,0,0
11439,draw,0,0
11440,NashQ,1,-1
11441,Random,-1,1
11442,NashQ,1,-1
11443,Random,-1,1
11444,NashQ,1,-1
11445,NashQ,1,-1
11446,NashQ,1,-1
11447,Random,-1,1
11448,Random,-1,1
11449,NashQ,1,-1
11450,Random,-1,1
11451,Random,-1,1
11452,draw,0,0
11453,NashQ,1,-1
11454,NashQ,1,-1
11455,NashQ,1,-1
11456,Random,-1,1
11457,Random,-1,1
11458,draw,0,0
11459,NashQ,1,-1
11460,Random,-1,1
11461,Random,-1,1
11462,Random,-1,1
11463,NashQ,1,-1
11464,Random,-1,1
11465,NashQ,1,-1
11466,Random,-1,1
11467,Random,-1,1
11468,Random,-1,1
11469,Random,-1,1
11470,NashQ,1,-1
11471,NashQ,1,-1
11472,Random,-1,1
11473,Random,-1,1
11474,NashQ,1,-1
11475,Random,-1,1
11476,draw,0,0
11477,Random,-1,1
11478,Random,-1,1
11479,NashQ,1,-1
11480,Random,-1,1
11481,NashQ,1,-1
11482,Random,-1,1
11483,Random,-1,1
11484,NashQ,1,-1
11485,Random,-1,1
11486,Random,-1,1
11487,NashQ,1,-1
11488,Random,-1,1
11489,Random,-1,1
11490,NashQ,1,-1
11491,NashQ,1,-1
11492,Random,-1,1
11493,draw,0,0
11494,draw,0,0
11495,NashQ,1,-1
11496,Random,-1,1
11497,Random,-1,1
11498,Random,-1,1
11499,Random,-1,1
11500,NashQ,1,-1
11501,NashQ,1,-1
11502,Random,-1,1
11503,Random,-1,1
11504,NashQ,1,-1
11505,Random,-1,1
11506,Random,-1,1
11507,Random,-1,1
11508,Random,-1,1
11509,Random,-1,1
11510,Random,-1,1
11511,NashQ,1,-1
11512,Random,-1,1
11513,Random,-1,1
11514,Random,-1,1
11515,Random,-1,1
11516,draw,0,0
11517,draw,0,0
11518,Random,-1,1
11519,draw,0,0
11520,Random,-1,1
11521,NashQ,1,-1
11522,NashQ,1,-1
11523,Random,-1,1
11524,Random,-1,1
11525,Random,-1,1
11526,draw,0,0
11527,Random,-1,1
11528,NashQ,1,-1
11529,Random,-1,1
11530,NashQ,1,-1
11531,NashQ,1,-1
11532,Random,-1,1
11533,NashQ,1,-1
11534,Random,-1,1
11535,Random,-1,1
11536,NashQ,1,-1
11537,draw,0,0
11538,NashQ,1,-1
11539,NashQ,1,-1
11540,draw,0,0
11541,draw,0,0
11542,NashQ,1,-1
11543,NashQ,1,-1
11544,draw,0,0
11545,Random,-1,1
11546,Random,-1,1
11547,Random,-1,1
11548,Random,-1,1
11549,NashQ,1,-1
11550,draw,0,0
11551,draw,0,0
11552,NashQ,1,-1
11553,Random,-1,1
11554,NashQ,1,-1
11555,Random,-1,1
11556,Random,-1,1
11557,Random,-1,1
11558,Random,-1,1
11559,NashQ,1,-1
11560,Random,-1,1
11561,draw,0,0
11562,Random,-1,1
11563,Random,-1,1
11564,Random,-1,1
11565,Random,-1,1
11566,Random,-1,1
11567,Random,-1,1
11568,Random,-1,1
11569,Random,-1,1
11570,Random,-1,1
11571,NashQ,1,-1
11572,Random,-1,1
11573,draw,0,0
11574,Random,-1,1
11575,Random,-1,1
11576,draw,0,0
11577,Random,-1,1
11578,Random,-1,1
11579,draw,0,0
11580,Random,-1,1
11581,Random,-1,1
11582,NashQ,1,-1
11583,NashQ,1,-1
11584,NashQ,1,-1
11585,NashQ,1,-1
11586,NashQ,1,-1
11587,NashQ,1,-1
11588,Random,-1,1
11589,Random,-1,1
11590,Random,-1,1
11591,Random,-1,1
11592,Random,-1,1
11593,NashQ,1,-1
11594,NashQ,1,-1
11595,NashQ,1,-1
11596,NashQ,1,-1
11597,Random,-1,1
11598,NashQ,1,-1
11599,NashQ,1,-1
11600,Random,-1,1
11601,NashQ,1,-1
11602,Random,-1,1
11603,Random,-1,1
11604,Random,-1,1
11605,Random,-1,1
11606,NashQ,1,-1
11607,draw,0,0
11608,Random,-1,1
11609,NashQ,1,-1
11610,Random,-1,1
11611,Random,-1,1
11612,Random,-1,1
11613,Random,-1,1
11614,Random,-1,1
11615,Random,-1,1
11616,Random,-1,1
11617,Random,-1,1
11618,Random,-1,1
11619,Random,-1,1
11620,draw,0,0
11621,Random,-1,1
11622,Random,-1,1
11623,Random,-1,1
11624,NashQ,1,-1
11625,Random,-1,1
11626,NashQ,1,-1
11627,NashQ,1,-1
11628,Random,-1,1
11629,NashQ,1,-1
11630,Random,-1,1
11631,draw,0,0
11632,Random,-1,1
11633,NashQ,1,-1
11634,draw,0,0
11635,NashQ,1,-1
11636,Random,-1,1
11637,Random,-1,1
11638,Random,-1,1
11639,Random,-1,1
11640,Random,-1,1
11641,draw,0,0
11642,NashQ,1,-1
11643,Random,-1,1
11644,Random,-1,1
11645,NashQ,1,-1
11646,Random,-1,1
11647,Random,-1,1
11648,Random,-1,1
11649,NashQ,1,-1
11650,Random,-1,1
11651,Random,-1,1
11652,NashQ,1,-1
11653,Random,-1,1
11654,NashQ,1,-1
11655,draw,0,0
11656,Random,-1,1
11657,Random,-1,1
11658,NashQ,1,-1
11659,NashQ,1,-1
11660,Random,-1,1
11661,Random,-1,1
11662,Random,-1,1
11663,Random,-1,1
11664,NashQ,1,-1
11665,NashQ,1,-1
11666,Random,-1,1
11667,Random,-1,1
11668,NashQ,1,-1
11669,NashQ,1,-1
11670,Random,-1,1
11671,draw,0,0
11672,Random,-1,1
11673,Random,-1,1
11674,draw,0,0
11675,Random,-1,1
11676,draw,0,0
11677,Random,-1,1
11678,Random,-1,1
11679,draw,0,0
11680,Random,-1,1
11681,Random,-1,1
11682,draw,0,0
11683,NashQ,1,-1
11684,draw,0,0
11685,NashQ,1,-1
11686,Random,-1,1
11687,draw,0,0
11688,Random,-1,1
11689,draw,0,0
11690,Random,-1,1
11691,NashQ,1,-1
11692,Random,-1,1
11693,draw,0,0
11694,Random,-1,1
11695,Random,-1,1
11696,Random,-1,1
11697,Random,-1,1
11698,Random,-1,1
11699,Random,-1,1
11700,Random,-1,1
11701,NashQ,1,-1
11702,Random,-1,1
11703,Random,-1,1
11704,draw,0,0
11705,Random,-1,1
11706,draw,0,0
11707,NashQ,1,-1
11708,NashQ,1,-1
11709,Random,-1,1
11710,Random,-1,1
11711,draw,0,0
11712,Random,-1,1
11713,Random,-1,1
11714,NashQ,1,-1
11715,NashQ,1,-1
11716,draw,0,0
11717,Random,-1,1
11718,NashQ,1,-1
11719,Random,-1,1
11720,Random,-1,1
11721,Random,-1,1
11722,Random,-1,1
11723,NashQ,1,-1
11724,Random,-1,1
11725,Random,-1,1
11726,Random,-1,1
11727,Random,-1,1
11728,NashQ,1,-1
11729,Random,-1,1
11730,Random,-1,1
11731,NashQ,1,-1
11732,NashQ,1,-1
11733,Random,-1,1
11734,Random,-1,1
11735,NashQ,1,-1
11736,Random,-1,1
11737,Random,-1,1
11738,Random,-1,1
11739,NashQ,1,-1
11740,Random,-1,1
11741,Random,-1,1
11742,NashQ,1,-1
11743,Random,-1,1
11744,Random,-1,1
11745,Random,-1,1
11746,Random,-1,1
11747,NashQ,1,-1
11748,NashQ,1,-1
11749,NashQ,1,-1
11750,Random,-1,1
11751,Random,-1,1
11752,draw,0,0
11753,NashQ,1,-1
11754,NashQ,1,-1
11755,NashQ,1,-1
11756,Random,-1,1
11757,Random,-1,1
11758,Random,-1,1
11759,NashQ,1,-1
11760,NashQ,1,-1
11761,NashQ,1,-1
11762,NashQ,1,-1
11763,Random,-1,1
11764,NashQ,1,-1
11765,Random,-1,1
11766,Random,-1,1
11767,Random,-1,1
11768,Random,-1,1
11769,Random,-1,1
11770,Random,-1,1
11771,Random,-1,1
11772,Random,-1,1
11773,draw,0,0
11774,draw,0,0
11775,Random,-1,1
11776,Random,-1,1
11777,NashQ,1,-1
11778,draw,0,0
11779,Random,-1,1
11780,Random,-1,1
11781,NashQ,1,-1
11782,Random,-1,1
11783,NashQ,1,-1
11784,Random,-1,1
11785,NashQ,1,-1
11786,Random,-1,1
11787,Random,-1,1
11788,Random,-1,1
11789,Random,-1,1
11790,Random,-1,1
11791,NashQ,1,-1
11792,NashQ,1,-1
11793,NashQ,1,-1
11794,NashQ,1,-1
11795,draw,0,0
11796,Random,-1,1
11797,Random,-1,1
11798,NashQ,1,-1
11799,Random,-1,1
11800,Random,-1,1
11801,NashQ,1,-1
11802,Random,-1,1
11803,draw,0,0
11804,NashQ,1,-1
11805,draw,0,0
11806,Random,-1,1
11807,draw,0,0
11808,Random,-1,1
11809,Random,-1,1
11810,NashQ,1,-1
11811,Random,-1,1
11812,Random,-1,1
11813,Random,-1,1
11814,Random,-1,1
11815,Random,-1,1
11816,Random,-1,1
11817,Random,-1,1
11818,draw,0,0
11819,NashQ,1,-1
11820,NashQ,1,-1
11821,Random,-1,1
11822,Random,-1,1
11823,draw,0,0
11824,Random,-1,1
11825,Random,-1,1
11826,Random,-1,1
11827,Random,-1,1
11828,Random,-1,1
11829,NashQ,1,-1
11830,Random,-1,1
11831,NashQ,1,-1
11832,Random,-1,1
11833,draw,0,0
11834,Random,-1,1
11835,NashQ,1,-1
11836,Random,-1,1
11837,NashQ,1,-1
11838,Random,-1,1
11839,NashQ,1,-1
11840,Random,-1,1
11841,NashQ,1,-1
11842,NashQ,1,-1
11843,Random,-1,1
11844,Random,-1,1
11845,Random,-1,1
11846,Random,-1,1
11847,Random,-1,1
11848,NashQ,1,-1
11849,Random,-1,1
11850,Random,-1,1
11851,Random,-1,1
11852,Random,-1,1
11853,draw,0,0
11854,NashQ,1,-1
11855,draw,0,0
11856,Random,-1,1
11857,Random,-1,1
11858,NashQ,1,-1
11859,draw,0,0
11860,NashQ,1,-1
11861,NashQ,1,-1
11862,Random,-1,1
11863,NashQ,1,-1
11864,NashQ,1,-1
11865,NashQ,1,-1
11866,Random,-1,1
11867,draw,0,0
11868,NashQ,1,-1
11869,Random,-1,1
11870,Random,-1,1
11871,draw,0,0
11872,Random,-1,1
11873,NashQ,1,-1
11874,Random,-1,1
11875,NashQ,1,-1
11876,Random,-1,1
11877,NashQ,1,-1
11878,Random,-1,1
11879,Random,-1,1
11880,NashQ,1,-1
11881,Random,-1,1
11882,Random,-1,1
11883,NashQ,1,-1
11884,Random,-1,1
11885,draw,0,0
11886,Random,-1,1
11887,draw,0,0
11888,Random,-1,1
11889,draw,0,0
11890,Random,-1,1
11891,Random,-1,1
11892,NashQ,1,-1
11893,Random,-1,1
11894,Random,-1,1
11895,Random,-1,1
11896,NashQ,1,-1
11897,Random,-1,1
11898,Random,-1,1
11899,draw,0,0
11900,NashQ,1,-1
11901,NashQ,1,-1
11902,Random,-1,1
11903,draw,0,0
11904,Random,-1,1
11905,NashQ,1,-1
11906,Random,-1,1
11907,Random,-1,1
11908,draw,0,0
11909,Random,-1,1
11910,NashQ,1,-1
11911,NashQ,1,-1
11912,NashQ,1,-1
11913,Random,-1,1
11914,Random,-1,1
11915,Random,-1,1
11916,Random,-1,1
11917,NashQ,1,-1
11918,Random,-1,1
11919,draw,0,0
11920,NashQ,1,-1
11921,NashQ,1,-1
11922,draw,0,0
11923,NashQ,1,-1
11924,draw,0,0
11925,NashQ,1,-1
11926,NashQ,1,-1
11927,Random,-1,1
11928,NashQ,1,-1
11929,NashQ,1,-1
11930,draw,0,0
11931,NashQ,1,-1
11932,NashQ,1,-1
11933,Random,-1,1
11934,Random,-1,1
11935,NashQ,1,-1
11936,draw,0,0
11937,draw,0,0
11938,Random,-1,1
11939,Random,-1,1
11940,Random,-1,1
11941,draw,0,0
11942,NashQ,1,-1
11943,Random,-1,1
11944,Random,-1,1
11945,Random,-1,1
11946,NashQ,1,-1
11947,draw,0,0
11948,NashQ,1,-1
11949,NashQ,1,-1
11950,Random,-1,1
11951,Random,-1,1
11952,Random,-1,1
11953,NashQ,1,-1
11954,draw,0,0
11955,draw,0,0
11956,NashQ,1,-1
11957,draw,0,0
11958,NashQ,1,-1
11959,NashQ,1,-1
11960,Random,-1,1
11961,Random,-1,1
11962,Random,-1,1
11963,Random,-1,1
11964,Random,-1,1
11965,Random,-1,1
11966,NashQ,1,-1
11967,Random,-1,1
11968,draw,0,0
11969,Random,-1,1
11970,draw,0,0
11971,Random,-1,1
11972,Random,-1,1
11973,draw,0,0
11974,Random,-1,1
11975,Random,-1,1
11976,Random,-1,1
11977,NashQ,1,-1
11978,Random,-1,1
11979,draw,0,0
11980,NashQ,1,-1
11981,Random,-1,1
11982,NashQ,1,-1
11983,Random,-1,1
11984,NashQ,1,-1
11985,NashQ,1,-1
11986,Random,-1,1
11987,Random,-1,1
11988,Random,-1,1
11989,draw,0,0
11990,draw,0,0
11991,Random,-1,1
11992,draw,0,0
11993,Random,-1,1
11994,NashQ,1,-1
11995,NashQ,1,-1
11996,Random,-1,1
11997,NashQ,1,-1
11998,draw,0,0
11999,Random,-1,1
12000,Random,-1,1
12001,Random,-1,1
12002,Random,-1,1
12003,Random,-1,1
12004,draw,0,0
12005,Random,-1,1
12006,Random,-1,1
12007,Random,-1,1
12008,draw,0,0
12009,NashQ,1,-1
12010,draw,0,0
12011,NashQ,1,-1
12012,Random,-1,1
12013,Random,-1,1
12014,draw,0,0
12015,NashQ,1,-1
12016,NashQ,1,-1
12017,Random,-1,1
12018,Random,-1,1
12019,draw,0,0
12020,Random,-1,1
12021,NashQ,1,-1
12022,Random,-1,1
12023,Random,-1,1
12024,NashQ,1,-1
12025,Random,-1,1
12026,Random,-1,1
12027,Random,-1,1
12028,NashQ,1,-1
12029,Random,-1,1
12030,Random,-1,1
12031,NashQ,1,-1
12032,Random,-1,1
12033,Random,-1,1
12034,Random,-1,1
12035,Random,-1,1
12036,NashQ,1,-1
12037,Random,-1,1
12038,draw,0,0
12039,Random,-1,1
12040,NashQ,1,-1
12041,NashQ,1,-1
12042,Random,-1,1
12043,Random,-1,1
12044,Random,-1,1
12045,Random,-1,1
12046,Random,-1,1
12047,NashQ,1,-1
12048,Random,-1,1
12049,NashQ,1,-1
12050,Random,-1,1
12051,Random,-1,1
12052,NashQ,1,-1
12053,Random,-1,1
12054,Random,-1,1
12055,Random,-1,1
12056,NashQ,1,-1
12057,Random,-1,1
12058,Random,-1,1
12059,NashQ,1,-1
12060,Random,-1,1
12061,NashQ,1,-1
12062,Random,-1,1
12063,draw,0,0
12064,Random,-1,1
12065,Random,-1,1
12066,Random,-1,1
12067,Random,-1,1
12068,Random,-1,1
12069,Random,-1,1
12070,Random,-1,1
12071,NashQ,1,-1
12072,Random,-1,1
12073,NashQ,1,-1
12074,Random,-1,1
12075,NashQ,1,-1
12076,draw,0,0
12077,NashQ,1,-1
12078,NashQ,1,-1
12079,Random,-1,1
12080,Random,-1,1
12081,NashQ,1,-1
12082,draw,0,0
12083,NashQ,1,-1
12084,Random,-1,1
12085,NashQ,1,-1
12086,NashQ,1,-1
12087,NashQ,1,-1
12088,NashQ,1,-1
12089,Random,-1,1
12090,Random,-1,1
12091,Random,-1,1
12092,draw,0,0
12093,NashQ,1,-1
12094,draw,0,0
12095,Random,-1,1
12096,NashQ,1,-1
12097,NashQ,1,-1
12098,Random,-1,1
12099,NashQ,1,-1
12100,NashQ,1,-1
12101,Random,-1,1
12102,Random,-1,1
12103,Random,-1,1
12104,Random,-1,1
12105,Random,-1,1
12106,Random,-1,1
12107,Random,-1,1
12108,NashQ,1,-1
12109,draw,0,0
12110,Random,-1,1
12111,NashQ,1,-1
12112,Random,-1,1
12113,NashQ,1,-1
12114,Random,-1,1
12115,NashQ,1,-1
12116,NashQ,1,-1
12117,Random,-1,1
12118,Random,-1,1
12119,NashQ,1,-1
12120,Random,-1,1
12121,Random,-1,1
12122,NashQ,1,-1
12123,draw,0,0
12124,NashQ,1,-1
12125,Random,-1,1
12126,NashQ,1,-1
12127,Random,-1,1
12128,NashQ,1,-1
12129,NashQ,1,-1
12130,NashQ,1,-1
12131,NashQ,1,-1
12132,NashQ,1,-1
12133,NashQ,1,-1
12134,Random,-1,1
12135,NashQ,1,-1
12136,Random,-1,1
12137,draw,0,0
12138,Random,-1,1
12139,Random,-1,1
12140,Random,-1,1
12141,NashQ,1,-1
12142,Random,-1,1
12143,draw,0,0
12144,NashQ,1,-1
12145,NashQ,1,-1
12146,Random,-1,1
12147,Random,-1,1
12148,draw,0,0
12149,Random,-1,1
12150,Random,-1,1
12151,Random,-1,1
12152,NashQ,1,-1
12153,NashQ,1,-1
12154,Random,-1,1
12155,NashQ,1,-1
12156,NashQ,1,-1
12157,draw,0,0
12158,Random,-1,1
12159,Random,-1,1
12160,Random,-1,1
12161,Random,-1,1
12162,Random,-1,1
12163,Random,-1,1
12164,Random,-1,1
12165,NashQ,1,-1
12166,NashQ,1,-1
12167,Random,-1,1
12168,Random,-1,1
12169,Random,-1,1
12170,Random,-1,1
12171,draw,0,0
12172,Random,-1,1
12173,NashQ,1,-1
12174,Random,-1,1
12175,Random,-1,1
12176,draw,0,0
12177,draw,0,0
12178,NashQ,1,-1
12179,Random,-1,1
12180,Random,-1,1
12181,Random,-1,1
12182,Random,-1,1
12183,NashQ,1,-1
12184,Random,-1,1
12185,Random,-1,1
12186,draw,0,0
12187,Random,-1,1
12188,NashQ,1,-1
12189,Random,-1,1
12190,Random,-1,1
12191,Random,-1,1
12192,NashQ,1,-1
12193,draw,0,0
12194,draw,0,0
12195,Random,-1,1
12196,Random,-1,1
12197,NashQ,1,-1
12198,draw,0,0
12199,Random,-1,1
12200,Random,-1,1
12201,Random,-1,1
12202,Random,-1,1
12203,NashQ,1,-1
12204,Random,-1,1
12205,Random,-1,1
12206,Random,-1,1
12207,draw,0,0
12208,Random,-1,1
12209,draw,0,0
12210,Random,-1,1
12211,draw,0,0
12212,NashQ,1,-1
12213,Random,-1,1
12214,draw,0,0
12215,Random,-1,1
12216,draw,0,0
12217,Random,-1,1
12218,Random,-1,1
12219,Random,-1,1
12220,NashQ,1,-1
12221,NashQ,1,-1
12222,Random,-1,1
12223,NashQ,1,-1
12224,Random,-1,1
12225,NashQ,1,-1
12226,Random,-1,1
12227,NashQ,1,-1
12228,Random,-1,1
12229,NashQ,1,-1
12230,NashQ,1,-1
12231,Random,-1,1
12232,NashQ,1,-1
12233,Random,-1,1
12234,NashQ,1,-1
12235,Random,-1,1
12236,Random,-1,1
12237,Random,-1,1
12238,Random,-1,1
12239,NashQ,1,-1
12240,draw,0,0
12241,Random,-1,1
