episode,winner,MinimaxQ,MinimaxQ_2
1319,draw,0,0
1320,MinimaxQ,1,-1
1321,draw,0,0
1322,draw,0,0
1323,draw,0,0
1324,draw,0,0
1325,draw,0,0
1326,draw,0,0
1327,draw,0,0
1328,draw,0,0
1329,MinimaxQ_2,-1,1
1330,draw,0,0
1331,draw,0,0
1332,draw,0,0
1333,draw,0,0
1334,draw,0,0
1335,draw,0,0
1336,MinimaxQ_2,-1,1
1337,draw,0,0
1338,draw,0,0
1339,draw,0,0
1340,draw,0,0
1341,draw,0,0
1342,MinimaxQ_2,-1,1
1343,MinimaxQ_2,-1,1
1344,draw,0,0
1345,draw,0,0
1346,draw,0,0
1347,draw,0,0
1348,draw,0,0
1349,draw,0,0
1350,MinimaxQ_2,-1,1
1351,draw,0,0
1352,draw,0,0
1353,draw,0,0
1354,draw,0,0
1355,MinimaxQ,1,-1
1356,draw,0,0
1357,draw,0,0
1358,draw,0,0
1359,MinimaxQ,1,-1
1360,MinimaxQ_2,-1,1
1361,draw,0,0
1362,draw,0,0
1363,draw,0,0
1364,draw,0,0
1365,draw,0,0
1366,draw,0,0
1367,draw,0,0
1368,draw,0,0
1369,draw,0,0
1370,draw,0,0
1371,draw,0,0
1372,draw,0,0
1373,MinimaxQ,1,-1
1374,MinimaxQ_2,-1,1
1375,draw,0,0
1376,MinimaxQ_2,-1,1
1377,draw,0,0
1378,MinimaxQ_2,-1,1
1379,draw,0,0
1380,draw,0,0
1381,MinimaxQ_2,-1,1
1382,draw,0,0
1383,draw,0,0
1384,MinimaxQ,1,-1
1385,draw,0,0
1386,draw,0,0
1387,draw,0,0
1388,draw,0,0
1389,draw,0,0
1390,MinimaxQ,1,-1
1391,draw,0,0
1392,draw,0,0
1393,draw,0,0
1394,draw,0,0
1395,MinimaxQ,1,-1
1396,draw,0,0
1397,draw,0,0
1398,draw,0,0
1399,draw,0,0
1400,draw,0,0
1401,MinimaxQ_2,-1,1
1402,draw,0,0
1403,MinimaxQ,1,-1
1404,draw,0,0
1405,draw,0,0
1406,draw,0,0
1407,draw,0,0
1408,draw,0,0
1409,draw,0,0
1410,draw,0,0
1411,draw,0,0
1412,draw,0,0
1413,MinimaxQ_2,-1,1
1414,draw,0,0
1415,draw,0,0
1416,draw,0,0
1417,draw,0,0
1418,draw,0,0
1419,draw,0,0
1420,draw,0,0
1421,MinimaxQ,1,-1
1422,draw,0,0
1423,draw,0,0
1424,MinimaxQ,1,-1
1425,draw,0,0
1426,draw,0,0
1427,MinimaxQ_2,-1,1
1428,draw,0,0
1429,MinimaxQ,1,-1
1430,draw,0,0
1431,draw,0,0
1432,draw,0,0
1433,draw,0,0
1434,draw,0,0
1435,draw,0,0
1436,draw,0,0
1437,draw,0,0
1438,draw,0,0
1439,MinimaxQ,1,-1
1440,draw,0,0
1441,draw,0,0
1442,draw,0,0
1443,draw,0,0
1444,MinimaxQ_2,-1,1
1445,draw,0,0
1446,draw,0,0
1447,draw,0,0
1448,draw,0,0
1449,draw,0,0
1450,draw,0,0
1451,draw,0,0
1452,MinimaxQ,1,-1
1453,draw,0,0
1454,draw,0,0
1455,draw,0,0
1456,MinimaxQ_2,-1,1
1457,draw,0,0
1458,MinimaxQ,1,-1
1459,draw,0,0
1460,draw,0,0
1461,draw,0,0
1462,draw,0,0
1463,draw,0,0
1464,draw,0,0
1465,draw,0,0
1466,draw,0,0
1467,draw,0,0
1468,draw,0,0
1469,MinimaxQ,1,-1
1470,draw,0,0
1471,MinimaxQ_2,-1,1
1472,draw,0,0
1473,draw,0,0
1474,draw,0,0
1475,draw,0,0
1476,draw,0,0
1477,draw,0,0
1478,draw,0,0
1479,draw,0,0
1480,draw,0,0
1481,draw,0,0
1482,draw,0,0
1483,draw,0,0
1484,draw,0,0
1485,draw,0,0
1486,draw,0,0
1487,MinimaxQ,1,-1
1488,draw,0,0
1489,draw,0,0
1490,draw,0,0
1491,draw,0,0
1492,draw,0,0
1493,draw,0,0
1494,MinimaxQ,1,-1
1495,draw,0,0
1496,draw,0,0
1497,draw,0,0
1498,MinimaxQ,1,-1
1499,draw,0,0
1500,draw,0,0
1501,MinimaxQ,1,-1
1502,draw,0,0
1503,MinimaxQ,1,-1
1504,draw,0,0
1505,draw,0,0
1506,draw,0,0
1507,draw,0,0
1508,draw,0,0
1509,draw,0,0
1510,draw,0,0
1511,draw,0,0
1512,draw,0,0
1513,draw,0,0
1514,draw,0,0
1515,draw,0,0
1516,draw,0,0
1517,draw,0,0
1518,draw,0,0
1519,draw,0,0
1520,draw,0,0
1521,draw,0,0
1522,MinimaxQ_2,-1,1
1523,draw,0,0
1524,draw,0,0
1525,draw,0,0
1526,draw,0,0
1527,draw,0,0
1528,draw,0,0
1529,draw,0,0
1530,draw,0,0
1531,draw,0,0
1532,draw,0,0
1533,draw,0,0
1534,draw,0,0
1535,draw,0,0
1536,MinimaxQ_2,-1,1
1537,draw,0,0
1538,draw,0,0
1539,draw,0,0
1540,draw,0,0
1541,draw,0,0
1542,MinimaxQ,1,-1
1543,draw,0,0
1544,draw,0,0
1545,draw,0,0
1546,draw,0,0
1547,draw,0,0
1548,MinimaxQ_2,-1,1
1549,draw,0,0
1550,draw,0,0
1551,draw,0,0
1552,draw,0,0
1553,MinimaxQ,1,-1
1554,draw,0,0
1555,draw,0,0
1556,MinimaxQ_2,-1,1
1557,draw,0,0
1558,MinimaxQ_2,-1,1
1559,draw,0,0
1560,draw,0,0
1561,draw,0,0
1562,draw,0,0
1563,draw,0,0
1564,draw,0,0
1565,MinimaxQ_2,-1,1
1566,draw,0,0
1567,draw,0,0
1568,draw,0,0
1569,draw,0,0
1570,draw,0,0
1571,draw,0,0
1572,draw,0,0
1573,MinimaxQ,1,-1
1574,draw,0,0
1575,draw,0,0
1576,draw,0,0
1577,draw,0,0
1578,draw,0,0
1579,draw,0,0
1580,draw,0,0
1581,draw,0,0
1582,draw,0,0
1583,draw,0,0
1584,draw,0,0
1585,draw,0,0
1586,draw,0,0
1587,MinimaxQ_2,-1,1
1588,draw,0,0
1589,draw,0,0
1590,draw,0,0
1591,draw,0,0
1592,draw,0,0
1593,draw,0,0
1594,draw,0,0
1595,MinimaxQ,1,-1
1596,draw,0,0
1597,draw,0,0
1598,draw,0,0
1599,draw,0,0
1600,draw,0,0
1601,draw,0,0
1602,MinimaxQ,1,-1
1603,draw,0,0
1604,draw,0,0
1605,draw,0,0
1606,MinimaxQ_2,-1,1
1607,draw,0,0
1608,draw,0,0
1609,draw,0,0
1610,MinimaxQ_2,-1,1
1611,draw,0,0
1612,draw,0,0
1613,draw,0,0
1614,draw,0,0
1615,draw,0,0
1616,draw,0,0
1617,draw,0,0
1618,draw,0,0
1619,draw,0,0
1620,draw,0,0
1621,draw,0,0
1622,MinimaxQ_2,-1,1
1623,draw,0,0
1624,draw,0,0
1625,draw,0,0
1626,draw,0,0
1627,draw,0,0
1628,draw,0,0
1629,MinimaxQ_2,-1,1
1630,draw,0,0
1631,draw,0,0
1632,draw,0,0
1633,draw,0,0
1634,draw,0,0
1635,MinimaxQ_2,-1,1
1636,draw,0,0
1637,draw,0,0
1638,draw,0,0
1639,draw,0,0
1640,draw,0,0
1641,draw,0,0
1642,draw,0,0
1643,MinimaxQ_2,-1,1
1644,draw,0,0
1645,draw,0,0
1646,draw,0,0
1647,draw,0,0
1648,draw,0,0
1649,draw,0,0
1650,draw,0,0
1651,draw,0,0
1652,draw,0,0
1653,draw,0,0
1654,MinimaxQ_2,-1,1
1655,draw,0,0
1656,draw,0,0
1657,draw,0,0
1658,draw,0,0
1659,draw,0,0
1660,draw,0,0
1661,draw,0,0
1662,draw,0,0
1663,draw,0,0
1664,MinimaxQ,1,-1
1665,draw,0,0
1666,MinimaxQ_2,-1,1
1667,draw,0,0
1668,draw,0,0
1669,draw,0,0
1670,draw,0,0
1671,draw,0,0
1672,draw,0,0
1673,draw,0,0
1674,draw,0,0
1675,MinimaxQ,1,-1
1676,draw,0,0
1677,draw,0,0
1678,MinimaxQ_2,-1,1
1679,draw,0,0
1680,draw,0,0
1681,draw,0,0
1682,MinimaxQ_2,-1,1
1683,draw,0,0
1684,draw,0,0
1685,draw,0,0
1686,draw,0,0
1687,draw,0,0
1688,draw,0,0
1689,draw,0,0
1690,draw,0,0
1691,draw,0,0
1692,draw,0,0
1693,MinimaxQ_2,-1,1
1694,draw,0,0
1695,draw,0,0
1696,draw,0,0
1697,draw,0,0
1698,MinimaxQ,1,-1
1699,draw,0,0
1700,MinimaxQ_2,-1,1
1701,draw,0,0
1702,draw,0,0
1703,draw,0,0
1704,draw,0,0
1705,draw,0,0
1706,draw,0,0
1707,draw,0,0
1708,draw,0,0
1709,draw,0,0
1710,draw,0,0
1711,draw,0,0
1712,draw,0,0
1713,draw,0,0
1714,MinimaxQ,1,-1
1715,draw,0,0
1716,draw,0,0
1717,draw,0,0
1718,draw,0,0
1719,draw,0,0
1720,MinimaxQ_2,-1,1
1721,draw,0,0
1722,draw,0,0
1723,draw,0,0
1724,draw,0,0
1725,draw,0,0
1726,draw,0,0
1727,draw,0,0
1728,draw,0,0
1729,MinimaxQ,1,-1
1730,draw,0,0
1731,draw,0,0
1732,draw,0,0
1733,draw,0,0
1734,MinimaxQ_2,-1,1
1735,draw,0,0
1736,MinimaxQ_2,-1,1
1737,MinimaxQ_2,-1,1
1738,draw,0,0
1739,MinimaxQ,1,-1
1740,draw,0,0
1741,draw,0,0
1742,draw,0,0
1743,draw,0,0
1744,draw,0,0
1745,draw,0,0
1746,MinimaxQ,1,-1
1747,draw,0,0
1748,MinimaxQ,1,-1
1749,draw,0,0
1750,draw,0,0
1751,draw,0,0
1752,MinimaxQ_2,-1,1
1753,draw,0,0
1754,draw,0,0
1755,draw,0,0
1756,draw,0,0
1757,draw,0,0
1758,draw,0,0
1759,draw,0,0
1760,draw,0,0
1761,draw,0,0
1762,draw,0,0
1763,draw,0,0
1764,draw,0,0
1765,draw,0,0
1766,draw,0,0
1767,draw,0,0
1768,draw,0,0
1769,draw,0,0
1770,draw,0,0
1771,draw,0,0
1772,draw,0,0
1773,draw,0,0
1774,draw,0,0
1775,draw,0,0
1776,draw,0,0
1777,draw,0,0
1778,draw,0,0
1779,MinimaxQ_2,-1,1
1780,MinimaxQ,1,-1
1781,draw,0,0
1782,draw,0,0
1783,draw,0,0
1784,draw,0,0
1785,draw,0,0
1786,draw,0,0
1787,draw,0,0
1788,draw,0,0
1789,MinimaxQ_2,-1,1
1790,draw,0,0
1791,draw,0,0
1792,draw,0,0
1793,draw,0,0
1794,draw,0,0
1795,draw,0,0
1796,draw,0,0
1797,draw,0,0
1798,draw,0,0
1799,draw,0,0
1800,draw,0,0
1801,MinimaxQ_2,-1,1
1802,MinimaxQ,1,-1
1803,MinimaxQ_2,-1,1
1804,draw,0,0
1805,draw,0,0
1806,draw,0,0
1807,draw,0,0
1808,draw,0,0
1809,draw,0,0
1810,draw,0,0
1811,draw,0,0
1812,draw,0,0
1813,draw,0,0
1814,draw,0,0
1815,draw,0,0
1816,draw,0,0
1817,MinimaxQ_2,-1,1
1818,draw,0,0
1819,draw,0,0
1820,draw,0,0
1821,draw,0,0
1822,draw,0,0
1823,draw,0,0
1824,draw,0,0
1825,draw,0,0
1826,MinimaxQ_2,-1,1
1827,draw,0,0
1828,draw,0,0
1829,draw,0,0
1830,draw,0,0
1831,draw,0,0
1832,draw,0,0
1833,draw,0,0
1834,draw,0,0
1835,draw,0,0
1836,draw,0,0
1837,draw,0,0
1838,draw,0,0
1839,draw,0,0
1840,MinimaxQ_2,-1,1
1841,draw,0,0
1842,draw,0,0
1843,draw,0,0
1844,MinimaxQ,1,-1
1845,draw,0,0
1846,draw,0,0
1847,draw,0,0
1848,draw,0,0
1849,draw,0,0
1850,draw,0,0
1851,draw,0,0
1852,draw,0,0
1853,draw,0,0
1854,draw,0,0
1855,MinimaxQ_2,-1,1
1856,draw,0,0
1857,draw,0,0
1858,draw,0,0
1859,draw,0,0
1860,draw,0,0
1861,draw,0,0
1862,draw,0,0
1863,draw,0,0
1864,draw,0,0
1865,draw,0,0
1866,MinimaxQ,1,-1
1867,draw,0,0
1868,draw,0,0
1869,draw,0,0
1870,MinimaxQ,1,-1
1871,draw,0,0
1872,draw,0,0
1873,draw,0,0
1874,MinimaxQ,1,-1
1875,draw,0,0
1876,draw,0,0
1877,draw,0,0
1878,draw,0,0
1879,draw,0,0
1880,draw,0,0
1881,draw,0,0
1882,draw,0,0
1883,draw,0,0
1884,MinimaxQ,1,-1
1885,draw,0,0
1886,MinimaxQ,1,-1
1887,draw,0,0
1888,draw,0,0
1889,draw,0,0
1890,draw,0,0
1891,draw,0,0
1892,draw,0,0
1893,MinimaxQ,1,-1
1894,draw,0,0
1895,draw,0,0
1896,draw,0,0
1897,draw,0,0
1898,draw,0,0
1899,draw,0,0
1900,MinimaxQ,1,-1
1901,draw,0,0
1902,draw,0,0
1903,MinimaxQ,1,-1
1904,draw,0,0
1905,draw,0,0
1906,draw,0,0
1907,draw,0,0
1908,draw,0,0
1909,draw,0,0
1910,MinimaxQ,1,-1
1911,draw,0,0
1912,MinimaxQ_2,-1,1
1913,MinimaxQ_2,-1,1
1914,draw,0,0
1915,MinimaxQ_2,-1,1
1916,draw,0,0
1917,MinimaxQ_2,-1,1
1918,draw,0,0
1919,draw,0,0
1920,draw,0,0
1921,draw,0,0
1922,draw,0,0
1923,draw,0,0
1924,MinimaxQ,1,-1
1925,draw,0,0
1926,MinimaxQ,1,-1
1927,draw,0,0
1928,draw,0,0
1929,MinimaxQ_2,-1,1
1930,draw,0,0
1931,MinimaxQ,1,-1
1932,draw,0,0
1933,draw,0,0
1934,draw,0,0
1935,draw,0,0
1936,draw,0,0
1937,MinimaxQ,1,-1
1938,draw,0,0
1939,MinimaxQ,1,-1
1940,draw,0,0
1941,draw,0,0
1942,draw,0,0
1943,draw,0,0
1944,draw,0,0
1945,draw,0,0
1946,draw,0,0
1947,draw,0,0
1948,MinimaxQ_2,-1,1
1949,draw,0,0
1950,draw,0,0
1951,draw,0,0
1952,draw,0,0
1953,draw,0,0
1954,draw,0,0
1955,draw,0,0
1956,draw,0,0
1957,draw,0,0
1958,draw,0,0
1959,MinimaxQ_2,-1,1
1960,draw,0,0
1961,draw,0,0
1962,draw,0,0
1963,MinimaxQ_2,-1,1
1964,draw,0,0
1965,draw,0,0
1966,draw,0,0
1967,draw,0,0
1968,draw,0,0
1969,draw,0,0
1970,draw,0,0
1971,draw,0,0
1972,MinimaxQ_2,-1,1
1973,draw,0,0
1974,draw,0,0
1975,draw,0,0
1976,draw,0,0
1977,draw,0,0
1978,draw,0,0
1979,draw,0,0
1980,draw,0,0
1981,draw,0,0
1982,draw,0,0
1983,MinimaxQ_2,-1,1
1984,draw,0,0
1985,MinimaxQ,1,-1
1986,draw,0,0
1987,draw,0,0
1988,draw,0,0
1989,MinimaxQ_2,-1,1
1990,draw,0,0
1991,draw,0,0
1992,draw,0,0
1993,draw,0,0
1994,MinimaxQ,1,-1
1995,draw,0,0
1996,MinimaxQ,1,-1
1997,draw,0,0
1998,MinimaxQ_2,-1,1
1999,draw,0,0
2000,MinimaxQ,1,-1
2001,draw,0,0
2002,draw,0,0
2003,draw,0,0
2004,MinimaxQ,1,-1
2005,draw,0,0
2006,draw,0,0
2007,draw,0,0
2008,draw,0,0
2009,draw,0,0
2010,draw,0,0
2011,draw,0,0
2012,draw,0,0
2013,draw,0,0
2014,MinimaxQ_2,-1,1
2015,draw,0,0
2016,draw,0,0
2017,draw,0,0
2018,draw,0,0
2019,draw,0,0
2020,draw,0,0
2021,draw,0,0
2022,draw,0,0
2023,draw,0,0
2024,draw,0,0
2025,draw,0,0
2026,draw,0,0
2027,draw,0,0
2028,draw,0,0
2029,draw,0,0
2030,draw,0,0
2031,draw,0,0
2032,draw,0,0
2033,MinimaxQ,1,-1
2034,draw,0,0
2035,draw,0,0
2036,draw,0,0
2037,draw,0,0
2038,draw,0,0
2039,draw,0,0
2040,draw,0,0
2041,draw,0,0
2042,draw,0,0
2043,draw,0,0
2044,draw,0,0
2045,draw,0,0
2046,draw,0,0
2047,draw,0,0
2048,draw,0,0
2049,draw,0,0
2050,draw,0,0
2051,draw,0,0
2052,draw,0,0
2053,MinimaxQ,1,-1
2054,draw,0,0
2055,draw,0,0
2056,draw,0,0
2057,draw,0,0
2058,draw,0,0
2059,draw,0,0
2060,draw,0,0
2061,draw,0,0
2062,draw,0,0
2063,draw,0,0
2064,MinimaxQ_2,-1,1
2065,MinimaxQ,1,-1
2066,draw,0,0
2067,draw,0,0
2068,draw,0,0
2069,draw,0,0
2070,MinimaxQ_2,-1,1
2071,draw,0,0
2072,draw,0,0
2073,draw,0,0
2074,draw,0,0
2075,draw,0,0
2076,draw,0,0
2077,draw,0,0
2078,MinimaxQ,1,-1
2079,draw,0,0
2080,draw,0,0
2081,draw,0,0
2082,draw,0,0
2083,draw,0,0
2084,draw,0,0
2085,MinimaxQ_2,-1,1
2086,draw,0,0
2087,MinimaxQ_2,-1,1
2088,draw,0,0
2089,draw,0,0
2090,draw,0,0
2091,MinimaxQ,1,-1
2092,MinimaxQ,1,-1
2093,draw,0,0
2094,draw,0,0
2095,draw,0,0
2096,MinimaxQ,1,-1
2097,draw,0,0
2098,draw,0,0
2099,draw,0,0
2100,MinimaxQ,1,-1
2101,draw,0,0
2102,draw,0,0
2103,draw,0,0
2104,draw,0,0
2105,draw,0,0
2106,draw,0,0
2107,draw,0,0
2108,draw,0,0
2109,draw,0,0
2110,draw,0,0
2111,draw,0,0
2112,draw,0,0
2113,MinimaxQ_2,-1,1
2114,draw,0,0
2115,MinimaxQ_2,-1,1
2116,draw,0,0
2117,draw,0,0
2118,draw,0,0
2119,draw,0,0
2120,draw,0,0
2121,draw,0,0
2122,draw,0,0
2123,draw,0,0
2124,draw,0,0
2125,draw,0,0
2126,draw,0,0
2127,draw,0,0
2128,draw,0,0
2129,draw,0,0
2130,draw,0,0
2131,draw,0,0
2132,draw,0,0
2133,draw,0,0
2134,draw,0,0
2135,MinimaxQ,1,-1
2136,draw,0,0
2137,draw,0,0
2138,draw,0,0
2139,draw,0,0
2140,draw,0,0
2141,MinimaxQ,1,-1
2142,MinimaxQ,1,-1
2143,draw,0,0
2144,draw,0,0
2145,MinimaxQ_2,-1,1
2146,draw,0,0
2147,draw,0,0
2148,draw,0,0
2149,draw,0,0
2150,draw,0,0
2151,draw,0,0
2152,MinimaxQ,1,-1
2153,MinimaxQ,1,-1
2154,draw,0,0
2155,MinimaxQ,1,-1
2156,MinimaxQ,1,-1
2157,draw,0,0
2158,MinimaxQ_2,-1,1
2159,draw,0,0
2160,draw,0,0
2161,draw,0,0
2162,draw,0,0
2163,draw,0,0
2164,MinimaxQ,1,-1
2165,draw,0,0
2166,draw,0,0
2167,draw,0,0
2168,MinimaxQ_2,-1,1
2169,draw,0,0
2170,draw,0,0
2171,draw,0,0
2172,draw,0,0
2173,draw,0,0
2174,draw,0,0
2175,draw,0,0
2176,draw,0,0
2177,draw,0,0
2178,draw,0,0
2179,MinimaxQ_2,-1,1
2180,draw,0,0
2181,MinimaxQ_2,-1,1
2182,MinimaxQ,1,-1
2183,draw,0,0
2184,draw,0,0
2185,draw,0,0
2186,draw,0,0
2187,MinimaxQ,1,-1
2188,draw,0,0
2189,draw,0,0
2190,draw,0,0
2191,draw,0,0
2192,draw,0,0
2193,draw,0,0
2194,draw,0,0
2195,draw,0,0
2196,draw,0,0
2197,draw,0,0
2198,draw,0,0
2199,draw,0,0
2200,draw,0,0
2201,MinimaxQ_2,-1,1
2202,draw,0,0
2203,MinimaxQ,1,-1
2204,draw,0,0
2205,draw,0,0
2206,draw,0,0
2207,draw,0,0
2208,draw,0,0
2209,draw,0,0
2210,draw,0,0
2211,MinimaxQ,1,-1
2212,draw,0,0
2213,draw,0,0
2214,draw,0,0
2215,draw,0,0
2216,draw,0,0
2217,draw,0,0
2218,draw,0,0
2219,draw,0,0
2220,MinimaxQ,1,-1
2221,draw,0,0
2222,draw,0,0
2223,draw,0,0
2224,draw,0,0
2225,draw,0,0
2226,MinimaxQ,1,-1
2227,draw,0,0
2228,MinimaxQ,1,-1
2229,draw,0,0
2230,draw,0,0
2231,draw,0,0
2232,draw,0,0
2233,draw,0,0
2234,draw,0,0
2235,MinimaxQ,1,-1
2236,draw,0,0
2237,draw,0,0
2238,MinimaxQ_2,-1,1
2239,draw,0,0
2240,draw,0,0
2241,draw,0,0
2242,draw,0,0
2243,draw,0,0
2244,draw,0,0
2245,draw,0,0
2246,draw,0,0
2247,draw,0,0
2248,draw,0,0
2249,draw,0,0
2250,draw,0,0
2251,draw,0,0
2252,MinimaxQ_2,-1,1
2253,draw,0,0
2254,draw,0,0
2255,draw,0,0
2256,draw,0,0
2257,draw,0,0
2258,draw,0,0
2259,draw,0,0
2260,MinimaxQ_2,-1,1
2261,draw,0,0
2262,draw,0,0
2263,draw,0,0
2264,draw,0,0
2265,draw,0,0
2266,draw,0,0
2267,draw,0,0
2268,draw,0,0
2269,draw,0,0
2270,draw,0,0
2271,draw,0,0
2272,draw,0,0
2273,draw,0,0
2274,draw,0,0
2275,MinimaxQ,1,-1
2276,draw,0,0
2277,draw,0,0
2278,MinimaxQ_2,-1,1
2279,MinimaxQ,1,-1
2280,draw,0,0
2281,MinimaxQ,1,-1
2282,draw,0,0
2283,draw,0,0
2284,draw,0,0
2285,draw,0,0
2286,draw,0,0
2287,draw,0,0
2288,draw,0,0
2289,draw,0,0
2290,MinimaxQ,1,-1
2291,draw,0,0
2292,draw,0,0
2293,draw,0,0
2294,draw,0,0
2295,MinimaxQ_2,-1,1
2296,draw,0,0
2297,draw,0,0
2298,draw,0,0
2299,draw,0,0
2300,draw,0,0
2301,draw,0,0
2302,draw,0,0
2303,draw,0,0
2304,draw,0,0
2305,draw,0,0
2306,MinimaxQ,1,-1
2307,draw,0,0
2308,MinimaxQ,1,-1
2309,MinimaxQ_2,-1,1
2310,draw,0,0
2311,draw,0,0
2312,draw,0,0
2313,draw,0,0
2314,draw,0,0
2315,draw,0,0
2316,draw,0,0
2317,draw,0,0
2318,MinimaxQ_2,-1,1
2319,draw,0,0
2320,draw,0,0
2321,draw,0,0
2322,draw,0,0
2323,draw,0,0
2324,draw,0,0
2325,MinimaxQ_2,-1,1
2326,draw,0,0
2327,draw,0,0
2328,draw,0,0
2329,draw,0,0
2330,draw,0,0
2331,MinimaxQ_2,-1,1
2332,draw,0,0
2333,draw,0,0
2334,draw,0,0
2335,draw,0,0
2336,draw,0,0
2337,draw,0,0
2338,MinimaxQ_2,-1,1
2339,draw,0,0
2340,draw,0,0
2341,draw,0,0
2342,draw,0,0
2343,MinimaxQ,1,-1
2344,draw,0,0
2345,draw,0,0
2346,draw,0,0
2347,draw,0,0
2348,draw,0,0
2349,draw,0,0
2350,draw,0,0
2351,draw,0,0
2352,draw,0,0
2353,draw,0,0
2354,draw,0,0
2355,draw,0,0
2356,draw,0,0
2357,draw,0,0
2358,draw,0,0
2359,draw,0,0
2360,draw,0,0
2361,MinimaxQ,1,-1
2362,draw,0,0
2363,draw,0,0
2364,draw,0,0
2365,draw,0,0
2366,draw,0,0
2367,draw,0,0
2368,draw,0,0
2369,MinimaxQ,1,-1
2370,draw,0,0
2371,draw,0,0
2372,draw,0,0
2373,draw,0,0
2374,MinimaxQ,1,-1
2375,draw,0,0
2376,MinimaxQ_2,-1,1
2377,draw,0,0
2378,draw,0,0
2379,MinimaxQ_2,-1,1
2380,draw,0,0
2381,MinimaxQ,1,-1
2382,draw,0,0
2383,draw,0,0
2384,draw,0,0
2385,draw,0,0
2386,draw,0,0
2387,draw,0,0
2388,draw,0,0
2389,draw,0,0
2390,draw,0,0
2391,draw,0,0
2392,draw,0,0
2393,draw,0,0
2394,draw,0,0
2395,draw,0,0
2396,draw,0,0
2397,draw,0,0
2398,draw,0,0
2399,draw,0,0
2400,draw,0,0
2401,draw,0,0
2402,draw,0,0
2403,draw,0,0
2404,MinimaxQ,1,-1
2405,draw,0,0
2406,draw,0,0
2407,draw,0,0
2408,draw,0,0
2409,draw,0,0
2410,draw,0,0
2411,draw,0,0
2412,MinimaxQ_2,-1,1
2413,draw,0,0
2414,MinimaxQ_2,-1,1
2415,MinimaxQ,1,-1
2416,draw,0,0
2417,draw,0,0
2418,draw,0,0
2419,draw,0,0
2420,draw,0,0
2421,MinimaxQ,1,-1
2422,draw,0,0
2423,draw,0,0
2424,draw,0,0
2425,draw,0,0
2426,draw,0,0
2427,draw,0,0
2428,draw,0,0
2429,draw,0,0
2430,draw,0,0
2431,draw,0,0
2432,draw,0,0
2433,MinimaxQ,1,-1
2434,draw,0,0
2435,draw,0,0
2436,MinimaxQ_2,-1,1
2437,draw,0,0
2438,MinimaxQ_2,-1,1
2439,draw,0,0
2440,draw,0,0
2441,draw,0,0
2442,MinimaxQ_2,-1,1
2443,draw,0,0
2444,MinimaxQ,1,-1
2445,draw,0,0
2446,draw,0,0
2447,draw,0,0
2448,draw,0,0
2449,draw,0,0
2450,draw,0,0
2451,draw,0,0
2452,draw,0,0
2453,draw,0,0
2454,draw,0,0
2455,draw,0,0
2456,MinimaxQ_2,-1,1
2457,draw,0,0
2458,draw,0,0
2459,draw,0,0
2460,draw,0,0
2461,draw,0,0
2462,MinimaxQ,1,-1
2463,draw,0,0
2464,draw,0,0
2465,draw,0,0
2466,draw,0,0
2467,draw,0,0
2468,draw,0,0
2469,draw,0,0
2470,draw,0,0
2471,draw,0,0
2472,draw,0,0
2473,draw,0,0
2474,draw,0,0
2475,MinimaxQ_2,-1,1
2476,draw,0,0
2477,draw,0,0
2478,draw,0,0
2479,draw,0,0
2480,MinimaxQ_2,-1,1
2481,draw,0,0
2482,MinimaxQ,1,-1
2483,MinimaxQ,1,-1
2484,draw,0,0
2485,MinimaxQ,1,-1
2486,draw,0,0
2487,draw,0,0
2488,draw,0,0
2489,draw,0,0
2490,draw,0,0
2491,draw,0,0
2492,MinimaxQ,1,-1
2493,MinimaxQ_2,-1,1
2494,draw,0,0
2495,draw,0,0
2496,draw,0,0
2497,draw,0,0
2498,draw,0,0
2499,draw,0,0
2500,MinimaxQ,1,-1
2501,draw,0,0
2502,draw,0,0
2503,draw,0,0
2504,MinimaxQ,1,-1
2505,draw,0,0
2506,draw,0,0
2507,draw,0,0
2508,MinimaxQ,1,-1
2509,draw,0,0
2510,draw,0,0
2511,MinimaxQ,1,-1
2512,draw,0,0
2513,draw,0,0
2514,draw,0,0
2515,draw,0,0
2516,draw,0,0
2517,draw,0,0
2518,draw,0,0
2519,draw,0,0
2520,MinimaxQ_2,-1,1
2521,draw,0,0
2522,draw,0,0
2523,draw,0,0
2524,draw,0,0
2525,draw,0,0
2526,draw,0,0
2527,draw,0,0
2528,draw,0,0
2529,draw,0,0
2530,draw,0,0
2531,draw,0,0
2532,draw,0,0
2533,draw,0,0
2534,draw,0,0
2535,draw,0,0
2536,draw,0,0
2537,draw,0,0
2538,draw,0,0
2539,draw,0,0
2540,draw,0,0
2541,MinimaxQ_2,-1,1
2542,draw,0,0
2543,draw,0,0
2544,draw,0,0
2545,draw,0,0
2546,draw,0,0
2547,draw,0,0
2548,draw,0,0
2549,draw,0,0
2550,draw,0,0
2551,draw,0,0
2552,draw,0,0
2553,draw,0,0
2554,draw,0,0
2555,draw,0,0
2556,draw,0,0
2557,draw,0,0
2558,draw,0,0
2559,MinimaxQ_2,-1,1
2560,draw,0,0
2561,draw,0,0
2562,draw,0,0
2563,draw,0,0
2564,draw,0,0
2565,draw,0,0
2566,draw,0,0
2567,draw,0,0
2568,draw,0,0
2569,MinimaxQ_2,-1,1
2570,draw,0,0
2571,draw,0,0
2572,draw,0,0
2573,draw,0,0
2574,draw,0,0
