episode,winner,MinimaxQ,MinimaxQ_2
2575,draw,0,0
2576,draw,0,0
2577,draw,0,0
2578,draw,0,0
2579,draw,0,0
2580,draw,0,0
2581,draw,0,0
2582,draw,0,0
2583,draw,0,0
2584,draw,0,0
2585,draw,0,0
2586,draw,0,0
2587,draw,0,0
2588,draw,0,0
2589,draw,0,0
2590,draw,0,0
2591,draw,0,0
2592,draw,0,0
2593,draw,0,0
2594,draw,0,0
2595,draw,0,0
2596,draw,0,0
2597,MinimaxQ,1,-1
2598,draw,0,0
2599,draw,0,0
2600,draw,0,0
2601,MinimaxQ_2,-1,1
2602,draw,0,0
2603,draw,0,0
2604,draw,0,0
2605,MinimaxQ_2,-1,1
2606,draw,0,0
2607,draw,0,0
2608,draw,0,0
2609,draw,0,0
2610,draw,0,0
2611,draw,0,0
2612,draw,0,0
2613,draw,0,0
2614,MinimaxQ,1,-1
2615,draw,0,0
2616,draw,0,0
2617,draw,0,0
2618,draw,0,0
2619,draw,0,0
2620,draw,0,0
2621,draw,0,0
2622,draw,0,0
2623,draw,0,0
2624,draw,0,0
2625,MinimaxQ_2,-1,1
2626,draw,0,0
2627,draw,0,0
2628,draw,0,0
2629,draw,0,0
2630,draw,0,0
2631,MinimaxQ_2,-1,1
2632,draw,0,0
2633,MinimaxQ,1,-1
2634,draw,0,0
2635,MinimaxQ_2,-1,1
2636,MinimaxQ_2,-1,1
2637,draw,0,0
2638,draw,0,0
2639,draw,0,0
2640,draw,0,0
2641,MinimaxQ,1,-1
2642,draw,0,0
2643,MinimaxQ,1,-1
2644,draw,0,0
2645,draw,0,0
2646,MinimaxQ,1,-1
2647,draw,0,0
2648,MinimaxQ,1,-1
2649,draw,0,0
2650,draw,0,0
2651,draw,0,0
2652,MinimaxQ_2,-1,1
2653,draw,0,0
2654,draw,0,0
2655,draw,0,0
2656,MinimaxQ_2,-1,1
2657,draw,0,0
2658,draw,0,0
2659,draw,0,0
2660,draw,0,0
2661,draw,0,0
2662,draw,0,0
2663,draw,0,0
2664,draw,0,0
2665,MinimaxQ,1,-1
2666,MinimaxQ_2,-1,1
2667,draw,0,0
2668,draw,0,0
2669,MinimaxQ_2,-1,1
2670,MinimaxQ_2,-1,1
2671,draw,0,0
2672,draw,0,0
2673,draw,0,0
2674,draw,0,0
2675,draw,0,0
2676,draw,0,0
2677,draw,0,0
2678,draw,0,0
2679,draw,0,0
2680,draw,0,0
2681,draw,0,0
2682,draw,0,0
2683,MinimaxQ,1,-1
2684,draw,0,0
2685,draw,0,0
2686,draw,0,0
2687,draw,0,0
2688,draw,0,0
2689,MinimaxQ_2,-1,1
2690,draw,0,0
2691,draw,0,0
2692,draw,0,0
2693,draw,0,0
2694,draw,0,0
2695,draw,0,0
2696,draw,0,0
2697,draw,0,0
2698,draw,0,0
2699,draw,0,0
2700,draw,0,0
2701,draw,0,0
2702,draw,0,0
2703,draw,0,0
2704,draw,0,0
2705,draw,0,0
2706,draw,0,0
2707,draw,0,0
2708,MinimaxQ_2,-1,1
2709,draw,0,0
2710,draw,0,0
2711,draw,0,0
2712,draw,0,0
2713,draw,0,0
2714,draw,0,0
2715,draw,0,0
2716,draw,0,0
2717,MinimaxQ,1,-1
2718,draw,0,0
2719,draw,0,0
2720,MinimaxQ_2,-1,1
2721,draw,0,0
2722,draw,0,0
2723,draw,0,0
2724,draw,0,0
2725,draw,0,0
2726,draw,0,0
2727,draw,0,0
2728,draw,0,0
2729,draw,0,0
2730,draw,0,0
2731,draw,0,0
2732,draw,0,0
2733,draw,0,0
2734,draw,0,0
2735,draw,0,0
2736,draw,0,0
2737,draw,0,0
2738,draw,0,0
2739,draw,0,0
2740,draw,0,0
2741,draw,0,0
2742,draw,0,0
2743,draw,0,0
2744,MinimaxQ,1,-1
2745,MinimaxQ,1,-1
2746,draw,0,0
2747,draw,0,0
2748,draw,0,0
2749,draw,0,0
2750,draw,0,0
2751,MinimaxQ_2,-1,1
2752,draw,0,0
2753,draw,0,0
2754,draw,0,0
2755,MinimaxQ_2,-1,1
2756,draw,0,0
2757,draw,0,0
2758,draw,0,0
2759,draw,0,0
2760,MinimaxQ_2,-1,1
2761,draw,0,0
2762,draw,0,0
2763,draw,0,0
2764,draw,0,0
2765,draw,0,0
2766,draw,0,0
2767,draw,0,0
2768,draw,0,0
2769,draw,0,0
2770,draw,0,0
2771,MinimaxQ,1,-1
2772,MinimaxQ,1,-1
2773,draw,0,0
2774,draw,0,0
2775,draw,0,0
2776,draw,0,0
2777,draw,0,0
2778,draw,0,0
2779,MinimaxQ,1,-1
2780,draw,0,0
2781,draw,0,0
2782,draw,0,0
2783,draw,0,0
2784,draw,0,0
2785,draw,0,0
2786,draw,0,0
2787,draw,0,0
2788,draw,0,0
2789,draw,0,0
2790,MinimaxQ_2,-1,1
2791,draw,0,0
2792,draw,0,0
2793,draw,0,0
2794,draw,0,0
2795,draw,0,0
2796,draw,0,0
2797,draw,0,0
2798,draw,0,0
2799,draw,0,0
2800,draw,0,0
2801,draw,0,0
2802,draw,0,0
2803,draw,0,0
2804,draw,0,0
2805,draw,0,0
2806,draw,0,0
2807,draw,0,0
2808,draw,0,0
2809,draw,0,0
2810,draw,0,0
2811,draw,0,0
2812,draw,0,0
2813,draw,0,0
2814,draw,0,0
2815,draw,0,0
2816,draw,0,0
2817,draw,0,0
2818,draw,0,0
2819,draw,0,0
2820,draw,0,0
2821,draw,0,0
2822,MinimaxQ_2,-1,1
2823,draw,0,0
2824,MinimaxQ_2,-1,1
2825,MinimaxQ_2,-1,1
2826,draw,0,0
2827,draw,0,0
2828,MinimaxQ_2,-1,1
2829,draw,0,0
2830,draw,0,0
2831,draw,0,0
2832,draw,0,0
2833,draw,0,0
2834,draw,0,0
2835,draw,0,0
2836,MinimaxQ_2,-1,1
2837,MinimaxQ_2,-1,1
2838,draw,0,0
2839,draw,0,0
2840,draw,0,0
2841,draw,0,0
2842,draw,0,0
2843,draw,0,0
2844,draw,0,0
2845,draw,0,0
2846,draw,0,0
2847,draw,0,0
2848,draw,0,0
2849,draw,0,0
2850,draw,0,0
2851,MinimaxQ,1,-1
2852,draw,0,0
2853,draw,0,0
2854,MinimaxQ,1,-1
2855,draw,0,0
2856,draw,0,0
2857,MinimaxQ,1,-1
2858,draw,0,0
2859,draw,0,0
2860,draw,0,0
2861,draw,0,0
2862,MinimaxQ,1,-1
2863,MinimaxQ,1,-1
2864,draw,0,0
2865,draw,0,0
2866,draw,0,0
2867,draw,0,0
2868,draw,0,0
2869,MinimaxQ_2,-1,1
2870,MinimaxQ_2,-1,1
2871,MinimaxQ,1,-1
2872,draw,0,0
2873,draw,0,0
2874,draw,0,0
2875,draw,0,0
2876,draw,0,0
2877,draw,0,0
2878,draw,0,0
2879,MinimaxQ,1,-1
2880,draw,0,0
2881,draw,0,0
2882,draw,0,0
2883,draw,0,0
2884,draw,0,0
2885,draw,0,0
2886,draw,0,0
2887,MinimaxQ_2,-1,1
2888,draw,0,0
2889,draw,0,0
2890,draw,0,0
2891,draw,0,0
2892,draw,0,0
2893,draw,0,0
2894,draw,0,0
2895,MinimaxQ,1,-1
2896,draw,0,0
2897,draw,0,0
2898,draw,0,0
2899,draw,0,0
2900,draw,0,0
2901,draw,0,0
2902,draw,0,0
2903,draw,0,0
2904,MinimaxQ,1,-1
2905,draw,0,0
2906,draw,0,0
2907,draw,0,0
2908,MinimaxQ_2,-1,1
2909,draw,0,0
2910,MinimaxQ,1,-1
2911,draw,0,0
2912,draw,0,0
2913,draw,0,0
2914,draw,0,0
2915,draw,0,0
2916,draw,0,0
2917,draw,0,0
2918,draw,0,0
2919,draw,0,0
2920,draw,0,0
2921,MinimaxQ_2,-1,1
2922,draw,0,0
2923,draw,0,0
2924,draw,0,0
2925,draw,0,0
2926,draw,0,0
2927,MinimaxQ,1,-1
2928,draw,0,0
2929,draw,0,0
2930,draw,0,0
2931,draw,0,0
2932,MinimaxQ,1,-1
2933,draw,0,0
2934,MinimaxQ_2,-1,1
2935,draw,0,0
2936,MinimaxQ_2,-1,1
2937,draw,0,0
2938,draw,0,0
2939,MinimaxQ_2,-1,1
2940,draw,0,0
2941,draw,0,0
2942,draw,0,0
2943,draw,0,0
2944,draw,0,0
2945,draw,0,0
2946,draw,0,0
2947,draw,0,0
2948,MinimaxQ,1,-1
2949,draw,0,0
2950,draw,0,0
2951,draw,0,0
2952,draw,0,0
2953,draw,0,0
2954,draw,0,0
2955,draw,0,0
2956,draw,0,0
2957,draw,0,0
2958,draw,0,0
2959,draw,0,0
2960,draw,0,0
2961,draw,0,0
2962,draw,0,0
2963,draw,0,0
2964,MinimaxQ,1,-1
2965,MinimaxQ_2,-1,1
2966,draw,0,0
2967,draw,0,0
2968,draw,0,0
2969,draw,0,0
2970,draw,0,0
2971,draw,0,0
2972,draw,0,0
2973,draw,0,0
2974,draw,0,0
2975,draw,0,0
2976,draw,0,0
2977,draw,0,0
2978,draw,0,0
2979,draw,0,0
2980,MinimaxQ,1,-1
2981,draw,0,0
2982,MinimaxQ,1,-1
2983,draw,0,0
2984,draw,0,0
2985,draw,0,0
2986,draw,0,0
2987,draw,0,0
2988,draw,0,0
2989,draw,0,0
2990,draw,0,0
2991,MinimaxQ_2,-1,1
2992,draw,0,0
2993,MinimaxQ,1,-1
2994,draw,0,0
2995,draw,0,0
2996,draw,0,0
2997,draw,0,0
2998,draw,0,0
2999,draw,0,0
3000,MinimaxQ_2,-1,1
3001,MinimaxQ_2,-1,1
3002,draw,0,0
3003,draw,0,0
3004,draw,0,0
3005,draw,0,0
3006,draw,0,0
3007,draw,0,0
3008,draw,0,0
3009,draw,0,0
3010,draw,0,0
3011,draw,0,0
3012,draw,0,0
3013,draw,0,0
3014,draw,0,0
3015,draw,0,0
3016,draw,0,0
3017,MinimaxQ_2,-1,1
3018,draw,0,0
3019,draw,0,0
3020,draw,0,0
3021,draw,0,0
3022,MinimaxQ_2,-1,1
3023,draw,0,0
3024,draw,0,0
3025,MinimaxQ,1,-1
3026,draw,0,0
3027,draw,0,0
3028,draw,0,0
3029,draw,0,0
3030,draw,0,0
3031,draw,0,0
3032,draw,0,0
3033,draw,0,0
3034,draw,0,0
3035,draw,0,0
3036,draw,0,0
3037,draw,0,0
3038,draw,0,0
3039,draw,0,0
3040,draw,0,0
3041,draw,0,0
3042,draw,0,0
3043,draw,0,0
3044,draw,0,0
3045,MinimaxQ,1,-1
3046,draw,0,0
3047,draw,0,0
3048,draw,0,0
3049,draw,0,0
3050,MinimaxQ,1,-1
3051,MinimaxQ,1,-1
3052,MinimaxQ_2,-1,1
3053,draw,0,0
3054,MinimaxQ_2,-1,1
3055,MinimaxQ,1,-1
3056,draw,0,0
3057,draw,0,0
3058,draw,0,0
3059,draw,0,0
3060,draw,0,0
3061,draw,0,0
3062,draw,0,0
3063,draw,0,0
3064,draw,0,0
3065,draw,0,0
3066,MinimaxQ,1,-1
3067,draw,0,0
3068,draw,0,0
3069,draw,0,0
3070,draw,0,0
3071,draw,0,0
3072,draw,0,0
3073,draw,0,0
3074,draw,0,0
3075,draw,0,0
3076,draw,0,0
3077,MinimaxQ,1,-1
3078,draw,0,0
3079,MinimaxQ_2,-1,1
3080,draw,0,0
3081,draw,0,0
3082,draw,0,0
3083,MinimaxQ,1,-1
3084,draw,0,0
3085,draw,0,0
3086,draw,0,0
3087,draw,0,0
3088,draw,0,0
3089,draw,0,0
3090,MinimaxQ,1,-1
3091,draw,0,0
3092,MinimaxQ,1,-1
3093,draw,0,0
3094,draw,0,0
3095,draw,0,0
3096,draw,0,0
3097,MinimaxQ_2,-1,1
3098,draw,0,0
3099,draw,0,0
3100,draw,0,0
3101,draw,0,0
3102,draw,0,0
3103,MinimaxQ_2,-1,1
3104,draw,0,0
3105,draw,0,0
3106,draw,0,0
3107,draw,0,0
3108,MinimaxQ_2,-1,1
3109,draw,0,0
3110,MinimaxQ_2,-1,1
3111,draw,0,0
3112,draw,0,0
3113,draw,0,0
3114,draw,0,0
3115,draw,0,0
3116,draw,0,0
3117,draw,0,0
3118,draw,0,0
3119,draw,0,0
3120,draw,0,0
3121,MinimaxQ_2,-1,1
3122,MinimaxQ_2,-1,1
3123,draw,0,0
3124,draw,0,0
3125,MinimaxQ,1,-1
3126,draw,0,0
3127,draw,0,0
3128,draw,0,0
3129,draw,0,0
3130,draw,0,0
3131,MinimaxQ_2,-1,1
3132,draw,0,0
3133,draw,0,0
3134,draw,0,0
3135,draw,0,0
3136,draw,0,0
3137,draw,0,0
3138,draw,0,0
3139,draw,0,0
3140,draw,0,0
3141,draw,0,0
3142,draw,0,0
3143,draw,0,0
3144,draw,0,0
3145,draw,0,0
3146,draw,0,0
3147,draw,0,0
3148,draw,0,0
3149,draw,0,0
3150,draw,0,0
3151,draw,0,0
3152,draw,0,0
3153,MinimaxQ_2,-1,1
3154,draw,0,0
3155,draw,0,0
3156,MinimaxQ,1,-1
3157,draw,0,0
3158,draw,0,0
3159,draw,0,0
3160,draw,0,0
3161,draw,0,0
3162,draw,0,0
3163,draw,0,0
3164,draw,0,0
3165,MinimaxQ_2,-1,1
3166,draw,0,0
3167,draw,0,0
3168,MinimaxQ_2,-1,1
3169,draw,0,0
3170,MinimaxQ,1,-1
3171,MinimaxQ_2,-1,1
3172,MinimaxQ,1,-1
3173,draw,0,0
3174,draw,0,0
3175,draw,0,0
3176,draw,0,0
3177,draw,0,0
3178,MinimaxQ_2,-1,1
3179,MinimaxQ_2,-1,1
3180,MinimaxQ_2,-1,1
3181,MinimaxQ,1,-1
3182,draw,0,0
3183,draw,0,0
3184,draw,0,0
3185,draw,0,0
3186,draw,0,0
3187,draw,0,0
3188,MinimaxQ_2,-1,1
3189,MinimaxQ_2,-1,1
3190,draw,0,0
3191,draw,0,0
3192,draw,0,0
3193,MinimaxQ,1,-1
3194,draw,0,0
3195,draw,0,0
3196,draw,0,0
3197,MinimaxQ_2,-1,1
3198,draw,0,0
3199,MinimaxQ,1,-1
3200,draw,0,0
3201,draw,0,0
3202,draw,0,0
3203,MinimaxQ,1,-1
3204,draw,0,0
3205,draw,0,0
3206,draw,0,0
3207,MinimaxQ,1,-1
3208,draw,0,0
3209,draw,0,0
3210,MinimaxQ_2,-1,1
3211,draw,0,0
3212,MinimaxQ_2,-1,1
3213,draw,0,0
3214,MinimaxQ,1,-1
3215,draw,0,0
3216,draw,0,0
3217,draw,0,0
3218,draw,0,0
3219,draw,0,0
3220,draw,0,0
3221,draw,0,0
3222,draw,0,0
3223,draw,0,0
3224,draw,0,0
3225,draw,0,0
3226,draw,0,0
3227,draw,0,0
3228,draw,0,0
3229,draw,0,0
3230,draw,0,0
3231,MinimaxQ_2,-1,1
3232,draw,0,0
3233,draw,0,0
3234,draw,0,0
3235,MinimaxQ,1,-1
3236,draw,0,0
3237,draw,0,0
3238,draw,0,0
3239,draw,0,0
3240,draw,0,0
3241,draw,0,0
3242,draw,0,0
3243,draw,0,0
3244,draw,0,0
3245,draw,0,0
3246,draw,0,0
3247,draw,0,0
3248,draw,0,0
3249,MinimaxQ_2,-1,1
3250,draw,0,0
3251,draw,0,0
3252,MinimaxQ,1,-1
3253,draw,0,0
3254,draw,0,0
3255,MinimaxQ,1,-1
3256,MinimaxQ,1,-1
3257,draw,0,0
3258,draw,0,0
3259,draw,0,0
3260,draw,0,0
3261,draw,0,0
3262,MinimaxQ_2,-1,1
3263,draw,0,0
3264,draw,0,0
3265,draw,0,0
3266,draw,0,0
3267,draw,0,0
3268,draw,0,0
3269,draw,0,0
3270,draw,0,0
3271,draw,0,0
3272,draw,0,0
3273,draw,0,0
3274,draw,0,0
3275,draw,0,0
3276,draw,0,0
3277,draw,0,0
3278,draw,0,0
3279,draw,0,0
3280,draw,0,0
3281,draw,0,0
3282,draw,0,0
3283,draw,0,0
3284,draw,0,0
3285,draw,0,0
3286,draw,0,0
3287,MinimaxQ,1,-1
3288,MinimaxQ,1,-1
3289,MinimaxQ,1,-1
3290,draw,0,0
3291,draw,0,0
3292,MinimaxQ_2,-1,1
3293,draw,0,0
3294,draw,0,0
3295,MinimaxQ_2,-1,1
3296,draw,0,0
3297,draw,0,0
3298,MinimaxQ,1,-1
3299,draw,0,0
3300,draw,0,0
3301,draw,0,0
3302,MinimaxQ,1,-1
3303,MinimaxQ_2,-1,1
3304,MinimaxQ,1,-1
3305,draw,0,0
3306,draw,0,0
3307,MinimaxQ_2,-1,1
3308,draw,0,0
3309,draw,0,0
3310,draw,0,0
3311,MinimaxQ_2,-1,1
3312,draw,0,0
3313,draw,0,0
3314,draw,0,0
3315,draw,0,0
3316,draw,0,0
3317,draw,0,0
3318,MinimaxQ_2,-1,1
3319,MinimaxQ,1,-1
3320,MinimaxQ,1,-1
3321,draw,0,0
3322,draw,0,0
3323,draw,0,0
3324,draw,0,0
3325,MinimaxQ_2,-1,1
3326,draw,0,0
3327,MinimaxQ,1,-1
3328,draw,0,0
3329,draw,0,0
3330,draw,0,0
3331,draw,0,0
3332,MinimaxQ_2,-1,1
3333,draw,0,0
3334,MinimaxQ_2,-1,1
3335,draw,0,0
3336,draw,0,0
3337,draw,0,0
3338,draw,0,0
3339,draw,0,0
3340,draw,0,0
3341,draw,0,0
3342,draw,0,0
3343,MinimaxQ,1,-1
3344,draw,0,0
3345,draw,0,0
3346,draw,0,0
3347,draw,0,0
3348,draw,0,0
3349,draw,0,0
3350,draw,0,0
3351,draw,0,0
3352,draw,0,0
3353,draw,0,0
3354,draw,0,0
3355,draw,0,0
3356,draw,0,0
3357,MinimaxQ_2,-1,1
3358,draw,0,0
3359,MinimaxQ,1,-1
3360,MinimaxQ,1,-1
3361,draw,0,0
3362,draw,0,0
3363,draw,0,0
3364,draw,0,0
3365,draw,0,0
3366,draw,0,0
3367,draw,0,0
3368,draw,0,0
3369,MinimaxQ_2,-1,1
3370,draw,0,0
3371,draw,0,0
3372,draw,0,0
3373,draw,0,0
3374,draw,0,0
3375,draw,0,0
3376,draw,0,0
3377,draw,0,0
3378,draw,0,0
3379,draw,0,0
3380,MinimaxQ_2,-1,1
3381,draw,0,0
3382,draw,0,0
3383,draw,0,0
3384,draw,0,0
3385,draw,0,0
3386,draw,0,0
3387,draw,0,0
3388,draw,0,0
3389,draw,0,0
3390,draw,0,0
3391,draw,0,0
3392,draw,0,0
3393,draw,0,0
3394,draw,0,0
3395,draw,0,0
3396,draw,0,0
3397,draw,0,0
3398,draw,0,0
3399,draw,0,0
3400,draw,0,0
3401,draw,0,0
3402,MinimaxQ_2,-1,1
3403,draw,0,0
3404,draw,0,0
3405,MinimaxQ,1,-1
3406,draw,0,0
3407,draw,0,0
3408,MinimaxQ,1,-1
3409,draw,0,0
3410,draw,0,0
3411,MinimaxQ,1,-1
3412,MinimaxQ,1,-1
3413,draw,0,0
3414,draw,0,0
3415,draw,0,0
3416,draw,0,0
3417,draw,0,0
3418,draw,0,0
3419,draw,0,0
3420,draw,0,0
3421,draw,0,0
3422,draw,0,0
3423,draw,0,0
3424,draw,0,0
3425,MinimaxQ_2,-1,1
3426,draw,0,0
3427,draw,0,0
3428,draw,0,0
3429,draw,0,0
3430,draw,0,0
3431,draw,0,0
3432,draw,0,0
3433,draw,0,0
3434,draw,0,0
3435,draw,0,0
3436,draw,0,0
3437,draw,0,0
3438,draw,0,0
3439,draw,0,0
3440,draw,0,0
3441,draw,0,0
3442,draw,0,0
3443,draw,0,0
3444,MinimaxQ_2,-1,1
3445,draw,0,0
3446,draw,0,0
3447,draw,0,0
3448,draw,0,0
3449,MinimaxQ_2,-1,1
3450,MinimaxQ,1,-1
3451,draw,0,0
3452,draw,0,0
3453,draw,0,0
3454,draw,0,0
3455,MinimaxQ_2,-1,1
3456,draw,0,0
3457,draw,0,0
3458,draw,0,0
3459,draw,0,0
3460,draw,0,0
3461,draw,0,0
3462,draw,0,0
3463,draw,0,0
3464,draw,0,0
3465,draw,0,0
3466,MinimaxQ_2,-1,1
3467,MinimaxQ_2,-1,1
3468,draw,0,0
3469,draw,0,0
3470,draw,0,0
3471,draw,0,0
3472,draw,0,0
3473,draw,0,0
3474,draw,0,0
3475,draw,0,0
3476,draw,0,0
3477,draw,0,0
3478,draw,0,0
3479,draw,0,0
3480,draw,0,0
3481,draw,0,0
3482,draw,0,0
3483,draw,0,0
3484,MinimaxQ,1,-1
3485,draw,0,0
3486,draw,0,0
3487,draw,0,0
3488,draw,0,0
3489,draw,0,0
3490,draw,0,0
3491,draw,0,0
3492,draw,0,0
3493,draw,0,0
3494,draw,0,0
3495,draw,0,0
3496,draw,0,0
3497,draw,0,0
3498,draw,0,0
3499,draw,0,0
3500,draw,0,0
3501,draw,0,0
3502,MinimaxQ_2,-1,1
3503,draw,0,0
3504,draw,0,0
3505,draw,0,0
3506,draw,0,0
3507,draw,0,0
3508,draw,0,0
3509,draw,0,0
3510,draw,0,0
3511,draw,0,0
3512,MinimaxQ_2,-1,1
3513,MinimaxQ_2,-1,1
3514,draw,0,0
3515,draw,0,0
3516,draw,0,0
3517,draw,0,0
3518,draw,0,0
3519,MinimaxQ,1,-1
3520,draw,0,0
3521,draw,0,0
3522,draw,0,0
3523,draw,0,0
3524,MinimaxQ,1,-1
3525,draw,0,0
3526,draw,0,0
3527,draw,0,0
3528,draw,0,0
3529,draw,0,0
3530,draw,0,0
3531,draw,0,0
3532,draw,0,0
3533,draw,0,0
3534,draw,0,0
3535,MinimaxQ,1,-1
3536,draw,0,0
3537,draw,0,0
3538,draw,0,0
3539,draw,0,0
3540,draw,0,0
3541,draw,0,0
3542,draw,0,0
3543,MinimaxQ,1,-1
3544,draw,0,0
3545,MinimaxQ_2,-1,1
3546,MinimaxQ_2,-1,1
3547,draw,0,0
3548,draw,0,0
3549,draw,0,0
3550,draw,0,0
3551,draw,0,0
3552,draw,0,0
3553,draw,0,0
3554,draw,0,0
3555,draw,0,0
3556,draw,0,0
3557,draw,0,0
3558,MinimaxQ,1,-1
3559,draw,0,0
3560,draw,0,0
3561,MinimaxQ,1,-1
3562,draw,0,0
3563,MinimaxQ,1,-1
3564,draw,0,0
3565,draw,0,0
3566,draw,0,0
3567,draw,0,0
3568,draw,0,0
3569,draw,0,0
3570,draw,0,0
3571,draw,0,0
3572,draw,0,0
3573,draw,0,0
3574,draw,0,0
3575,draw,0,0
3576,draw,0,0
3577,draw,0,0
3578,MinimaxQ,1,-1
3579,MinimaxQ,1,-1
3580,draw,0,0
3581,draw,0,0
3582,MinimaxQ,1,-1
3583,draw,0,0
3584,draw,0,0
3585,draw,0,0
3586,draw,0,0
3587,draw,0,0
3588,draw,0,0
3589,draw,0,0
3590,draw,0,0
3591,draw,0,0
3592,draw,0,0
3593,draw,0,0
3594,draw,0,0
3595,draw,0,0
3596,draw,0,0
3597,draw,0,0
3598,draw,0,0
3599,draw,0,0
3600,MinimaxQ,1,-1
3601,draw,0,0
3602,MinimaxQ,1,-1
3603,draw,0,0
3604,draw,0,0
3605,draw,0,0
3606,draw,0,0
3607,draw,0,0
3608,draw,0,0
3609,draw,0,0
3610,draw,0,0
3611,draw,0,0
3612,draw,0,0
3613,draw,0,0
3614,MinimaxQ_2,-1,1
3615,draw,0,0
3616,draw,0,0
3617,draw,0,0
3618,draw,0,0
3619,draw,0,0
3620,draw,0,0
3621,draw,0,0
3622,draw,0,0
3623,MinimaxQ,1,-1
3624,draw,0,0
3625,MinimaxQ_2,-1,1
3626,draw,0,0
3627,draw,0,0
3628,draw,0,0
3629,draw,0,0
3630,draw,0,0
3631,draw,0,0
3632,draw,0,0
3633,draw,0,0
3634,draw,0,0
3635,draw,0,0
3636,draw,0,0
3637,MinimaxQ_2,-1,1
3638,draw,0,0
3639,draw,0,0
3640,MinimaxQ_2,-1,1
3641,draw,0,0
3642,MinimaxQ_2,-1,1
3643,draw,0,0
3644,draw,0,0
3645,draw,0,0
3646,MinimaxQ,1,-1
3647,draw,0,0
3648,draw,0,0
3649,draw,0,0
3650,draw,0,0
3651,draw,0,0
3652,draw,0,0
3653,draw,0,0
3654,draw,0,0
3655,draw,0,0
3656,draw,0,0
3657,draw,0,0
3658,draw,0,0
3659,draw,0,0
3660,draw,0,0
3661,MinimaxQ_2,-1,1
3662,draw,0,0
3663,draw,0,0
3664,draw,0,0
3665,draw,0,0
3666,draw,0,0
3667,draw,0,0
3668,draw,0,0
3669,draw,0,0
3670,draw,0,0
3671,MinimaxQ,1,-1
3672,draw,0,0
3673,draw,0,0
3674,draw,0,0
3675,draw,0,0
3676,draw,0,0
3677,draw,0,0
3678,draw,0,0
3679,draw,0,0
3680,draw,0,0
3681,draw,0,0
3682,MinimaxQ,1,-1
3683,draw,0,0
3684,draw,0,0
3685,draw,0,0
3686,draw,0,0
3687,MinimaxQ,1,-1
3688,draw,0,0
3689,draw,0,0
3690,draw,0,0
3691,draw,0,0
3692,draw,0,0
3693,draw,0,0
3694,draw,0,0
3695,MinimaxQ,1,-1
3696,draw,0,0
3697,draw,0,0
3698,draw,0,0
3699,draw,0,0
3700,MinimaxQ_2,-1,1
3701,draw,0,0
3702,draw,0,0
3703,draw,0,0
3704,MinimaxQ,1,-1
3705,draw,0,0
3706,draw,0,0
3707,draw,0,0
3708,MinimaxQ,1,-1
3709,draw,0,0
3710,draw,0,0
3711,draw,0,0
3712,MinimaxQ_2,-1,1
3713,MinimaxQ,1,-1
3714,draw,0,0
3715,draw,0,0
3716,draw,0,0
3717,draw,0,0
3718,draw,0,0
3719,draw,0,0
3720,draw,0,0
3721,draw,0,0
3722,MinimaxQ_2,-1,1
3723,draw,0,0
3724,draw,0,0
3725,draw,0,0
3726,MinimaxQ,1,-1
3727,draw,0,0
3728,draw,0,0
3729,draw,0,0
3730,draw,0,0
3731,draw,0,0
3732,draw,0,0
3733,draw,0,0
3734,MinimaxQ_2,-1,1
3735,draw,0,0
3736,draw,0,0
3737,draw,0,0
3738,draw,0,0
3739,draw,0,0
3740,draw,0,0
3741,draw,0,0
3742,draw,0,0
3743,draw,0,0
3744,draw,0,0
3745,draw,0,0
3746,draw,0,0
3747,MinimaxQ_2,-1,1
3748,draw,0,0
3749,draw,0,0
3750,MinimaxQ,1,-1
3751,MinimaxQ,1,-1
3752,MinimaxQ,1,-1
3753,draw,0,0
3754,draw,0,0
3755,draw,0,0
3756,draw,0,0
3757,draw,0,0
3758,draw,0,0
3759,MinimaxQ_2,-1,1
3760,draw,0,0
3761,draw,0,0
3762,MinimaxQ_2,-1,1
3763,draw,0,0
3764,draw,0,0
3765,draw,0,0
3766,MinimaxQ_2,-1,1
3767,draw,0,0
3768,draw,0,0
3769,draw,0,0
3770,draw,0,0
3771,draw,0,0
3772,draw,0,0
3773,draw,0,0
3774,draw,0,0
3775,draw,0,0
3776,draw,0,0
3777,draw,0,0
3778,draw,0,0
3779,draw,0,0
3780,draw,0,0
3781,draw,0,0
3782,draw,0,0
3783,draw,0,0
3784,draw,0,0
3785,draw,0,0
3786,draw,0,0
3787,draw,0,0
3788,draw,0,0
3789,draw,0,0
3790,draw,0,0
3791,MinimaxQ_2,-1,1
3792,draw,0,0
3793,draw,0,0
3794,draw,0,0
3795,draw,0,0
3796,draw,0,0
3797,draw,0,0
3798,draw,0,0
3799,draw,0,0
3800,draw,0,0
3801,draw,0,0
3802,draw,0,0
3803,MinimaxQ,1,-1
3804,draw,0,0
3805,draw,0,0
3806,draw,0,0
3807,MinimaxQ,1,-1
3808,MinimaxQ_2,-1,1
3809,MinimaxQ,1,-1
3810,draw,0,0
3811,MinimaxQ,1,-1
3812,draw,0,0
3813,draw,0,0
3814,MinimaxQ,1,-1
3815,draw,0,0
3816,draw,0,0
3817,draw,0,0
3818,draw,0,0
3819,draw,0,0
3820,MinimaxQ_2,-1,1
3821,draw,0,0
3822,MinimaxQ,1,-1
3823,draw,0,0
3824,draw,0,0
3825,draw,0,0
